epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.6978145553803343,0.7981945276260376,1.1603679972196252,0.8484206199645996
2,1.092100833539746,0.8536479473114014,1.0432093047575688,0.8550426959991455
3,1.0120162067624046,0.8564382195472717,1.0231132691019051,0.8561684489250183
4,1.0051317534068682,0.8574559092521667,1.0127667136981415,0.8545791506767273
5,0.9808028946748931,0.8577677607536316,1.0154217495755427,0.8548440337181091
6,0.9809262484815795,0.8578990697860718,0.9960583618187577,0.8587510585784912
7,0.9737719561291978,0.8584078550338745,0.9896442235457046,0.8601416945457458
8,0.9770582964973736,0.8585309982299805,0.9869655827838133,0.8527249693870544
9,0.9592502693712791,0.8591629266738892,0.9906069880085717,0.8535196185112
10,0.9771641868697742,0.8592942357063293,0.9917105600437719,0.8586186170578003
11,0.9488199195728306,0.8591547012329102,0.9825054516476609,0.8559697866439819
12,0.9626135379585863,0.85902339220047,0.9805723733067649,0.8592808246612549
13,0.9629620120880515,0.8594255447387695,0.9794378678251244,0.8590821623802185
14,0.9620909221382892,0.8581206202507019,0.9795436048361646,0.8541818261146545
15,0.975429412057801,0.8586458563804626,0.9795787700295397,0.8590821623802185
16,0.9583885884051913,0.859458327293396,0.9702502651413352,0.8594794869422913
17,0.9717379947570134,0.8596635460853577,1.0041122468702743,0.8566319942474365
18,0.9643977771915428,0.85902339220047,0.9812377163087602,0.859148383140564
19,0.9452340229469243,0.85990971326828,0.98725485286884,0.8576253056526184
20,0.9530191802208581,0.8596142530441284,0.9776947342716817,0.8597443699836731
21,0.9501513606809753,0.8600492477416992,0.9932322509618274,0.8512681126594543
22,0.9520274799009436,0.8600000143051147,0.9719244278987051,0.8579564094543457
23,0.9571294183513582,0.8595076203346252,0.9788764031970122,0.8600754737854004
24,0.9602098495769944,0.8594173192977905,0.9742398943735722,0.8547115921974182
25,0.9337870344109204,0.8589330911636353,0.9794355960029955,0.8580226302146912
26,0.9508963664785677,0.8596389293670654,0.9786372298980763,0.8590821623802185
27,0.9575645693157728,0.8593844771385193,0.9833965241480409,0.8541156053543091
28,0.9553562901777846,0.8599425554275513,0.9731418501636956,0.8576253056526184
29,0.9558986737909866,0.8595076203346252,0.9746184588489951,0.8596781492233276
30,0.9547978437091247,0.8592777848243713,0.9797178745793975,0.8561684489250183
31,0.949570898748632,0.8592450022697449,0.9785602590772265,0.8573604226112366
32,0.9590314784458369,0.8597045540809631,0.9940766704498138,0.8503410220146179
33,0.9512042800995184,0.8599507808685303,0.987671597434047,0.8536520600318909
34,0.9591211815148081,0.8599343299865723,0.9890343823012164,0.8571617603302002
35,0.9522346530407815,0.8599507808685303,0.9934687998873918,0.8517316579818726
36,0.9467504632687243,0.8584324717521667,0.9871254709768166,0.8570955395698547
37,0.9497721645855154,0.859926164150238,0.9793094809016015,0.8567644357681274
38,0.9480105234792002,0.8607304096221924,0.9794145733840075,0.8589497208595276
39,0.9498067657741164,0.859359860420227,0.9827382678738459,0.8594132661819458
40,0.9567176778938606,0.859458327293396,0.985034632000267,0.8564995527267456
41,0.9516947153634371,0.8597702383995056,0.9749156214094218,0.8559035658836365
42,0.9582896469841362,0.8599507808685303,0.9838270838552206,0.8586848378181458
43,0.953743302434027,0.8600820899009705,0.9832201838284907,0.8553075790405273
44,0.965535269752291,0.8600984811782837,0.9749242288375708,0.8597443699836731
45,0.9464208357948659,0.8600410223007202,0.9802963288496587,0.8544467091560364
46,0.9524290922216153,0.8595404028892517,0.9731872128229264,0.8528574109077454
47,0.9519789866768757,0.8599671721458435,0.9841335998834682,0.8601416945457458
48,0.9439253477290473,0.8599917888641357,0.983949207600381,0.8525263071060181
