epoch,train_loss,train_accuracy,"train_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","train_CoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","train_RespondedExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))",val_loss,val_accuracy,"val_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","val_CoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","val_RespondedExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))"
1,1.0216565532816781,0.31587302684783936,0.0032595780160692,0.0006089064810011122,0.0012025157610575357,0.0,0.9176636510425144,0.3142857253551483,0.0010154512193467882,6.951226128472222e-05,4.2597452799479164e-05,0.0
2,0.8657086789608002,0.32863757014274597,0.0005960623423258463,0.0001119375228881836,0.000986337661743164,0.0,0.8884014036920336,0.3380952477455139,0.0002311282687717014,8.689032660590277e-06,0.0,0.0
3,0.845402103000217,0.3384259343147278,0.00019338263405693903,4.115369584825304e-06,0.00013308789994981554,0.0,0.871950297885471,0.3433862328529358,6.824069552951389e-06,0.0,0.0004236645168728299,0.0
4,0.8299258180790478,0.3380952477455139,0.0005180504586961535,3.1819608476426866e-05,0.0001987033420138889,0.0,0.8542282687293159,0.33174604177474976,0.0,0.00010850694444444444,0.0,0.0
5,0.81080195804437,0.3375000059604645,0.0007795731226603191,0.00013196070988972982,0.000376586119333903,0.0,0.830175867345598,0.3433862328529358,9.602440728081597e-05,0.0,4.238552517361111e-07,0.0
6,0.7885183865825335,0.34173280000686646,0.0003730045424567329,1.4972686767578124e-05,0.00031511386235555014,0.0,0.8051246152983771,0.3481481373310089,0.0002711190117730035,1.6530354817708334e-06,7.099575466579861e-06,0.0
7,0.7729059630797969,0.3591931164264679,0.000598495536380344,0.00013271172841389974,0.0006624658902486166,0.0,0.7912952303886414,0.38465607166290283,0.0008507198757595486,0.0,8.913675944010417e-05,0.0
8,0.7618020330038335,0.36541005969047546,0.0008788545926411947,0.00022798644171820746,0.0009615805413987901,0.0,0.7842420472039117,0.38359788060188293,0.0006677627563476563,0.00035917494032118054,0.0002224392361111111,0.0
9,0.7544313023487726,0.37255290150642395,0.0009332100550333658,0.0007144305441114637,0.0012468033366733128,0.0,0.7750515513949924,0.39259257912635803,0.0005975723266601563,0.0004316965738932292,0.0022077136569552953,0.0
10,0.7490229664577378,0.3728174567222595,0.001575360033247206,0.0027593943807813857,0.0007121536466810439,0.0,0.7721316496531169,0.3947089910507202,0.0006350199381510417,0.0,0.0004107793172200521,0.0
11,0.744748577558332,0.3748677372932434,0.0021538244353400335,0.0020293487442864314,0.003972805870903863,0.0,0.7648195174005297,0.3730158805847168,0.0009785334269205729,0.0006478627522786459,0.008134714762369792,0.0
12,0.7427915831406912,0.37837302684783936,0.007396607928805881,0.0012896445062425402,0.004222408930460612,0.0,0.7617554426193237,0.3978835940361023,0.0042546378241644965,2.5431315104166666e-07,0.00982460445827908,0.0
13,0.7395128190517426,0.3730820119380951,0.006058116091622247,0.007550789250267876,0.006874577204386393,0.0,0.7603886846039031,0.3830687701702118,0.007344807518853081,0.019407886928982206,0.023968738979763454,0.0
14,0.736222442653444,0.3856481611728668,0.0035757972134484186,0.004909488227632311,0.015309756331973606,0.0,0.7620276812050077,0.3777777850627899,0.0008275455898708767,0.026480113135443795,0.047941727108425564,0.0
15,0.7328388610026902,0.37830686569213867,0.010340338945388794,0.008505387438668145,0.009997003277142842,0.0,0.7631201972564061,0.35978835821151733,0.01592004564073351,0.07840630213419596,0.04283258650037977,0.0
16,0.7354264965901772,0.3740740716457367,0.0065020521481831866,0.009203068415323893,0.01923233535554674,0.0,0.7599277946684095,0.38359788060188293,0.0005771848890516493,0.0,0.007533836364746094,0.0
17,0.7320576277871926,0.37156084179878235,0.009952523973253039,0.005609081851111518,0.00946241749657525,0.0,0.7540595220194922,0.3841269910335541,0.0005020353529188368,0.0,0.03117262522379557,0.0
18,0.7283425516138474,0.3807539641857147,0.005359994040595161,0.004979887273576525,0.012126600742340088,0.0,0.7512706425454881,0.3888888955116272,0.007599597507052951,0.0024494171142578126,0.010719066196017795,0.0
19,0.7293067836720083,0.3781746029853821,0.006880218452877469,0.00872552792231242,0.01787865956624349,0.0,0.7488472501436869,0.39523810148239136,0.006164275275336371,0.0028452555338541667,0.020169173346625435,0.0
20,0.7306675275580751,0.37466931343078613,0.012071888314353095,0.017278412646717495,0.03018848763571845,0.0,0.7502612594101165,0.36349207162857056,0.00498650868733724,0.032076983981662324,0.020127614339192707,0.0
21,0.7290307089479433,0.3797619044780731,0.0029857383833991158,0.002160798178778754,0.030232498380872937,0.0,0.7506620155440437,0.3947089910507202,0.003618643018934462,9.329054090711806e-05,0.02787874009874132,0.0
22,0.7258832437917591,0.3808862566947937,0.006348505285051134,0.007739688290490044,0.02083934545516968,0.0,0.7476170731915368,0.38042327761650085,0.006664805942111545,0.0011680391099717882,0.0032480239868164064,0.0
23,0.729854490649369,0.37566137313842773,0.01237771643532647,0.013082138697306315,0.03059135807885064,0.0,0.745993228091134,0.3941798806190491,0.0005587259928385417,0.0032720141940646703,0.06619461907280816,0.0
24,0.7269743800163269,0.37533068656921387,0.010663578907648722,0.023295397228664822,0.04091776410738627,0.0,0.7447028719716602,0.385185182094574,0.0046189202202690975,0.00012849171956380207,0.01978354983859592,0.0
25,0.7259439460105366,0.37949734926223755,0.007590080632103814,0.013596058554119534,0.034956524769465126,0.0,0.7492422991328769,0.4010581970214844,0.002662679884168837,0.0,0.018249310387505425,0.0
26,0.7196941644988126,0.38359788060188293,0.010583111312654284,0.006782478756374783,0.025391119387414722,0.0,0.7451078083780077,0.3920634984970093,0.0015300750732421876,0.0221793704562717,0.05545810063680013,0.0
27,0.7228017721118198,0.38042327761650085,0.005438962247636583,0.019871866703033446,0.039297458860609265,0.0,0.7469845354557038,0.41216930747032166,0.0003703117370605469,0.0001461029052734375,0.03478011025322808,0.0
28,0.7217777044201891,0.3801587224006653,0.00977008408970303,0.012215004364649455,0.01974584526485867,0.0,0.7432302667034997,0.40052908658981323,0.03189615673489041,0.00038657718234592014,0.010653400421142578,0.0
29,0.7228110379849871,0.37671956419944763,0.013131830427381728,0.00988836454020606,0.04077482753329807,0.0,0.7403249296877119,0.39841270446777344,0.023745748731825087,0.05222814877827962,0.0852381812201606,0.0
30,0.724412877836989,0.3841931223869324,0.010121794541676839,0.025382564134067958,0.040869403216573924,0.0,0.7421902348597844,0.38624337315559387,0.027237245771620008,0.007680077022976345,0.1251570807562934,0.0
31,0.7214188883495,0.37764549255371094,0.004039186901516384,0.012702820036146376,0.04888624681366815,0.0,0.7408393147918914,0.38359788060188293,0.0016973707411024306,0.00961970223320855,0.15938134723239475,0.0
32,0.7196354665689998,0.3787698447704315,0.011857843399047852,0.017065668106079103,0.03834856351216634,0.0,0.7397829678323534,0.385185182094574,0.02306857638888889,0.01787050035264757,0.05858642790052626,0.0
33,0.7190296826263268,0.38148146867752075,0.006144961383607653,0.011832659112082587,0.046341131130854286,0.0,0.7424329962995317,0.38465607166290283,0.0003149986267089844,4.683600531684028e-06,0.023314486609564887,0.0
34,0.7203812387875385,0.3781746029853821,0.016959316862954033,0.01589263942506578,0.041479474306106566,0.0,0.7433268580171797,0.391005277633667,0.01635920206705729,0.004304928249782986,0.030534542931450737,0.0
35,0.721044805025061,0.380092591047287,0.010312799612681072,0.020045102304882472,0.07007340325249566,0.0,0.7447960363494025,0.39047619700431824,0.00039621988932291664,0.009122742546929253,0.04294366836547851,0.0
36,0.7171404133240382,0.38445767760276794,0.012585763136545818,0.0097048862112893,0.04106308023134867,0.0,0.7379917972617679,0.3978835940361023,0.02831745147705078,0.00615024036831326,0.10688933266533746,0.0
