epoch,train_loss,train_accuracy,"train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","train_ChainPrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","train_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=1))","train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=2))",val_loss,val_accuracy,"val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","val_ChainPrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","val_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=1))","val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=2))"
1,0.9894776148415507,0.44500505924224854,0.7523339499889965,inf,0.7773594027953529,0.45578406338400684,0.24032717467473705,0.8958865933948092,0.45736435055732727,0.7320911266185619,0.6287316216362847,0.6742481655544705,0.3588619938603154,0.1953526426244665
2,0.8496702691199074,0.4550958573818207,0.9742986652213084,inf,0.49231254774639865,0.4033938931747222,0.2405057513098202,0.7884530314692745,0.45736435055732727,0.9003480275472006,0.6769967255768953,0.41532283359103733,0.37101830376519096,0.23984292701438623
3,0.7205667898688518,0.4732593297958374,inf,inf,0.3192821310159746,0.37740989022411653,0.20784802951723197,0.7073841867623506,0.5581395626068115,1.1436759807445385,0.6106577272768374,0.3098374472724067,0.4616668842456959,0.16713555653889975
4,0.7298940764346593,0.5660948753356934,inf,inf,0.2818388065821688,0.5247161421977299,0.20694676811146623,0.651052141631091,0.604651153087616,1.8425314161512587,0.581573380364312,0.27193023540355543,0.43052765175148294,0.18814228199146413
5,0.6369686350576195,0.6468213796615601,inf,inf,0.27552363346440134,0.45914940990752456,0.22374626840224288,0.6116379035843743,0.6511628031730652,inf,0.6188574190492984,0.22842159977665655,0.4927784601847331,0.10339059653105559
6,0.5798419137515932,0.6498486399650574,inf,inf,0.3430598151515907,0.4341992246153209,0.3604617656116754,0.575646354092492,0.6511628031730652,inf,0.4653500450981988,0.18995807788990163,0.5160498089260526,0.13426966137356228
7,0.6211052017872323,0.6538849472999573,inf,inf,0.25910545178982014,0.6053103594712808,0.3055079151207293,0.5476934589721538,0.6511628031730652,inf,0.42551630514639394,0.1573965107953107,0.5273143627025463,0.22098592475608544
8,0.5546112215854753,0.6538849472999573,inf,inf,0.295544295243814,0.5048414866129557,0.3545601289596916,0.5138861062350096,0.6511628031730652,1.8282137270326968,0.5908716343067311,0.22570779588487414,0.4890199590612341,0.2328455889666522
9,0.5376900118281583,0.6548940539360046,inf,inf,0.41444435477816444,0.4966257379648271,0.3278963196445519,0.49107506429707565,0.6511628031730652,1.9455271120424624,0.4513601373743128,0.20107834427445023,0.5793209075927734,0.23621693363896124
10,0.49643778786972653,0.6548940539360046,inf,inf,0.28371515408368175,0.4717407204175779,inf,0.47391213531847354,0.6511628031730652,inf,0.927319985848886,0.25104014078776044,0.5602670952125832,0.24358625765200015
