epoch,train_loss,train_accuracy,"train_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))",val_loss,val_accuracy,"val_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))"
1,0.5686496014059855,0.2090815007686615,0.5314069126927575,0.4270126837709172,0.3305019438266754,0.6382039915694881
2,0.3761077143018359,0.45257121324539185,inf,0.3448616331405485,0.5405405163764954,0.823177901356809
3,0.3163474136238392,0.5402839183807373,inf,0.30371377215935635,0.6563706398010254,inf
4,0.286476567700219,0.8094387650489807,inf,0.2785621897773704,0.8594594597816467,inf
5,0.2693115649113942,0.8515558838844299,inf,0.2635185802393114,0.8602316379547119,inf
6,0.2526086228414692,0.8618031144142151,inf,0.2520007950664773,0.862548291683197,inf
7,0.24311994547466959,0.8626492619514465,inf,0.24464581092359566,0.862548291683197,inf
8,0.23612740191021753,0.863213300704956,inf,0.23753767154417058,0.8648648858070374,inf
9,0.2245992615110833,0.8654695749282837,inf,0.22361504175673855,0.8679536581039429,inf
10,0.2189760883833132,0.8701701760292053,inf,0.22104292581619522,0.8710424900054932,inf
11,0.2121844930730617,0.8675378561019897,inf,0.21194892298234136,0.8702702522277832,inf
12,0.20668424985816944,0.8692300319671631,inf,0.2092102844916616,0.8733590841293335,inf
13,0.20258022309539894,0.8738366365432739,inf,0.20457386457727023,0.8702702522277832,inf
14,0.19706390813064617,0.8687599897384644,inf,0.19567178442380448,0.869498074054718,inf
15,0.18626454292821978,0.8728024959564209,inf,0.19062819473656564,0.8702702522277832,inf
16,0.18711185321697724,0.8693240284919739,inf,0.18749728995311235,0.869498074054718,inf
17,0.18411315150871588,0.8707342147827148,inf,0.18889532845678478,0.8664092421531677,inf
18,0.18068486149399282,0.8669737577438354,inf,0.18278225241342055,0.8656370639801025,inf
19,0.17989517538878913,0.8683839440345764,inf,0.18060371169993872,0.8656370639801025,inf
20,0.17459369396849247,0.8654695749282837,inf,0.17880342462239598,0.8656370639801025,inf
21,0.1761564323946992,0.8675378561019897,inf,0.17650243297204193,0.8648648858070374,inf
22,0.17571870458648514,0.8686659932136536,inf,0.18029551827141388,0.8687258958816528,inf
23,0.17196107088542037,0.8668797612190247,inf,0.17808749065225424,0.862548291683197,inf
24,0.17298069970396934,0.8649055361747742,inf,0.17479876540827485,0.8610038757324219,inf
25,0.1687107277736049,0.8668797612190247,inf,0.17423292504517957,0.8633204698562622,inf
26,0.1688977126335806,0.8671618103981018,inf,0.17485984920256353,0.8586872816085815,inf
27,0.16509687091545008,0.8643414378166199,inf,0.17209529851069336,0.8594594597816467,inf
28,0.16490294345484102,0.8589828014373779,inf,0.17216075951354162,0.8594594597816467,inf
29,0.1700107920830137,0.8649055361747742,inf,0.17348600065086775,0.8610038757324219,inf
30,0.16824062322610114,0.8665977120399475,inf,0.17199240269720073,0.8594594597816467,inf
31,0.16794603280897305,0.8669737577438354,inf,0.17235142541747644,0.8610038757324219,inf
32,0.16702570876999334,0.86565762758255,inf,0.17074076368318877,0.8579150438308716,inf
33,0.1665868488704471,0.8637773990631104,inf,0.17209550617488953,0.8586872816085815,inf
34,0.1668190761990525,0.8640593886375427,inf,0.17358484482468078,0.862548291683197,inf
35,0.1687970689144287,0.8636833429336548,inf,0.17254342332761358,0.8586872816085815,inf
36,0.16639767317299112,0.8647174835205078,inf,0.17308299645577907,0.8586872816085815,inf
37,0.16482703008687102,0.86565762758255,inf,0.17025220505742408,0.8586872816085815,inf
38,0.1634947523605116,0.8639653921127319,inf,0.16895927366827,0.8586872816085815,inf
