epoch,train_loss,train_accuracy,"train_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","train_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))","train_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))",val_loss,val_accuracy,"val_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","val_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))","val_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))"
1,1.2760787869493166,0.3077380955219269,0.9549671835369534,0.001817676756117079,inf,inf,0.4706056276957194,1.330957211388482,0.32380953431129456,0.667189449734158,0.0007372114393446181,inf,inf,0.40509626600477433
2,1.2738376340932316,0.3175264596939087,0.5646117157406277,0.0011104080412122938,inf,inf,0.36898456944359675,1.3386907829178705,0.32910051941871643,0.4947488996717665,0.001082611083984375,inf,1.9514876471625433,0.37718717787000866
3,1.27404615001546,0.3164021074771881,0.49170943366156683,0.0009766976038614909,inf,inf,0.3437467787000868,1.33956591685613,0.32380953431129456,0.47069129943847654,0.0008665720621744791,inf,1.778113810221354,0.33840484619140626
4,1.275774642990695,0.31984126567840576,0.4677371395958794,0.0008602274788750543,inf,inf,0.347882702615526,1.3420097324583264,0.30687829852104187,0.4673663245307075,0.0004296196831597222,inf,inf,0.3576181199815538
5,1.277837502790822,0.32288360595703125,0.4497866074244181,0.0009642309612698025,inf,inf,0.32638817893134225,1.3401177088419596,0.30793651938438416,0.4299232906765408,0.0009252760145399305,inf,inf,0.33679957919650605
6,1.277474658853478,0.31580686569213867,0.4500474373499552,0.0006832732094658745,inf,inf,0.3239622460471259,1.3408918301264445,0.32380953431129456,0.3880950503879123,0.0005868699815538194,inf,inf,0.33634317186143664
7,1.2759459459119373,0.32281747460365295,0.438007476594713,0.0008885304133097331,inf,inf,0.3393373992707994,1.3398979902267456,0.32275131344795227,0.44469693501790364,0.0007186465793185764,inf,inf,0.3279010348849826
8,1.2772856030199262,0.3223544955253601,0.44192925294240315,0.0006775908999972874,inf,inf,0.33132943047417535,1.3404285815027026,0.32275131344795227,0.4363508860270182,0.00047666761610243053,inf,inf,0.32316127353244356
9,1.2777037165231175,0.3174603283405304,0.43469183444976806,0.0006235096189710829,inf,inf,0.32571543322669133,1.342412863837348,0.3206349313259125,0.4207874721950955,0.00045479668511284725,inf,inf,0.3182474348280165
10,1.2775484580132697,0.3193783164024353,0.42551883061726886,0.0007957432005140517,inf,inf,0.333865319357978,1.3401656481954787,0.3243386149406433,0.4133788638644748,0.000258636474609375,inf,inf,0.3154747009277344
11,1.2758571237325669,0.3256613612174988,0.41855303446451825,0.0006851355234781901,inf,inf,0.33371826542748345,1.340222136179606,0.32592591643333435,0.4132415347629123,0.00027410719129774305,inf,inf,0.32999085320366756
12,1.2785735587279001,0.32275131344795227,0.44021872414482965,0.0007457521226671007,inf,inf,0.33318827152252195,1.3426564229859246,0.31798940896987915,0.40538919236924914,0.0005635579427083333,inf,inf,0.3298149108886719
