epoch,train_loss,train_accuracy,"train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=1))",val_loss,val_accuracy,"val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=1))"
1,0.9893997028959749,0.44500505924224854,0.4349130420057986,0.8948741621441312,0.45736435055732727,0.3299369105586299
2,0.8503912704091676,0.4550958573818207,0.3208501238218496,0.7881809075673422,0.45736435055732727,0.28342052742286966
3,0.72170541767783,0.47527748346328735,0.26300273814671477,0.7034134644049185,0.5736433863639832,0.286451639952483
4,0.7308609197397187,0.5802220106124878,0.3533892430050272,0.6444289110325001,0.6356589198112488,0.29300046850133826
5,0.6369944248400944,0.6498486399650574,0.2927357165466452,0.6025690303908454,0.6511628031730652,0.2980845062821
6,0.575592321409306,0.6508577466011047,0.286897813770133,0.5655141671498617,0.6511628031730652,0.3155014603226273
7,0.6205179682919677,0.6548940539360046,0.3791845863413923,0.5313836027074743,0.6511628031730652,0.3283967265376338
8,0.5458175090836807,0.6559031009674072,0.3478510771558878,0.5006090932422214,0.6511628031730652,0.3586753562644676
9,0.5330321531340549,0.6518667936325073,0.3195070940563936,0.47602742689627187,0.6511628031730652,0.2900694564536766
10,0.49042356559928035,0.6569122076034546,0.31871755134331786,0.45617141436647485,0.6511628031730652,0.3818454036006221
11,0.494404932422817,0.6569122076034546,0.3814120225503411,0.43815248983877675,0.643410861492157,0.3694909413655599
12,0.4762008699452933,0.6569122076034546,0.3723438491284008,0.42387026327627675,0.643410861492157,0.38650212464509187
13,0.48264249410707627,0.6569122076034546,0.40823642972489477,0.41136264249130533,0.643410861492157,0.42333030700683594
14,0.41330720309360486,0.6619576215744019,0.34269833900559116,0.39948991272184586,0.6511628031730652,0.41458472499140986
15,0.4347698626244012,0.6629667282104492,0.3971895768608845,0.39171350443804703,0.643410861492157,0.4726668463812934
16,0.4626557751440666,0.657921314239502,0.5302746911563784,0.383453490557494,0.643410861492157,0.44973189742476855
17,0.3935808144824606,0.6589303612709045,0.3840013445822846,0.37464994192123413,0.6589147448539734,0.4183116842199255
18,0.3834589764545781,0.6670030355453491,0.3123340987263711,0.3671020528784505,0.6589147448539734,0.42446821707266347
19,0.4288855182452941,0.6639757752418518,0.47100046990622935,0.36042572061220807,0.6589147448539734,0.4522790202388057
20,0.40315925064081315,0.671039342880249,0.39054210197197997,0.35622906850443947,0.6589147448539734,0.5002325199268483
21,0.37949173754089877,0.6740666031837463,0.41360593177902866,0.3499964652238069,0.6589147448539734,0.5282584649545176
22,0.38232845263861714,0.6680120825767517,0.36079832309848264,0.3453555145749339,0.6666666865348816,0.4890042410956489
23,0.3693132021337608,0.6680120825767517,0.3658084914158208,0.3405131239581991,0.6589147448539734,0.4851831153587059
24,0.36423899897947,0.6740666031837463,0.4147248424834489,0.3352179372752154,0.6666666865348816,0.455855581495497
25,0.365087236212173,0.6821392774581909,inf,0.33435371186998153,0.6589147448539734,0.5120458249692563
26,0.370775720812905,0.6750757098197937,0.4341023651087228,0.3300722136541649,0.6589147448539734,0.5358091990152994
27,0.39727977638793105,0.6831483244895935,0.5215135851936161,0.3268549398139671,0.6589147448539734,0.5558346995600948
28,0.3730637894619798,0.6871846914291382,0.5295765724540317,0.32292335232098895,0.6666666865348816,0.524041387769911
