epoch,train_loss,train_accuracy,"train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=2))","train_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=3))","train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=5, count=1))",val_loss,val_accuracy,"val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=2))","val_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=3))","val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=5, count=1))"
1,0.6284911515150087,0.4356521666049957,0.31842425683155934,0.50490400382335,0.20174749597831168,inf,0.8312799012338793,0.5422077775001526,0.26100043992738464,0.6037552936657055,0.28477622769974376,inf
2,0.537883254789537,0.5473912954330444,0.2696083148590373,0.37193147921602676,inf,inf,0.7471149193274008,0.5324675440788269,0.3209459717209275,0.4501946294629896,0.4329482381408279,inf
3,0.49556505346136304,0.5669565200805664,inf,0.3090017436922912,inf,inf,0.7163275319176752,0.5324675440788269,0.29414792962976405,0.4199800813520277,0.5701931859995868,inf
4,0.48096973007522736,0.5565217137336731,0.31278551879682037,0.3096599125497815,inf,inf,0.7063985652214771,0.5422077775001526,0.23774005110199387,0.4685852527618408,0.4880389828939696,inf
5,0.4670535504109588,0.5486956238746643,0.2710404661191542,0.2999839628896406,0.4617249152049144,inf,0.695698498068629,0.5454545617103577,0.28887149611034907,0.44789419303069244,0.47724932593268315,inf
6,0.4781381305692961,0.5478261113166809,0.2938506726700503,0.3297160663507588,0.413719032737719,inf,0.6840504673687188,0.5324675440788269,0.2179495660034386,0.3603952639811748,0.7270898947844634,inf
7,0.4833328724919434,0.5504347681999207,0.23762924723795192,0.29679455457599946,inf,inf,0.6795625114763105,0.5357142686843872,0.25532203912734985,0.4811025954581596,0.5642399602645153,inf
8,0.46346585227394754,0.5478261113166809,0.25126212501363965,0.33453615412040155,0.44321953784832524,inf,0.6737780369616844,0.5324675440788269,0.1276785336636208,0.44878329457463445,0.514433111693408,0.29661480800525564
9,0.4661767618360665,0.5513043403625488,inf,0.27579399604344,0.43598338885704,inf,0.6693150497771598,0.5454545617103577,0.31488741008011073,0.5096083460627375,0.4681760282129855,inf
10,0.45144898554465157,0.5456521511077881,0.2277385178567598,0.32823912842366815,0.38656521693555124,inf,0.6602665564498386,0.5324675440788269,0.18600749647295153,0.42404049796027105,inf,0.2906185034159067
11,0.42786482760780736,0.5547826290130615,0.2071102942594648,0.2912994183992085,0.43022358559185864,inf,0.6581291838272197,0.5357142686843872,0.2237479316221701,0.5019559473604769,0.5506765882711153,inf
12,0.41945090272633045,0.5456521511077881,0.19513553552999965,0.34022498980847604,inf,inf,0.6565094843909547,0.5422077775001526,0.2198603499580074,0.5137963166108003,0.502932865071941,0.28521282447350993
13,0.44468301114687897,0.5569565296173096,0.21562371432072844,0.36705803425890887,inf,inf,0.6515409773265993,0.5357142686843872,0.24396095565847448,0.47286435720082876,0.6117008843937436,0.26097181036665634
14,0.44402828498890523,0.5586956739425659,0.19381156740852445,0.359680448606585,inf,inf,0.6476007490544706,0.5357142686843872,0.2350939552526216,0.43625180785720413,0.6311226712690817,inf
15,0.41987848094647123,0.5691304206848145,0.18190259459872804,0.3164196127744199,0.4100996174917561,inf,0.6437344740371447,0.548701286315918,0.16440478128355904,0.5111707996677708,0.5104562865721213,inf
16,0.4295757775193362,0.5539130568504333,0.18601507747922164,0.36493849390026667,0.3971760953019147,inf,0.6358330761258667,0.5357142686843872,0.1410852509575921,0.4273944352124188,0.676366748036565,0.37291975440205755
17,0.4166717693740929,0.5613043308258057,0.17731328083420447,0.3318537750956563,inf,inf,0.6326569206005818,0.5357142686843872,0.13140824920422323,0.44650266621563883,0.6771473900691883,inf
18,0.42915361143129993,0.5613043308258057,0.18394864334112923,0.3289770966677188,inf,inf,0.626459380662119,0.5259740352630615,0.19083003498412468,0.46822960956676585,0.5684830377230773,inf
19,0.4128112262952915,0.5682608485221863,0.20871383255325474,0.33825270874593377,0.45766091751526083,inf,0.6291122388195347,0.5324675440788269,0.1411172787885408,0.44154655611192856,0.5685589619584985,inf
20,0.42936098691967833,0.5778260827064514,0.15088392447534765,0.32863574036110843,0.44858934842872294,inf,0.6243833939771395,0.5357142686843872,0.110691165601885,0.45928475019094106,0.6158708785031293,inf
21,0.41151530048944346,0.5673912763595581,0.17671540576857095,0.33092234373497437,inf,inf,0.6228803005572912,0.5292207598686218,0.13037584480401632,0.5335211238345584,0.5857608108907133,0.26596780403240305
22,0.41486450660410884,0.5760869383811951,0.16098865507414062,0.3577150067975444,0.44375886415180404,inf,0.6205506642927995,0.5779221057891846,0.1701602359881272,0.5175272129677437,0.548265731012499,0.2503130677584055
23,0.419745251435173,0.5730434656143188,0.16531235718362805,0.351161320464518,0.4362340333708681,inf,0.6168207880612966,0.5357142686843872,0.13084145011128606,0.508607529305123,0.5518121606594807,inf
24,0.42703722376876047,0.560869574546814,0.14309233285372852,0.34405853226148414,inf,inf,0.6133463406884992,0.5389610528945923,0.18518076353781932,0.5320441722869873,0.5449879314448383,inf
25,0.3863992485358476,0.5517391562461853,0.1462735498295575,0.37085743144736427,0.40289866337347113,inf,0.6047023399858862,0.5389610528945923,0.17590956913458333,0.4994891205349484,0.6372957624293663,0.2554666464393203
26,0.4140976336998122,0.5678260922431946,0.1612203966174749,0.350253500234089,inf,inf,0.6071850311111759,0.5389610528945923,0.26197438223941905,0.4778043063911232,0.7022982602183884,inf
