epoch,train_loss,train_accuracy,"train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))","train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))",val_loss,val_accuracy,"val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))","val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))"
1,1.2602287226253086,0.30595237016677856,0.6294993744956122,inf,1.2903507245911492,0.3195767104625702,0.6793467203776041,2.406602817111545
2,1.2243479188945559,0.3196428716182709,0.6767476903067695,inf,1.2678126215934753,0.3195767104625702,0.7029972076416016,inf
3,1.2167350499166383,0.31911376118659973,0.6656883345709906,inf,1.2672061536047194,0.3195767104625702,0.6441290961371527,inf
4,1.2171552636557155,0.3193121552467346,0.6801951540840997,inf,1.2659825682640076,0.3195767104625702,0.6449875725640191,inf
5,1.2139298516843053,0.3202380836009979,0.6634760035408868,inf,1.2645661579238043,0.3195767104625702,0.6997149149576823,inf
6,1.2147749356097646,0.3196428716182709,0.6800590409172906,inf,1.2687055004967585,0.3195767104625702,0.6552134619818794,inf
7,1.2136649012565612,0.31977513432502747,0.668292228380839,inf,1.2594752854771085,0.3195767104625702,0.6349636501736111,inf
8,1.2081174472967784,0.3195105791091919,0.6907074371973674,inf,1.2592405213250055,0.3195767104625702,0.704015392727322,inf
9,1.2105855680174298,0.31977513432502747,0.6966877433988783,inf,1.2617920266257392,0.3195767104625702,0.6443440331353082,2.9603021409776478
10,1.2090167471104198,0.31904762983322144,0.661657640669081,inf,1.2612610114945306,0.3195767104625702,0.665088865492079,inf
11,1.2074457885490524,0.3195767104625702,0.6726200448142158,inf,1.2594236983193292,0.3195767104625702,0.679375966389974,inf
12,1.2055136415693495,0.31977513432502747,0.6771306143866644,inf,1.2508057329389783,0.3195767104625702,0.6982267591688368,inf
13,1.2032876993219057,0.32017195224761963,0.6888899273342557,inf,1.2531171321868897,0.3195767104625702,0.6475434197319878,inf
14,1.204626286195384,0.3203703761100769,0.6561244699690078,inf,1.2529173493385315,0.3195767104625702,0.6826946682400173,inf
15,1.2002397634916835,0.3205026388168335,0.6981328169504801,inf,1.252149568663703,0.3195767104625702,0.6964620802137587,inf
16,1.2037181869149207,0.32215607166290283,0.6524591551886665,inf,1.2559833857748244,0.3195767104625702,0.6840437571207683,inf
17,1.2026124883029197,0.31970900297164917,0.679343663321601,inf,1.2543589022424486,0.32010582089424133,0.6879059685601129,inf
18,1.2041940617892477,0.3196428716182709,0.6833685398101806,inf,1.2570023708873326,0.3232804238796234,0.6785140567355685,inf
19,1.2026050676902136,0.3214946985244751,0.6798429701063368,inf,1.2537136263317532,0.32486772537231445,0.6518079545762804,inf
20,1.2024534150958062,0.3213624358177185,0.695897086461385,inf,1.2552378588252597,0.3232804238796234,0.686855697631836,inf
21,1.2011189030276403,0.32281747460365295,0.6920044130749172,inf,1.2479917658699884,0.33386242389678955,0.6257872687445747,inf
22,1.1978849750426082,0.3273809552192688,0.6574230909347534,inf,1.2461335632536146,0.33597883582115173,0.6356544918484158,inf
