epoch,train_loss,train_accuracy,"train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))",val_loss,val_accuracy,"val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))"
1,1.0236276608374384,0.3196428716182709,0.0005537364217970106,0.0007910913891262478,0.0004854917526245117,0.9176443166202969,0.3322751224040985,6.7901611328125e-05,1.6911824544270834e-05,2.623664008246528e-05
2,0.8649245454205408,0.3541666567325592,2.3056401146782767e-05,0.00011259317398071289,7.683303621080187e-05,0.8873889949586656,0.35079365968704224,9.324815538194444e-07,0.0,1.7378065321180555e-06
3,0.8441822010609839,0.35046297311782837,1.851850085788303e-05,4.624525705973307e-05,0.00010921425289577908,0.8700257910622491,0.34761905670166016,0.0,0.0,0.0
4,0.8293237055341403,0.34867724776268005,3.686083687676324e-05,6.397300296359591e-05,7.058646943834093e-05,0.8551691055297852,0.34074074029922485,0.0,6.548563639322916e-06,0.0005271487765842014
5,0.8141917367776235,0.34193122386932373,0.0004041711489359538,3.897613949245877e-05,9.026659859551324e-05,0.8349006255467732,0.3629629611968994,0.0002005894978841146,0.0,0.0
6,0.7966851281623045,0.3490079343318939,0.001291256480746799,0.00010214646657307943,2.496904797024197e-05,0.814379272196028,0.34656083583831787,7.481045193142361e-06,3.178914388020833e-07,0.0
7,0.7790743550492658,0.3542989492416382,3.7855572170681425e-06,0.00027759472529093423,0.00011849933200412327,0.7981892188390096,0.34285715222358704,0.01389452616373698,0.0,0.0
8,0.7645527509351572,0.36851853132247925,7.354153527153863e-05,0.0013064742088317871,0.00014711088604397245,0.7821447743309868,0.3888888955116272,0.0001395755343967014,1.5046861436631944e-06,0.0
9,0.7551268607378006,0.3739418089389801,0.00034642087088690866,0.0004178365071614583,6.73055648803711e-05,0.771930519077513,0.385185182094574,0.0,3.01361083984375e-05,0.00025162167019314235
10,0.7467052487863435,0.3760581910610199,0.0009187883800930447,0.0008867303530375163,0.00021983649995591906,0.7651053468386332,0.3888888955116272,0.0,0.0006318622165256076,0.0
11,0.7410123446749316,0.3847883641719818,0.0010335961977640787,0.0027724822362263997,0.0006053686141967773,0.760088120566474,0.39259257912635803,2.6088290744357638e-05,0.00023131900363498263,0.0
12,0.7412516058319145,0.3728174567222595,0.001562276151445177,0.00243045621448093,0.00027900139490763347,0.7561938007672627,0.391005277633667,1.6530354817708332e-05,0.00414375729031033,4.5522054036458334e-05
13,0.7447871300495333,0.3806878328323364,0.0005735172165764702,0.004628438419765896,9.749730428059896e-05,0.8986880057387882,0.3343915343284607,0.0014249377780490451,0.010650518205430773,0.0003630956013997396
14,0.7571310315281152,0.3688492178916931,0.001324213875664605,0.0031951215532090927,0.00018502076466878254,0.7515709555811352,0.4015873074531555,0.0022436565823025175,0.00033658345540364584,0.0
15,0.7300874223311742,0.38551586866378784,0.003246393468644884,0.006561226314968533,0.0005494091245863172,0.7489731391270955,0.3957671821117401,0.054984400007459855,0.00016533533732096355,0.0
16,0.7300416960898373,0.3777116537094116,0.000855353143480089,0.005209561851289537,0.00016789833704630535,0.7833096639977561,0.35079365968704224,0.04634481006198459,0.0012479782104492187,0.0
17,0.7594541824526257,0.3738095164299011,0.002048043409983317,0.011066423522101508,0.0032716261015997995,0.7684547440873252,0.3592592477798462,0.006767092810736762,0.001338958740234375,0.0
18,0.7535543421904246,0.3700396716594696,0.005106090174780952,0.003425822655359904,0.0015387177467346192,0.7518620825476117,0.386772483587265,9.409586588541667e-06,0.002772204081217448,0.0022209803263346355
19,0.7403862755331728,0.38346561789512634,0.010211520062552559,0.004873832066853841,0.0003116104337904188,0.7528837617900637,0.380952388048172,0.009986273447672526,0.004536480373806424,0.0013258828057183159
20,0.7259720581687159,0.3819444477558136,0.005945271915859646,0.002750238445070055,0.0014567706320020887,0.7503893633683523,0.38835978507995605,4.069010416666667e-06,0.00025145212809244793,9.494357638888889e-06
21,0.7503805672128995,0.3742063343524933,0.005442823304070366,0.00438793765174018,0.00025218725204467773,0.847225836912791,0.3550264537334442,0.00035670598347981773,0.0058016141255696615,0.0
22,0.7281889100041654,0.37559524178504944,0.006334039900037978,0.0024271772967444528,0.001459662119547526,0.744716336660915,0.38730159401893616,0.01613549126519097,0.001885117424858941,8.061726888020833e-05
23,0.7346743423905637,0.3799603283405304,0.010602750380833944,0.006174845165676541,0.0030652920405069986,0.7453489005565643,0.4015873074531555,0.00247547361585829,0.03035225338406033,0.0001502778795030382
24,0.7264670480456618,0.3821428716182709,0.007251818312538995,0.005115424262152778,0.004924854967329237,0.74356130361557,0.4026454985141754,0.0002704726325141059,0.01773024664984809,0.0002872467041015625
