epoch,train_loss,train_accuracy,"train_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","train_CoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))","train_RespondedExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))",val_loss,val_accuracy,"val_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","val_CoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))","val_RespondedExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))"
1,1.0225093805127674,0.3231481611728668,0.002796347935994466,0.00046208567089504665,0.0008505622545878093,0.0,0.9172687080171373,0.3285714387893677,0.0001617855495876736,4.0266248914930555e-05,0.00020453135172526042,0.0
2,0.8653918569286664,0.34861111640930176,0.00030356645584106445,0.00011392037073771159,0.00015255875057644313,0.0,0.8872606767548455,0.3502645492553711,0.0,0.0,1.1020236545138888e-06,0.0
3,0.8442057756914033,0.35072749853134155,0.0003375464015536838,8.25590557522244e-06,9.983910454644097e-05,0.0,0.8697212709320916,0.347089946269989,2.642737494574653e-05,0.0,0.0,0.0
4,0.8292308217949338,0.3483465611934662,0.0004427909851074219,0.00013553169038560655,3.739727867974175e-05,0.0,0.8541246718830533,0.33597883582115173,0.0,0.0,0.0,0.0
5,0.8123439438641071,0.34371691942214966,0.0026020487149556477,4.868374930487739e-05,0.00010196367899576823,0.0,0.8333866331312392,0.3650793731212616,0.00042756398518880207,0.0,0.0,0.0
6,0.7952461606098546,0.34451058506965637,0.0003828114933437771,0.0002494692802429199,7.34514660305447e-05,0.0,0.8117329014672173,0.34867724776268005,0.0,0.0,1.9921196831597223e-06,0.0
7,0.776069540447659,0.35780423879623413,0.00035496420330471463,7.709927029079862e-05,0.00032565461264716253,0.0,0.7953876627816094,0.34761905670166016,2.6702880859375e-06,0.0,0.0,0.0
8,0.762548336138328,0.3718915283679962,0.00041311317019992403,0.0008375922838846843,0.0008681601948208279,0.0,0.7796525206830767,0.386772483587265,0.000244903564453125,0.0,0.00012827979193793404,0.0
9,0.753472831679715,0.3729497492313385,0.0011899034182230631,0.0004818505711025662,0.00032410754097832574,0.0,0.7703081402513716,0.3830687701702118,0.0018442789713541666,4.238552517361111e-08,2.1192762586805556e-08,0.0
10,0.7460132301681571,0.3789021074771881,0.00064264006084866,0.0005912648306952582,0.0016719420750935872,0.0,0.7631967418723636,0.38835978507995605,0.00042258368598090275,0.0010750240749782987,0.030251905653211807,0.0
11,0.7390943160901468,0.3791005313396454,0.004479012224409315,0.00037221511205037436,0.004344238175286187,0.0,0.759008699324396,0.3920634984970093,0.0003131018744574653,0.00130767822265625,0.02093683878580729,0.0
12,0.7357673282424609,0.37632274627685547,0.002897059917449951,0.0007544914881388346,0.004701520336998833,0.0,0.7517593923542235,0.4021163880825043,0.003052669101291233,0.09665971332126194,3.4099155002170136e-05,0.0
13,0.7319899960110585,0.38425925374031067,0.007388195726606581,0.005279260211520725,0.002146924204296536,0.0,0.7505556788709429,0.391005277633667,0.0013025707668728299,0.00027290980021158856,0.006601248847113716,0.0
14,0.7264807810799943,0.38247355818748474,0.00489644275771247,0.016818635993533664,0.0023616539107428657,0.0,0.7441006127330992,0.3968254029750824,0.0011587248908148872,0.00947922600640191,0.0034156163533528646,0.0
15,0.727609089596404,0.3831349313259125,0.008538595835367839,0.004273729854159885,0.007529456085628933,0.0,0.744457486934132,0.39259257912635803,0.00028440687391493056,0.0003090116712782118,0.006955379909939236,0.0
16,0.7230971809062693,0.3780423402786255,0.010608039299647013,0.011198484235339694,0.00736524330245124,0.0,0.7399469842513402,0.3931216895580292,0.000688065422905816,0.019142129686143664,0.054717636108398436,0.0
17,0.7224308653838105,0.3847222328186035,0.0026595162020789254,0.009018525150087145,0.03176757494608561,0.0,0.740779408150249,0.3920634984970093,0.000633186764187283,0.009296915266248915,0.05612159305148655,0.0
18,0.7209572619862027,0.37751322984695435,0.0066361301475101045,0.023493283324771456,0.015143758720821805,0.0,0.7366934673653709,0.3968254029750824,0.01574672063191732,3.540250990125868e-05,0.0017492294311523438,0.0
19,0.7158969200733635,0.3896825313568115,0.002415396107567681,0.019291374418470595,0.02150734927919176,0.0,0.734506043460634,0.3931216895580292,0.001093504163953993,0.03288940853542752,0.002629852294921875,0.0
20,0.7162304789655738,0.3799603283405304,0.006133467621273465,0.022567560937669543,0.018925624423556858,0.0,0.7312247845861647,0.40634921193122864,0.01943271425035265,0.007303481631808811,0.030300076802571616,0.0
21,0.7205379251390696,0.3820767104625702,0.00560770763291253,0.016062606043285795,0.024639654490682814,0.0,0.731035844816102,0.4105820059776306,0.0030889405144585505,0.03973884052700467,0.018946297963460288,0.0
22,0.7150470523163677,0.38121694326400757,0.01037352548705207,0.022811897264586555,0.0177511195341746,0.0,0.7309544839792781,0.3857142925262451,0.0009991698794894748,0.04430648485819499,0.015453985002305772,0.0
