epoch,train_loss,train_accuracy,"train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))",val_loss,val_accuracy,"val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))"
1,1.2512293029162618,0.317592591047287,0.5594009505377875,inf,1.2743401394950018,0.3126984238624573,0.6091812133789063,inf
2,1.211795338988304,0.32499998807907104,0.6248944070604112,inf,1.261100215382046,0.3126984238624573,0.6198288387722439,inf
3,1.2098162543442514,0.3253306746482849,0.5972414334615072,inf,1.26418676243888,0.31481480598449707,0.580830552842882,inf
4,1.211102891796165,0.3255290985107422,0.60797029071384,inf,1.2620145903693305,0.3126984238624573,0.5933921813964844,inf
5,1.2054273206326696,0.324404776096344,0.6129770967695448,inf,1.258775578604804,0.3126984238624573,0.6173681894938151,inf
6,1.2053750877579053,0.3244709074497223,0.6471610307693482,inf,1.2592965854538811,0.3126984238624573,0.6223807440863716,inf
7,1.2019581844409306,0.3246693015098572,0.6369919194115533,inf,1.2602161235279508,0.3126984238624573,0.5866068522135417,inf
8,1.2030096037520304,0.3245370388031006,0.6146945423550076,inf,1.2590883771578472,0.3126984238624573,0.6037956237792969,inf
9,1.1998905999792946,0.3242063522338867,0.6114197916454739,inf,1.2555685838063557,0.3126984238624573,0.5527361975775824,inf
10,1.2001999222569995,0.32506614923477173,0.6034394343694051,inf,1.2533731513553195,0.31322750449180603,0.5632142384847005,inf
11,1.1990858240260018,0.32513228058815,0.609844348165724,inf,1.2529704729715982,0.3126984238624573,0.6081004672580295,inf
12,1.1964035663339827,0.3265211582183838,0.6111576795578003,inf,1.251578578684065,0.31798940896987915,0.6114908430311415,inf
13,1.1936552483174536,0.3246031701564789,0.6106721480687459,inf,1.2503058791160584,0.3126984238624573,0.5972442203097873,inf
14,1.195214888950189,0.3246693015098572,0.6165901819864908,inf,1.2493179559707641,0.3126984238624573,0.6358534918891059,inf
15,1.19401915586657,0.3244709074497223,0.6160590595669216,inf,1.2454441958003575,0.3126984238624573,0.6006938086615669,inf
16,1.1898346619473563,0.3241402208805084,0.6357928355534871,inf,1.2419928047392104,0.3126984238624573,0.6142454359266493,inf
17,1.1882970207267338,0.32387566566467285,0.6194326135847303,inf,1.242547082901001,0.3126984238624573,0.6325111813015408,inf
18,1.1867753038803737,0.32572752237319946,0.6248942189746433,inf,1.2420404262012905,0.3164021074771881,0.6010871887207031,inf
19,1.1847821962502267,0.32969576120376587,0.6149570332633124,inf,1.2405163831180996,0.3206349313259125,0.644475343492296,inf
20,1.1868408386905989,0.32572752237319946,0.6119796805911594,inf,1.2361298892233106,0.3142857253551483,0.6201257917616102,inf
21,1.1823240513602893,0.32572752237319946,0.6148016479280259,inf,1.2356101168526543,0.3153439164161682,0.5885136922200521,inf
