epoch,train_loss,train_accuracy,"train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))",val_loss,val_accuracy,"val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))"
1,1.2539989850587314,0.32764551043510437,0.5666582690344917,inf,1.2779665562841627,0.33703702688217163,0.6307567172580295,inf
2,1.2197828426957131,0.34173280000686646,0.6392314990361532,inf,1.2636923286649915,0.33703702688217163,0.6524231380886502,inf
3,1.2120200069414244,0.34186509251594543,0.6491894960403443,inf,1.2627918561299643,0.33703702688217163,0.655464850531684,inf
4,1.208006661136945,0.3421296179294586,0.6428711652755738,inf,1.258153369691637,0.33703702688217163,0.6551780276828342,inf
5,1.2063987955451012,0.3420634865760803,0.65566955142551,inf,1.2563907437854342,0.33703702688217163,0.6395821465386284,inf
6,1.201723421447807,0.3412036895751953,0.636411452293396,inf,1.247340989112854,0.33862432837486267,0.6391109466552735,inf
7,1.1990962366263072,0.34285715222358704,0.6449914349450006,inf,1.2502206921577455,0.33703702688217163,0.6180887010362414,inf
8,1.1970511534147792,0.341997355222702,0.6452784087922838,inf,1.242370863755544,0.33703702688217163,0.6630605061848959,inf
9,1.191557078394625,0.34365078806877136,0.6626885149214002,inf,1.2416978531413607,0.3433862328529358,0.6039584689670139,inf
10,1.1893321562144492,0.34378308057785034,0.6463983588748508,inf,1.2345797485775418,0.33703702688217163,0.6586471133761935,inf
11,1.1849695771932602,0.34378308057785034,0.6613422526253594,inf,1.2321774125099183,0.33703702688217163,0.6126189761691623,inf
12,1.1798567859662903,0.34451058506965637,0.664108951886495,inf,1.2279658277829488,0.34179893136024475,0.6355231391059027,inf
13,1.180511762532923,0.34563490748405457,0.6707318014568753,inf,1.232743669880761,0.3365079462528229,0.699004406399197,inf
14,1.1804260436859395,0.3431878387928009,0.654907038476732,inf,1.2277967135111492,0.3365079462528229,0.6633970048692491,inf
15,1.1787936252024438,0.34451058506965637,0.665834993786282,inf,1.2274606916639539,0.3365079462528229,0.6444442325168186,inf
16,1.1739561380611525,0.3451058268547058,0.6658041424221463,inf,1.2217307878865136,0.33703702688217163,0.6425189971923828,inf
17,1.1716721984247367,0.3441798985004425,0.6781065384546916,inf,1.220376686255137,0.33492064476013184,0.6414031346638998,inf
18,1.1691485419869423,0.3451058268547058,0.6646135184499953,inf,1.2160005854235756,0.33703702688217163,0.6379826439751519,inf
19,1.1668845869600772,0.34093916416168213,0.6546725511550904,inf,1.2093366344769796,0.3375661373138428,0.6386005189683702,inf
20,1.161009874360429,0.3492724895477295,0.6654841542243958,inf,1.211888493431939,0.3354497253894806,0.6489684846666124,inf
21,1.1623613297939301,0.34576719999313354,0.6491627110375299,inf,1.2116209593084124,0.3460317552089691,0.622108268737793,inf
22,1.160398146468732,0.3494047522544861,0.6346904171837701,inf,1.2061623209052617,0.3460317552089691,0.5869973924424913,inf
23,1.1553923710766765,0.3513889014720917,0.6543829984135098,inf,1.1999283499187894,0.3375661373138428,0.6953374438815647,inf
24,1.152569226672252,0.34689152240753174,0.6681855837504069,inf,1.199957929386033,0.34497353434562683,0.7044564141167535,inf
25,1.1510733085374036,0.3503968119621277,0.6715827465057373,inf,1.199213139547242,0.351322740316391,0.638271713256836,inf
26,1.1488303736680083,0.35873016715049744,0.6462230761845906,inf,1.1934403081734974,0.3682539761066437,0.626428731282552,inf
27,1.1449376489139265,0.36349207162857056,0.6585221860143874,inf,1.1916306555271148,0.36666667461395264,0.6327069600423177,inf
28,1.1461675587627622,0.3623015880584717,0.6316603978474935,inf,1.1957932442426682,0.3661375641822815,0.6705618964301215,inf
29,1.145557050489717,0.3601190447807312,0.6351742227872212,inf,1.1888956881231731,0.35661375522613525,0.6870010375976563,inf
30,1.1410150531679393,0.363955020904541,0.6615653567843967,inf,1.1881026382247606,0.36878305673599243,0.6154688199361166,inf
31,1.1428661953243944,0.36078041791915894,0.6443294604619344,inf,1.1908410277631547,0.3619047701358795,0.6607174767388238,inf
32,1.1412344916620187,0.36679893732070923,0.6473755637804667,inf,1.1873457514577441,0.37037035822868347,0.6294853422376845,inf
33,1.1380863717653684,0.3691137433052063,0.6172173367606268,inf,1.1828203189704154,0.3899470865726471,0.6070076412624783,inf
34,1.1375742562529114,0.3720899522304535,0.6562977684868707,inf,1.1852166975537937,0.386772483587265,0.606442027621799,inf
35,1.1383719166326853,0.37731480598449707,0.6537913971477085,inf,1.184547740386592,0.37248677015304565,0.6248329162597657,3.009297095404731
36,1.1330134944783317,0.3650793731212616,0.6391269471910265,inf,1.1770551750229465,0.37142857909202576,0.7182412041558159,inf
37,1.1294954946264624,0.3721560835838318,0.6367999381489224,inf,1.1768995401759943,0.3751322627067566,0.670295672946506,inf
38,1.1321043588014112,0.3712962865829468,0.6546797434488932,inf,1.1765733356277148,0.37354496121406555,0.6649227990044488,inf
39,1.1277424695177212,0.37235450744628906,0.6472610791524251,inf,1.1729713532659742,0.3708994686603546,0.6346097310384115,inf
40,1.126254146070116,0.3710317313671112,0.6288755920198229,inf,1.1744082626369265,0.3671957552433014,0.694721582200792,inf
41,1.1263118664009704,0.36779099702835083,0.6705050971772936,inf,1.171737719906701,0.37566137313842773,0.6809566497802735,inf
42,1.1261271357018914,0.3779761791229248,0.675688640276591,inf,1.1730685917039712,0.37354496121406555,0.6194437662760417,inf
43,1.1265192844697998,0.36772486567497253,0.6201625982920329,inf,1.1708099698854817,0.3629629611968994,0.6047214508056641,inf
44,1.1263802569773462,0.3678571283817291,0.631579417652554,inf,1.1762001909315587,0.35767194628715515,0.5966028213500977,inf
45,1.1278584804592862,0.3658730089664459,0.6313634249899123,inf,1.1747917359487878,0.3693121671676636,0.591411018371582,inf
46,1.125525341912483,0.37261903285980225,0.6474656369951036,inf,1.1684182840089004,0.35291004180908203,0.6012456470065647,inf
47,1.1250200307669325,0.368320107460022,0.6492897457546658,inf,1.1698086477816105,0.3730158805847168,0.6675344467163086,inf
48,1.1219754789593732,0.3722883462905884,0.6615179340044658,inf,1.1676903232104248,0.3539682626724243,0.628897221883138,inf
49,1.1215401810386942,0.37037035822868347,0.644367512067159,inf,1.1689306618024906,0.3798941671848297,0.6199279361300998,inf
50,1.1207421988352306,0.37261903285980225,0.6497608754369948,inf,1.1694776231629982,0.386772483587265,0.6764532089233398,inf
51,1.1220107305432774,0.37261903285980225,0.6495375924640232,inf,1.1655411154859596,0.36878305673599243,0.671281263563368,inf
52,1.1206711805684284,0.3789021074771881,0.6630042499966091,inf,1.1682525305284395,0.3603174686431885,0.6744063271416558,inf
53,1.1222682796418666,0.3721560835838318,0.6591384927431743,inf,1.1653573217491309,0.3671957552433014,0.6430422253078885,inf
54,1.1205646226855202,0.3720899522304535,0.6599502219094171,inf,1.1666517234096925,0.3661375641822815,0.6452142503526476,inf
55,1.119474715827447,0.3710317313671112,0.6803343560960557,inf,1.1655682307978472,0.35185185074806213,0.6274019559224446,inf
56,1.1213204918584476,0.37142857909202576,0.6463032099935744,inf,1.1679164736635155,0.35978835821151733,0.5993977228800456,inf
57,1.1206485701517925,0.37645503878593445,0.6642830451329549,inf,1.1679079324420956,0.3772486746311188,0.6626435491773818,inf
58,1.122027941327542,0.38062170147895813,0.6354677862591214,inf,1.1680526953190564,0.3650793731212616,0.5910697195265028,inf
59,1.1237792328103549,0.37063491344451904,0.6416490899191962,inf,1.1716794681631857,0.38465607166290283,0.6607891930474176,inf
60,1.122351191073863,0.3698412775993347,0.6451597929000854,inf,1.172656471696165,0.386772483587265,0.6531123691134982,inf
61,1.122448125347081,0.3817460238933563,0.6586654583613077,inf,1.1721970996922917,0.38148146867752075,0.6334008746676975,inf
62,1.1241859564350711,0.3721560835838318,0.6301510426733229,inf,1.1712347217318084,0.3650793731212616,0.6444250742594401,inf
63,1.121368712409296,0.3739418089389801,0.6394627981715733,inf,1.16682136648645,0.3539682626724243,0.6232131110297309,inf
64,1.1218755294879277,0.37328043580055237,0.6607785913679335,inf,1.16950109594812,0.37142857909202576,0.6340460035536024,inf
65,1.1208469482707895,0.37427249550819397,0.6270293898052639,inf,1.163281988621586,0.36349207162857056,0.6031764348347982,inf
66,1.1178244274161342,0.3779100477695465,0.6460482915242513,inf,1.1642650948009556,0.36772486567497253,0.6369032965766059,inf
67,1.1166257013722012,0.37757936120033264,0.6323582119411892,inf,1.1618472633676395,0.3788359761238098,0.6755038155449762,inf
68,1.1169270808291105,0.3830687701702118,0.6354949050479465,inf,1.1634930827344456,0.3708994686603546,0.6926931381225586,inf
69,1.1192054407490004,0.37638887763023376,0.6480079372723897,inf,1.166727614402771,0.3650793731212616,0.660264417860243,inf
70,1.1201531408949652,0.3772486746311188,0.6688176949818929,inf,1.1663137694820762,0.37354496121406555,0.5942411210801867,inf
71,1.1188776907407576,0.3762566149234772,0.6796660131878323,inf,1.1654867563603653,0.3730158805847168,0.6723223792182075,inf
72,1.1174255002703932,0.3802248537540436,0.6937206665674845,inf,1.1653086941068371,0.386772483587265,0.637598270840115,inf
73,1.1152831036183568,0.3866402208805084,0.624655748738183,inf,1.1587360857675473,0.3830687701702118,0.626203367445204,inf
74,1.1143512785926255,0.38730159401893616,0.653953496615092,inf,1.1608988259194626,0.3857142925262451,0.6063625547620985,inf
75,1.1137267221256884,0.38062170147895813,0.6391396323839823,inf,1.156560652785831,0.36772486567497253,0.6268786536322699,inf
76,1.1123063349242632,0.37744709849357605,0.6403209871715969,inf,1.1557636857860618,0.36349207162857056,0.6042525185479058,inf
77,1.1133470022481762,0.37751322984695435,0.6551641278796726,inf,1.1625699938171439,0.35873016715049744,0.6470570246378581,inf
78,1.1167531160974047,0.37757936120033264,0.6604744513829549,inf,1.1594354542800123,0.3751322627067566,0.6679621272616916,inf
79,1.113250568935958,0.37936508655548096,0.6625809907913208,inf,1.1582538312508,0.3582010567188263,0.678894657558865,inf
80,1.1112669517079161,0.3810846507549286,0.674387166235182,inf,1.1587862868482868,0.3798941671848297,0.6984709845648871,inf
81,1.1105727592664254,0.3817460238933563,0.6343063977029588,inf,1.1572924135666756,0.36666667461395264,0.6135831514994303,inf
82,1.1166338316734052,0.3908730149269104,0.6397471335199144,inf,1.1654214750975371,0.38042327761650085,0.5926055272420248,inf
83,1.1140996983999178,0.38055557012557983,0.6495676490995619,inf,1.1587004086002708,0.37671956419944763,0.6952070236206055,inf
84,1.110052128524209,0.3820767104625702,0.667407386832767,inf,1.1579165787746508,0.37566137313842773,0.6508525212605795,inf
85,1.1126542278306766,0.3807539641857147,0.6439797454410129,inf,1.1557942383819155,0.35978835821151733,0.6367241117689345,inf
86,1.1109161300714023,0.38465607166290283,0.6514734586079916,inf,1.1611927897358933,0.3878306746482849,0.680876964992947,inf
