epoch,train_loss,train_accuracy,"train_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","train_ChainResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))",val_loss,val_accuracy,"val_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","val_ChainResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))"
1,1.2739573271738158,0.27050265669822693,inf,inf,1.3190942486127217,0.25767195224761963,inf,inf
2,1.2618163213133813,0.27222222089767456,inf,inf,1.311552063624064,0.2936508059501648,inf,inf
3,1.2590461141533322,0.28220900893211365,inf,inf,1.3116739789644878,0.28941798210144043,inf,inf
4,1.2576420644919077,0.2986772358417511,inf,inf,1.308325453599294,0.3502645492553711,inf,inf
5,1.256058049864239,0.3274470865726471,inf,inf,1.3120373103353713,0.35661375522613525,inf,inf
6,1.2563179064128134,0.341269850730896,inf,inf,1.305569679207272,0.35661375522613525,inf,inf
7,1.253642117811574,0.35072749853134155,inf,inf,1.3078742212719388,0.3571428656578064,inf,inf
8,1.2522693438662422,0.3534391522407532,inf,inf,1.3004100322723389,0.35873016715049744,inf,inf
9,1.2471409029430813,0.35390210151672363,inf,inf,1.3014025251070658,0.35873016715049744,inf,inf
10,1.2480317524737783,0.35462963581085205,inf,inf,1.3004442903730604,0.35767194628715515,inf,inf
11,1.2477695463432206,0.3558862507343292,inf,inf,1.2995989269680448,0.3592592477798462,inf,inf
12,1.245945781800482,0.35449734330177307,inf,inf,1.297593973742591,0.35978835821151733,inf,inf
13,1.2446249829398262,0.3550925850868225,inf,inf,1.297813340028127,0.3582010567188263,inf,inf
14,1.2465536452001995,0.3541005253791809,inf,inf,1.297021002239651,0.3592592477798462,inf,inf
15,1.245228651828236,0.35555556416511536,inf,inf,1.296957062350379,0.35978835821151733,inf,inf
16,1.2428939163684845,0.35383597016334534,inf,inf,1.2964637306001452,0.3582010567188263,inf,inf
17,1.2449389242463642,0.3549603223800659,inf,inf,1.2978776057561239,0.35978835821151733,inf,inf
18,1.2432544524470965,0.3523148000240326,inf,inf,1.2955437382062276,0.3592592477798462,inf,inf
19,1.2440722066495153,0.3552248775959015,inf,inf,1.2954361624187893,0.3571428656578064,inf,inf
20,1.2426299042171902,0.3550264537334442,inf,inf,1.293492947684394,0.35873016715049744,inf,inf
21,1.2404418393969536,0.358002632856369,inf,inf,1.2917281336254545,0.35767194628715515,inf,inf
22,1.2380487725138665,0.3569444417953491,inf,inf,1.2881491555107965,0.3592592477798462,inf,inf
23,1.2357073328561252,0.3522486686706543,inf,inf,1.288149184650845,0.3603174686431885,inf,inf
24,1.2380339306261805,0.3532407283782959,inf,inf,1.2921875225173103,0.3629629611968994,inf,inf
25,1.2404550588793224,0.35575395822525024,inf,inf,1.2925353500578138,0.3592592477798462,inf,inf
26,1.2405485368437237,0.3572089970111847,inf,inf,1.2932400001419915,0.35873016715049744,inf,inf
27,1.2405615189009243,0.3551587164402008,inf,inf,1.2927022324668036,0.35873016715049744,inf,inf
28,1.2397569691141446,0.35667988657951355,inf,inf,1.2898945344818964,0.35767194628715515,inf,inf
29,1.23649845984247,0.35879629850387573,inf,inf,1.2858219226201375,0.3661375641822815,inf,inf
30,1.2348621288935344,0.3563492000102997,inf,inf,1.286964437696669,0.3671957552433014,inf,inf
31,1.2367074186603229,0.35667988657951355,inf,inf,1.2908615933524237,0.36878305673599243,inf,inf
32,1.2384524092078208,0.37466931343078613,inf,inf,1.2894392159250048,0.3619047701358795,inf,inf
33,1.236711282034715,0.3712962865829468,inf,inf,1.2879449619187249,0.3603174686431885,inf,inf
34,1.2377972033288744,0.375859797000885,inf,inf,1.2894086374176874,0.38941797614097595,inf,inf
