epoch,train_loss,train_accuracy,"train_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","train_ChainResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))",val_loss,val_accuracy,"val_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","val_ChainResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))"
35,1.2375554361277157,0.3790343999862671,inf,inf,1.28994460105896,0.38624337315559387,inf,inf
36,1.236536726852258,0.381679892539978,inf,inf,1.2866855925983853,0.36772486567497253,inf,inf
37,1.2353936980168025,0.3791005313396454,inf,inf,1.2890341639518739,0.4010581970214844,inf,inf
38,1.237051990793811,0.38359788060188293,inf,inf,1.2875736819373236,0.4015873074531555,inf,inf
39,1.2346812314457363,0.3800264596939087,inf,inf,1.2859869890742832,0.3841269910335541,inf,inf
40,1.2317086612184842,0.3828703761100769,inf,inf,1.2798955215348138,0.41640210151672363,inf,inf
41,1.2295808245738347,0.3838624358177185,inf,inf,1.2826022651460436,0.38730159401893616,inf,inf
42,1.2325498027933968,0.37466931343078613,inf,inf,1.2846776710616217,0.38148146867752075,inf,inf
43,1.2325346541073587,0.3768518567085266,inf,inf,1.2844578795962864,0.39047619700431824,inf,inf
44,1.2339394822716714,0.3760581910610199,inf,inf,1.2840936170683968,0.39153438806533813,inf,inf
45,1.2321333534187742,0.386904776096344,inf,inf,1.2823653194639417,0.4105820059776306,inf,inf
46,1.2309970206684537,0.38134920597076416,inf,inf,1.280110110176934,0.40634921193122864,inf,inf
47,1.2278541222214698,0.38657405972480774,inf,inf,1.277450852923923,0.3989417850971222,inf,inf
48,1.2276881494455867,0.3847883641719818,inf,inf,1.2775074031617906,0.4037036895751953,inf,inf
49,1.225984166065852,0.3880290985107422,inf,inf,1.2783220198419358,0.4079365134239197,inf,inf
50,1.2277461886405945,0.38756614923477173,inf,inf,1.2817437357372707,0.4037036895751953,inf,inf
51,1.2304802330003843,0.38452380895614624,inf,inf,1.281220907635159,0.39153438806533813,inf,inf
52,1.2284489047196177,0.38941797614097595,inf,inf,1.2789498885472617,0.40634921193122864,inf,inf
53,1.2260033867425388,0.3867063522338867,inf,inf,1.2754675719473096,0.39947089552879333,inf,inf
54,1.2261087011959817,0.3828042447566986,inf,inf,1.2781055967013042,0.4000000059604645,inf,inf
55,1.2282874488168292,0.38234126567840576,inf,inf,1.2793671396043567,0.40052908658981323,inf,inf
56,1.2290977949897448,0.38650792837142944,inf,inf,1.2806331859694586,0.4068782925605774,inf,inf
57,1.2292345174484782,0.39047619700431824,inf,inf,1.278911993238661,0.39629629254341125,inf,inf
58,1.2282775544457964,0.38452380895614624,inf,inf,1.2775632593366835,0.4068782925605774,inf,inf
59,1.2260106889737976,0.3929894268512726,inf,inf,1.2736333277490404,0.4015873074531555,inf,inf
60,1.2244641855359077,0.3857142925262451,inf,inf,1.276225792037116,0.40846559405326843,inf,inf
61,1.2253398087289598,0.3908068835735321,inf,inf,1.278523576259613,0.3899470865726471,inf,inf
62,1.2262296971347597,0.3850529193878174,inf,inf,1.275565861331092,0.4037036895751953,inf,inf
63,1.2243451987703642,0.38855820894241333,inf,inf,1.2745593786239624,0.40423280000686646,inf,inf
64,1.2238776804672347,0.39041006565093994,inf,inf,1.2727615753809611,0.40634921193122864,inf,inf
65,1.2218152302834722,0.3889550268650055,inf,inf,1.2732615921232435,0.4000000059604645,inf,inf
66,1.2233659913142523,0.38763228058815,inf,inf,1.2738807996114094,0.39523810148239136,inf,inf
67,1.2221080544922087,0.3939153552055359,inf,inf,1.272445593939887,0.4105820059776306,inf,inf
68,1.2229135769936774,0.392724871635437,inf,inf,1.2724648555119833,0.40529099106788635,inf,inf
69,1.2231100097298622,0.39259257912635803,inf,inf,1.272956207063463,0.4026454985141754,inf,inf
70,1.2226610716846253,0.38855820894241333,inf,inf,1.2737308952543471,0.4026454985141754,inf,inf
71,1.2226551946666506,0.38842591643333435,inf,inf,1.2739821977085537,0.4026454985141754,inf,inf
72,1.2224377408623694,0.3889550268650055,inf,inf,1.2728416972690157,0.40052908658981323,inf,inf
73,1.2227889087465074,0.38855820894241333,inf,inf,1.2731137262450325,0.4021163880825043,inf,inf
74,1.2227629727787441,0.3886243402957916,inf,inf,1.2735487050480312,0.40740740299224854,inf,inf
75,1.2214855909347535,0.39451056718826294,inf,inf,1.2706182175212437,0.3968254029750824,inf,inf
76,1.2215353038575913,0.39332011342048645,inf,inf,1.2714315281973945,0.40317460894584656,inf,inf
77,1.2214163545105192,0.393584668636322,inf,inf,1.2711076034439934,0.40423280000686646,inf,inf
78,1.2209607869386674,0.3900793790817261,inf,inf,1.270162284374237,0.4010581970214844,inf,inf
79,1.220521357986662,0.3909391462802887,inf,inf,1.2709303948614332,0.40634921193122864,inf,inf
80,1.2207397169537015,0.39239418506622314,inf,inf,1.27062935034434,0.39629629254341125,inf,inf
81,1.2202747406231031,0.39437830448150635,inf,inf,1.2707379036479527,0.3957671821117401,inf,inf
82,1.2188372236159113,0.39120370149612427,inf,inf,1.2695580866601732,0.40846559405326843,inf,inf
83,1.2174778825706907,0.3926587402820587,inf,inf,1.267741745048099,0.4010581970214844,inf,inf
84,1.2168336879875925,0.39517197012901306,inf,inf,1.2670626335673862,0.4079365134239197,inf,inf
85,1.217585342625777,0.39034390449523926,inf,inf,1.2689670470025805,0.4058201014995575,inf,inf
86,1.2189696656333076,0.392724871635437,inf,inf,1.2721132212215,0.4105820059776306,inf,inf
87,1.2176941588521004,0.39259257912635803,inf,inf,1.2650562935405307,0.39947089552879333,inf,inf
88,1.2161358404490683,0.39629629254341125,inf,inf,1.2680030279689365,0.41216930747032166,inf,inf
89,1.217091184688939,0.39616402983665466,inf,inf,1.2696326865090264,0.40846559405326843,inf,inf
90,1.2162734837995635,0.39821428060531616,inf,inf,1.272331428527832,0.39523810148239136,inf,inf
91,1.215995717048645,0.39623016119003296,inf,inf,1.2682607955402798,0.391005277633667,inf,inf
92,1.2148430286182297,0.3898809552192688,inf,inf,1.2631982657644483,0.4068782925605774,inf,inf
93,1.2138945794767804,0.3926587402820587,inf,inf,1.2623976124657525,0.4068782925605774,inf,inf
94,1.213072342177232,0.39351850748062134,inf,inf,1.2617326564259,0.4037036895751953,inf,inf
95,1.213428552614318,0.3951058089733124,inf,inf,1.2664337383376227,0.4047619104385376,inf,inf
96,1.2143573371900453,0.39649471640586853,inf,inf,1.2667353749275208,0.4026454985141754,inf,inf
97,1.216054858598444,0.3898809552192688,inf,inf,1.2641583336724176,0.4058201014995575,inf,inf
98,1.2146347131994035,0.3936507999897003,inf,inf,1.2656958752208285,0.4095238149166107,inf,inf
99,1.2149282612734371,0.391865074634552,inf,inf,1.2656204263369242,0.3957671821117401,inf,inf
100,1.214055220120483,0.39523810148239136,inf,inf,1.2646939052475823,0.4195767343044281,inf,inf
