epoch,train_loss,train_accuracy,"train_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","train_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","train_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))",val_loss,val_accuracy,"val_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","val_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","val_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))"
1,1.3176318047775162,0.14755290746688843,1.1422887590196398,0.004879906442430284,inf,inf,0.41112689442104766,1.4184731271531847,0.003703703638166189,0.7641982184516058,0.00581864251030816,inf,inf,0.2855907016330295
2,1.4030564750234287,0.02162698470056057,0.5202383995056152,0.0070940785937839085,inf,inf,0.19752638869815403,1.5042477276590136,0.0476190485060215,0.37004046969943577,0.008716837565104166,inf,1.0310596042209201,0.13309067620171441
3,1.4363526021440824,0.039550263434648514,0.29997476206885443,0.006267846955193414,inf,inf,0.12899620797899033,1.4970546139611138,0.0476190485060215,0.2745491451687283,0.006992467244466146,inf,inf,0.12763532002766928
4,1.431820147898462,0.031481482088565826,0.26179952886369495,0.005109765794542101,inf,inf,0.12178575197855632,1.4941202839215597,0.037566136568784714,0.25977083841959636,0.004818556043836806,inf,0.7829378339979384,0.11308589511447482
5,1.4328822784953648,0.024470899254083633,0.2489301045735677,0.005212603674994575,inf,inf,0.11705352730221219,1.515275862481859,0.013227513059973717,0.23489184909396701,0.009708955552842883,inf,0.7052942487928603,0.10041737026638455
6,1.4410859008630117,0.033399470150470734,0.23693814012739395,0.006182967291937934,inf,inf,0.10863168239593506,1.5107950237062242,0.0476190485060215,0.23912650214301215,0.007051849365234375,inf,0.7571583641899957,0.10292697482638889
7,1.4502620672186215,0.025132274255156517,0.22686401738060846,0.007091874546474881,inf,0.7452856964535184,0.10245184898376465,1.506842052936554,0.028042327612638474,0.2315259297688802,0.007598156399197049,inf,0.7147145589192708,0.10695228576660157
8,1.4447488124171892,0.02539682574570179,0.23521027829911972,0.007148914866977268,inf,inf,0.10814957883622911,1.517713397079044,0.04497354477643967,0.26316744486490884,0.0072295294867621525,inf,inf,0.10471619500054254
9,1.446636788878176,0.019973544403910637,0.2339242935180664,0.006493833329942491,inf,0.7561991850535075,0.10575786696539985,1.5212042530377705,0.013756614178419113,0.21107347276475694,0.006058926052517361,inf,0.6986854553222657,0.10428517659505208
10,1.4503648102283477,0.024272486567497253,0.2159821801715427,0.00658106009165446,inf,inf,0.09968838426801893,1.5276364180776807,0.019576719030737877,0.20325453016493056,0.005266147189670139,inf,0.6413839552137587,0.0898458268907335
11,1.450146774450938,0.022156083956360817,0.22843596935272217,0.005798074934217665,inf,0.7412750032212999,0.10260361830393473,1.5117667714754741,0.0026455025654286146,0.225909423828125,0.008191129896375868,inf,0.7666193644205729,0.09973301357693143
12,1.4415894010000758,0.017592592164874077,0.2281118498908149,0.006453413433498806,inf,0.7585871881908841,0.10754595597585043,1.5117045084635417,0.04021164029836655,0.20695961846245658,0.004494857788085937,inf,0.6954890357123481,0.10583051045735677
13,1.4429824562536346,0.018518518656492233,0.2170878357357449,0.00565288331773546,inf,0.7301386223898993,0.10396828121609158,1.5189500808715821,0.03809523954987526,0.20721121893988714,0.006535466512044271,inf,0.722522481282552,0.09743546379937065
14,1.4383336340387662,0.021759258583188057,0.21913380357954237,0.004866880840725369,inf,0.7317167388068305,0.11066124704149034,1.508336877822876,0.008994708769023418,0.23350028991699218,0.003949864705403646,inf,0.7520393795437283,0.11274994744194879
15,1.446344315012296,0.023478835821151733,0.21676279173956978,0.005761273701985677,inf,0.730580727259318,0.10563032892015245,1.5035660280121697,0.0476190485060215,0.22308197021484374,0.00378218756781684,inf,0.742621824476454,0.1199448479546441
16,1.4509033113718033,0.025132274255156517,0.19817841317918566,0.006008129649692112,inf,0.6693893856472439,0.09498006767696804,1.5154881040255228,0.045502644032239914,0.20116310119628905,0.005872768825954861,inf,0.677336925930447,0.09837252298990885
17,1.4475869930452772,0.027645502239465714,0.199964173634847,0.005924296379089355,inf,0.6979034662246704,0.09653161631690131,1.5206876516342163,0.007936508394777775,0.20261111789279515,0.005674997965494792,inf,0.6396902720133464,0.10300979614257813
18,1.4523335973421732,0.029894180595874786,0.19736795425415038,0.006360761324564616,inf,0.6770522541469998,0.09637047184838189,1.5167053235901726,0.042328041046857834,0.1957304212782118,0.006096733940972222,inf,0.6587286207411024,0.09716495937771268
19,1.4506981717215643,0.029629629105329514,0.21991684966617162,0.006135323312547472,inf,0.7277911133236356,0.09816290272606744,1.5103085398674012,0.0476190485060215,0.1956751505533854,0.005773501925998264,inf,0.7070138719346788,0.1059981452094184
20,1.4468721800380282,0.02698412723839283,0.2027885675430298,0.005982769860161675,inf,0.6942148129145305,0.09979956944783529,1.5318845642937555,0.045502644032239914,0.18151846991644965,0.008753331502278645,inf,0.6159032185872396,0.08807415432400173
21,1.454040098355876,0.04239417985081673,0.20195130772060818,0.006240214241875542,inf,0.6939720392227173,0.09461913903554281,1.5102613117959764,0.047089945524930954,0.2309441884358724,0.006246397230360243,inf,0.7109192742241753,0.10064714219835069
22,1.4506191043390169,0.0376984141767025,0.20419821739196778,0.006381588511996799,inf,0.6884180227915446,0.09712764422098795,1.5188618434800043,0.011640211567282677,0.21695789761013454,0.007000901963975695,inf,0.7330021752251519,0.10267418755425348
23,1.4566525656316016,0.013293650932610035,0.22012223137749565,0.0069375806384616425,inf,0.7385899013943142,0.09832932419247098,1.5242113643222386,0.04497354477643967,0.21719250149197047,0.008162562052408855,inf,0.7232523600260417,0.09916267395019532
24,1.4554174977872107,0.020899470895528793,0.2149478144115872,0.006096031930711534,inf,0.7027085251278348,0.0977111366060045,1.5252879738807679,0.047089945524930954,0.21987241109212238,0.007666693793402778,inf,0.69061156378852,0.09637387593587239
25,1.460253781411383,0.02797619067132473,0.2211217138502333,0.007823122872246636,inf,0.7198812829123603,0.09608135488298204,1.5305877844492595,0.035978835076093674,0.21237110561794706,0.007534874810112847,inf,0.6481410980224609,0.08514497545030382
26,1.4544760722253058,0.034060847014188766,0.21626356177859837,0.007689706484476725,inf,0.7343126111560397,0.09647239049275716,1.5198330746756659,0.0476190485060215,0.20717040167914497,0.006034978230794271,inf,0.6900547027587891,0.09617517259385851
27,1.456120395163695,0.042724866420030594,0.21307353178660074,0.007208890385097927,inf,0.7079611698786418,0.09793414274851481,1.5260938670900133,0.0476190485060215,0.20653546651204427,0.011666488647460938,inf,0.6947854359944662,0.09091529846191407
28,1.455459251999855,0.031812168657779694,0.22145376470353867,0.006412964397006565,inf,0.7376252942615085,0.0982872380150689,1.5250457657708063,0.0476190485060215,0.20860265096028646,0.009236568874782986,inf,0.7025366041395399,0.09055366516113281
29,1.4489645035730467,0.038558200001716614,0.21199081738789877,0.005924275186326769,inf,0.7120995998382569,0.10357024669647216,1.5195877326859368,0.0476190485060215,0.17886276245117189,0.006996324327256945,inf,0.6945044199625651,0.09707476298014323
30,1.4480092522170809,0.039550263434648514,0.20490580399831135,0.0056877348158094615,inf,0.7056662533018324,0.09987064997355143,1.5119429243935478,0.04179894179105759,0.2159102545844184,0.007446204291449653,inf,0.7282438066270617,0.10294664171006944
31,1.446934923529625,0.031679894775152206,0.2063443210389879,0.005860326025221083,inf,0.7243546035554674,0.10408134725358752,1.5254025565253364,0.029629629105329514,0.2181944105360243,0.00877240498860677,inf,0.7007349650065104,0.10059462653266059
32,1.4580134633514616,0.019312169402837753,0.20541545550028484,0.007203880945841471,inf,0.6972829368379381,0.09664790895250108,1.5353972329033745,0.0476190485060215,0.19280539618598092,0.0065543280707465275,inf,0.6566900889078776,0.08645206027560765
33,1.4592512900630632,0.016600528731942177,0.1983558151457045,0.008109143045213487,inf,0.6629536522759332,0.09409706327650282,1.5246986561351352,0.0,0.22378790113661023,0.008435440063476563,inf,0.7169212765163846,0.09332224527994791
34,1.4620755462182893,0.015542328357696533,0.2236585881974962,0.008570369084676106,inf,0.7234836843278672,0.0950298441780938,1.5363359875149196,0.0,0.23549147711859808,0.016231494479709202,inf,0.7303945753309462,0.08728968302408854
35,1.4576602202322748,0.012896825559437275,0.2286666923099094,0.006753910912407769,inf,0.7475656403435601,0.1011751757727729,1.5213994317584567,0.04603174701333046,0.21127018398708766,0.006559329562717014,inf,0.7033056471082899,0.10566385057237414
36,1.4532689687278535,0.03849206492304802,0.20480521519978842,0.006513269742329916,inf,0.6961663564046224,0.09753752814398872,1.5195478545294867,0.007936508394777775,0.217962646484375,0.007937198215060764,inf,0.7270100911458334,0.09455913967556423
37,1.4514708055390253,0.034193120896816254,0.21384012699127197,0.006641475359598795,inf,0.7138796620898776,0.09788441393110488,1.5279367248217264,0.04656084626913071,0.18692648145887586,0.00475052727593316,inf,0.6135828230116103,0.08987842135959201
38,1.4631922360923555,0.03313492238521576,0.2028022395239936,0.007666044765048557,inf,0.6628947734832764,0.08892129792107475,1.537459389368693,0.03703703731298447,0.2179144541422526,0.01009169684516059,inf,0.6950715382893881,0.09113150702582465
39,1.4571295787890752,0.04417989403009415,0.20437603791554768,0.007207793659634061,inf,0.68427169058058,0.09745767646365695,1.5191552731725904,0.0476190485060215,0.1974414825439453,0.007172987196180556,inf,0.6766538831922743,0.09449208577473958
40,1.4525010163585346,0.04537037014961243,0.20677760707007514,0.007244033283657498,inf,0.6956960042317708,0.09743711948394776,1.5203939106729296,0.0476190485060215,0.24302524990505642,0.006948937310112847,inf,0.7566827562120225,0.09871991475423177
41,1.4567373800608847,0.033201057463884354,0.23229690922631158,0.008413362503051757,inf,0.7370565361446805,0.0969305091434055,1.5281768891546461,0.0,0.24626558091905382,0.008919737074110243,inf,0.7711972130669488,0.10200186835394966
42,1.4611833540929688,0.010714286006987095,0.22122594780392116,0.008219210306803386,inf,0.711960514386495,0.09710426065656874,1.524225894610087,0.008465608581900597,0.19562127855088976,0.006762271457248264,inf,0.6490899827745226,0.09289894104003907
43,1.454148233599133,0.015410052612423897,0.2099604739083184,0.006430792808532715,inf,0.6978428257836236,0.0975294378068712,1.527367463376787,0.029100529849529266,0.21678814358181422,0.009103605482313369,inf,0.7221147749159071,0.09161724514431424
44,1.4538519859313965,0.027447089552879333,0.2072560946146647,0.005946328904893663,inf,0.7070082823435465,0.09875949753655328,1.5172718193795947,0.03809523954987526,0.20073250664605036,0.005836359659830729,inf,0.6937872568766276,0.09915898640950521
45,1.4519584162367716,0.014880952425301075,0.2106344487931993,0.006816901101006402,inf,0.6983447869618734,0.09705080986022949,1.51842110686832,0.0,0.20977295769585502,0.01030260721842448,inf,0.6998420715332031,0.09844474792480469
46,1.450028619170189,0.007605819962918758,0.2177030324935913,0.006412016020880805,inf,0.7186718675825331,0.10295517179701064,1.5210045523113676,0.003703703638166189,0.2203184339735243,0.005288145277235243,inf,0.7115210639105902,0.09795053270128039
47,1.4523618946472803,0.028637565672397614,0.20507463614145915,0.007045502132839627,inf,0.698354983329773,0.09860210948520237,1.5273775153689915,0.0476190485060215,0.20095464918348524,0.008754687839084202,inf,0.6743667602539063,0.09278878106011285
48,1.460561866230435,0.032605819404125214,0.2069052404827542,0.006852380434672038,inf,0.6750507248772515,0.0919258541531033,1.5238698561986288,0.02698412723839283,0.20290345085991754,0.006290393405490451,inf,0.7149458991156684,0.09663043551974826
49,1.456168677078353,0.0367063507437706,0.21669623851776124,0.008350663714938693,inf,0.7131157451205783,0.0958589792251587,1.525629621081882,0.0476190485060215,0.20665283203125,0.00789455837673611,inf,0.6698827531602648,0.09681104024251302
50,1.455129177040524,0.023677248507738113,0.20705537796020507,0.007645474539862739,inf,0.698529741499159,0.09631210168202718,1.5270231405893961,0.04021164029836655,0.2008315616183811,0.007692591349283854,inf,0.6744500054253473,0.09354214138454861
51,1.4499935790896417,0.032076720148324966,0.19850783083173965,0.005209753248426649,inf,0.6820325136184693,0.09730055332183837,1.5037583722008598,0.0476190485060215,0.20717896355523002,0.005103937784830729,inf,0.6833621978759765,0.10956865946451823
52,1.4434281882312563,0.03743386268615723,0.2049599117702908,0.00506428877512614,inf,0.6847140656577216,0.10187265872955323,1.5153042223718431,0.015343915671110153,0.186760499742296,0.004484515719943577,inf,0.6787582821316189,0.09533547295464409
53,1.4479002902905147,0.026851851493120193,0.19730644226074218,0.005563778347439236,inf,0.6876070525911119,0.09681399928198921,1.516889250278473,0.04179894179105759,0.20669852362738717,0.008636559380425348,inf,0.6785504235161676,0.09476877848307291
54,1.445332903497749,0.0071428571827709675,0.20526657369401718,0.005762966473897299,inf,0.7098748260074191,0.10225155883365207,1.5090059849951003,0.0,0.1934197743733724,0.005753919813368056,inf,0.6674318525526258,0.09476941426595052
55,1.443834088742733,0.015079365111887455,0.21124144660101996,0.0057211160659790036,inf,0.7186803102493287,0.10336960156758626,1.511160393555959,0.03650793805718422,0.22140981886121963,0.005886798434787326,inf,0.6860224405924479,0.10043805440266927
56,1.4478294082813792,0.031283069401979446,0.20804398854573566,0.006151988771226671,inf,0.716853051715427,0.0999100022845798,1.526003286573622,0.035978835076093674,0.1963202158610026,0.0052627987331814235,inf,0.6423312717013889,0.09403559366861979
57,1.456837280260192,0.004629629664123058,0.20920568307240803,0.00728451410929362,inf,0.6874180767271254,0.09426002237531873,1.527382050620185,0.012169311754405499,0.20964198642306858,0.0084625244140625,inf,0.6910045199924045,0.0927512698703342
58,1.4594814969433678,0.027843914926052094,0.2115657885869344,0.0070421854654947914,inf,0.6889633178710938,0.09767842292785645,1.5314990361531575,0.01904761977493763,0.20740572611490884,0.009457736545138888,inf,0.6790142483181424,0.08683831956651476
59,1.455572484764788,0.009920635260641575,0.21645064618852403,0.006825611326429579,inf,0.721052802933587,0.09780238204532199,1.5198800484339396,0.03015873022377491,0.21078177558051214,0.006000857883029514,inf,0.7037088606092665,0.09652667575412327
