epoch,train_loss,train_accuracy,"train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=22, count=2))","train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=10, count=2))",val_loss,val_accuracy,"val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=22, count=2))","val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=10, count=2))"
42,0.9543452576124389,0.8587907552719116,inf,inf,0.9974392619952301,0.8535827398300171,0.06473865238218045,0.05443380833178316
43,0.9530420662787847,0.8587091565132141,inf,inf,0.9794397883401676,0.8522576689720154,inf,0.04981530497281668
44,0.9546445287188864,0.8586401343345642,inf,0.08554760945069469,0.9922670575277224,0.8532769083976746,inf,0.04806685852650118
45,0.955970541438795,0.858081579208374,inf,inf,1.000859842492213,0.8577616810798645,0.08519432321981767,0.07509168596530923
46,0.9574155698926116,0.8577175736427307,inf,0.08632050641449468,0.977323249935238,0.8551115989685059,inf,0.08168651116122107
47,0.9659752646840049,0.85789954662323,inf,inf,0.9781034558266012,0.8581693768501282,inf,0.05674514788224692
48,0.9629275371618808,0.8586338758468628,inf,inf,0.9788932090355688,0.8502700924873352,inf,0.03950441883374678
49,0.9639554632057098,0.8583828210830688,inf,0.08206382839468093,0.9780330036003769,0.8556212186813354,inf,0.06909398642821424
50,0.9653793008982354,0.8583702445030212,inf,0.08218102404842552,0.9864365776450904,0.8503720164299011,0.07087409546927029,0.03193573599914583
51,0.9576896934449439,0.8577175736427307,inf,inf,0.9792028886306678,0.8572520613670349,inf,0.07230165050287915
52,0.9654970353457358,0.8581756949424744,inf,inf,0.9850409366545992,0.8576597571372986,inf,0.07945137608582807
53,0.9434857988905353,0.859066903591156,inf,0.08630432801995082,0.9890710284216647,0.8586280941963196,inf,0.08141192774863759
54,0.9685828059457482,0.8588095903396606,inf,inf,0.9806952383538163,0.8576597571372986,inf,0.06094211656323411
55,0.9650995110916779,0.8589915633201599,inf,0.08486744916864522,0.9801053280294881,0.8567424416542053,inf,0.0922239889764482
56,0.954871339780621,0.8587907552719116,inf,0.08434165692920946,0.9780716850083216,0.8523086309432983,inf,0.04929238962772799
57,0.9637908268081811,0.8584204912185669,inf,inf,0.9738640598015,0.8568443655967712,inf,0.09590146546657424
58,0.9547311309482623,0.8584204912185669,inf,inf,0.9739604704635316,0.8535827398300171,inf,0.07469541872129826
59,0.9583395236929207,0.8580376505851746,inf,inf,0.9786465368379449,0.8565385937690735,inf,0.08074249482205466
60,0.9603297014618754,0.858313798904419,inf,0.0875919906248761,0.985478979063374,0.8573539853096008,inf,0.0672704063656477
61,0.954255053551346,0.8574539422988892,inf,inf,0.994649738745039,0.8523086309432983,inf,0.030631007282597243
62,0.9671863389098593,0.8582886457443237,inf,inf,0.972372089515836,0.857150137424469,inf,0.10938432489990428
63,0.9710941965826804,0.8582823872566223,inf,0.08594414497285398,0.9979303027093618,0.8520028591156006,inf,0.04622026942591252
64,0.9445149471590122,0.8571903705596924,inf,0.0873168433425881,0.9946089862901114,0.8575578331947327,inf,0.05951398952751403
65,0.9676171400465231,0.857880711555481,inf,0.08635151243912094,0.9904318817133636,0.8578636050224304,inf,0.08234234650929768
66,0.9534721768541894,0.858188271522522,inf,0.08299383328513599,0.9802529757790222,0.8546529412269592,0.09528021802315034,0.10733338994331927
67,0.9963834841856819,0.8580940961837769,inf,0.0843981916144939,1.005984975967765,0.8569972515106201,0.08744874261240544,0.08067754828499633
68,0.9675323090247292,0.8583451509475708,inf,inf,0.9810566715857634,0.8569972515106201,inf,0.06375594857898234
69,0.9654029005315833,0.8587468266487122,inf,inf,0.9858200313243154,0.8587300181388855,inf,0.10272722183519108
70,0.9668390043663657,0.8577175736427307,inf,0.08804271688381589,0.9883366383857035,0.8494547009468079,inf,0.029343677807259206
71,0.94584177318467,0.8584016561508179,inf,0.08620083891967413,0.9886331611258867,0.8528692126274109,0.06637151200806765,0.05399205995972749
72,0.9557557465579664,0.8583953380584717,inf,0.0840021608140593,0.981230652438974,0.8584752082824707,inf,0.07129399525891443
73,0.9736358785105803,0.8577677607536316,inf,0.08933316134988938,1.0146540087026523,0.8531749844551086,inf,0.04967970263426471
74,0.9554947625037262,0.8586150407791138,inf,0.08334213002569181,1.0053744388846713,0.8575068712234497,inf,0.06692724546809105
75,0.9706499220147993,0.8582447171211243,inf,0.08572242001220594,1.0037122968452772,0.8573030233383179,inf,0.0811072722109007
76,0.9703126251633353,0.8584141731262207,inf,0.08433912731029951,1.007361663191371,0.8510855436325073,inf,0.03463644789029585
77,0.965840313161049,0.8590731620788574,inf,0.08746284525606697,0.9872472284299767,0.8572520613670349,inf,0.093252337029532
78,0.9521740353932345,0.8585836291313171,inf,0.08751518942719194,0.9956073351410184,0.8508306741714478,inf,0.05558740561175498
79,0.9724287523487194,0.8593178987503052,inf,0.082693967845153,1.0179093027191441,0.8530220985412598,inf,0.0690208731689777
80,0.9774545532480996,0.8584079146385193,inf,inf,1.0003068956164427,0.8535317778587341,inf,0.057698400410370713
81,0.9711661055927914,0.8581191897392273,inf,0.08499178796891937,0.9953929315773853,0.8565385937690735,inf,0.07569103256152694
82,0.9527858970416458,0.858884871006012,inf,0.08599335060395469,0.9848261760071794,0.8530730605125427,inf,0.05693033976666234
83,0.9671532229176008,0.8585522770881653,inf,0.08506746989307502,0.9870481779419851,0.8585261702537537,inf,0.11895993535432593
84,0.9623582056341555,0.8586840629577637,inf,inf,0.998391654364859,0.8578636050224304,inf,0.08184389437839484
85,0.9515361696997078,0.858313798904419,inf,0.088141855311612,1.0189851448647371,0.8509325981140137,inf,0.047573354213860386
86,0.9636216143372277,0.857096254825592,inf,0.08627849813321865,0.9796973355085229,0.8532769083976746,inf,0.06278467760470768
87,0.960149663915658,0.8587468266487122,inf,0.08291935835305997,0.9902698572186049,0.8520028591156006,inf,0.059766520487021996
88,0.9668166279807977,0.8584455847740173,inf,0.08645549212113227,0.984725623642589,0.8563857078552246,inf,0.06208997838309869
89,0.9553971234155414,0.8584204912185669,inf,inf,0.9807002218095833,0.8563347458839417,inf,0.0502046685816123
90,0.9573213044650407,0.8583074808120728,inf,inf,0.9975591594954564,0.8553154468536377,inf,0.061656824975509804
91,0.9703129112340513,0.8580501675605774,inf,0.08584206382966064,0.9847317973627918,0.8575068712234497,inf,0.06523925736704703
92,0.9513993187606073,0.8584644198417664,inf,inf,0.9871761562184944,0.8507287502288818,inf,0.03821417898129506
93,0.9750489582312147,0.8574790954589844,inf,inf,0.9915673277187109,0.8507797122001648,inf,0.0319447126358178
94,0.9584586727263438,0.8588221073150635,inf,inf,0.9863643888144686,0.8569972515106201,inf,0.07123705789035546
95,0.9640675225913599,0.8583388924598694,inf,inf,0.9931180654468497,0.8563347458839417,inf,0.08666805780617295
96,0.9627098125377774,0.858884871006012,inf,inf,0.9932423251276513,0.8507287502288818,inf,0.07482533419461261
97,0.9596294061581737,0.8593493103981018,inf,inf,0.9911249943768422,0.8576087951660156,inf,0.07514793832337527
98,0.9599346760564028,0.8584392666816711,inf,0.0864857231509358,0.9840832524571757,0.8570482134819031,inf,0.09044527817683615
99,0.9564918305144925,0.857937216758728,inf,inf,0.9930965082893025,0.8519518971443176,inf,0.04218131354406887
100,0.9637390720034813,0.8587719202041626,inf,inf,0.9945195410877038,0.8569462895393372,inf,0.08055548063002828
