epoch,train_loss,train_accuracy,"train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=1))",val_loss,val_accuracy,"val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=1))"
1,0.8664058136307691,0.48084837198257446,0.4349810671694751,0.6617036089301109,0.46195653080940247,0.35635975301265715
2,0.6159673343396596,0.5492244362831116,0.394983220769909,0.5611814223229885,0.6630434989929199,0.3620260328054428
3,0.5662246857902004,0.6603355407714844,0.43304520352582293,0.4889869652688503,0.6630434989929199,0.3402640879154205
4,0.5012117442958255,0.6635010838508606,0.40125836968979856,0.42929978035390376,0.6630434989929199,0.3670197695493698
5,0.48313673998282963,0.6638176441192627,0.529390439228409,0.3956957902759314,0.66576087474823,0.4571457803249359
6,0.43120043649223405,0.6679328680038452,0.555950542693949,0.37529094349592923,0.66576087474823,0.4685530483722687
7,0.44215423669578874,0.672997772693634,0.615956914220325,0.3582891905680299,0.66576087474823,0.5016910672187805
8,0.3986960875913617,0.6745805740356445,inf,0.3453332170844078,0.66576087474823,0.4472071886062622
9,0.40685632136794225,0.6717315316200256,inf,0.33880528807640076,0.66576087474823,0.48960702419281005
10,0.3902735265550115,0.6745805740356445,inf,0.32974681109189985,0.66847825050354,0.4446811318397522
11,0.3544375115828283,0.6714150309562683,0.5451142047757106,0.3243981745094061,0.6711956262588501,0.48057121634483335
12,0.37355557200317263,0.6831275820732117,inf,0.3192971428856254,0.66576087474823,0.5215419352054596
13,0.3793106963872538,0.680911660194397,0.7003918281769418,0.3175509314984083,0.66576087474823,0.5929114401340485
14,0.36481832294447375,0.672997772693634,inf,0.3124789707362652,0.66847825050354,0.5887320876121521
15,0.3842270064651501,0.6862931251525879,0.8121636847438009,0.31150228772312405,0.66847825050354,0.6265035092830658
16,0.36897543850304,0.6780626773834229,inf,0.3073422214016318,0.6739130616188049,0.5362529516220093
17,0.3506266802037934,0.6828110218048096,inf,0.30526473093777895,0.6847826242446899,inf
18,0.35196936060783457,0.6828110218048096,inf,0.3036748261190951,0.6847826242446899,0.5795736730098724
19,0.3541275489837071,0.6834441423416138,inf,0.30304754795506594,0.6820651888847351,0.5574523389339447
20,0.34760454605085056,0.7040202617645264,inf,0.3033103718422353,0.66576087474823,inf
21,0.34913358188782023,0.6796454787254333,inf,0.3026722733862698,0.66847825050354,0.6278330564498902
22,0.3318478161129118,0.6853434443473816,inf,0.30240420140326024,0.66576087474823,0.5950377583503723
23,0.32375614762352706,0.6970560550689697,inf,0.3027455138973892,0.741847813129425,inf
24,0.3296084653313,0.6856600046157837,inf,0.3004435765556991,0.6820651888847351,0.6905730485916137
25,0.35182795310959614,0.6945235729217529,inf,0.30184538373723624,0.6603260636329651,inf
26,0.33383595631944596,0.680911660194397,inf,0.3000059188809246,0.6847826242446899,0.6609616756439209
27,0.32770025860314805,0.6999050378799438,inf,0.3010217079427093,0.679347813129425,0.6746513247489929
28,0.33435505819209094,0.7018043398857117,inf,0.30105484472587707,0.6603260636329651,0.7804127693176269
29,0.33479232225398564,0.7030705809593201,inf,0.30056979702785613,0.7255434989929199,inf
30,0.327298266554539,0.6973726153373718,inf,0.3021793258842081,0.6847826242446899,inf
31,0.3322027530085278,0.68660968542099,inf,0.30280650812201204,0.72826087474823,0.6521642327308654
32,0.3278559064855814,0.7046533823013306,inf,0.3029987336602062,0.6902173757553101,inf
33,0.32039944392842545,0.6888256072998047,inf,0.3014235781971365,0.6820651888847351,0.7187294960021973
34,0.31368539353335706,0.700538158416748,inf,0.30594346062280237,0.6875,inf
35,0.31098753435888826,0.6954732537269592,inf,0.3057974415831268,0.7336956262588501,0.6841055274009704
36,0.334275136104612,0.6951566934585571,inf,0.30339340390637515,0.7228260636329651,inf
37,0.32507252261949215,0.6935738921165466,inf,0.3047391050029546,0.7336956262588501,inf
38,0.3326022228961244,0.6932573318481445,inf,0.3047844087239355,0.720108687877655,inf
39,0.3286816472951875,0.6935738921165466,inf,0.3044418065575883,0.7228260636329651,inf
40,0.31372686058526944,0.6973726153373718,inf,0.305543615994975,0.7228260636329651,0.7120314717292786
41,0.30943132977055127,0.6973726153373718,inf,0.30370877790264783,0.717391312122345,0.8347478628158569
42,0.3350846440925055,0.7065526843070984,inf,0.30509571023285387,0.7228260636329651,inf
43,0.31185877105212434,0.7157328128814697,inf,0.30643256127368657,0.739130437374115,inf
44,0.31902107816660275,0.7018043398857117,inf,0.3050074682338163,0.739130437374115,inf
45,0.3309575766034413,0.7128838300704956,inf,0.3051918796962127,0.73097825050354,inf
46,0.3174822118377397,0.6970560550689697,inf,0.3068575147073716,0.739130437374115,inf
