epoch,train_loss,train_accuracy,"train_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","train_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","train_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))",val_loss,val_accuracy,"val_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","val_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","val_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))"
1,1.1146577575140528,0.3076058328151703,2.2728765381707086,0.0006709098815917969,inf,inf,1.5136863973405625,1.0231817298465304,0.3195767104625702,2.936216566297743,0.00019641452365451388,inf,inf,2.0392384847005207
2,0.9539744807614221,0.32400792837142944,inf,9.762446085611979e-05,inf,inf,2.4865296337339613,0.9696065227190653,0.3312169313430786,2.9833280775282116,2.284579806857639e-05,inf,inf,2.249522399902344
3,0.922753121289942,0.3176587224006653,inf,7.26991229587131e-05,inf,inf,2.523480598131816,0.9465936501820882,0.33280423283576965,inf,0.0,inf,inf,2.4264495849609373
4,0.9034504572550456,0.32109788060188293,inf,5.955431196424696e-05,inf,inf,inf,0.9314437084727817,0.33492064476013184,2.8683285183376737,0.0,inf,inf,2.410167270236545
5,0.8901482007569737,0.32215607166290283,inf,3.761185540093316e-05,inf,inf,2.5357868830362955,0.9185484250386556,0.33174604177474976,inf,8.858574761284723e-06,inf,inf,2.5106915791829425
6,0.8808047589328554,0.32400792837142944,inf,2.6218096415201823e-05,inf,inf,inf,0.9080456362830268,0.3391534388065338,inf,0.0,inf,inf,2.8420869615342883
7,0.8718586557441288,0.32341268658638,inf,2.223650614420573e-05,inf,inf,inf,0.9002328554789225,0.3312169313430786,inf,0.0,inf,inf,2.4821625603569877
8,0.8640706365307173,0.3234788477420807,inf,2.2041797637939454e-05,inf,inf,inf,0.8912190635999043,0.33068782091140747,inf,5.510118272569444e-07,inf,inf,2.790225134955512
9,0.8556269925501612,0.3295634984970093,inf,4.020267062717014e-05,inf,inf,inf,0.8818684299786885,0.32804232835769653,inf,0.0,inf,inf,2.697201961941189
10,0.8477213589681519,0.32691797614097595,inf,5.057785246107313e-05,inf,inf,inf,0.8739603585667081,0.32910051941871643,inf,1.0511610243055555e-05,inf,inf,2.7248800065782337
