epoch,train_loss,train_accuracy,"train_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))","train_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))","train_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))",val_loss,val_accuracy,"val_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))","val_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))","val_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))"
1,1.3164029056827227,0.22103174030780792,0.026392870479159884,0.23057059711880154,0.03417012956407335,inf,1.4257426261901855,0.19788359105587006,0.022637049357096355,0.07650087144639757,0.056958643595377605,inf
2,1.3983487256699139,0.27513226866722107,0.006388288074069553,0.03688709470960829,0.03592778311835395,inf,1.4968692978223166,0.3671957552433014,0.002722591824001736,0.018050342135959203,0.020960235595703126,inf
3,1.4168386315306027,0.35674601793289185,0.0019381523132324218,0.016356963581509062,0.016885182592603895,inf,1.4908851557307774,0.37248677015304565,0.0007052103678385417,0.014237255520290799,0.026930491129557293,0.3693316141764323
4,1.4101951986551284,0.36653438210487366,0.0012729830212063259,0.011514994833204482,0.01752530468834771,0.35885078377193874,1.4847508907318114,0.37354496121406555,0.00032641092936197915,0.007223765055338542,0.018004862467447917,0.3068945990668403
5,1.4083880888091194,0.3711640238761902,0.0006686766942342122,0.008019714885287814,0.01702477667066786,0.32882558239830867,1.4889861742655437,0.37354496121406555,0.0005657196044921875,0.004862806532118055,0.015481270684136284,0.24049012925889757
6,1.4138998089565171,0.37142857909202576,0.0006036837895711263,0.00547323226928711,0.015287992689344618,inf,1.4909646961424086,0.37354496121406555,0.0002482520209418403,0.005745273166232639,0.013770082261827257,0.2652489980061849
7,1.4150957900616858,0.3710978925228119,0.00035157998402913414,0.0043994400236341685,0.015260285801357694,0.27524930900997585,1.488903820514679,0.37354496121406555,6.073845757378472e-05,0.004335784912109375,0.01838862101236979,0.24676238165961373
8,1.4113103775514497,0.3708994686603546,0.0004065990447998047,0.003070876333448622,0.017733036147223578,0.25935515297783746,1.4854754620128208,0.37354496121406555,7.349650065104166e-05,0.0024275037977430558,0.010460747612847222,0.2528514438205295
9,1.4093245352307955,0.37328043580055237,0.000295922491285536,0.0026756631003485784,0.017023762067159016,0.2551735454135471,1.483741201294793,0.3719576597213745,3.2212999131944444e-06,0.004140387641059028,0.016226365831163193,0.22942191229926215
10,1.4079673334956169,0.36673280596733093,0.0005453666051228841,0.002295700709025065,0.017081435521443686,0.23926194508870444,1.4788091977437336,0.3613756597042084,5.098978678385417e-05,0.001189846462673611,0.014376915825737847,0.2647354973687066
11,1.4022918598519432,0.3699735403060913,0.00013803905910915798,0.0019434372584025065,0.015849569108751085,0.23636025852627224,1.467703824573093,0.37354496121406555,0.00011388990614149305,0.0016391330295138888,0.015373738606770833,0.2471240997314453
12,1.4038024754987823,0.3727513253688812,0.0001913203133477105,0.002513689464992947,0.01646915806664361,0.25215703381432425,1.4805864638752408,0.36772486567497253,3.3018324110243053e-05,0.0016930050320095487,0.014864603678385416,0.21764229668511284
13,1.4031073798735936,0.37149471044540405,0.00022966861724853515,0.0020051055484347872,0.01520994504292806,0.24456565115186904,1.4831023189756605,0.3693121671676636,7.472568088107639e-05,0.0015547010633680555,0.018160502115885418,0.21441993713378907
14,1.4025478646159173,0.369047611951828,0.0003502395417955187,0.0019200775358412,0.0155180295308431,0.2300199137793647,1.4775027314821878,0.3592592477798462,0.000313568115234375,0.002338155110677083,0.018798489040798613,0.23698251512315538
15,1.401122392548455,0.3649470806121826,0.00023774305979410806,0.002284749348958333,0.016768921746148004,0.23295506371392144,1.4762926432821486,0.3613756597042084,4.963344997829861e-05,0.0023406558566623262,0.011969884236653646,0.19439782036675346
16,1.4001925281352468,0.3651455044746399,0.0003454234864976671,0.0026507563061184355,0.015913160641988118,0.23498056729634603,1.4745406084590489,0.36084654927253723,9.333292643229166e-05,0.0015988667805989583,0.017781745062934028,0.23034646775987414
17,1.3993607176674736,0.36739417910575867,0.0001970317628648546,0.0016434219148423936,0.014826030201382108,0.2444517797893948,1.4831068687968785,0.3629629611968994,6.061130099826389e-05,0.0018255869547526042,0.020590040418836806,0.22622608608669706
18,1.4096780573328336,0.36759260296821594,0.000360515382554796,0.001768562528822157,0.016209806336296928,0.23978896141052247,1.4902443117565578,0.36243385076522827,3.3696492513020836e-05,0.0016775767008463541,0.010320748223198785,0.21121944851345487
19,1.4170566106836,0.363955020904541,0.00025103622012668186,0.001896116468641493,0.016549102465311685,0.223341703414917,1.4872118631998699,0.36349207162857056,2.9627482096354166e-05,0.00162200927734375,0.02164094712999132,0.20990592108832465
20,1.4057742324140337,0.3719576597213745,0.0002052042219373915,0.002492046356201172,0.013000689612494575,0.23093512588077122,1.4872028231620789,0.36455026268959045,0.00011088053385416667,0.0011993832058376736,0.019662094116210938,0.2220638699001736
21,1.408003474606408,0.3708994686603546,0.0003255049387613932,0.001690469847785102,0.013667657640245226,0.22920969327290852,1.4830316106478374,0.3661375641822815,7.273356119791667e-05,0.0018761528862847221,0.011493810017903646,0.21010771857367622
22,1.4085985814531645,0.3731481432914734,0.0001287804709540473,0.0016623497009277343,0.015925174289279514,0.232742977142334,1.4868326902389526,0.37354496121406555,4.522535536024306e-05,0.001252534654405382,0.015058644612630208,0.1709879133436415
23,1.4080057409074571,0.36957672238349915,0.00017430252499050564,0.0017108334435356988,0.013417726092868381,0.22255007955763076,1.477418941921658,0.36455026268959045,8.477105034722223e-06,0.0009731716579861111,0.01132435268825955,0.20298271179199218
24,1.3957376975152227,0.36779099702835083,0.0001956515842013889,0.0020118898815578885,0.01482853889465332,0.22589073710971408,1.470479428768158,0.37354496121406555,3.102620442708333e-05,0.001537662082248264,0.014947255452473959,0.2191695319281684
25,1.3977686857183775,0.3720899522304535,0.00015254815419514975,0.001485308011372884,0.013597424825032551,0.24369752671983508,1.4795981195237902,0.37354496121406555,1.9921196831597223e-06,0.0016825358072916667,0.012302907307942708,0.23274430168999566
26,1.3987521552377278,0.37248677015304565,0.00011467933654785156,0.001746768421596951,0.015614504284328885,0.2309485329522027,1.479162859916687,0.37354496121406555,1.1867947048611111e-06,0.001041073269314236,0.009544118245442709,0.22782499525282118
27,1.3988269784384304,0.3738095164299011,0.00016566382514105903,0.001907287703620063,0.012532448768615723,0.22348585393693712,1.4711433357662624,0.37354496121406555,2.7677747938368055e-05,0.0014491187201605903,0.011120012071397569,0.2561979081895616
28,1.390671258005831,0.37341269850730896,0.0001508421368069119,0.001934957504272461,0.01650629573398166,0.2368914869096544,1.4736030538876852,0.37354496121406555,2.585517035590278e-06,0.001785617404513889,0.01476792229546441,0.21601490444607205
29,1.3994459753235182,0.3719576597213745,0.00026780499352349173,0.0014673497941758897,0.014737118615044488,0.2309880389107598,1.47621707783805,0.37037035822868347,2.5643242730034723e-05,0.002665159437391493,0.01191605461968316,0.2206501007080078
30,1.3898143882552783,0.3717592656612396,0.00013485484653049046,0.0014353911081949869,0.011986700693766277,0.22066929870181615,1.4615458170572917,0.37354496121406555,7.205539279513889e-07,0.0010480244954427084,0.008456929524739584,0.2146357642279731
31,1.395217648976379,0.3720899522304535,0.00031694041358100043,0.002201276355319553,0.015358522203233508,0.2561883476045397,1.4792182763417563,0.37142857909202576,0.00011015997992621527,0.0014558580186631944,0.019641621907552084,0.19095721774631078
32,1.3958837086955707,0.3660053014755249,0.0001249339845445421,0.0021352847417195637,0.015299685796101888,0.21609680122799343,1.4658980091412863,0.3708994686603546,9.663899739583333e-06,0.00068359375,0.012019178602430555,0.19977878994411893
