epoch,train_loss,train_accuracy,"train_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","train_CoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))","train_RespondedExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))",val_loss,val_accuracy,"val_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","val_CoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))","val_RespondedExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))"
1,1.0247854464583928,0.30423280596733093,0.0030228773752848308,0.0004866136444939507,0.0010359684626261394,0.0,0.9179290175437927,0.31216931343078613,0.00030208163791232637,2.4922688802083333e-05,0.00014525519476996527,0.0
2,0.8665791994995541,0.31785714626312256,0.00033184422387017145,5.929072697957357e-05,0.00022802220450507269,0.0,0.890279683801863,0.31481480598449707,5.510118272569444e-07,0.0,0.0,0.0
3,0.8471984629829724,0.3224206268787384,0.000580434004465739,8.044375313652887e-05,0.00014660093519422744,0.0,0.8735613014962939,0.31111112236976624,4.802280002170139e-05,0.0,0.0,0.0
4,0.8322247207164765,0.32189154624938965,0.0004315826627943251,0.00013611714045206705,6.344053480360243e-05,0.0,0.8586120976342095,0.31798940896987915,0.0,0.0,0.0,0.0
5,0.8168608902229203,0.3245370388031006,0.0010798056920369467,1.5020370483398437e-06,8.234580357869466e-05,0.0,0.8402393990092807,0.3137566149234772,0.0004160775078667535,0.0,0.0,0.0
6,0.7984688899583287,0.3332671821117401,0.0006486150953504775,0.0001961562368604872,0.00014008945888943142,0.0,0.8179439531432258,0.3126984238624573,1.9476148817274304e-05,0.0,0.0003364351060655382,0.0
7,0.7847260119186508,0.33465608954429626,0.0006208499272664388,8.97367795308431e-05,0.00032255914476182724,0.0,0.8035410324732463,0.3582010567188263,0.0,0.0,0.0,0.0
8,0.7741322610113356,0.3453042209148407,0.0010171267721388075,1.245737075805664e-05,0.0009304020139906141,0.0,0.7940613057878282,0.37142857909202576,0.001163906521267361,0.0,0.0012975056966145833,0.0
9,0.767478558089998,0.35171958804130554,0.0009040938483344184,0.000109455320570204,0.001248625914255778,0.0,0.7871832423739963,0.36243385076522827,0.00392814212375217,0.0,0.002000321282280816,0.0
10,0.7612484907938375,0.36064815521240234,0.0012298636966281468,5.197260114881727e-05,0.0019561092058817545,0.0,0.7809273428387112,0.37936508655548096,0.0004081090291341146,0.0,0.00017488267686631943,0.0
11,0.7578044215010272,0.35780423879623413,0.0021248817443847655,4.7090318467881947e-05,0.0047353890207078725,0.0,0.7798952486779954,0.37142857909202576,0.012657377454969618,0.0,0.00901635487874349,0.0
12,0.7533249489963054,0.358134925365448,0.004493889543745253,0.00015383296542697481,0.0023247096273634167,0.0,0.7727058384153578,0.3613756597042084,0.007155481974283854,0.000785721672905816,0.00746924082438151,0.0
13,0.7533222546594011,0.35873016715049744,0.008008562193976509,0.000407609674665663,0.006179602940877279,0.0,0.7765260673231549,0.34867724776268005,0.0009320365058051215,0.003529506259494358,0.06979151831732856,0.0
14,0.7483959233181344,0.35767194628715515,0.0035115347968207467,0.005507561895582411,0.0050315035714043515,0.0,0.7780959486961365,0.3650793731212616,0.0003937403361002604,0.0,0.0025329165988498266,0.0
15,0.7443927629126443,0.36349207162857056,0.002965411874983046,0.0009433017836676704,0.007164319356282552,0.0,0.7648495786719852,0.3671957552433014,0.001200527615017361,0.0,0.01509393056233724,0.0
16,0.7465279383791817,0.35476189851760864,0.004652700159284803,0.0010857939720153808,0.010041695170932346,0.0,0.7652835461828443,0.3719576597213745,0.001873567369249132,9.19130113389757e-05,0.010585572984483507,0.0
17,0.7473336269458135,0.35740742087364197,0.004954546027713351,0.0017450637287563747,0.004016447067260742,0.0,0.7650857587655385,0.3693121671676636,0.00034230550130208334,0.0,0.0013137393527560765,0.0
18,0.742282629923688,0.3611772358417511,0.01164147588941786,5.9005949232313366e-05,0.007485589716169569,0.0,0.7625325991047753,0.3777777850627899,0.0010799619886610243,0.0,0.00479079352484809,0.0
19,0.7422106333697835,0.3638227581977844,0.006871938043170505,0.0061004320780436196,0.011650754345787896,0.0,0.7583034406105678,0.37566137313842773,0.0007378896077473958,0.0021387947930230035,0.031502024332682295,0.0
20,0.7397435932937596,0.3662698268890381,0.0032399786843193903,0.004245491822560629,0.014718552430470785,0.0,0.7580823275778029,0.38253968954086304,0.0012792799207899306,0.0,0.0036498811509874133,0.0
21,0.744273267686367,0.3658730089664459,0.008959560924106174,0.00048019753562079535,0.027241518762376574,0.0,0.7583884808752271,0.3619047701358795,0.006286727057562934,2.9542711046006945e-05,0.004199833340115018,0.0
22,0.7365973576489422,0.36865079402923584,0.006040639347500271,0.005277176698048909,0.015409717294904922,0.0,0.7583790938059489,0.3740740716457367,0.0010230594211154513,0.0,0.00037896898057725696,0.0
23,0.7350897404675683,0.3693121671676636,0.006898021697998047,0.00767828623453776,0.015311923291948106,0.0,0.7545837124188741,0.35555556416511536,0.00953322516547309,0.0013492372300889757,0.006454425387912326,0.0
24,0.739674413907859,0.36653438210487366,0.006329908635881212,0.0049032052357991535,0.015475523471832276,0.0,0.7526418106423484,0.3798941671848297,0.0026412116156684026,0.002852291531032986,0.009387652079264322,0.0
25,0.73918232611484,0.36640211939811707,0.008577139510048761,0.007453969452116224,0.02685328357749515,0.0,0.7605565321114328,0.3423280417919159,0.0024501747555202907,0.0467840830485026,0.08350572586059571,0.0
26,0.7379779907357361,0.36375662684440613,0.013127217027876113,0.006922831137975057,0.028559802638159857,0.0,0.7533276521497303,0.37142857909202576,0.03066475126478407,0.010520511203342013,0.040134334564208986,0.0
