epoch,train_loss,train_accuracy,"train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","train_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))","train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))","train_ResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))",val_loss,val_accuracy,"val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","val_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))","val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))","val_ResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))"
1,1.2448742258879872,0.30998677015304565,0.051072380277845594,inf,inf,0.0,1.272644649611579,0.3105820119380951,0.1935641394721137,inf,0.6850514305962456,0.0
2,1.2048329932822122,0.3124338686466217,0.14413295851813424,inf,0.6287303792105781,0.0,1.2541312681304084,0.31111112236976624,0.23018264770507812,inf,0.663008287217882,0.0
3,1.1964915307031738,0.3104497492313385,0.14788906309339736,inf,0.6633907053205702,0.0,1.2533134420712788,0.311640202999115,0.15883327060275607,inf,0.5685054779052734,0.0
4,1.1992264692982038,0.3113756477832794,0.141282762421502,inf,0.6420145458645291,0.0,1.2561032189263237,0.3153439164161682,0.10523334079318576,inf,0.6101863013373481,0.0
5,1.198843837612205,0.31078043580055237,0.14774253633287218,inf,0.616927236980862,0.0,1.2516841954655118,0.3153439164161682,0.2065718756781684,inf,0.5133482191297744,0.0
6,1.1945628548661869,0.3112433850765228,0.1357274505827162,inf,0.6536887990103828,0.0,1.249864325258467,0.29894179105758667,0.15628000895182292,3.139508861965603,0.5150466071234809,0.0
7,1.1917965243260065,0.31488096714019775,0.16111793518066406,inf,0.6144155316882663,0.0,1.24350608587265,0.3142857253551483,0.16299129062228732,inf,0.6093588511149088,0.0
8,1.1911081276006168,0.31507936120033264,0.1447333468331231,inf,0.6195391734441121,0.0,1.2470303614934286,0.31111112236976624,0.17254265679253472,3.1930677202012805,0.5387071821424696,0.0
9,1.1902841614352333,0.31779101490974426,0.16836529307895237,inf,0.6121309121449788,0.0,1.244000412358178,0.2968254089355469,0.17754673428005643,3.5572377098931205,0.5508164299858941,0.0
10,1.1909767852889166,0.31686508655548096,0.15327596399519178,inf,0.6402017143037584,0.0,1.2496654325061374,0.31798940896987915,0.13928099738226996,inf,0.6268858591715495,0.0
11,1.194389324552483,0.3185185194015503,0.14971235593159993,inf,0.6013266324996949,0.0,1.2497967018021479,0.31111112236976624,0.16284599304199218,inf,0.5346009996202257,0.0
12,1.1920503601431847,0.3195767104625702,0.1503902302847968,inf,0.6002742449442545,0.0,1.2435378564728632,0.30687829852104187,0.1540328555636936,3.3124293857150606,0.47349573771158854,0.0
13,1.187218727171421,0.31580686569213867,0.16326182153489854,inf,0.5900718026691013,0.0,1.2413059910138449,0.3243386149406433,0.17026608784993488,3.098395241631402,0.5518495347764757,0.0
14,1.1845882190598382,0.3193783164024353,0.14819896486070422,inf,0.5696237537595961,0.0,1.2398045619328817,0.3243386149406433,0.1384890662299262,3.362599351671007,0.5099267747667101,0.0
15,1.1850649542278713,0.3174603283405304,0.1519476546181573,inf,0.6080628765953912,0.0,1.2416998280419245,0.33174604177474976,0.2004358927408854,3.393754153781467,0.5569146474202474,0.0
16,1.1869624104764727,0.3243386149406433,0.15434441301557753,inf,0.5783025556140475,0.0,1.2407795667648316,0.32804232835769653,0.2206835428873698,3.69035161336263,0.5686933729383681,0.0
17,1.182646462817987,0.32103174924850464,0.17637761433919272,inf,0.5835295385784574,0.0,1.2335202839639452,0.3084656000137329,0.14561860826280382,inf,0.5498884836832683,0.0
18,1.1793571467200914,0.3185185194015503,0.14267658392588298,inf,0.580158864127265,0.0,1.2340711818801031,0.33068782091140747,0.16807034810384114,inf,0.5072477128770616,0.0
19,1.1757464526428116,0.31898146867752075,0.1527984725104438,inf,0.5726165797975328,0.0,1.2283677008416918,0.31798940896987915,0.14124666849772136,inf,0.4948952992757161,0.0
20,1.1787284940481186,0.3145502507686615,0.1366005023320516,inf,0.6540357801649306,0.0,1.2342088805304634,0.33492064476013184,0.2266848670111762,3.2407522837320966,0.6122003767225478,0.0
21,1.1820611238479615,0.3194444477558136,0.14502652221255832,inf,0.5992507245805528,0.0,1.2342305805948046,0.3253968358039856,0.17246148851182724,3.1858391655815974,0.577838134765625,0.0
22,1.1798220478826098,0.31970900297164917,0.16680199835035536,inf,0.6010912126964993,0.0,1.2312315596474541,0.3322751224040985,0.19437764485677084,inf,0.5954715304904514,0.0
23,1.1770210186640422,0.32969576120376587,0.13498302300771078,inf,0.601915627055698,0.0,1.2321002284685771,0.347089946269989,0.15485687255859376,inf,0.5412097507052951,0.0
24,1.1751445058319303,0.33498677611351013,0.157775436507331,inf,0.5863559590445624,0.0,1.225442938009898,0.3460317552089691,0.11127908494737414,3.9846588558620875,0.5725818634033203,0.0
25,1.1734778250257174,0.3393518626689911,0.13903860251108804,inf,0.574043967988756,0.0,1.2228292730119494,0.31798940896987915,0.228227784898546,inf,0.48060264587402346,0.0
26,1.1697289880779054,0.3464947044849396,0.1564369493060642,inf,0.6197403245502048,0.0,1.219532408979204,0.33492064476013184,0.2325235154893663,3.1103275722927517,0.5548216078016494,0.0
27,1.1651187267568377,0.3492724895477295,0.14938319789038765,inf,0.5907069630093045,0.0,1.2119851761394076,0.3391534388065338,0.30993533664279516,inf,0.5270086076524523,0.0
28,1.160216972231865,0.35059523582458496,0.15066954029930962,inf,0.6091773589452107,0.0,1.2146024028460185,0.34497353434562683,0.1959689246283637,3.2835208892822267,0.5325187259250217,0.0
29,1.1678359266784457,0.35052910447120667,0.14630990823109943,inf,0.6312367889616225,0.0,1.2239133781856961,0.35767194628715515,0.16452785068088108,3.111833190917969,0.5581501854790581,0.0
30,1.171114437116517,0.3560846447944641,0.15736130608452692,inf,0.6108664380179512,0.0,1.2223901298311022,0.35767194628715515,0.15697682698567708,inf,0.5724549611409505,0.0
31,1.1657882654004628,0.353042334318161,0.1646337350209554,inf,0.5682677533891466,0.0,1.2190493755870395,0.341269850730896,0.17740287780761718,3.362330500284831,0.4943144904242622,0.0
32,1.1653233736753463,0.35178571939468384,0.15080867343478732,inf,0.6003598133722942,0.0,1.2143198794788785,0.35079365968704224,0.2662135230170356,3.5981178283691406,0.5877500745985244,0.0
33,1.161562166776922,0.35363757610321045,0.16636289225684273,inf,0.5777540816201104,0.0,1.2050036787986755,0.34761905670166016,0.18446133931477865,inf,0.4550089518229167,0.0
34,1.1523733908931415,0.3550925850868225,0.1654446840286255,inf,0.6004506137635973,0.0,1.2077830645773147,0.34761905670166016,0.22476281060112846,inf,0.5267996046278212,0.0
35,1.1553124634755982,0.35383597016334534,0.15002840889824762,inf,0.6427934699588351,0.0,1.2140198349952698,0.351322740316391,0.14500897725423176,3.3384471469455295,0.521737543741862,0.0
36,1.1560257287489044,0.35760581493377686,0.16077610386742486,inf,0.5773829248216417,0.0,1.2084392322434319,0.347089946269989,0.21796014573838976,inf,0.5677528805202908,0.0
37,1.1580116351445515,0.35363757610321045,0.1494402329126994,inf,0.6542278978559706,0.0,1.212568035390642,0.3571428656578064,0.2732619391547309,inf,0.561693361070421,0.0
