epoch,train_loss,train_accuracy,"train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))",val_loss,val_accuracy,"val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))"
1,0.9896912418061019,0.44500505924224854,0.7425076211562179,0.896224648864181,0.45736435055732727,0.8060344413474754
2,0.8500386252649513,0.4550958573818207,0.9708178256039328,0.7882767606664587,0.45736435055732727,0.99630899782534
3,0.7196677010943632,0.4732593297958374,inf,0.7055115721843861,0.45736435055732727,inf
4,0.7276086712107412,0.5640766620635986,inf,0.6480263250845449,0.604651153087616,1.480431733308015
5,0.6334585315184974,0.6437941193580627,inf,0.6074156805321023,0.6511628031730652,inf
6,0.5751469118494383,0.6498486399650574,inf,0.5698936559535839,0.6511628031730652,inf
7,0.6144768965076393,0.6538849472999573,inf,0.5409147761486195,0.6511628031730652,inf
8,0.5472568333708624,0.6538849472999573,inf,0.5051050782203674,0.6511628031730652,1.960050936098452
9,0.5287656266364693,0.6548940539360046,inf,0.4811438344143055,0.6511628031730652,inf
10,0.4868171991596759,0.6548940539360046,inf,0.46311572525236344,0.6511628031730652,inf
11,0.4956916819016139,0.6528759002685547,inf,0.4434262745910221,0.6511628031730652,inf
12,0.47290988189513694,0.6548940539360046,inf,0.4310956696669261,0.6511628031730652,inf
13,0.4780684058235285,0.6559031009674072,inf,0.4195629479708495,0.6589147448539734,inf
14,0.41361377055936016,0.6559031009674072,inf,0.4055449830161201,0.6511628031730652,inf
15,0.43091357950593384,0.6528759002685547,inf,0.39977365180298136,0.6589147448539734,inf
16,0.46125204014666205,0.6569122076034546,inf,0.39136702594933687,0.6511628031730652,inf
17,0.39274774435820153,0.6599394679069519,inf,0.38000572721163434,0.643410861492157,inf
18,0.3830344650387204,0.6649848818778992,inf,0.37133453179288795,0.643410861492157,inf
19,0.42516082476282346,0.6619576215744019,inf,0.3642200259146867,0.643410861492157,inf
20,0.4001121018344248,0.6609485149383545,inf,0.3609904177762844,0.643410861492157,inf
21,0.3772894187782292,0.6619576215744019,inf,0.35326489088711915,0.6511628031730652,inf
22,0.3786253936833619,0.6619576215744019,inf,0.3488640183651889,0.6511628031730652,inf
23,0.3687705866502764,0.6690211892127991,inf,0.34327321085664964,0.6511628031730652,inf
24,0.3608204661540582,0.6670030355453491,inf,0.3357298909514039,0.6589147448539734,inf
25,0.35947669444369595,0.671039342880249,inf,0.3379038219098692,0.6511628031730652,inf
26,0.365095999773959,0.673057496547699,inf,0.33248325685660046,0.6511628031730652,inf
27,0.3919460415630273,0.6740666031837463,inf,0.3297618489574503,0.6511628031730652,inf
28,0.3691319927853038,0.6760847568511963,inf,0.3241481430552624,0.6511628031730652,inf
29,0.3347224296538483,0.673057496547699,inf,0.32086104651292163,0.6589147448539734,inf
30,0.3527574392096817,0.6750757098197937,inf,0.32151049016802397,0.6511628031730652,inf
31,0.3224732847315884,0.6801210641860962,inf,0.31582949255351667,0.6589147448539734,inf
32,0.3396533589827623,0.7053481340408325,inf,0.3131127553405585,0.6589147448539734,inf
33,0.36676579594891956,0.6841574311256409,inf,0.3158687938142706,0.6511628031730652,inf
34,0.32751678129736805,0.6791120171546936,inf,0.31109261016050976,0.6589147448539734,inf
35,0.3333485367502405,0.6871846914291382,inf,0.3105152892293753,0.6589147448539734,inf
36,0.3268151542985103,0.6861755847930908,inf,0.306399829685688,0.6589147448539734,inf
37,0.31955880846635837,0.7003027200698853,inf,0.3056751936674118,0.6589147448539734,inf
38,0.3220971692965624,0.7093844413757324,inf,0.30647075948891817,0.6589147448539734,inf
39,0.32536019750394174,0.7033299803733826,inf,0.3033583081430859,0.7054263353347778,inf
40,0.36128527700831076,0.7053481340408325,inf,0.30483894767584624,0.6511628031730652,inf
41,0.34054546210337694,0.715438961982727,inf,0.3032079882643841,0.7054263353347778,inf
42,0.30076115608145376,0.7023208737373352,inf,0.30430193548953094,0.6511628031730652,inf
43,0.3381326406879324,0.715438961982727,inf,0.29946977810727227,0.7054263353347778,inf
44,0.3155137257816646,0.7124117016792297,inf,0.3001945071198322,0.7054263353347778,inf
45,0.2812401122750251,0.7114025950431824,inf,0.29691921450473646,0.7054263353347778,inf
46,0.3402053846544783,0.7305752038955688,inf,0.2994092200641279,0.7054263353347778,inf
47,0.3259990442316857,0.7093844413757324,inf,0.30009449438916314,0.6976743936538696,inf
48,0.3224648268884616,0.7184662222862244,inf,0.2986979481798631,0.7054263353347778,inf
49,0.327036476645951,0.7275479435920715,inf,0.29978130923377144,0.6976743936538696,inf
50,0.31808932081844327,0.7255297899246216,inf,0.2962554337249862,0.7054263353347778,inf
51,0.3316714145033292,0.7255297899246216,inf,0.2988645453695898,0.6976743936538696,inf
52,0.3309001235440024,0.717457115650177,inf,0.2992291654701586,0.6976743936538696,inf
53,0.33149489333651994,0.715438961982727,inf,0.298282449444135,0.6976743936538696,inf
54,0.32373363243092396,0.7275479435920715,inf,0.29835021523413835,0.7054263353347778,inf
55,0.32421052506622017,0.7255297899246216,inf,0.2985216657872553,0.6976743936538696,inf
56,0.3449716391872632,0.7214934229850769,inf,0.29701491942008335,0.6976743936538696,inf
57,0.2826964000301182,0.7245206832885742,inf,0.29283866479440973,0.7054263353347778,inf
58,0.2886035221633217,0.7265388369560242,inf,0.29003781025056485,0.7054263353347778,inf
59,0.32577801448568494,0.7325933575630188,inf,0.2919606497442281,0.7054263353347778,inf
60,0.3252126101421918,0.7245206832885742,inf,0.2920263525512483,0.7054263353347778,inf
