epoch,train_loss,train_accuracy,"train_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=7))",val_loss,val_accuracy,"val_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=7))"
1,0.723303802458397,0.014464533887803555,inf,0.803961992263794,0.0502232126891613,inf
2,0.698883266749259,0.16439498960971832,inf,0.7535638852552934,0.1841517835855484,0.23539484052947074
3,0.6400831590925254,0.23087622225284576,0.1915773368569173,0.6998052401976151,0.3493303656578064,0.17800483848109389
4,0.6150525413080484,0.42656466364860535,0.16815830199599086,0.6728790510784496,0.5357142686843872,0.14854923450585567
5,0.5767891050425212,0.5268428325653076,0.1443367680938906,0.6386140539790645,0.5357142686843872,0.13302635568560975
6,0.5704398768443801,0.5304589867591858,0.14853559350750334,0.6451240499814351,0.5412946343421936,0.1586588108178341
7,0.5606224460467945,0.5335187911987305,0.12945881092494102,0.6182815080339258,0.5379464030265808,0.13551795988371879
8,0.5496132000376314,0.532823383808136,0.12225148059167702,0.5978225281744293,0.5379464030265808,0.12470158952655214
9,0.5485906787160134,0.5144645571708679,0.11786888854094811,0.5972023572885629,0.5390625,0.10531629793571703
10,0.5314424150426942,0.5326842665672302,0.1159827982348267,0.5859583103295528,0.5424107313156128,0.06989787275140935
11,0.4995163838196778,0.5335187911987305,0.10306528305609418,0.5663502671501853,0.5368303656578064,0.09686443588950418
12,0.4978214840041488,0.5571627020835876,0.1137451928374619,0.5614681772210381,0.5859375,0.14586632468483665
13,0.4928758596953383,0.564534068107605,0.12591117394350368,0.5646702377182065,0.5323660969734192,0.06885212117975409
14,0.4909002397757741,0.5354658961296082,0.1080927199405676,0.5329956354968476,0.5848214030265808,0.08618994626131925
15,0.4697645944239337,0.5787204504013062,0.11533463833364622,0.541931815219648,0.5859375,0.05716684659322103
16,0.45740991885659366,0.5784422755241394,0.11207976272507755,0.5318501470215393,0.5859375,0.11855196808323716
17,0.47134135824618284,0.5795549154281616,0.10213553634145733,0.5150376737117768,0.5859375,0.11025424292593292
18,0.4611898767896144,0.5777468681335449,0.11276219828175847,0.5122356127608906,0.5859375,0.09682615453546697
19,0.4507199937989299,0.5788595080375671,0.10769121201881328,0.5009559522975575,0.5848214030265808,0.08442345821496212
20,0.43476361459706186,0.5788595080375671,0.11569666808219528,0.4813716188524709,0.5837053656578064,0.10154264045484138
21,0.4411215889910646,0.5781641006469727,0.12094230988318713,0.49151254571748504,0.5848214030265808,0.10941503842671713
22,0.43510763729853225,0.5783032178878784,0.10122171772448897,0.4771739038554105,0.5848214030265808,0.1428565126476866
23,0.42769373303819136,0.5773296356201172,0.10932768747911467,0.4706851382147182,0.5848214030265808,0.09773407271414092
24,0.42914751885467306,0.5767732858657837,0.1046005187157615,0.4720820303216125,0.5848214030265808,0.10874428893580582
25,0.41530979416235625,0.5781641006469727,0.10721587619217104,0.4630297267978842,0.5848214030265808,0.11792440992413145
26,0.4124376328325688,0.5745480060577393,0.11856952024700067,0.452912203606331,0.5848214030265808,0.11505018870035807
27,0.41743207577056335,0.5752434134483337,0.10970923797494544,0.46165843258301414,0.5848214030265808,0.11837328275044759
28,0.40714567553743786,0.5756606459617615,0.11076478368414733,0.4630442397612514,0.5770089030265808,0.08334170254794034
29,0.3973799835952714,0.5769124031066895,0.10820909986365727,0.44161971992615495,0.5837053656578064,0.06792432611638849
30,0.40719779709718656,0.5764951109886169,0.10874575096124582,0.44270604799191154,0.5848214030265808,0.07918282133160215
31,0.39197667333691727,0.5783032178878784,0.10641087385880929,0.4401858535679904,0.5848214030265808,0.16483916369351473
32,0.39763708383534585,0.5766342282295227,0.09867446058979526,0.43291153727155746,0.5848214030265808,0.08842170310742928
33,0.3929628217069938,0.5776078104972839,0.0966034756806624,0.436051311592261,0.5859375,0.07102638519171513
34,0.38367367056459867,0.5802503228187561,0.10898676048822939,0.4223110084958149,0.5859375,0.1172735951163552
35,0.38547545797241023,0.5778859257698059,0.09777809283802108,0.4200529685751958,0.5859375,0.08168477434100527
36,0.38443267076630966,0.5788595080375671,0.1046405278134961,0.421969334261887,0.5859375,0.09359519337162828
37,0.3774055505513421,0.576356053352356,0.09906442438525025,0.4293140895664692,0.5803571343421936,0.11412512316848293
38,0.38273461499111516,0.5745480060577393,0.10974277992349836,0.41575650053493907,0.5859375,0.11623439066337816
39,0.3700155258059999,0.5803894400596619,0.09908424912526502,0.40147366216688446,0.5848214030265808,0.10303984988819469
40,0.3689360866388122,0.5796940326690674,0.11461943559834736,0.4166230789639733,0.5848214030265808,0.10019465070782285
41,0.36490332166775946,0.5799722075462341,0.10687449913647179,0.4032426910644228,0.5848214030265808,0.07522806543292421
42,0.36550204249802687,0.5789986252784729,0.1027357650635275,0.4006292325077635,0.5859375,0.10685424660191392
43,0.3641971225436206,0.5802503228187561,0.10690726559151287,0.39928507899696175,0.5848214030265808,0.0823396567142371
44,0.35611724289069135,0.5781641006469727,0.09220574196987702,0.3880736604558699,0.5848214030265808,0.08582064455205744
45,0.3479587495530502,0.5781641006469727,0.09243975731237525,0.3787762018541495,0.5848214030265808,0.0949053634296764
46,0.3488382415617046,0.5781641006469727,0.10072960034125854,0.3823705817036556,0.5848214030265808,0.06842295617768258
47,0.3451131950690777,0.5781641006469727,0.09988366408847352,0.3924970225402803,0.5848214030265808,0.0965925339496497
48,0.35327072831913714,0.5769124031066895,0.11211531368481371,0.3884803292426196,0.5848214030265808,0.08059173930775035
49,0.35988151819101777,0.5777468681335449,0.0877899886624766,0.3911861232961669,0.5814732313156128,0.11952703215859153
50,0.34779314455408067,0.5742698311805725,0.09996802546366575,0.38686686939362325,0.5825892686843872,0.09511259830359256
51,0.3507021641717695,0.5755215287208557,0.10208492087304863,0.39219364338751994,0.5848214030265808,0.05727900736259692
52,0.34701077723720186,0.5778859257698059,0.0961798868157614,0.37726526163292656,0.5825892686843872,0.08321456692435525
