epoch,train_loss,train_accuracy,"train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=2))",val_loss,val_accuracy,"val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=2))"
1,2.5289576755215726,0.6830370426177979,0.021749742344939278,1.5865556472476492,0.8021390438079834,0.011180817827265313
2,1.5029972034700279,0.8142542243003845,0.019830395208549095,1.2266312542668683,0.8195768594741821,0.02720635596742021
3,1.2480758080143293,0.8326300382614136,0.01637371254574721,1.1150170036135836,0.8358521461486816,0.004557360994054916
4,1.1354565854216956,0.8412054777145386,0.020525744259990198,0.9917165696343526,0.8425947427749634,0.017260055846356332
5,1.0493514181540848,0.8430838584899902,0.012303091031983652,0.9705157628466197,0.8486398458480835,0.0058066550721513465
6,1.0298372207968516,0.8442272543907166,0.013456848586440846,0.9361623164239101,0.8421297669410706,0.007857291749183168
7,1.0086472356539053,0.8458062410354614,0.020627435288864588,0.9443593618274231,0.8518949151039124,0.029673656504204934
8,1.0115019432434176,0.8458062410354614,0.020242213127213173,0.931916192747613,0.8284119963645935,0.006996505311194887
9,0.9682763894458466,0.8484469056129456,0.014330967912754941,0.9143076780000751,0.8518949151039124,0.03138378731747891
10,0.9820285242832063,0.8484469056129456,0.021498702260845534,0.8988439762190188,0.8518949151039124,0.021928149081291037
11,0.9547322530464327,0.8481746912002563,0.01569530817100703,0.9128288417752086,0.8488723635673523,0.03630993518423527
12,0.9796310008434236,0.8470584750175476,0.015437959928674557,0.899944913378072,0.8507323861122131,0.02360052250801249
13,0.946730840766741,0.8497263789176941,0.011368323599963178,0.8948257673294451,0.8493373394012451,0.03343493583354544
14,0.9481807349136696,0.8480657935142517,0.021365971575370513,0.9113930138522305,0.8518949151039124,0.013636140113181256
15,0.9432226658551114,0.8496447205543518,0.01712277303835389,0.8945725232983835,0.8502673506736755,0.012052765298396982
16,0.939658350288632,0.8479568958282471,0.017821217102103427,0.9024448483566069,0.8458498120307922,0.006622333729520757
17,0.9469364626280352,0.8491819500923157,0.015193643147272163,0.9192952819403295,0.8472447991371155,0.006776861434287213
18,0.9341453044466307,0.8497263789176941,0.015508458366313052,0.9045306210900348,0.8428272604942322,0.013383277933648291
19,0.9425768930423586,0.8499169945716858,0.014394817774969048,0.9111047222428392,0.846082329750061,0.02698491482024497
20,0.9150657551961398,0.8489096760749817,0.013058794721676285,0.8967570188186509,0.8495698571205139,0.004262837957828603
21,0.9339157088372624,0.8486647009849548,0.020043472575533922,0.8949814937452291,0.8472447991371155,0.013807386033078458
22,0.9251622289146854,0.8495358228683472,0.014677357015589493,0.8914801396851332,0.8488723635673523,0.007231766112307285
23,0.9198256028383536,0.8506792187690735,0.012945357275110394,0.8962980272723761,0.8481748700141907,0.03809329296680207
24,0.9512132069187661,0.8471946120262146,0.018181642466036884,0.9072189907332339,0.8444547653198242,0.006344728266939203
25,0.9116885720813793,0.8499169945716858,0.015238617762385406,0.8828310916705007,0.8504998683929443,0.01192426377154411
26,0.9338347046599469,0.8493180274963379,0.01369020450393612,0.9089632011691482,0.8493373394012451,0.014109945297241211
27,0.9287790423253859,0.8497808575630188,0.016142325606315757,0.874884062346019,0.8507323861122131,0.013738504369208154
28,0.9515586901807317,0.8489913940429688,0.013710113657507926,0.8930371247421414,0.8474773168563843,0.014512558186307867
29,0.9065778832856382,0.8497536182403564,0.015206427457732506,0.900303728261276,0.8509649038314819,0.009477711738424098
30,0.921097566013151,0.8499169945716858,0.01421789625647721,0.8975081970400337,0.8511974215507507,0.007214370686957176
31,0.9275484245441497,0.8502164483070374,0.011870139976469069,0.9047462835241038,0.8467798233032227,0.02132888448999283
32,0.9397128552197059,0.8482018709182739,0.013172845805020343,0.8964844438495329,0.8465473055839539,0.008270779061824718
33,0.9080435056731267,0.8492363691329956,0.01550990343093872,0.8942297713066317,0.8481748700141907,0.012198881392783308
34,0.925431727722643,0.8515231609344482,0.01521616269322211,0.893601722827426,0.8500348925590515,0.02829218215130745
35,0.9287028590284716,0.848936915397644,0.014484343635048837,0.897289103739074,0.8500348925590515,0.007377331307593812
36,0.9089766144702803,0.851169228553772,0.014949866287774088,0.9094442194971083,0.8511974215507507,0.004301434374870138
37,0.9109386275877683,0.8499986529350281,0.01415212468230294,0.9229714369044376,0.8463147878646851,0.009309210675828
38,0.926476071536632,0.8504886627197266,0.013350244919965221,0.8817179599769946,0.8509649038314819,0.03801424452599059
39,0.9262580972999243,0.8523126244544983,0.019203402434185054,0.8859463623350623,0.8481748700141907,0.008903580523551778
40,0.9143506595620767,0.8506247997283936,0.014711683849367113,0.896935753631293,0.8472447991371155,0.005137797619434113
41,0.9165289052658481,0.8505159020423889,0.01651505736788367,0.8995352909043459,0.8479423522949219,0.009932193350284658
42,0.9032063829020424,0.8495903015136719,0.014995072424538323,0.9100023101679616,0.8465473055839539,0.0021484709800557887
43,0.9304629623273452,0.8503525257110596,0.01344127329798008,0.9083562482844155,0.8481748700141907,0.009918207817889274
44,0.9233421103569005,0.8496447205543518,0.014302896023302827,0.9251019624706699,0.8463147878646851,0.004651029059227476
45,0.9328342712431862,0.850189208984375,0.015326274301848847,0.9095837920279698,0.8477098345756531,0.009356393205358627
46,0.9155269257137219,0.8502164483070374,0.017119728329328468,0.9189575158020827,0.8481748700141907,0.01416428342778632
47,0.917186756185863,0.8508697748184204,0.010487338666450192,0.9031659443645124,0.8518949151039124,0.015644291613964325
48,0.9270053345439953,0.8517681360244751,0.014799948583995713,0.9290207809458204,0.8481748700141907,0.005978339783688809
49,0.9092226789627238,0.8505703210830688,0.011672822343316049,0.9072610538583517,0.8470123410224915,0.023913881626534968
50,0.9132669511808376,0.8513597846031189,0.014520769539405839,0.9006983070159078,0.8463147878646851,0.005359089628179023
51,0.9118731698420225,0.8498080968856812,0.017216442939835243,0.8918476726992928,0.8456172943115234,0.01214667279669579
52,0.9210394275461244,0.8502164483070374,0.014793333227720484,0.9259869608418386,0.8495698571205139,0.015290874623237772
53,0.8963368196734295,0.8504342436790466,0.012415421236852173,0.9017872800112412,0.8498023748397827,0.020153827870145757
54,0.9151030254885898,0.8506519794464111,0.014173555842377325,0.907142342364687,0.8500348925590515,0.009690614456826068
55,0.9132058707001836,0.8515504002571106,0.014869894951012484,0.9073875276409956,0.846082329750061,0.009156843956480636
56,0.8967393087345138,0.8503797650337219,0.012277957044083096,0.9015276582593418,0.8514298796653748,0.007065713151972345
57,0.9100179335367086,0.8510059118270874,0.01407361454518231,0.9094456663950954,0.8488723635673523,0.014913228217591631
58,0.8946129826647846,0.8508425951004028,0.011079394956556349,0.910302102155137,0.8465473055839539,0.007619455012869328
59,0.8865740819036316,0.8516592979431152,0.01599870593684494,0.9110823572499792,0.8511974215507507,0.007741959551547436
60,0.8809805413985426,0.851250946521759,0.015357256188767224,0.9241720523434015,0.8453847765922546,0.01888728344694097
61,0.8904210221290689,0.850325345993042,0.013623768610053254,0.918466597807495,0.8465473055839539,0.006193203621722283
62,0.9068831895197563,0.8504886627197266,0.01481777625731855,0.9106616670598987,0.8425947427749634,0.009942969870060048
63,0.8904593184545055,0.850325345993042,0.010977190011625837,0.9066047892484669,0.8530574440956116,0.016657824211932244
64,0.9190568282203939,0.8508970141410828,0.014282779898613122,0.9108407469363166,0.8479423522949219,0.009947711863416307
65,0.892219733197161,0.8497536182403564,0.015303011912449151,0.9053387248641684,0.8474773168563843,0.0063138200881633355
66,0.8894058170527177,0.8509514331817627,0.01560201779039549,0.891379082488484,0.8523598909378052,0.015071918609294485
67,0.9045161950164657,0.8510875701904297,0.011570039764837602,0.9141175145193159,0.8470123410224915,0.006882332740946019
68,0.8981405731183753,0.8505159020423889,0.015331635049953583,0.9136503235338052,0.8481748700141907,0.009618739371604108
69,0.9076347665108624,0.8506519794464111,0.010797911388858867,0.9271913564675098,0.8511974215507507,0.007270859657449925
70,0.8899289125706662,0.8498080968856812,0.01566337185047741,0.8890122568718186,0.8479423522949219,0.010965693250615546
71,0.8720507546752033,0.8522037267684937,0.015642707957836725,0.8925081658010271,0.8532899618148804,0.017237118457226044
72,0.8772240469518758,0.8507608771324158,0.017556998506979324,0.9335948229301333,0.8518949151039124,0.024178488711093335
73,0.9141282972676009,0.8496719598770142,0.012768458282365414,0.9190547719540768,0.846082329750061,0.004512523082976646
74,0.9159495200909504,0.8508425951004028,0.013356091363667935,0.9162695815770392,0.8481748700141907,0.03116678887225212
75,0.9167800370256052,0.8504614233970642,0.013081680057914394,0.9206648705224316,0.8442222476005554,0.013740579118119909
76,0.8805167134810897,0.8503525257110596,0.018013607797602433,0.9251514298996028,0.8488723635673523,0.008833918672926882
77,0.9130136168180638,0.8510331511497498,0.014900752693224864,0.9261048752754658,0.8458498120307922,0.007833580260581159
78,0.8970160748212698,0.8512781262397766,0.012075451086028113,0.9083499675578969,0.8488723635673523,0.007518289444294382
79,0.8722590005228322,0.8522037267684937,0.014952098234950103,0.9439262302748098,0.8514298796653748,0.0056832942556827625
80,0.905866616834,0.8522037267684937,0.012087869922573146,0.9150084593173269,0.8491048812866211,0.005334967755256815
81,0.9013535386638508,0.8516592979431152,0.011574344713470233,0.8976892779224686,0.8528249263763428,0.012841056255584068
82,0.9044255503480851,0.8521493077278137,0.016099273019535527,0.912114647459678,0.8504998683929443,0.024004955494657476
83,0.8956891726859323,0.8499986529350281,0.013983053513140182,0.9036932565717417,0.8472447991371155,0.007034886136968085
84,0.8732209959860607,0.8505703210830688,0.011830946379153339,0.8983266877261938,0.8544524312019348,0.0219620887269365
85,0.8727518596831412,0.8503797650337219,0.015942130941747353,0.9156398074589455,0.8493373394012451,0.009452167470404442
86,0.8677027370728504,0.8502708673477173,0.013185628027419882,0.89173675882263,0.8479423522949219,0.012573038263523833
87,0.8875576201847746,0.8510059118270874,0.010281992819152314,0.9241786285714587,0.8479423522949219,0.02312614968482484
88,0.877846396475778,0.8514142632484436,0.015271745479790268,0.9212489257336164,0.8479423522949219,0.0060331212713363325
89,0.9032503485314413,0.8511420488357544,0.012045630540564308,0.9023424066975815,0.8530574440956116,0.02371999760891529
90,0.9159448357964037,0.8528298735618591,0.017946872931377145,0.9183532151430984,0.8521274328231812,0.00298533744000374
91,0.9002694022932929,0.8511964678764343,0.012826191518463653,0.9122580524019145,0.8523598909378052,0.010357959219749937
92,0.8893074239666517,0.8516320586204529,0.012274168479214809,0.9254719852235613,0.8530574440956116,0.025660226700153756
93,0.906754766680423,0.8514142632484436,0.02158748989651917,0.909776170508685,0.8458498120307922,0.006213617324829101
94,0.892086561512561,0.8516320586204529,0.014610855885625138,0.927944931520872,0.8488723635673523,0.009391891195418988
95,0.8956573284982305,0.8514142632484436,0.01109329897380432,0.9149184703031448,0.8491048812866211,0.007747878419592026
96,0.8663611346382467,0.8520676493644714,0.01604837198166331,0.9308804086402538,0.8491048812866211,0.008757529360182741
97,0.8785590996451343,0.8510603308677673,0.012633665605208929,0.9177282087747245,0.8498023748397827,0.02029859461682908
98,0.8941785597868158,0.8520676493644714,0.017978172013714055,0.9303108507046228,0.8502673506736755,0.010692955077962673
99,0.8929578576247368,0.8492363691329956,0.010441588178561752,0.9165017382688396,0.8481748700141907,0.007423120863894198
100,0.8755404360221503,0.8496447205543518,0.013012914077997715,0.8941358451075508,0.8535224199295044,0.008317535481554396
