epoch,train_loss,train_accuracy,"train_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=7))",val_loss,val_accuracy,"val_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=7))"
1,0.7688632351817802,0.11545867472887039,inf,0.815853002577117,0.18121911585330963,0.26538102988040807
2,0.6912409570075184,0.33296656608581543,0.19791378710909147,0.7327652051593319,0.5271828770637512,0.17205933224071157
3,0.6301157029686799,0.48844724893569946,0.15727379324764387,0.7027210832545252,0.39703458547592163,0.13342526464751273
4,0.5940217817760933,0.48934122920036316,0.13154360201036022,0.6680552951314233,0.5420098900794983,0.11569982441988859
5,0.5723007967809316,0.5085957646369934,0.12847755413684694,0.6430292680859566,0.5420098900794983,0.1567069147572373
6,0.5431083884368487,0.5151286125183105,0.1334672051033017,0.6304696821805202,0.5431081652641296,0.148357786915519
7,0.5275301533607447,0.5282629728317261,0.12352956304235534,0.5989848685987068,0.542559027671814,0.12702967325846354
8,0.5139755693447603,0.5264750123023987,0.11787215217659769,0.5938130513285146,0.5464030504226685,0.10393708402460272
9,0.49908026290868873,0.5275065302848816,0.11614991369055762,0.578254101019014,0.5705656409263611,0.09158344557791046
10,0.47781052370334964,0.5474487543106079,0.1330143961890159,0.5654011934318326,0.5447556376457214,0.14540628592173258
11,0.48076665709992455,0.5426351428031921,0.1291773274942108,0.5615588411237254,0.5414607524871826,0.12643809463038588
12,0.460861620365737,0.5405033826828003,0.1256337235902447,0.547409685881752,0.5453047752380371,0.11019381537581935
13,0.4567759746800759,0.5563883781433105,0.12209233597548207,0.5476018827295664,0.5804502964019775,0.0944047703887477
14,0.45936522518549855,0.5632650256156921,0.12664291914729037,0.526227258439317,0.5689181685447693,0.10492357123981823
15,0.44011391124627697,0.5668408870697021,0.12302519889053269,0.5124095469938986,0.5678198933601379,0.14083628546107899
16,0.44091012278005937,0.5651904940605164,0.12744968747568258,0.5098960372986215,0.5804502964019775,0.11186227581717752
17,0.42598901232750436,0.5656030774116516,0.11613063948779202,0.49636596144374573,0.5683690309524536,0.1424793481826782
18,0.4243330523770078,0.5583138465881348,0.1268388798709706,0.5012205517088825,0.542559027671814,0.12992791840524384
19,0.4220184882877449,0.5579700469970703,0.12912775650140143,0.5036053556610237,0.5431081652641296,0.08354935935049346
20,0.42239396866293716,0.5486865639686584,0.11575182401008302,0.5004121855014201,0.5809994339942932,0.12716887141719008
21,0.41645287624590316,0.557144820690155,0.11880774248446485,0.4926713225290631,0.5820977687835693,0.10984476010004679
22,0.4003559327318807,0.5641589760780334,0.11687373563472095,0.48315826375601867,0.5804502964019775,0.09511795910921964
23,0.3960553170095283,0.5623710751533508,0.12027816366507423,0.4861850342289968,0.5820977687835693,0.1013474702835083
24,0.3951181576367938,0.5679411292076111,0.10231905938279778,0.4604562585665421,0.5782536864280701,0.10523577386682684
25,0.387633223640374,0.5662219524383545,0.12252650778086564,0.47685450678973484,0.5815485715866089,0.10102182590600216
26,0.3850235288887142,0.5651904940605164,0.11489090713353423,0.4702165261926976,0.5804502964019775,0.11490257003090598
27,0.37423799723347206,0.5647091269493103,0.12216028445681072,0.4625312722090519,0.5799011588096619,0.09908491553682269
28,0.3835358210042215,0.5671159625053406,0.11555520205231928,0.469286890723037,0.5782536864280701,0.10235505971041593
29,0.38881935352501223,0.5680099129676819,0.11287334835976871,0.4728475056475762,0.5820977687835693,0.09568721453348795
30,0.38658831164574237,0.5691789388656616,0.11205061177299652,0.4628347972125718,0.5815485715866089,0.11262556133848248
31,0.38215679473748343,0.5708293318748474,0.1109531379170973,0.4596878586449858,0.5820977687835693,0.11092888080712521
32,0.3634054260699246,0.5724109411239624,0.12096082287210834,0.4654354338562398,0.5815485715866089,0.11471648866480047
33,0.37845161239481306,0.5706917643547058,0.10993655943083953,0.45552437054275563,0.5809994339942932,0.13925795410618638
34,0.35970223265366996,0.5698665976524353,0.10808139300319251,0.4397270203370488,0.5683690309524536,0.10216886924974847
35,0.36134782718239544,0.565396785736084,0.10840164941506356,0.44543603145602073,0.5678198933601379,0.10034961122455019
36,0.35988989271432625,0.5659469366073608,0.10968404264670681,0.4347413289050261,0.5782536864280701,0.11682756344477335
37,0.3566307174384447,0.5711044073104858,0.11567153436105994,0.4384086745819359,0.5788028836250305,0.09595389221653794
38,0.359247099360254,0.5702103972434998,0.10900795464267955,0.44374958630086797,0.5809994339942932,0.11039233135454582
39,0.3658811003082758,0.5697978138923645,0.11161583912928628,0.45181456173233914,0.582646906375885,0.1177169933463588
40,0.3638249683078374,0.5689038634300232,0.11582419901216034,0.4477502327807473,0.5815485715866089,0.09832950577591405
41,0.35874162333430126,0.5729610919952393,0.11357589499445002,0.43959383988809403,0.5820977687835693,0.12285958347898542
42,0.3574377373122258,0.57261723279953,0.10650342655398876,0.4447580321494377,0.582646906375885,0.10353605638850819
43,0.35676663322533153,0.5717920660972595,0.10654986704846969,0.43724560865172835,0.5738605260848999,0.11485294464862708
44,0.35739012345937243,0.5703479647636414,0.11292923848467158,0.43821487521583385,0.582646906375885,0.07955226031216708
45,0.35266858922754857,0.5728923082351685,0.1103057880314815,0.43462190292211195,0.5744096636772156,0.11472118334336714
46,0.3521266569209327,0.5702103972434998,0.11434981910667955,0.439882643475677,0.5831960439682007,0.10408915787032157
47,0.3539228141816403,0.5737175345420837,0.108772010029289,0.44227367033899734,0.5859417915344238,0.12696036822868115
48,0.3573901865569183,0.572548508644104,0.11344198331626744,0.4352201235452385,0.584294319152832,0.08683806910659328
49,0.3528069162068152,0.5738550424575806,0.11665315292620233,0.43654665309145596,0.5744096636772156,0.09751682606610385
50,0.3522632306944586,0.5704854726791382,0.10296493359574053,0.4335257433411298,0.5820977687835693,0.08852753350228974
51,0.34996555735642115,0.5711044073104858,0.11057357192265521,0.43828421378451765,0.5738605260848999,0.12116126363927668
52,0.3617931230556662,0.5652592778205872,0.11482228417264542,0.4370727602053772,0.5738605260848999,0.09522480820164536
53,0.3564501341727587,0.5689038634300232,0.10334768401975201,0.4259846469443856,0.582646906375885,0.11688762975461556
54,0.34875780539138607,0.5724797248840332,0.10884171848637071,0.4262714710933241,0.5820977687835693,0.12112619298877138
55,0.35610511650500487,0.5691101551055908,0.10652067971401337,0.43341057063503696,0.582646906375885,0.12619211745984626
56,0.35268159948393935,0.5709668397903442,0.1085992717905663,0.4304573832418431,0.5820977687835693,0.0951097203023506
57,0.35612794545337495,0.570554256439209,0.11011394307972312,0.4348214977223313,0.584294319152832,0.09351790420936816
58,0.34428974433569326,0.5736487507820129,0.10852128997371646,0.43205359280673844,0.5820977687835693,0.1167287624243534
59,0.3611744666739784,0.5678723454475403,0.10107215340498228,0.4296769778949745,0.582646906375885,0.11425237475019513
60,0.35116991480606885,0.5722046494483948,0.10103383604938622,0.43068715591322293,0.5749588012695312,0.107671493472475
61,0.34277158765073557,0.5709668397903442,0.10445338571256971,0.43877383968651745,0.5738605260848999,0.09808523980053989
62,0.34769206721255125,0.5726860165596008,0.10449247062771348,0.4324195144133586,0.5831960439682007,0.1280777223182447
63,0.35196883555545494,0.572548508644104,0.11291209418166981,0.4321581649086015,0.5837451815605164,0.11902041615861834
64,0.349547524161278,0.572135865688324,0.10301766551078881,0.43532469735170404,0.5820977687835693,0.11255047393567634
65,0.3445826301896492,0.5708293318748474,0.10384064169150661,0.4149622382680801,0.5864909291267395,0.14319972377834897
66,0.34768077442200007,0.5683537125587463,0.10577803689691213,0.4273871280394043,0.5733113884925842,0.1214993007255323
67,0.34251132015291436,0.5694540143013,0.1014683052225008,0.4184002910317345,0.584294319152832,0.11837624528191307
68,0.34064607957719195,0.5701416730880737,0.10051983664964337,0.41677248478782447,0.5755079388618469,0.15391745458949696
69,0.3410512936277867,0.5737175345420837,0.10525022409248859,0.4140279189655275,0.5864909291267395,0.13766286517634535
70,0.339693144127687,0.5736487507820129,0.1062924047740608,0.42332218351181256,0.5864909291267395,0.08907362042051373
71,0.34174961113089475,0.5729610919952393,0.10790887057984648,0.4315020959824324,0.584294319152832,0.09053008556365967
72,0.34390899198709685,0.5749552845954895,0.1043299325813522,0.42834583456543357,0.5837451815605164,0.11787897167783795
73,0.347519295999288,0.5715857744216919,0.10856952710634477,0.4327789286349082,0.5755079388618469,0.0977401386607777
74,0.3475035342744915,0.5695915222167969,0.10344776928221407,0.41867470031491283,0.5744096636772156,0.1099478183370648
75,0.3436961170638409,0.5722734332084656,0.11312793699864145,0.43768158858980644,0.5837451815605164,0.09919209335789536
76,0.3502597135721586,0.5723421573638916,0.10026247708418626,0.4252608368173242,0.5837451815605164,0.10376436349117395
77,0.34353426880188,0.5750928521156311,0.10488261446882298,0.4169083002305618,0.5815485715866089,0.08115558154655225
78,0.3478959492747847,0.5737175345420837,0.11020354131518506,0.4413519545768698,0.5837451815605164,0.09226029497204405
79,0.3542464469334518,0.5729610919952393,0.10980744496592527,0.44107082712774476,0.5848435163497925,0.09190373131723115
80,0.34710561648501415,0.5735111832618713,0.10059156248774725,0.4272224911968365,0.5853926539421082,0.09442351550766916
81,0.3397593914157159,0.5728923082351685,0.1018473505747784,0.42670297899819687,0.5749588012695312,0.09654199282328288
82,0.34431732017271416,0.5755054354667664,0.10376785463304922,0.4176011622488273,0.584294319152832,0.12058948964783639
83,0.33772893184474584,0.5750240683555603,0.1108982957670713,0.43161829582161526,0.584294319152832,0.08769302801652389
84,0.3457280733157479,0.5706230401992798,0.10065897717184762,0.42076520267027345,0.5760571360588074,0.0970496957952326
85,0.33923284409784565,0.5700041055679321,0.10369817004494926,0.41454204408113254,0.5853926539421082,0.09914793968200683
86,0.33604153004151077,0.5731673836708069,0.10224986939797313,0.420922962161289,0.5749588012695312,0.09796546300252279
87,0.33947211459659077,0.5730298161506653,0.10320372494685637,0.42203453819013453,0.5837451815605164,0.0917158628955032
88,0.34132282593021585,0.5713106989860535,0.1023016607485624,0.418209291909906,0.5848435163497925,0.11353078827713475
89,0.3414440649569707,0.5752991437911987,0.10842462683610045,0.42129098927658615,0.584294319152832,0.09411646597313159
90,0.3415755722643493,0.5752303600311279,0.10798077326540609,0.4296092608604919,0.5837451815605164,0.08717815009030429
91,0.3506352081499319,0.5748865604400635,0.09992666383742563,0.42215194178350046,0.5848435163497925,0.08999898361437249
92,0.3378773737101221,0.5758492350578308,0.1060672805396996,0.4261845951109673,0.5848435163497925,0.09071427330826268
93,0.3390545467517643,0.5751615762710571,0.09564627853360283,0.41751081241068966,0.5848435163497925,0.09449919353831898
94,0.3403286943727787,0.5748865604400635,0.10493913350522993,0.41723741005936804,0.5853926539421082,0.09302786986033122
95,0.34118223097811073,0.5728923082351685,0.10586163945210716,0.4204246799884872,0.5859417915344238,0.12083647612369422
96,0.3362503744666046,0.5744739174842834,0.10262342804889585,0.41759922184953185,0.5853926539421082,0.09716106219725175
97,0.3390101598654116,0.5730985999107361,0.09933425872037481,0.4185735758083562,0.5859417915344238,0.09167176376689565
98,0.3361068018860437,0.5719295740127563,0.09654923352410408,0.4137746448769714,0.5870400667190552,0.10136846918048281
99,0.3288243402289718,0.5759868025779724,0.10458306751786464,0.4147914884019304,0.5870400667190552,0.14234281019731002
100,0.3359969708389381,0.5746802091598511,0.10374639234987677,0.41253616676073185,0.584294319152832,0.11837728384769323
