epoch,train_loss,train_accuracy,"train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))",val_loss,val_accuracy,"val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))"
1,1.2651148850719134,0.31984126567840576,0.5224208407931857,inf,1.292510728041331,0.3719576597213745,0.5520507388644749,inf
2,1.2308178340395293,0.35753968358039856,0.577285901705424,inf,1.2717597471343147,0.37460318207740784,0.6189908769395617,inf
3,1.2177775137954288,0.358134925365448,0.6257056209776136,inf,1.2663390596707662,0.3777777850627899,0.629678217569987,inf
4,1.212973263197475,0.35654762387275696,0.6314779440561931,inf,1.256651963127984,0.37354496121406555,0.6454363928900825,inf
5,1.2064701517422993,0.35674601793289185,0.6395373053020901,inf,1.2527866310543485,0.3740740716457367,0.6217025756835938,inf
6,1.203944221801228,0.3571428656578064,0.6173927439583673,inf,1.250453495979309,0.3777777850627899,0.6042583889431423,inf
7,1.2030111380749278,0.358994722366333,0.6074741204579671,inf,1.2515093670950996,0.3740740716457367,0.6087869008382162,inf
8,1.200638284617,0.3582671880722046,0.6167773114310371,inf,1.2440731896294488,0.3740740716457367,0.6236256493462456,inf
9,1.1961911901831628,0.3578703701496124,0.6213403171963162,inf,1.2456695715586343,0.3730158805847168,0.5588297526041667,inf
10,1.1978109199139806,0.35568782687187195,0.6071009900834825,inf,1.2434199836519029,0.3751322627067566,0.6075806511773003,inf
11,1.1954042855236264,0.35363757610321045,0.6335936625798543,inf,1.2392695744832356,0.3740740716457367,0.5871629926893446,inf
12,1.1927056872182422,0.3561508059501648,0.6077815956539578,inf,1.238835295041402,0.3740740716457367,0.619181399875217,inf
13,1.1943003858129184,0.3591269850730896,0.6299607992172241,inf,1.2453881714079116,0.3629629611968994,0.6271173689100478,inf
14,1.1960002801484533,0.3540343940258026,0.6067879252963596,inf,1.2419031553798252,0.3661375641822815,0.5924219767252604,inf
15,1.1945847060945298,0.3558201193809509,0.6096824593014187,inf,1.2406130168173048,0.3619047701358795,0.6337352752685547,inf
16,1.1908481510149107,0.3569444417953491,0.602179389529758,inf,1.2395012776056926,0.35978835821151733,0.6002264658610026,inf
17,1.192345376809438,0.35363757610321045,0.6125382211473253,inf,1.2396565225389269,0.36455026268959045,0.6186045328776042,inf
18,1.1915207834707366,0.3541666567325592,0.5946000708474053,inf,1.2396745098961723,0.36560845375061035,0.5964304606119791,inf
19,1.19331091509925,0.3550925850868225,0.6141412390602959,inf,1.2403930346171061,0.36455026268959045,0.6157686869303386,inf
20,1.1923552508155504,0.3563492000102997,0.6121500915951199,inf,1.2393840392430624,0.3640211522579193,0.6183017730712891,inf
21,1.192523394856188,0.3531084656715393,0.6112311734093561,inf,1.2413196881612143,0.3661375641822815,0.6157930586073134,inf
22,1.1912577660547363,0.3578703701496124,0.6190334690941705,inf,1.2384221328629388,0.3671957552433014,0.56892335679796,inf
23,1.1889910621775521,0.3543650805950165,0.6201896799935235,inf,1.235779219203525,0.3661375641822815,0.6458992004394531,inf
24,1.1869640219542714,0.35773810744285583,0.6283594475852119,inf,1.236318137910631,0.38042327761650085,0.6522660149468316,inf
25,1.187345749967628,0.36144179105758667,0.6320494572321574,inf,1.2315692676438226,0.37460318207740784,0.6342740376790365,inf
26,1.1825067018469175,0.3682539761066437,0.6449627134535048,inf,1.2252914415465461,0.4068782925605774,0.6283021714952257,inf
27,1.179169395731555,0.37354496121406555,0.6278001202477349,inf,1.2265387362904019,0.4015873074531555,0.5878139495849609,inf
28,1.1789107296201917,0.37050265073776245,0.5921523200141059,inf,1.2226538062095642,0.39259257912635803,0.6256571451822917,inf
29,1.1783508320649465,0.37142857909202576,0.6200224558512369,inf,1.2231093883514403,0.39523810148239136,0.6554885016547309,inf
30,1.176490734020869,0.37533068656921387,0.62933456103007,inf,1.2196573204464383,0.3888888955116272,0.6544628991021051,inf
31,1.1753229680988524,0.36673280596733093,0.6388165871302287,inf,1.220750543806288,0.3708994686603546,0.64073609246148,inf
32,1.1761951526006063,0.37334656715393066,0.6556567404005262,inf,1.2224298344718085,0.3957671821117401,0.6559412638346355,inf
33,1.1760944020417001,0.37361112236976624,0.6398191690444947,inf,1.2235125369495816,0.4079365134239197,0.6362731509738498,inf
34,1.174603500465552,0.37671956419944763,0.6618163108825683,inf,1.2196495850880942,0.385185182094574,0.6179563310411241,inf
35,1.1728467012445132,0.3819444477558136,0.6446551773283217,inf,1.2174302524990506,0.3878306746482849,0.5911661359998915,inf
36,1.1695235992471378,0.3728835880756378,0.6313949320051405,inf,1.2141380005412632,0.36084654927253723,0.6150217692057292,inf
37,1.1665732360548444,0.37361112236976624,0.628275916311476,inf,1.2137365950478447,0.3989417850971222,0.6316900041368273,inf
38,1.1696757906013064,0.3767857253551483,0.6391206158532037,inf,1.2131213519308301,0.3947089910507202,0.610352283053928,inf
39,1.1667038558257952,0.3781084716320038,0.6488493151134915,inf,1.2102952573034498,0.4089947044849396,0.6438400268554687,inf
40,1.1644499553574457,0.37169313430786133,0.6158127784729004,inf,1.208669528696272,0.39947089552879333,0.649420166015625,inf
41,1.1650410619046954,0.3742063343524933,0.639648355378045,inf,1.2112160894605848,0.4100528955459595,0.6515850067138672,inf
42,1.1657180337442292,0.3780423402786255,0.6333642191357083,inf,1.2121895339753892,0.4021163880825043,0.6409968905978732,inf
43,1.167179693116082,0.3760581910610199,0.6441298855675591,inf,1.2117747492260402,0.3989417850971222,0.6405003017849392,inf
44,1.167840507460965,0.3739418089389801,0.6203407102160984,inf,1.2138163328170777,0.36666667461395264,0.6021073235405816,inf
45,1.164719812406434,0.3771164119243622,0.6267514202329848,inf,1.2061761458714804,0.37936508655548096,0.5784286499023438,inf
46,1.1628452450037003,0.3751322627067566,0.6152736981709798,inf,1.2056577324867248,0.4015873074531555,0.6323827531602647,inf
47,1.1638763101564513,0.3790343999862671,0.6449207491344876,inf,1.2074787113401624,0.39523810148239136,0.6454407162136502,inf
48,1.1605918020009995,0.37658730149269104,0.6387794786029392,inf,1.2049742486741808,0.38624337315559387,0.6357928805881077,inf
49,1.1616589677002696,0.38148146867752075,0.6494901736577352,inf,1.207108477751414,0.38941797614097595,0.5997503492567274,inf
50,1.1611476254132058,0.3807539641857147,0.636303096347385,inf,1.2060999049080743,0.4047619104385376,0.6227643754747179,inf
51,1.1590029711524645,0.37460318207740784,0.6190403938293457,inf,1.1990463217099507,0.3931216895580292,0.6312662760416666,inf
52,1.158045878012975,0.3779100477695465,0.6294763988918728,inf,1.202609364191691,0.3957671821117401,0.6467449188232421,inf
53,1.1587917099396388,0.3770502507686615,0.6358750184377034,inf,1.2008922126558093,0.4021163880825043,0.633738538953993,inf
54,1.1576724395155906,0.37354496121406555,0.6315111133787367,inf,1.2018070194456312,0.38359788060188293,0.6204800499810113,inf
55,1.156980664200253,0.3740740716457367,0.645627744992574,inf,1.2044521199332343,0.40740740299224854,0.6315779368082682,inf
