epoch,train_loss,train_accuracy,"train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=2))","train_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=3))",val_loss,val_accuracy,"val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=2))","val_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=3))"
1,0.6236212372982239,0.4360869526863098,0.3446520981845305,0.5252850650729064,0.19809412409777552,0.8158995976319184,0.5389610528945923,0.3821722430151862,0.6446972666559992,0.2895925681333284
2,0.517752660960212,0.5473912954330444,inf,0.3899856488044881,inf,0.7099962685559247,0.5649350881576538,0.38002677543743235,0.4843735308260531,inf
3,0.4636211699864658,0.5986956357955933,inf,0.32050565143190135,inf,0.6695596720721271,0.5584415793418884,inf,0.4046372400747763,inf
4,0.44083474771276193,0.6056521534919739,inf,0.24666328422080075,inf,0.6503601436679428,0.5584415793418884,0.48617772798280456,0.3969839907981254,inf
5,0.419752679170696,0.6082608699798584,inf,0.24109834442721562,inf,0.6349456853963233,0.5584415793418884,inf,0.42069917756157954,inf
6,0.42443686870443803,0.6095651984214783,inf,0.2662182611196677,inf,0.6141401279617,0.5584415793418884,0.6258833762761709,0.2914577593674531,inf
7,0.4228654955158007,0.6104347705841064,inf,0.24605504280440066,inf,0.6026064564247389,0.5584415793418884,inf,0.38650619661485824,inf
8,0.3986728601726895,0.6091304421424866,inf,0.25508542376584636,inf,0.5939202079096356,0.5584415793418884,inf,0.39529502391815186,inf
9,0.3961179416329428,0.6104347705841064,inf,0.22449695719927804,inf,0.5842657729580596,0.5584415793418884,inf,0.36344767905570363,inf
10,0.382583984646611,0.6039130687713623,inf,0.26846101611903245,inf,0.5735539153621003,0.5584415793418884,inf,0.41133268459423167,inf
11,0.35690582456329684,0.6078261137008667,inf,0.21049230288973486,inf,0.5676070673240198,0.5584415793418884,inf,0.3523170722497476,inf
12,0.34625631289996195,0.6086956262588501,inf,0.2514009674052836,inf,0.5638536543056771,0.5584415793418884,inf,0.4510850745278436,inf
13,0.3689466935467032,0.6091304421424866,inf,0.31234745258791136,inf,0.5543688106778506,0.5616883039474487,inf,0.36964056620726715,inf
14,0.368493581212842,0.6086956262588501,inf,0.28723476414769533,inf,0.5475513699489671,0.5616883039474487,inf,0.4317123213329831,inf
15,0.34193066941457206,0.6039130687713623,inf,0.26577813516043647,inf,0.5439894213467031,0.5454545617103577,0.3468407682470373,0.4381776951454781,inf
16,0.35217271117787613,0.6060869693756104,inf,0.30002559142120827,inf,0.5366476731928619,0.5649350881576538,inf,0.4487847121986183,inf
17,0.3401573359561493,0.6104347705841064,inf,0.27430523514545224,inf,0.5326239468680846,0.5616883039474487,inf,0.3925803126515569,inf
18,0.35330630613709146,0.6060869693756104,inf,0.26497853753522216,inf,0.5282123264025997,0.551948070526123,inf,0.42183178824347417,inf
19,0.33408926725893556,0.6034782528877258,inf,0.2730643668279988,inf,0.525073999690043,0.5681818127632141,inf,0.41545356286538615,inf
20,0.3507496488418158,0.606521725654602,inf,0.2679439497722632,inf,0.5219920841423241,0.5551947951316833,inf,0.45620032903310415,inf
21,0.3347372007896216,0.6060869693756104,inf,0.24588218467952036,inf,0.5174796595364004,0.5584415793418884,inf,0.44608734749458934,inf
22,0.33415759712811843,0.604347825050354,inf,0.279463668225779,inf,0.5134342781998016,0.5584415793418884,inf,0.46683379121728846,inf
23,0.34071863461633695,0.6078261137008667,inf,0.2987496132356809,inf,0.5112929636159459,0.5714285969734192,inf,0.4329801991179183,inf
24,0.3463628683840075,0.6039130687713623,inf,0.27301054919717266,inf,0.5078466250687033,0.5584415793418884,inf,0.43484400414131785,inf
25,0.30992055312431527,0.6039130687713623,inf,0.3044733620661426,inf,0.5058999393840093,0.5584415793418884,inf,0.463094273129025,inf
26,0.3413101272034524,0.6095651984214783,inf,0.2859003323245737,inf,0.5037225144537719,0.5584415793418884,inf,0.4434210964151331,inf
27,0.34572158331377195,0.604347825050354,inf,0.25891436259491535,inf,0.5021280738952998,0.5584415793418884,inf,0.4287835134042276,inf
28,0.33324211295725736,0.6034782528877258,inf,0.31158922524120286,inf,0.5003401715610478,0.5551947951316833,inf,0.4490360698184451,inf
29,0.33952802172996394,0.6039130687713623,inf,0.3272167814607734,inf,0.4987260284456047,0.5551947951316833,inf,0.4205760633623278,inf
30,0.33010477945841027,0.6034782528877258,inf,0.2889365558915713,inf,0.497010840153372,0.5584415793418884,inf,0.413244273211505,inf
31,0.32879891236437603,0.6073912978172302,inf,0.3324001576175916,inf,0.49508202780742905,0.5584415793418884,inf,0.44695961797559586,inf
32,0.3506009645241428,0.6060869693756104,inf,0.316695775564741,inf,0.49251500194942627,0.5584415793418884,inf,0.4555894233085014,inf
33,0.31056574347519106,0.6086956262588501,inf,0.2540489647708239,inf,0.4916570170505627,0.5584415793418884,inf,0.43467528433413116,inf
34,0.32366370585555737,0.604347825050354,inf,0.2967800802609714,inf,0.48935377074254527,0.5584415793418884,inf,0.4254282777373855,inf
35,0.3306735320766227,0.6026086807250977,inf,0.3281889326098819,inf,0.4890276789665222,0.5551947951316833,inf,0.4457194418520541,inf
36,0.3197847490526217,0.6078261137008667,inf,0.31390728853352,inf,0.4887705274127625,0.5551947951316833,inf,0.46720412292995966,inf
37,0.3296573049624424,0.6095651984214783,inf,0.29573794738950876,inf,0.48691911512130015,0.5584415793418884,inf,0.45332180809330297,inf
38,0.33986394345153165,0.6026086807250977,inf,0.28297728917392284,inf,0.4856333788987753,0.5584415793418884,inf,0.47612878438588735,inf
39,0.3199448385773976,0.6104347705841064,inf,0.30502760956769076,inf,0.48531712793015147,0.5746753215789795,inf,0.4158671611064189,inf
40,0.31449042253057097,0.6100000143051147,inf,0.2898086590758811,inf,0.48492783167072245,0.5551947951316833,inf,0.46302626906214533,inf
41,0.32453519973669875,0.6034782528877258,inf,0.2977705042309591,inf,0.48318490325599106,0.5584415793418884,inf,0.4702164836831995,inf
42,0.3261902767956156,0.6082608699798584,inf,0.3525566281608491,inf,0.4822692130063031,0.5584415793418884,inf,0.4602202628109906,inf
43,0.33179072294453815,0.6052173972129822,inf,0.3246315029562026,inf,0.480958976858371,0.5551947951316833,inf,0.4688515469834611,inf
44,0.31566868342952537,0.6017391085624695,inf,0.35272586163519193,inf,0.48109426067487615,0.5584415793418884,inf,0.48653778514346563,inf
45,0.3224571572904473,0.606521725654602,inf,0.3136959203435124,inf,0.4787344217703149,0.5551947951316833,inf,0.41085710396637787,inf
46,0.3253122826054667,0.604347825050354,inf,0.30035827843968854,inf,0.47822372635474075,0.5551947951316833,inf,0.45854247582925334,inf
47,0.32047458609063273,0.6073912978172302,inf,0.2838819431732385,inf,0.477980030146805,0.5551947951316833,inf,0.44060858198114344,inf
48,0.32312639628130635,0.6069565415382385,inf,0.3231394582369534,inf,0.47660352430633596,0.5584415793418884,inf,0.4266560850916682,inf
49,0.30743724798407335,0.6143478155136108,inf,0.29525584316415576,inf,0.4760312278931205,0.5584415793418884,0.41276982023909287,0.43778310595331965,inf
50,0.3316100262649395,0.6073912978172302,inf,0.2978468503935835,inf,0.47555531662058187,0.5551947951316833,inf,0.460623244981508,inf
51,0.33314154300908283,0.6113043427467346,inf,0.2767354077920444,inf,0.475600675956623,0.5551947951316833,inf,0.3983810753435702,inf
52,0.32847120514193295,0.6147826313972473,inf,0.27088958095816074,inf,0.4744107680949005,0.5746753215789795,inf,0.40050428622477763,inf
53,0.32599351634801144,0.6039130687713623,inf,0.2861935068269739,inf,0.4725461455213057,0.5584415793418884,inf,0.44184517538225326,inf
54,0.31735171529453354,0.606521725654602,inf,0.26629889557843295,inf,0.4717271396437207,0.5584415793418884,inf,0.47346019422685776,inf
55,0.3233842612426026,0.6117391586303711,inf,0.33563278729320584,inf,0.4721737576497568,0.5779221057891846,inf,0.4045379902865436,inf
56,0.32190558999928637,0.6000000238418579,inf,0.3070289963170102,inf,0.4705761191812721,0.5584415793418884,0.5317860680657465,0.4273229064168157,inf
57,0.31115582687796073,0.6052173972129822,inf,0.29506809116421817,inf,0.4703253688844475,0.5551947951316833,inf,0.4293503793510231,inf
58,0.3224433497707589,0.6086956262588501,inf,0.3077237140545416,inf,0.47016754706163666,0.5584415793418884,inf,0.4326627157829903,inf
59,0.317743419829269,0.6108695864677429,inf,0.3320031145837392,inf,0.4685405343770981,0.5584415793418884,inf,0.4358865473721478,inf
60,0.29431940253400235,0.6082608699798584,inf,0.2518272286562442,inf,0.47164479099415446,0.5616883039474487,inf,0.47136824839823954,inf
61,0.31352359313258493,0.6091304421424866,inf,0.29974403203242095,inf,0.4715122518104476,0.5616883039474487,inf,0.4503904967694669,inf
62,0.3199219651558201,0.6104347705841064,inf,0.32756932724918697,inf,0.4723280563547805,0.5616883039474487,0.49168769411138585,0.45673858152853475,inf
63,0.31319625733866147,0.6126086711883545,inf,0.3166365890632461,inf,0.4712903922474062,0.5616883039474487,inf,0.4772843412450842,inf
64,0.3009637556021404,0.6121739149093628,inf,0.24267135370769405,inf,0.4729713896239126,0.5551947951316833,inf,0.48568221685048696,inf
65,0.29769557276788106,0.6095651984214783,inf,0.2776666047820009,inf,0.4726830271852983,0.5616883039474487,inf,0.50435750548904,inf
66,0.31256878985715036,0.6100000143051147,inf,0.31967507477324764,inf,0.47104770690202713,0.5714285969734192,inf,0.5050312119561273,inf
67,0.3202475417146051,0.6056521534919739,inf,0.3263262075155417,inf,0.4710089101179226,0.5811688303947449,inf,0.43611901837426265,inf
68,0.3197240687792896,0.6073912978172302,inf,0.29130235390266457,inf,0.47138451321704966,0.5876623392105103,inf,0.4850501756410341,inf
69,0.3055750766867085,0.6100000143051147,inf,0.28398467567456803,inf,0.47098618906897466,0.5649350881576538,inf,0.48720216106724096,inf
70,0.30816037856763406,0.6039130687713623,inf,0.31905488935512677,inf,0.47003034623088064,0.5811688303947449,inf,0.4404071150599299,inf
71,0.3217404603275055,0.602173924446106,inf,0.2935512353285059,inf,0.47120331066685756,0.5811688303947449,inf,0.4557493796219697,inf
72,0.2940543463456813,0.6165217161178589,inf,0.3052605821645118,inf,0.4711941617566186,0.5844155550003052,inf,0.48036739310702764,inf
73,0.30338559426835315,0.6069565415382385,inf,0.30108616752818806,inf,0.47103142738342285,0.5876623392105103,0.3847653898032936,0.5070715337186247,inf
74,0.3118487089138687,0.6095651984214783,inf,0.2793245785102779,inf,0.4734327630014033,0.5811688303947449,inf,0.5281410861659694,inf
75,0.30210886145538707,0.6104347705841064,inf,0.32815085687944967,inf,0.47094583249575384,0.5811688303947449,inf,0.4450902101155874,inf
76,0.32046477181650385,0.6160869598388672,inf,0.2875672406777866,inf,0.47170297036299835,0.5909090638160706,inf,0.458278243606155,inf
77,0.3030403506118292,0.6073912978172302,inf,0.2950444314597216,inf,0.4727583568845246,0.5844155550003052,inf,0.4789609909057617,inf
78,0.3106574117251892,0.6160869598388672,inf,0.31983564098338724,inf,0.4715579728016982,0.5811688303947449,inf,0.43029267401308624,inf
79,0.30457886074415086,0.6100000143051147,inf,0.2456298125417609,inf,0.47483523411525264,0.5811688303947449,inf,0.5486020397495579,inf
80,0.30437137988508256,0.6026086807250977,inf,0.3488602128215071,inf,0.47292269967697764,0.5681818127632141,inf,0.4994134645204286,inf
81,0.30155121447780947,0.6100000143051147,inf,0.29896453969142633,inf,0.47565454526527506,0.5811688303947449,inf,0.5326302695918728,inf
82,0.297650740145119,0.6108695864677429,inf,0.3063372116542227,inf,0.47907006579476435,0.5779221057891846,inf,0.555962813867105,inf
83,0.2977503169650538,0.602173924446106,inf,0.2901434805275831,inf,0.4743672305264989,0.5909090638160706,inf,0.5100884953060666,inf
84,0.28887532556552836,0.6156522035598755,inf,0.31810150972246515,inf,0.47872075982190465,0.5746753215789795,inf,0.5742523863508895,inf
85,0.31168209059331536,0.6108695864677429,inf,0.36083313402781464,inf,0.47344859407560247,0.5844155550003052,0.27517193394738276,0.4424182112152512,inf
86,0.30975315604732073,0.6108695864677429,inf,0.32297477455009627,inf,0.47305539230237137,0.5844155550003052,inf,0.4959937559591757,inf
87,0.3081027015740074,0.6100000143051147,inf,0.25146806017449835,inf,0.4752670160016498,0.5811688303947449,inf,0.5059102548135294,inf
88,0.3135558701102924,0.6121739149093628,inf,0.3254945695096649,inf,0.47384849412215724,0.5876623392105103,inf,0.5092078995060276,inf
89,0.30104787210049977,0.6095651984214783,inf,0.35030841179735994,inf,0.47335777854597244,0.5844155550003052,inf,0.5012028636159124,inf
90,0.310101910970207,0.6108695864677429,inf,0.26754503096303633,inf,0.4747875165697691,0.5876623392105103,inf,0.4623133781793955,inf
91,0.30897458366328673,0.604347825050354,inf,inf,inf,0.47703358329631185,0.5876623392105103,inf,0.5379988760561556,inf
92,0.2990936692709227,0.6100000143051147,inf,0.2860159027960993,inf,0.4742382660105422,0.5844155550003052,inf,0.5240893041765368,inf
93,0.32190720955817526,0.6108695864677429,inf,0.28244832051832525,inf,0.47734331077820547,0.5811688303947449,inf,0.5280198084341513,inf
94,0.3013743631579678,0.6082608699798584,inf,0.32665318908432345,inf,0.4773102869858613,0.5844155550003052,inf,0.5531558668291247,inf
95,0.29795554253717027,0.6086956262588501,inf,0.31786011839965406,inf,0.48258570521264466,0.5779221057891846,inf,0.5952045788636079,inf
96,0.3028944444752509,0.6173912882804871,inf,0.2758305388517007,inf,0.4722563564978741,0.5811688303947449,inf,0.5452534508060765,inf
97,0.29618216958687543,0.6121739149093628,inf,0.29571093282391947,inf,0.47904452258670654,0.5811688303947449,inf,0.5749862451811094,inf
98,0.3074819323794951,0.6143478155136108,inf,0.3042071063975932,inf,0.48276829467834653,0.5779221057891846,inf,0.623177347956477,inf
99,0.2919929730239465,0.6078261137008667,inf,0.3445287297253698,inf,0.4802452125460715,0.5811688303947449,inf,0.5602689755929483,inf
100,0.29602274144975965,0.613043487071991,inf,0.28729394619655124,inf,0.4859912022948265,0.5779221057891846,inf,0.6340042062707849,inf
