epoch,train_loss,train_accuracy,"train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=2))","train_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=3))","train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=5, count=1))",val_loss,val_accuracy,"val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=2))","val_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=3))","val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=5, count=1))"
1,0.6238011898937775,0.44130435585975647,0.36035289707734347,0.51447179078651,0.19931440584121213,inf,0.8165687290397851,0.5422077775001526,0.34486941066948146,0.6251118376448348,0.2629762163033357,inf
2,0.5194324182128258,0.5465217232704163,inf,0.3877020877974143,inf,inf,0.7137000762127541,0.5649350881576538,0.461156558346104,0.5009291623089764,0.7035265065528251,inf
3,0.46709133732703423,0.6008695363998413,inf,0.2904178088306369,inf,inf,0.6748477913237907,0.5584415793418884,0.41937781507904465,0.39574496810500687,inf,inf
4,0.4454678050123775,0.606521725654602,inf,0.26681440512069415,inf,inf,0.6565955957850894,0.5584415793418884,0.5539801894007502,0.3934672780939051,inf,inf
5,0.4252078140530805,0.6078261137008667,inf,0.272183703647607,inf,inf,0.6414726255713282,0.5584415793418884,inf,0.4095793157010465,inf,inf
6,0.43052289016380374,0.6095651984214783,inf,0.29032573473271367,inf,inf,0.6209715508125924,0.5584415793418884,0.37532787548529134,0.3226580104312381,inf,inf
7,0.42947755179704755,0.6104347705841064,inf,0.23171707770213207,inf,inf,0.6097575667742137,0.5584415793418884,inf,0.346251993565946,inf,inf
8,0.40539076033796234,0.6086956262588501,inf,0.2667507712424105,inf,inf,0.6006089972483145,0.5584415793418884,0.4819379013937873,0.3744887790164432,inf,0.503745973110199
9,0.402940453464997,0.6100000143051147,inf,0.22589544812770773,inf,inf,0.591166885720717,0.5584415793418884,0.7017163682628322,0.38516397733946106,inf,inf
10,0.38908973255262713,0.6030434966087341,inf,0.26343183404116155,inf,inf,0.5799038257147815,0.5584415793418884,0.5036897224348944,0.3947015839654046,inf,inf
11,0.3636318807488589,0.6069565415382385,inf,0.22079916680405623,inf,inf,0.5737124218328579,0.5616883039474487,inf,0.4056590698860787,inf,inf
12,0.3527603660202593,0.606521725654602,inf,0.2619391823462598,inf,inf,0.5696835914576376,0.5584415793418884,inf,0.46096719277871623,inf,inf
13,0.3751245779325278,0.6086956262588501,inf,0.31310814548226895,inf,inf,0.5594195014721638,0.5616883039474487,inf,0.4112917603673162,inf,inf
