epoch,train_loss,train_accuracy,"train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","train_ChainResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))",val_loss,val_accuracy,"val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","val_ChainResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))"
1,1.111904229886002,0.30787035822868347,1.9454134199354383,1.1923911306593153,inf,inf,1.0150586035516527,0.30158731341362,2.950203620062934,1.4268138885498047,inf,inf
2,0.9405247547560268,0.3391534388065338,2.8835763719346788,1.5429527362187703,inf,inf,0.9546499490737915,0.35291004180908203,2.8605599297417537,1.734194607204861,inf,inf
3,0.9047019503182835,0.3580687940120697,2.8317469782299467,1.5481451061036853,inf,inf,0.9300389409065246,0.3534391522407532,2.395758565266927,1.5715564303927951,inf,inf
4,0.8842635083529684,0.35753968358039856,inf,1.4695417324701945,inf,inf,0.9129801617728339,0.34761905670166016,2.740844217936198,1.400937016805013,inf,inf
5,0.8701461891333262,0.36455026268959045,2.83481806119283,1.4741613494025336,inf,inf,0.9001587907473246,0.3539682626724243,2.37095209757487,1.2963601854112414,inf,inf
6,0.8574103919996156,0.3612433969974518,inf,1.4904292583465577,inf,inf,0.8850968864228991,0.3571428656578064,2.7105525970458983,1.4493572658962675,inf,inf
7,0.8444956607288785,0.36044973134994507,inf,1.473971340391371,inf,inf,0.8697821378707886,0.3539682626724243,inf,1.587698025173611,inf,inf
8,0.830109049545394,0.36170634627342224,inf,1.4609314997990925,inf,inf,0.858036466439565,0.3481481373310089,2.686956532796224,1.2176038106282552,inf,inf
9,0.8181718399955167,0.36554232239723206,inf,1.3716599967744616,inf,inf,0.8447738501760694,0.3582010567188263,inf,1.264150873819987,inf,inf
10,0.8069015734725529,0.36944442987442017,inf,1.3977822674645317,inf,inf,0.828763673040602,0.3613756597042084,inf,1.6732009887695312,inf,inf
11,0.7965312490032779,0.3769841194152832,inf,1.449828158484565,inf,inf,0.8209265112876892,0.3820105791091919,inf,1.2094655142890083,inf,inf
12,0.7877174575295713,0.3830687701702118,inf,1.359885909822252,inf,inf,0.8111884613831838,0.3820105791091919,inf,1.1588293287489149,inf,inf
13,0.7796637127796809,0.3849206268787384,inf,1.4277581479814319,inf,inf,0.8038591861724853,0.39153438806533813,inf,1.177836333380805,inf,inf
14,0.7726600447462665,0.3878968358039856,inf,1.4271796809302435,inf,inf,0.7949110156959958,0.3920634984970093,inf,1.3907737731933594,inf,inf
15,0.7666891045868397,0.3879629671573639,inf,1.3997283935546876,inf,inf,0.7904774109522502,0.38941797614097595,2.2408289591471355,1.3690546247694226,inf,inf
16,0.760749875754118,0.39140212535858154,inf,1.3571108129289415,inf,inf,0.7859499520725675,0.3841269910335541,inf,1.2573977364434137,inf,inf
17,0.7563753098249435,0.386772483587265,inf,1.3376965045928955,inf,inf,0.7785525030559963,0.3920634984970093,inf,1.4505333370632596,inf,inf
18,0.7491446120871438,0.4008598029613495,inf,1.3361703554789226,inf,inf,0.7738497243987189,0.38835978507995605,inf,1.303541734483507,inf,inf
19,0.7465479485276673,0.3927910029888153,inf,1.3924996111128065,inf,inf,0.7699748396873474,0.3957671821117401,inf,1.2035567389594184,inf,inf
20,0.7432243179529905,0.392724871635437,inf,1.3069543149736194,inf,inf,0.7674613601631588,0.39153438806533813,inf,1.2544667137993706,inf,inf
21,0.739442654657695,0.3941798806190491,inf,1.350090085135566,inf,inf,0.7633479320340686,0.39523810148239136,inf,1.1294314914279513,inf,inf
22,0.737205983656976,0.38915345072746277,inf,1.326027554935879,inf,inf,0.7594791597790188,0.3936507999897003,inf,1.169549051920573,inf,inf
23,0.7325747762289312,0.39517197012901306,inf,inf,inf,inf,0.7547831651237276,0.39947089552879333,inf,1.346323733859592,inf,inf
24,0.7303048054791159,0.39814814925193787,inf,1.2865842236412897,inf,inf,0.7519752075274785,0.39523810148239136,inf,1.132570923699273,inf,inf
25,0.7273734722700383,0.39609789848327637,inf,1.3236925178103978,inf,inf,0.7497890906201469,0.4000000059604645,inf,1.2129042307535807,inf,inf
26,0.7253222562786605,0.3946428596973419,inf,inf,inf,inf,0.7486664182609982,0.3931216895580292,inf,1.1895541932847764,inf,inf
27,0.7250691613389386,0.39431217312812805,inf,1.3253922621409098,inf,inf,0.7435884061786864,0.4010581970214844,inf,1.3569148593478733,inf,inf
28,0.7216105016569296,0.40330687165260315,inf,1.3172858821021185,inf,inf,0.7416849795315,0.3941798806190491,inf,1.3747166951497396,inf,inf
29,0.720529891591933,0.40052908658981323,inf,inf,inf,inf,0.7407752169503106,0.3989417850971222,inf,1.2678723441229927,inf,inf
30,0.7175941313720412,0.39847883582115173,inf,1.3120707114537558,inf,inf,0.737714445259836,0.4021163880825043,inf,1.3597126854790582,inf,inf
31,0.715167229829563,0.4035052955150604,inf,1.3262928830252754,inf,inf,0.7398789111110899,0.3978835940361023,inf,1.220092815823025,inf,inf
32,0.7170011434911026,0.3968254029750824,inf,1.318625815709432,inf,inf,0.735454752544562,0.39947089552879333,inf,1.3659386105007596,inf,inf
33,0.7144731369076504,0.3939814865589142,inf,1.3175453927781846,inf,inf,0.7351785307129224,0.39841270446777344,inf,1.2768218146430121,inf,inf
34,0.7158028866681788,0.39933863282203674,inf,1.320197754436069,inf,inf,0.7350787952542305,0.39259257912635803,inf,1.2431354522705078,inf,inf
35,0.7125086059172948,0.4018518626689911,inf,1.2911970456441244,inf,inf,0.7328068693478902,0.4079365134239197,inf,1.3946200052897135,inf,inf
36,0.7097112126234505,0.4005952477455139,inf,1.3451500627729627,inf,inf,0.729656173951096,0.4000000059604645,inf,1.376859113905165,inf,inf
37,0.7104566197014517,0.39953702688217163,inf,1.3473643567827014,inf,inf,0.7288252615266376,0.4026454985141754,inf,1.2832601335313585,inf,inf
38,0.7106604732779993,0.40125662088394165,inf,1.3065714756647746,inf,inf,0.7331248578098085,0.40423280000686646,inf,1.3630434672037761,inf,inf
39,0.7085184587786595,0.40052908658981323,inf,1.2677193111843532,inf,inf,0.726914348701636,0.4010581970214844,inf,1.1884974161783854,inf,inf
40,0.7094544588484698,0.3996031880378723,inf,1.3168824778662787,inf,inf,0.7255133448375596,0.4015873074531555,inf,1.3417071448432074,inf,inf
41,0.707736739826699,0.40019840002059937,inf,1.2911027219560411,inf,inf,0.7251844349834654,0.40740740299224854,inf,1.3534791310628256,inf,inf
42,0.7073612251215511,0.4035714268684387,inf,1.3331038845909966,inf,inf,0.7271253395411703,0.40634921193122864,inf,1.1636986202663846,inf,inf
43,0.7076020981288619,0.39834657311439514,inf,1.2887283855014378,inf,inf,0.7307159985105197,0.38148146867752075,inf,1.2601275549994575,inf,inf
44,0.7063312605644266,0.4058862328529358,inf,1.3102222257190281,inf,inf,0.7260054762164752,0.4105820059776306,inf,1.2484999550713434,inf,inf
45,0.7026741325027412,0.4039021134376526,inf,1.3212972614500258,inf,inf,0.729777684311072,0.40529099106788635,inf,1.2370630900065105,inf,inf
46,0.7051710615141524,0.39748677611351013,inf,1.2992123259438408,inf,inf,0.721585578388638,0.4021163880825043,inf,1.368096415201823,inf,inf
47,0.7023183243349195,0.4009920656681061,inf,1.3100967884063721,inf,inf,0.7205300584435463,0.4000000059604645,inf,1.4344506157769097,inf,inf
48,0.7048120258169042,0.4007275104522705,inf,1.317612009578281,inf,inf,0.72056900974777,0.4037036895751953,inf,1.279365242852105,inf,inf
49,0.7031035869071881,0.40026456117630005,inf,1.305783165825738,inf,inf,0.7211034208536148,0.40846559405326843,inf,1.156034321255154,inf,inf
50,0.7042246924506294,0.397817462682724,inf,1.2824394120110405,inf,inf,0.7205305074652036,0.40740740299224854,inf,1.2883009592692056,inf,inf
51,0.7026733274054197,0.40310847759246826,inf,1.2721826076507567,inf,inf,0.7203123203582233,0.4089947044849396,inf,1.3037223815917969,inf,inf
52,0.6986941122242973,0.4009920656681061,inf,1.334922938876682,inf,inf,0.725647504048215,0.385185182094574,inf,inf,inf,inf
53,0.7021558578333094,0.4010581970214844,inf,1.3224835528267755,inf,inf,0.7181604399449295,0.4089947044849396,inf,1.312259038289388,inf,inf
54,0.699244126253244,0.4027116298675537,inf,1.310283539030287,inf,inf,0.7222631493376361,0.38359788060188293,inf,1.30708736843533,inf,inf
55,0.7018206741867794,0.4000661373138428,inf,1.3194540394677057,inf,inf,0.718915497759978,0.4095238149166107,inf,1.327388678656684,inf,inf
56,0.6976719607392119,0.403769850730896,inf,1.2987903118133546,inf,inf,0.7187913277910816,0.40740740299224854,inf,1.3447239557902018,inf,inf
57,0.6981233829839362,0.4017857015132904,inf,1.3192930301030477,inf,inf,0.7178355370130803,0.4000000059604645,inf,inf,inf,inf
58,0.6962726649517814,0.4067460298538208,inf,1.3190231376224093,inf,inf,0.7215457934472296,0.3920634984970093,inf,1.242327414618598,inf,inf
59,0.6989399730538328,0.3997354507446289,inf,1.3045645713806153,inf,inf,0.7180777721107006,0.39947089552879333,inf,1.1400681813557942,inf,inf
60,0.6950384754791028,0.40443122386932373,inf,1.3157357136408487,inf,inf,0.7175138976838854,0.4015873074531555,inf,1.1970481872558594,inf,inf
61,0.6996267632374333,0.39609789848327637,inf,1.331533506181505,inf,inf,0.7191880350311597,0.4079365134239197,inf,1.0484634399414063,inf,inf
62,0.6961667740200129,0.40423280000686646,inf,1.2853017621570164,inf,inf,0.7179275078905953,0.4010581970214844,inf,1.3485430399576823,inf,inf
63,0.6955461283524831,0.40238094329833984,inf,1.3112273322211372,inf,inf,0.7139129802584648,0.4079365134239197,inf,1.3299358367919922,inf,inf
