epoch,train_loss,train_accuracy,"train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))",val_loss,val_accuracy,"val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))"
1,0.8027013876170755,0.5466227531433105,inf,0.6069723056323493,0.6546762585639954,inf
2,0.5785172839309568,0.6822075843811035,inf,0.4597243713353997,0.6892086267471313,inf
3,0.48236193332438154,0.6917627453804016,inf,0.3998695692019676,0.6906474828720093,inf
4,0.4362579977122423,0.6924217343330383,inf,0.3740970052000302,0.6906474828720093,inf
5,0.42689780028206165,0.6929159760475159,inf,0.3505189385431916,0.6935251951217651,inf
6,0.3979757104800126,0.6932454705238342,inf,0.33946735067154044,0.6949640512466431,inf
7,0.40160026463949794,0.6925864815711975,inf,0.33556870671350564,0.6935251951217651,inf
8,0.39907524865642885,0.6943987011909485,inf,0.33116020367883925,0.6920863389968872,inf
9,0.3953639803959109,0.6909390687942505,inf,0.3252979042703536,0.6920863389968872,inf
10,0.37826008495883406,0.6915979981422424,inf,0.32100810939029084,0.6920863389968872,inf
11,0.3675508281651223,0.6960461139678955,inf,0.3135317119477845,0.7021582722663879,inf
12,0.38160821438253484,0.6947281956672668,inf,0.3162256582125799,0.6920863389968872,inf
13,0.3880416635737241,0.6924217343330383,inf,0.3090419594698878,0.6920863389968872,inf
14,0.3576419399546407,0.6967051029205322,inf,0.3115653988363138,0.6920863389968872,inf
15,0.38440077211881907,0.6940692067146301,inf,0.30643679340606306,0.70071941614151,inf
16,0.3707267371363172,0.6962108612060547,inf,0.3130499785905009,0.6920863389968872,inf
17,0.37502739898094506,0.6953871250152588,inf,0.3055071162699319,0.6992805600166321,inf
18,0.34709593668997846,0.694892942905426,inf,0.30953265951751774,0.6978417038917542,inf
19,0.3478333693398076,0.6907743215560913,inf,0.3046776527233088,0.696402907371521,inf
20,0.35841891426836775,0.6978583335876465,inf,0.30571448775147325,0.6978417038917542,inf
21,0.35141170934608607,0.6958813667297363,inf,0.3029605444353908,0.6978417038917542,inf
22,0.34566866922601364,0.6909390687942505,inf,0.3036086373587153,0.6978417038917542,inf
23,0.35412091297036574,0.6935749650001526,inf,0.30415552707194393,0.6978417038917542,inf
24,0.3419323718053437,0.69209223985672,inf,0.3023903045191694,0.6978417038917542,inf
25,0.3376372513683321,0.6980230808258057,inf,0.30426046852745225,0.6978417038917542,inf
26,0.35544096058774216,0.6925864815711975,inf,0.30221942926187123,0.6978417038917542,inf
27,0.34570391935026534,0.6934102177619934,inf,0.3014288975287284,0.6978417038917542,inf
28,0.35074261331182216,0.694892942905426,inf,0.30081515912133366,0.696402907371521,inf
29,0.35522948830414597,0.6963756084442139,inf,0.30149736274867805,0.6978417038917542,inf
30,0.35280957392756346,0.694892942905426,inf,0.30073334332277524,0.6978417038917542,inf
31,0.35751820435904175,0.7008237242698669,inf,0.3001156545508264,0.696402907371521,inf
32,0.3503618054387865,0.6953871250152588,inf,0.30029562666122595,0.7079136967658997,inf
33,0.36392025128006933,0.6934102177619934,inf,0.3013800154092596,0.6920863389968872,inf
34,0.36287844442875583,0.6976935863494873,inf,0.2986922423674989,0.6949640512466431,inf
35,0.36848841898630713,0.7029653787612915,inf,0.301057696537073,0.6978417038917542,inf
36,0.33933618000978344,0.6945634484291077,inf,0.3013233334493281,0.6920863389968872,inf
37,0.3534166888690719,0.6980230808258057,inf,0.29981761851083877,0.6978417038917542,inf
38,0.3453008917325707,0.706919252872467,inf,0.2972928379009019,0.6920863389968872,inf
39,0.32978753956191453,0.7001647353172302,inf,0.2987429909686099,0.7151079177856445,inf
40,0.34516371176099386,0.7014827132225037,inf,0.3007572442293167,0.6920863389968872,inf
41,0.35188263449817897,0.6976935863494873,inf,0.30063684640535665,0.6920863389968872,inf
42,0.3475299735736346,0.6986820697784424,inf,0.2978628227181399,0.7064748406410217,inf
43,0.3476484136638519,0.7039538621902466,inf,0.29715033987564826,0.7107913494110107,inf
44,0.3418248447406793,0.7056013345718384,inf,0.303024176869597,0.6949640512466431,inf
45,0.3457866781608802,0.6958813667297363,inf,0.29630713673558695,0.7136690616607666,inf
46,0.3469415811839226,0.7001647353172302,inf,0.29588143503877207,0.7136690616607666,inf
47,0.34830490340278525,0.7004942297935486,inf,0.29572806271043284,0.7136690616607666,inf
48,0.3472180626102697,0.7019769549369812,inf,0.2968011807872733,0.7107913494110107,inf
49,0.36074147977317883,0.706919252872467,inf,0.29789698880110216,0.7079136967658997,inf
50,0.3418509140941445,0.7049423456192017,inf,0.29935233403386463,0.7107913494110107,inf
51,0.33625648644204453,0.7059308290481567,inf,0.296142017302006,0.7079136967658997,inf
52,0.3365270004442362,0.7084019780158997,inf,0.29752241875698315,0.7107913494110107,inf
53,0.3486064578345585,0.7082372307777405,inf,0.29695501314726336,0.7093524932861328,inf
54,0.34029653266977483,0.7024711966514587,inf,0.2941736500543445,0.7122302055358887,inf
55,0.33705183956075774,0.7031301259994507,inf,0.2940358787413631,0.7107913494110107,inf
56,0.33902968075996803,0.7056013345718384,inf,0.2965325945571287,0.7079136967658997,inf
57,0.33776086262105226,0.7070840001106262,inf,0.2952860153294099,0.7165467739105225,inf
58,0.34494361400290907,0.7046128511428833,inf,0.29365932921976295,0.7107913494110107,inf
59,0.3621905221142501,0.7092257142066956,inf,0.293128998421911,0.7107913494110107,inf
60,0.35470223049589683,0.7093904614448547,inf,0.29581599700639943,0.7093524932861328,inf
61,0.3374557793384122,0.7098847031593323,inf,0.29703992279941466,0.7151079177856445,inf
62,0.3231922402699417,0.7028006315231323,inf,0.2943053373149527,0.7151079177856445,inf
63,0.3393972976881767,0.7070840001106262,inf,0.29375232033320325,0.7107913494110107,inf
64,0.34042657665107573,0.7060955762863159,inf,0.29456758091865637,0.7093524932861328,inf
65,0.3665319811857401,0.7100494503974915,inf,0.29555130502514876,0.7093524932861328,inf
66,0.3470122433798475,0.7113673686981201,inf,0.29526808960780276,0.7107913494110107,inf
67,0.3412557235614301,0.7077429890632629,inf,0.2982111100329837,0.7107913494110107,inf
68,0.3486316254745438,0.7093904614448547,inf,0.2946025971601258,0.7093524932861328,inf
69,0.3410633877476799,0.7067545056343079,inf,0.29167622593301,0.7107913494110107,inf
70,0.3464767794986473,0.7107083797454834,inf,0.2930092016207193,0.7093524932861328,inf
71,0.32566064447164533,0.7118616104125977,inf,0.2916756147490953,0.7122302055358887,inf
72,0.34988884815737326,0.7097199559211731,inf,0.2948517692622854,0.7107913494110107,inf
73,0.33628049091932094,0.7085667252540588,inf,0.29404139313012806,0.7107913494110107,inf
74,0.35060045536189716,0.7074134945869446,inf,0.2942540120027626,0.7151079177856445,inf
75,0.3319085583090782,0.7090609669685364,inf,0.29622225958242343,0.7107913494110107,inf
76,0.34146319876172554,0.7062603235244751,inf,0.2974383209818112,0.7093524932861328,inf
77,0.3321336061093155,0.7067545056343079,inf,0.2965863314109729,0.7093524932861328,inf
78,0.3404457682343287,0.7074134945869446,inf,0.29388641318612135,0.7151079177856445,inf
79,0.33132058161302147,0.7077429890632629,inf,0.29346208659403805,0.7122302055358887,inf
80,0.3318925414208288,0.7093904614448547,inf,0.29358455850117243,0.7107913494110107,inf
81,0.34289161128766626,0.708731472492218,inf,0.2916897266352577,0.7093524932861328,inf
82,0.34473568380714575,0.7080724835395813,inf,0.2924189359755881,0.7107913494110107,inf
83,0.3368443424874377,0.7047775983810425,inf,0.2943085370613123,0.7107913494110107,inf
84,0.32721025677763416,0.708731472492218,inf,0.2935605427083462,0.7122302055358887,inf
85,0.3281750128430393,0.7125205993652344,inf,0.29396520696802814,0.7107913494110107,inf
86,0.3297288121568544,0.7136738300323486,inf,0.29464813809730667,0.7093524932861328,inf
87,0.3303074532997942,0.7065897583961487,inf,0.29021954368243913,0.7093524932861328,inf
88,0.33279970207852183,0.7088962197303772,inf,0.2898777667989037,0.7107913494110107,inf
89,0.3278203976575599,0.712191104888916,inf,0.29270634800195694,0.7079136967658997,inf
90,0.3281641205685718,0.7112026214599609,inf,0.29125269938871934,0.7122302055358887,inf
91,0.3428294586853307,0.7064250707626343,inf,0.29242357330869384,0.7079136967658997,inf
92,0.3271099481731653,0.7141680121421814,inf,0.29425885467164553,0.7107913494110107,inf
93,0.32887268933667757,0.7085667252540588,inf,0.2902637561922198,0.7122302055358887,inf
94,0.3163229349391343,0.7067545056343079,inf,0.28910578840148093,0.7122302055358887,inf
95,0.32974263523296216,0.7115321159362793,inf,0.290081421010641,0.7122302055358887,inf
96,0.32529274317757967,0.7065897583961487,inf,0.2901649110074808,0.7107913494110107,inf
97,0.33904313123219204,0.7102141976356506,inf,0.28967498372128203,0.7107913494110107,inf
98,0.3256358507733409,0.7085667252540588,inf,0.2927930115152206,0.7107913494110107,inf
99,0.33171507793121807,0.712191104888916,inf,0.29041656694694684,0.7107913494110107,inf
100,0.3310754325806607,0.714003324508667,inf,0.2916387765348625,0.7093524932861328,inf
