epoch,train_loss,train_accuracy,"train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))",val_loss,val_accuracy,"val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))"
1,1.0301639480723275,0.31402117013931274,0.000409996509552002,0.9189318577448528,0.3322751224040985,2.0599365234375e-05
2,0.8665016149481137,0.32294973731040955,2.5792916615804037e-05,0.8884465098381042,0.3264550268650055,0.0
3,0.8462474937240283,0.3242063522338867,4.1433175404866536e-05,0.8712941540612115,0.3301587402820587,0.0
4,0.8311727099948459,0.32182538509368896,0.0001437452104356554,0.8541657143168979,0.32592591643333435,0.0
5,0.8144548262159029,0.32605820894241333,7.950994703504774e-05,0.8325146224763659,0.32804232835769653,0.0
6,0.7952056934436162,0.3282407522201538,0.00010575453440348307,0.8128016193707784,0.31587302684783936,7.754431830512153e-05
7,0.7803074806928635,0.3414682447910309,7.58104854159885e-05,0.7976717008484735,0.35079365968704224,0.0
8,0.7688190380732218,0.3572089970111847,0.0001359105110168457,0.7872866365644667,0.3740740716457367,0.0
9,0.7604109050499068,0.3660714328289032,0.0001511812210083008,0.7795456124676599,0.380952388048172,0.00037398868136935765
10,0.7535669804447227,0.37136244773864746,0.0010074363814459907,0.7756720774703556,0.385185182094574,6.270938449435764e-05
11,0.7497942578461435,0.37149471044540405,0.004807060294681125,0.7714183880223169,0.38465607166290283,0.009020635816786025
12,0.7453781016170978,0.37652117013931274,0.0026731901698642305,0.7647370484140185,0.3968254029750824,0.003766441345214844
13,0.745107962232497,0.36752644181251526,0.011642014980316162,0.7618303053908878,0.39153438806533813,0.002538617451985677
14,0.7398553109003438,0.3760581910610199,0.013599118921491835,0.7564482967058818,0.4000000059604645,0.018797323438856338
15,0.7377429911659823,0.3791666626930237,0.012726606263054743,0.7559739457236396,0.4000000059604645,0.06551598442925347
16,0.7322744043336974,0.3781746029853821,0.025538292196061876,0.7506808525986142,0.3989417850971222,0.01488846672905816
17,0.7339755192399025,0.38055557012557983,0.025421225362353854,0.7529353224568897,0.385185182094574,0.09377511342366536
18,0.7282241554102964,0.3828042447566986,0.02341334687338935,0.7505067023966048,0.39947089552879333,0.02238504621717665
19,0.7329515126016405,0.37645503878593445,0.03562056620915731,0.7452418880330192,0.3941798806190491,0.08018674850463867
20,0.7263923016273313,0.38955026865005493,0.03040722343656752,0.7449494550625483,0.3989417850971222,0.03473296695285373
21,0.7265006908939944,0.3770502507686615,0.03540149132410685,0.7409903903802236,0.3888888955116272,0.0685370127360026
22,0.7225831637779871,0.3820105791091919,0.05123133924272325,0.7404394990868038,0.3920634984970093,0.03871886995103624
23,0.7275259328178234,0.38267195224761963,0.0744657556215922,0.7392068011893167,0.3888888955116272,0.08198028140597874
24,0.7241718770729171,0.38425925374031067,0.06274734801716275,0.7429004427459505,0.39523810148239136,0.031571918063693576
25,0.7227251132743227,0.38029101490974426,0.055672160784403485,0.7389320181475745,0.3968254029750824,0.10121499167548285
26,0.7215614711244901,0.38657405972480774,0.06567804151111178,0.7365147105521626,0.38835978507995605,0.14014617072211372
27,0.7179791529559427,0.38227513432502747,0.05734338164329529,0.7361956364578671,0.40052908658981323,0.05856360329522027
28,0.7184474126332336,0.3810846507549286,0.06586475637223986,0.7334916591644287,0.39523810148239136,0.09675479465060764
29,0.7205317965191271,0.38260582089424133,0.0943295141061147,0.7357018202543258,0.4021163880825043,0.039161470201280385
30,0.7170806726544268,0.3849867582321167,0.07136536770396762,0.7371972271137768,0.39841270446777344,0.1637764877743191
31,0.7172038024912278,0.3802248537540436,0.09382550319035848,0.7326912850141525,0.39153438806533813,0.1316269450717502
32,0.716366875761499,0.3878306746482849,0.09988903469509548,0.731325931681527,0.3947089910507202,0.1172620243496365
33,0.7136620512542625,0.3877645432949066,0.07369763122664558,0.7311104393667645,0.3978835940361023,0.1683924251132541
34,0.7140629401533968,0.3909391462802887,0.10103651881217957,0.7302934580379062,0.3936507999897003,0.17020669513278538
35,0.7102523805884023,0.3887566030025482,0.10091598894861009,0.7278297618031502,0.3941798806190491,0.15167663362291123
36,0.7134849686692987,0.39060845971107483,0.10460711518923442,0.72784463547998,0.3978835940361023,0.19988112449645995
37,0.7119910379561285,0.3876984119415283,0.10307826201121012,0.7269897172848384,0.3947089910507202,0.13717275725470648
38,0.7101237912041446,0.3928571343421936,0.09983316792382134,0.7274324430359734,0.3968254029750824,0.12478207482231987
39,0.7128725221691032,0.3849867582321167,0.09834320214059618,0.7262746007906066,0.39629629254341125,0.16876924832661946
40,0.7121809669873781,0.391865074634552,0.11680758992830913,0.7275905284616683,0.4105820059776306,0.08809870613945855
41,0.7079248096173009,0.3978835940361023,0.12268591589397854,0.7291094252632724,0.3899470865726471,0.20173310968610975
42,0.7102196770306263,0.393584668636322,0.12645086977216932,0.7264853798680835,0.4026454985141754,0.15968818664550782
43,0.7064209176434411,0.3908730149269104,0.11844261752234565,0.7234337285161019,0.4037036895751953,0.18701092931959365
44,0.7090850102404753,0.39160051941871643,0.13698185748524136,0.7232315679391225,0.38941797614097595,0.20982574886745878
45,0.7084878819166787,0.3938491940498352,0.12521706620852152,0.7241018361515469,0.39735448360443115,0.14093894958496095
46,0.7075280217557318,0.3965608477592468,0.13408778309822084,0.7236073532038265,0.4026454985141754,0.21392188602023654
47,0.7061006443988945,0.3900793790817261,0.1302567462126414,0.7279727231297228,0.3989417850971222,0.2311293707953559
48,0.7056474916843904,0.3900132179260254,0.11388321452670627,0.7231011367506451,0.4026454985141754,0.09637317127651639
49,0.7064273907389078,0.3947751224040985,0.15849648846520317,0.7214460344778166,0.4079365134239197,0.19154872364468045
50,0.7062301768403915,0.3939153552055359,0.1288860215081109,0.7241067295273145,0.4058201014995575,0.1699474917517768
51,0.7034903192375269,0.3930555582046509,0.16010627746582032,0.7216632006896867,0.4026454985141754,0.19107814364963108
52,0.7048317598075502,0.39728835225105286,0.16503073506885105,0.7214934744768673,0.4021163880825043,0.1458829402923584
53,0.7024101820981337,0.3936507999897003,0.1436610327826606,0.7244741645124223,0.40529099106788635,0.11632944742838541
54,0.7048494118834949,0.3941798806190491,0.1695881492561764,0.7212109128634135,0.4126984179019928,0.18209034072028266
55,0.6988427408350011,0.40317460894584656,0.14727485643492805,0.7235851092471017,0.39523810148239136,0.23843143781026205
56,0.7067297355944497,0.39146825671195984,0.16604663332303365,0.7225588818391164,0.4058201014995575,0.15053001509772407
57,0.6997889117855165,0.39523810148239136,0.15844632122251723,0.7215972969929377,0.41111111640930176,0.13070474200778537
58,0.7048901408859011,0.3940476179122925,0.17496103975507948,0.7221394795510504,0.38359788060188293,0.27523847685919867
59,0.7003631823747937,0.39708995819091797,0.15618670450316535,0.7178607423272397,0.40423280000686646,0.21827066739400228
60,0.7013663450514691,0.3936507999897003,0.15684820380475786,0.7186311600936783,0.41322749853134155,0.16196559270222982
61,0.7004363774839375,0.402910053730011,0.17242094642586178,0.7188960784011417,0.40846559405326843,0.15898722012837727
62,0.7021444558476408,0.4000661373138428,0.17941311134232416,0.7214245360344649,0.4037036895751953,0.2689783838060167
63,0.7003777353403469,0.40410053730010986,0.1680909017721812,0.7194184377789498,0.40529099106788635,0.25006118880377876
64,0.6975142456591129,0.40324074029922485,0.15616458124584623,0.717706023570564,0.40846559405326843,0.3062367757161458
65,0.7005772209364093,0.39914020895957947,0.18955135146776836,0.7168787526587646,0.4021163880825043,0.17395506964789498
66,0.6987213381359146,0.3908068835735321,0.16904941863483852,0.7173831687205368,0.4148148000240326,0.20294289588928222
67,0.6978763236509015,0.39847883582115173,0.18559598591592577,0.7162476516432232,0.39841270446777344,0.2168186558617486
68,0.6966037850464798,0.39543649554252625,0.1862758073541853,0.714545338269737,0.4089947044849396,0.2814915551079644
69,0.6978448728306426,0.40317460894584656,0.19529024693701003,0.7155109973417388,0.40846559405326843,0.23228305710686578
70,0.6994523750100698,0.3997354507446289,0.20045749412642586,0.7167974079648654,0.40529099106788635,0.20001189443800185
71,0.696453241403732,0.39927250146865845,0.2002083619435628,0.7149405445489618,0.40052908658981323,0.2600754525926378
72,0.6969703633545173,0.3960317373275757,0.20182890693346658,0.716336522789465,0.3920634984970093,0.25966268645392526
73,0.6988134749802865,0.39232805371284485,0.20627522302998436,0.7197816088795662,0.41428571939468384,0.1426534546746148
74,0.6923028559346373,0.4009259343147278,0.20511724948883056,0.7173907293213738,0.4026454985141754,0.1560873932308621
75,0.6998009322211146,0.3951058089733124,inf,0.7162861882812447,0.4047619104385376,0.17547461191813152
76,0.6927284121409887,0.3997354507446289,0.20184683667288886,0.7152707732386059,0.4026454985141754,0.23391802046034071
77,0.6974416702778803,0.40343916416168213,0.22740098039309184,0.7250318297495445,0.38359788060188293,0.3500687493218316
78,0.6950648522314926,0.4039682447910309,0.1981804198688931,0.7148923556009928,0.40423280000686646,0.20391365157233343
79,0.6907964721684241,0.40509259700775146,0.21481861935721502,0.7123559274193313,0.4047619104385376,0.25528666708204484
80,0.6968959507196106,0.402910053730011,0.22299894491831462,0.713457080307934,0.4105820059776306,0.24389784071180556
81,0.6919276888896194,0.4045634865760803,0.21467603445053102,0.7152850518623988,0.4047619104385376,0.22210448053148057
82,0.6954917264507255,0.39748677611351013,0.1927431027094523,0.7149684419234593,0.4148148000240326,0.20548020998636882
83,0.6928436525709306,0.4030423164367676,0.21931465400589836,0.7115864937504133,0.40740740299224854,0.2702130529615614
84,0.6947941221167437,0.4016534388065338,0.24303756985399458,0.71190329587294,0.4058201014995575,0.29672673013475204
85,0.6925567189904137,0.4066798985004425,0.22627264923519558,0.7141563225537538,0.40317460894584656,0.2726791540781657
86,0.6873566633400817,0.4058862328529358,0.20164257221751744,0.7111380494717094,0.3941798806190491,0.3270479679107666
87,0.697900406540268,0.3990079462528229,0.22568933930661944,0.7121602765387959,0.3941798806190491,0.21855937639872233
88,0.69288963326253,0.4068121612071991,0.21878578729099699,0.7111548538009326,0.4026454985141754,0.28654163678487143
89,0.69395857322185,0.40330687165260315,0.2324716548124949,0.7121716985685957,0.4058201014995575,0.22262704107496473
90,0.6892221888268574,0.4056878387928009,0.23399575319555072,0.7175570704870754,0.40423280000686646,0.1869500266181098
91,0.6902953769804703,0.4005952477455139,0.23337691293822393,0.7108690123591158,0.4021163880825043,0.24658260875278049
92,0.6938910708762706,0.4056217074394226,0.22474381460083856,0.7111337255272601,0.40846559405326843,0.2752581278483073
93,0.6901476208094715,0.40535715222358704,0.23588249418470594,0.7114765926367707,0.42222222685813904,0.2575696309407552
94,0.686824773487428,0.40727514028549194,0.23532222840521072,0.7105252302769157,0.41216930747032166,0.28256950908237033
95,0.6961055397133653,0.4017857015132904,0.23437617454263898,0.7120565416084396,0.40529099106788635,0.2296012454562717
96,0.6887630162605395,0.408730149269104,0.24911320010821025,0.7147528202169471,0.3989417850971222,inf
97,0.6938824129265009,0.40317460894584656,0.22994936439726088,0.7111597360008293,0.40529099106788635,0.22333411110772028
98,0.6861601696944692,0.40833333134651184,0.24241741100947062,0.709259948713912,0.3978835940361023,0.2862722396850586
99,0.6904257893329486,0.40138888359069824,0.2550659437974294,0.7200254779515995,0.39153438806533813,0.4020178900824653
100,0.6884772124441547,0.40734127163887024,inf,0.7096571647872527,0.4089947044849396,0.2583055337270101
