epoch,train_loss,train_accuracy,"train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","train_ChainPrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","train_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=1))","train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=2))",val_loss,val_accuracy,"val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","val_ChainPrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","val_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=1))","val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=2))"
1,0.9719831326527115,0.45284920930862427,0.7238922498823608,inf,0.7262845698229323,0.49370956979255765,0.2295265393178971,0.9538002171606388,0.5049505233764648,0.9677627491501143,0.5952441557398382,0.6316646360001474,0.369382714325527,0.21247021657116008
2,0.8761725420136641,0.4699949622154236,0.8752774142548966,0.4750556030094763,0.47761561552311277,0.4510647318123096,0.17808061321669497,0.8837784618701575,0.5049505233764648,1.079765427787349,0.6005549880693544,0.5005255105360499,0.3141352005724637,0.18670109083067696
3,0.7958343731156556,0.5748865604400635,inf,0.4502672088229963,0.4099270577173881,0.3621248975570643,0.15975310623785371,0.8413419790987698,0.594059407711029,1.0597754784350126,0.5438835755834039,0.4554793159916716,0.27887958850500716,0.1873109295683087
4,0.8072570901564747,0.6172465682029724,0.8807520855226897,inf,0.42539495606612265,0.3872667592917449,0.15012637332116693,0.8147363212873351,0.6336633563041687,0.9931859430277122,0.5001201269761572,0.5077398768011129,0.23887035981664118,0.16024727191565172
5,0.793288562560249,0.5723651051521301,0.8664062039913561,0.39822717349479014,0.4257992536736875,0.3888881407521089,0.1412342968255072,0.8040757741568223,0.6336633563041687,1.0154572612834427,0.4840837514625405,0.47057795974443545,0.28360048330055093,0.14075950406632334
6,0.7260136735523054,0.5552193522453308,0.8250922419706608,0.3502663231566025,0.4032657598723293,0.3263912011086243,0.1268553853872509,0.7927805747625962,0.6336633563041687,1.078134392792324,0.3642465663406084,0.4950143166308133,0.243334284368551,0.1448448289115474
7,0.699887821490089,0.5552193522453308,0.8158299359002213,0.2977464679253464,0.35077755791800364,0.2979978733375424,0.1057945193954039,0.7736341919539109,0.6435643434524536,1.1004777944312905,0.4366324982553158,0.46598598192322926,0.23301911803911318,0.11377254746994882
8,0.7035298725760234,0.5557236671447754,0.797410855527784,0.3001155021319066,0.3684321030520723,0.3136059154671305,0.08501355660603811,0.7591690803473851,0.6270626783370972,0.9755975255426371,0.4875114728819649,0.5072783524135374,0.18800809698284798,0.09293696790371302
9,0.7242160788464602,0.528996467590332,0.8409404129278465,0.31774350798381296,0.4431233383732601,0.3306883140805175,0.07612379519945006,0.7670960336361291,0.4653465449810028,0.9502044893660635,0.4316525549258826,0.49217342880536924,0.22712568067154795,0.09007302770074808
10,0.6976381457940756,0.46091780066490173,0.733539204965989,0.3010409925246406,0.37880782500363064,0.3199824583335001,0.0632842189394618,0.7595649991395339,0.46204620599746704,1.0111460415822155,0.5235299344332713,0.4693086012354437,0.20169449752231813,0.06304558942902763
11,0.7030056858788609,0.4649520814418793,0.812453555837448,0.3229216892769521,0.434055073758199,0.3347482240172125,0.0636617718591623,0.7643467289096905,0.4785478413105011,0.9700304067359781,0.3447274621927513,0.4962413176050726,0.22267913368512998,0.07248123186939168
12,0.7389853466869238,0.4629349410533905,0.8170863381593512,0.3162805341725048,0.4361909066765314,0.3908383394013523,0.057966289252252154,0.7556983851036936,0.4785478413105011,0.9293426657622715,0.45154665101249264,0.4907437630419461,0.27959333275848963,0.06440155686072584
13,0.6960958315002834,0.4624306559562683,0.7735408597584351,0.3174563710527621,0.4200585307226248,0.351396274231636,0.056943621582393064,0.7644184546650581,0.40594059228897095,0.8873601229685657,0.37820409378915465,0.4658532952362636,0.27210997635463496,0.07099994848359306
14,0.6986353583023196,0.44225919246673584,0.7379284552723797,0.27689464310013995,0.3851291837401915,0.34192810628118225,0.053257668150950926,0.7563928095799572,0.4125412404537201,0.8819208325080152,0.5107013054613797,0.48988853310639,0.2151862990181401,0.05067284826962453
15,0.6937375333884281,0.45284920930862427,0.7171872293083673,0.2816519100716298,0.37072079522269114,0.34637186287158545,0.04047399497562605,0.7485968650511976,0.4125412404537201,0.8436777366782134,0.39562712975268094,0.4932902893930111,0.23270530520745045,0.04470090033873072
16,0.7041626779201159,0.45284920930862427,0.7842058565912537,0.297394224296409,0.3816972772745673,0.37726538186888503,0.03927007300094363,0.7474569565844986,0.4191419184207916,0.913378265668761,0.5037779358198058,0.4724599910232256,0.24201377832664633,0.05574520354001027
