epoch,train_loss,train_accuracy,"train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=9, count=1))","train_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=9, b=14))","train_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=8, b=9))","train_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=9))",val_loss,val_accuracy,"val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=9, count=1))","val_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=9, b=14))","val_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=8, b=9))","val_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=9))"
24,1.3467857047575855,0.8743139505386353,inf,inf,inf,inf,1.3222480239058818,0.8848963975906372,inf,0.910942801299317,1.1070927827079138,inf
25,1.3464111122999403,0.8746348023414612,inf,0.8976919456185314,inf,inf,1.3131111602010175,0.878871500492096,inf,0.8882566355851876,1.0343448537361135,inf
26,1.3472812944960362,0.8743680119514465,inf,0.8965942209952199,inf,inf,1.3160043296816792,0.8794126510620117,inf,inf,1.040451870986874,inf
27,1.3445206608371763,0.872689425945282,inf,inf,inf,inf,1.3039788165577537,0.8792683482170105,inf,0.896315857789076,inf,inf
28,1.3328213390964647,0.8724901676177979,inf,0.8882113160526249,inf,inf,1.310243424461778,0.8783303499221802,inf,0.880600946073976,inf,inf
29,1.3392965908202032,0.873060941696167,inf,0.895732830454199,inf,inf,1.3040765681775943,0.878925621509552,inf,0.8964847240528704,1.1212236817363959,inf
30,1.3423121667393254,0.8730091452598572,inf,0.8981545940232026,inf,inf,1.306643220853555,0.878943681716919,inf,0.9189166410685594,inf,inf
31,1.332202465343163,0.8730136752128601,inf,0.9040127846442821,inf,inf,1.306362232253534,0.8789797425270081,inf,0.8809678376309458,1.0244888869260027,inf
32,1.3376442451522021,0.8721343874931335,inf,inf,1.0021781112575388,inf,1.309196903030865,0.8797012567520142,inf,0.898796010925336,1.027639941873268,inf
33,1.32949138850705,0.8697645664215088,inf,inf,inf,inf,1.2986712433328351,0.8780327439308167,inf,0.8745677292935434,inf,inf
34,1.3236845924053522,0.8700122833251953,inf,inf,inf,inf,1.30235529567891,0.878997802734375,inf,0.9216323642031262,inf,inf
35,1.3212846291754812,0.8714859485626221,inf,inf,inf,inf,1.2991030706000668,0.8850226402282715,inf,0.8998816635443898,inf,inf
36,1.3205475237791537,0.8707215189933777,inf,0.8868165158683173,inf,inf,1.2933084296796558,0.8786911368370056,inf,0.887908497717552,1.0545608825845005,inf
37,1.3197713661706925,0.872647762298584,inf,0.8933163307167745,inf,inf,1.3016263065476974,0.87971031665802,inf,0.8496661287100594,1.035058016837568,inf
38,1.3132321407140912,0.8726511597633362,inf,inf,inf,inf,1.287439227968747,0.8799448013305664,inf,0.8822423080126893,1.0083441041588614,inf
39,1.3191446721553048,0.8721299171447754,inf,0.8824801938113193,inf,inf,1.2946678392488826,0.8794667720794678,inf,0.8800975627388032,inf,inf
40,1.3103149910561385,0.8720364570617676,inf,inf,inf,inf,1.2973811670651816,0.8847430348396301,inf,0.8920390935475466,inf,inf
41,1.3161640968158903,0.8721794486045837,inf,inf,inf,inf,1.2886419465681898,0.8781589865684509,inf,inf,0.9438104168820617,inf
42,1.3075152278147404,0.871834933757782,inf,inf,inf,inf,1.2960031647332377,0.8793044090270996,inf,0.8691921590581767,0.9656188050849818,inf
43,1.317843370693109,0.8715861439704895,inf,inf,inf,inf,1.2985583872079898,0.8794217109680176,inf,inf,1.0128011125099172,inf
44,1.3147388176155188,0.873172402381897,inf,inf,inf,inf,1.2881293145601542,0.8800440430641174,inf,0.9092294322418729,inf,inf
45,1.3094245179847903,0.8733153939247131,inf,inf,inf,inf,1.2854006853342355,0.8800079226493835,inf,inf,1.0130809015884723,inf
46,1.3089657841997289,0.873460590839386,inf,inf,inf,inf,1.288523631742727,0.8795118927955627,inf,0.8727226297677152,1.0584816455168515,inf
47,1.307327118284555,0.8729382157325745,inf,0.8820294791571963,inf,inf,1.2862954723050908,0.8795479536056519,inf,0.842775228497676,0.9705645691692745,inf
48,1.313613028195538,0.8725183010101318,inf,inf,inf,inf,1.2935907073181603,0.8854284882545471,inf,inf,inf,inf
49,1.3056557559121946,0.8736159801483154,inf,0.8797534567479743,inf,inf,1.2915077639848653,0.8799628615379333,inf,inf,1.008520745760295,inf
50,1.307083829351161,0.8729236125946045,inf,inf,inf,inf,1.2932433093820281,0.8798456192016602,inf,inf,1.0097534205916907,inf
51,1.3120221124249056,0.8721310496330261,inf,0.8762159793137095,0.9798152476804004,inf,1.282412581279622,0.8794217109680176,inf,inf,0.9679331695411371,inf
52,1.3060296651240964,0.8725869655609131,inf,inf,inf,inf,1.287634537160576,0.879737377166748,inf,0.8771192634055242,inf,inf
53,1.302100546975801,0.8726624250411987,inf,inf,inf,inf,1.2934233808320137,0.8801612854003906,inf,0.856117465432171,1.0261574265650868,inf
54,1.2986149213862823,0.8743184804916382,inf,inf,inf,inf,1.2882184279643594,0.8796291351318359,inf,inf,0.9839661706485937,inf
55,1.3050251517152172,0.8725723624229431,inf,inf,inf,inf,1.2785240406180776,0.8792503476142883,inf,inf,1.0263012719927789,inf
56,1.2965415157363458,0.8737781047821045,inf,inf,inf,inf,1.2797142260123109,0.8800801038742065,inf,0.8593783805669615,inf,inf
57,1.3004196494401306,0.8726995587348938,inf,inf,inf,inf,1.292313294822743,0.879024863243103,inf,inf,inf,inf
58,1.3015600212474503,0.8716559410095215,inf,inf,inf,inf,1.2883155168097924,0.8792864084243774,inf,0.8814015132920194,inf,inf
59,1.2967856398692645,0.8725306987762451,inf,inf,inf,inf,1.2927206813164624,0.8852571249008179,inf,0.9185156102577284,1.017955058384345,inf
60,1.2986690405105743,0.8730372786521912,inf,inf,inf,inf,1.2812297886392832,0.8796201348304749,inf,0.8881885393382127,inf,inf
61,1.3091469601000933,0.8730800747871399,inf,inf,inf,inf,1.2834441548526505,0.8854916095733643,inf,0.8682565816871202,inf,inf
62,1.2952968699590384,0.8730733394622803,inf,0.88005039240647,inf,inf,1.2870749130107106,0.8795389533042908,inf,inf,0.9803108903349539,inf
63,1.3006818009617744,0.872480034828186,inf,inf,inf,inf,1.286560783142896,0.8796201348304749,inf,0.8915766193432936,inf,inf
64,1.3070196486986696,0.8735506534576416,inf,inf,inf,inf,1.2758904715002548,0.8798546195030212,inf,inf,inf,inf
65,1.2946787821598955,0.8712664246559143,inf,0.8772226625530112,inf,inf,1.2800238492734906,0.8792954087257385,inf,inf,inf,inf
66,1.3109059142747144,0.8716649413108826,inf,inf,inf,inf,1.2856230435867375,0.87971031665802,inf,0.9285759223028702,1.0070994663642054,inf
67,1.2951485791496955,0.8727918863296509,inf,inf,inf,inf,1.2804581892062548,0.8799538016319275,inf,0.8906842091860321,1.0053285610860763,inf
68,1.2944256814282977,0.8730913400650024,inf,0.8724173785706293,inf,inf,1.2829698009829604,0.8798365592956543,inf,inf,0.9106174009643253,inf
69,1.2826849085621876,0.8735563158988953,inf,inf,inf,inf,1.2877529424833793,0.8795660138130188,inf,inf,inf,inf
70,1.2996724884157989,0.8711695671081543,inf,0.8776639573296405,inf,inf,1.2799128209705501,0.8796201348304749,inf,inf,0.9367707222910291,inf
71,1.2892860981485597,0.8721737861633301,inf,inf,inf,inf,1.274302981856191,0.8798275589942932,inf,0.8894594095657844,inf,inf
72,1.3001065748127205,0.8709793090820312,inf,inf,inf,inf,1.2809149544765053,0.8790338635444641,inf,inf,1.04194668351511,inf
73,1.2941683555515955,0.8695259094238281,inf,inf,inf,inf,1.2817582949162625,0.8800801038742065,inf,inf,0.9846539564630377,inf
74,1.2924544618873115,0.8720521926879883,inf,inf,inf,inf,1.2792178317976513,0.8797644376754761,inf,0.8591733799330439,0.9371271886677601,inf
75,1.291070270814053,0.8714645504951477,inf,inf,inf,inf,1.2774107906633756,0.8797193169593811,inf,inf,inf,inf
76,1.2830113897515651,0.8714994192123413,inf,0.8792093162297845,inf,inf,1.2740816186290551,0.8797012567520142,inf,0.8674016288036351,inf,inf
77,1.2861218023273358,0.8690069317817688,inf,inf,inf,inf,1.2840315208409143,0.8796741962432861,inf,inf,0.9447527409272403,inf
78,1.295926429687617,0.8702565431594849,inf,inf,inf,inf,1.2738061831244782,0.8801342248916626,inf,0.8904702532274599,0.9906735857383825,inf
79,1.2877064374031024,0.8670975565910339,inf,inf,inf,inf,1.2799805063143297,0.8794757723808289,inf,inf,0.9447512021353954,inf
80,1.2888244057663516,0.8693817853927612,inf,inf,inf,inf,1.2724701380750474,0.879656195640564,inf,0.8596097195602439,inf,inf
81,1.2847026282356204,0.8699660897254944,inf,inf,inf,inf,1.2765074606835811,0.8641881942749023,inf,inf,inf,inf
82,1.2882188342827474,0.8660258054733276,inf,inf,inf,inf,1.2816282847597955,0.8800891041755676,inf,0.8984520633735172,0.9305147250381276,inf
83,1.2897905501596487,0.8671988844871521,inf,inf,inf,inf,1.2755997926806897,0.8733517527580261,inf,inf,inf,inf
84,1.2877276460780966,0.8683809638023376,inf,inf,inf,inf,1.2780223271959692,0.8792412877082825,inf,inf,inf,inf
85,1.281907578560888,0.867821455001831,inf,inf,inf,inf,1.273950819622248,0.8801792860031128,inf,0.8367878751795114,0.9090377897738738,inf
86,1.286791651775777,0.868198573589325,inf,inf,inf,inf,1.2761410444659274,0.8797193169593811,inf,inf,0.9555579069134883,inf
87,1.2894551857143663,0.8682199716567993,inf,inf,inf,inf,1.2757127222281572,0.8801342248916626,inf,0.868284900030397,0.9075983397883319,inf
88,1.2804027580282114,0.8669129014015198,inf,inf,inf,inf,1.2691388594613018,0.879611074924469,inf,0.8739523349595171,inf,inf
89,1.2782288070006238,0.868583619594574,inf,inf,inf,inf,1.2745586378589435,0.8795298933982849,inf,inf,inf,inf
90,1.2866823598387624,0.868648886680603,inf,inf,inf,inf,1.2743902987635067,0.8786460161209106,inf,inf,inf,inf
91,1.2868648734497417,0.8688391447067261,inf,inf,inf,inf,1.2734677441507127,0.8783574104309082,inf,0.8867760498197526,inf,inf
92,1.2886871526567751,0.8697409629821777,inf,inf,inf,inf,1.2700673249924974,0.8796741962432861,inf,0.8466580993533975,0.9315675599618758,inf
93,1.2863374609017149,0.8684687614440918,inf,inf,inf,inf,1.2671156567204904,0.874668538570404,inf,inf,inf,inf
94,1.2753580372829796,0.8696801662445068,inf,inf,inf,inf,1.27673780095258,0.8795660138130188,inf,0.8546661247823739,inf,inf
95,1.284806317794971,0.8675039410591125,inf,inf,inf,inf,1.2788435762134551,0.8800349831581116,inf,inf,inf,inf
96,1.284521615023688,0.870404064655304,inf,inf,inf,inf,1.269967811811917,0.8798546195030212,inf,0.8868316850810192,0.9521038179168917,inf
97,1.2878229582473748,0.8684338927268982,inf,inf,inf,inf,1.271920826503357,0.8797012567520142,inf,0.8806864233380144,inf,inf
98,1.2725294758775503,0.8679463863372803,inf,inf,inf,inf,1.2700739844231375,0.8801522254943848,inf,0.8691566962281134,0.9527961622676661,inf
99,1.283214221290874,0.8690733313560486,inf,inf,0.9201258943791975,inf,1.2706397541666141,0.8838230967521667,inf,inf,inf,inf
100,1.279324176133189,0.867344081401825,inf,inf,inf,inf,1.2736736429278954,0.8794667720794678,inf,inf,inf,inf
