epoch,train_loss,train_accuracy,"train_RespondedExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","train_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))","train_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","train_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","train_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))",val_loss,val_accuracy,"val_RespondedExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","val_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))","val_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","val_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","val_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))"
28,1.241394189827972,0.37235450744628906,0.001132565074496799,0.48956728246476916,inf,inf,inf,1.2962076359324985,0.3682539761066437,0.0008950127495659723,0.48746685451931426,inf,inf,inf
29,1.2428246228231323,0.36772486567497253,0.0012837356991238064,0.4967026313145955,inf,inf,inf,1.2947489579518636,0.37248677015304565,0.0012589348687065973,0.47995130750868054,inf,inf,inf
30,1.2419286249412431,0.36759260296821594,0.0013280497656928169,0.49621209303538005,inf,inf,inf,1.2961071848869323,0.3761904835700989,0.0010886722140842015,0.5146732754177518,inf,inf,inf
31,1.2417520097560353,0.36408731341362,0.0014704280429416233,0.4925485372543335,inf,inf,inf,1.2943321453200447,0.3740740716457367,0.0006419287787543403,0.4538828531901042,inf,inf,inf
32,1.2413571726944712,0.37142857909202576,0.0011852052476671007,0.48100247118208145,inf,inf,inf,1.2941774090131124,0.37354496121406555,0.0011675940619574653,0.4721728854709201,inf,inf,inf
33,1.2417211837238735,0.36646825075149536,0.001276577843560113,0.4861330615149604,inf,inf,inf,1.294763520028856,0.3719576597213745,0.0011644151475694445,0.4909912109375,inf,inf,inf
34,1.2411099947161144,0.363955020904541,0.0013211223814222548,0.4970022439956665,inf,inf,inf,1.2966143012046814,0.36878305673599243,0.0009677039252387153,0.5211508009168837,inf,inf,inf
35,1.2440328768557973,0.36845237016677856,0.0014790879355536567,0.5015671491622925,inf,inf,inf,1.2979070610470242,0.37671956419944763,0.001033782958984375,0.5043387942843967,inf,inf,inf
36,1.2426248851749633,0.36646825075149536,0.0013640615675184463,0.48443236880832247,inf,inf,inf,1.2948958886994255,0.38253968954086304,0.0010590447319878472,0.5010194142659505,inf,inf,inf
37,1.2416460866729417,0.36468252539634705,0.0012808005015055338,0.48707892894744875,inf,inf,inf,1.2954344616995916,0.3730158805847168,0.0010329352484809028,0.4858611212836372,inf,inf,1.6732485877143013
38,1.2400833906398878,0.3652777671813965,0.0013380421532524956,0.47310973273383244,inf,inf,inf,1.2939573658837213,0.3751322627067566,0.0011030832926432292,0.5013621436225043,inf,inf,inf
39,1.2394703341854942,0.363095223903656,0.0013969368404812283,0.4901604228549533,inf,inf,inf,1.292018273141649,0.3761904835700989,0.000552580091688368,0.5132047441270616,inf,inf,inf
40,1.2386468966801962,0.3659391403198242,0.0011416567696465386,0.4934635533226861,inf,inf,inf,1.2923895067638822,0.3671957552433014,0.0009127298990885417,0.4856575436062283,inf,inf,inf
41,1.2396968664394485,0.3730158805847168,0.0011567645602756076,0.5232497798071967,inf,inf,inf,1.2934599505530464,0.37248677015304565,0.001194424099392361,0.4913641611735026,inf,inf,inf
42,1.238934627837605,0.36660054326057434,0.00128530396355523,0.49604821470048693,inf,inf,inf,1.2926590005556742,0.36455026268959045,0.0007851918538411459,0.46583709716796873,inf,inf,inf
43,1.2393331416779094,0.37242063879966736,0.0011394262313842774,0.5041412830352783,inf,inf,inf,1.2945681664678785,0.3693121671676636,0.0006628248426649306,0.5366978539360894,inf,inf,inf
44,1.2411969539191987,0.36640211939811707,0.0013394355773925781,0.5039245711432563,inf,inf,inf,1.2950297302669949,0.37142857909202576,0.001105160183376736,0.5282254536946615,inf,inf,inf
45,1.2415869447920058,0.36567461490631104,0.0013447735044691297,0.5108285082711114,inf,inf,inf,1.2945375402768453,0.3798941671848297,0.001044676038953993,0.4999679989284939,inf,inf,inf
46,1.239559182524681,0.3672619163990021,0.0009824328952365451,0.4874517149395413,inf,inf,inf,1.289998197555542,0.3830687701702118,0.0009183247884114583,0.49804022047254776,inf,inf,inf
47,1.2385819637113147,0.36640211939811707,0.0012160592608981662,0.4911679718229506,inf,inf,inf,1.2926705439885458,0.38359788060188293,0.0011081271701388889,0.5051052517361111,inf,inf,inf
48,1.2386616410480604,0.3649470806121826,0.001330921385023329,0.4930855009290907,inf,inf,inf,1.2929810060395135,0.3830687701702118,0.001288816663953993,0.4961438496907552,inf,inf,inf
49,1.2380056646135118,0.37248677015304565,0.0012915796703762477,0.4877028385798136,inf,inf,inf,1.2920450038380094,0.37936508655548096,0.000896453857421875,0.49550179375542536,inf,inf,inf
50,1.2387151905232006,0.37162697315216064,0.0011869086159600152,0.5039807319641113,inf,inf,inf,1.2924205713801913,0.37460318207740784,0.001618533664279514,0.5025164710150825,inf,inf,inf
51,1.2372086400787035,0.36951059103012085,0.0014193932215372722,0.49381004174550375,inf,inf,inf,1.2910213960541619,0.3698412775993347,0.0010331471761067708,0.49619437323676213,inf,inf,inf
52,1.238495184481144,0.36468252539634705,0.001489061779446072,0.5070915540059407,inf,inf,inf,1.2908354732725356,0.3751322627067566,0.0013213263617621528,0.4760618421766493,inf,inf,inf
53,1.237346445189582,0.3719576597213745,0.001145723130967882,0.49290788968404137,inf,inf,inf,1.2893846856223212,0.37566137313842773,0.0009796566433376737,0.4756667243109809,inf,inf,inf
54,1.2361392973197831,0.3693121671676636,0.0011389838324652778,0.4800081862343682,inf,inf,inf,1.289697872267829,0.3777777850627899,0.0009658389621310764,0.49682417975531684,inf,inf,inf
55,1.2369568291637631,0.3740740716457367,0.0012445555792914497,0.4802374521891276,inf,inf,inf,1.292502882745531,0.37671956419944763,0.0014018164740668402,0.489709726969401,inf,inf,inf
56,1.2383549133936564,0.37572750449180603,0.001225529776679145,0.49873613251580134,inf,inf,inf,1.2914076288541159,0.3820105791091919,0.001025729709201389,0.4714626736111111,inf,inf,1.7143336402045355
57,1.2399803780847125,0.3789021074771881,0.0011220057805379233,0.49687705039978025,inf,inf,inf,1.2923119280073379,0.385185182094574,0.0009002685546875,0.4639783223470052,inf,inf,inf
58,1.2387043880091773,0.37268519401550293,0.0011465205086602106,0.4778536876042684,inf,inf,inf,1.28954107231564,0.3841269910335541,0.0010622660319010416,0.45404362148708766,inf,inf,inf
59,1.2360862192180422,0.369907408952713,0.001314764552646213,0.4892686314053006,inf,inf,inf,1.2873534599939982,0.37830686569213867,0.0008867899576822917,0.45201348198784724,inf,inf,inf
60,1.2349645487136311,0.3720899522304535,0.0013262483808729384,0.4992438210381402,inf,inf,inf,1.2905309862560697,0.3878306746482849,0.0011683146158854166,0.5252690209282769,inf,inf,inf
61,1.2371690428919262,0.38538360595703125,0.0014660729302300346,0.5183587021297879,inf,inf,inf,1.2903037839465672,0.38042327761650085,0.001049465603298611,0.5031921810574002,inf,inf,inf
62,1.2368310504489475,0.3798941671848297,0.0013279040654500325,0.5087000158098008,inf,inf,inf,1.2897894938786825,0.4047619104385376,0.0009201897515190972,0.5023153093126085,inf,inf,inf
63,1.2361409477061696,0.39054232835769653,0.001276821560329861,0.4956725782818264,inf,inf,inf,1.2893510580062866,0.39735448360443115,0.001781251695421007,0.5017836676703559,inf,inf,inf
64,1.2350015002820227,0.3899470865726471,0.0014876683553059896,0.4865531497531467,inf,inf,inf,1.2864523675706652,0.4095238149166107,0.0014856974283854166,0.4737134297688802,inf,inf,inf
65,1.233957730895943,0.3861111104488373,0.0014663669798109266,0.47876427438524033,inf,inf,inf,1.2877143621444702,0.40846559405326843,0.0011622534857855904,0.5308715396457249,inf,inf,inf
66,1.233103957441118,0.39146825671195984,0.0012015342712402345,0.49101964632670086,inf,inf,inf,1.283650028705597,0.41216930747032166,0.0007130093044704861,0.47243368360731336,inf,inf,inf
67,1.2318622551030582,0.3896825313568115,0.0012329392962985568,0.47945644590589737,inf,inf,inf,1.2829182929462857,0.4105820059776306,0.0009173499213324653,0.4763951619466146,inf,inf,inf
68,1.2315203381909265,0.39338624477386475,0.0012926393085055882,0.4851966036690606,inf,inf,inf,1.285161194536421,0.4126984179019928,0.0017964680989583333,0.4767322540283203,inf,inf,inf
69,1.2341324420438873,0.391865074634552,0.0014463610119289823,0.5029509623845418,inf,inf,inf,1.2864683720800612,0.4021163880825043,0.0009705013699001736,0.5363435533311632,inf,inf,inf
70,1.2337384083204799,0.39437830448150635,0.0012327988942464193,0.5074803484810724,inf,inf,inf,1.2863964822557237,0.385185182094574,0.0008518218994140625,0.4890520731608073,inf,inf,inf
71,1.2342015860809221,0.39252644777297974,0.001275589731004503,0.4905041111840142,inf,inf,inf,1.2855907122294108,0.40052908658981323,0.0005724589029947917,0.4858698103162977,inf,inf,inf
72,1.2332232414020432,0.39246031641960144,0.0011403772566053602,0.5008989731470744,inf,inf,inf,1.2844522913297018,0.39259257912635803,0.0010723114013671876,0.5029657151963975,inf,inf,inf
73,1.231811125576496,0.3957671821117401,0.0013725254270765517,0.4885286463631524,inf,inf,inf,1.2849283628993564,0.4116401970386505,0.0014684041341145833,0.48558243645562066,inf,inf,inf
74,1.2318240511748526,0.39616402983665466,0.0014443318049112955,0.4911264446046617,inf,inf,inf,1.2816400276290045,0.4068782925605774,0.0010258568657769097,0.4621182759602865,inf,inf,1.863154983520508
75,1.2295651477244165,0.3947089910507202,0.0012754334343804254,0.5004746728473239,inf,inf,inf,1.2809597214063009,0.4068782925605774,0.0006682925754123264,0.48109202914767796,inf,inf,inf
76,1.2296149488952426,0.3939814865589142,0.0012501981523301866,0.4908534897698296,inf,inf,inf,1.2809150642818874,0.386772483587265,0.0006045871310763889,0.4367356194390191,inf,inf,1.7121804979112414
77,1.2289719546834628,0.3975529074668884,0.00125529236263699,0.4795073244306776,inf,inf,inf,1.2810021254751418,0.3957671821117401,0.0007587432861328125,0.48949957953559026,inf,inf,inf
78,1.2286913772424062,0.40052908658981323,0.0011624362733629015,0.4830081224441528,inf,inf,inf,1.2816252019670276,0.37566137313842773,0.0009480794270833333,0.45412271287706163,inf,inf,1.7826808505588108
79,1.2289717533522182,0.3950396776199341,0.001250274976094564,0.5067458444171482,inf,inf,inf,1.27952461110221,0.3947089910507202,0.0011648813883463542,0.4996192932128906,inf,inf,inf
80,1.2278621090783013,0.4025793671607971,0.00128479798634847,0.49471871852874755,inf,inf,inf,1.2813399460580615,0.3899470865726471,0.0006849500868055555,0.48358357747395836,inf,inf,inf
81,1.2302268395821254,0.39947089552879333,0.0011410368813408746,0.49096797837151424,inf,inf,inf,1.2819162395265367,0.3957671821117401,0.0018872155083550347,0.5161045498318142,inf,inf,inf
82,1.229274804559019,0.40502646565437317,0.0013746976852416991,0.5043462249967787,inf,inf,inf,1.281155570348104,0.391005277633667,0.0010801951090494792,0.48106168111165365,inf,inf,inf
83,1.228653210401535,0.39629629254341125,0.001447712050543891,0.4901035706202189,inf,inf,inf,1.2804122302267287,0.4021163880825043,0.0013175116644965278,0.49557715521918405,inf,inf,inf
84,1.2280241555637783,0.3998677134513855,0.0012975984149509005,0.49027478959825305,inf,inf,inf,1.2804872274398804,0.39735448360443115,0.0006259918212890625,0.4947736104329427,inf,inf,inf
85,1.2278905211223496,0.40145501494407654,0.0013709836535983615,0.4851205269495646,inf,inf,inf,1.2798883371882968,0.391005277633667,0.0017909155951605902,0.47460437350802953,inf,inf,inf
86,1.2283055221041044,0.4009259343147278,0.0012834337022569445,0.49746281570858425,inf,inf,inf,1.2800202820036146,0.39947089552879333,0.0009588029649522569,0.4658585442437066,inf,inf,inf
87,1.227493704855442,0.40337300300598145,0.0012851238250732421,0.4970842546886868,inf,inf,inf,1.2778287794854906,0.3857142925262451,0.0016364627414279514,0.4680932362874349,inf,inf,inf
88,1.226816537976265,0.4035714268684387,0.0009835614098442926,0.4954640070597331,inf,inf,inf,1.2777949425909254,0.38941797614097595,0.0007035997178819445,0.48750877380371094,inf,inf,inf
89,1.2260095841354794,0.4006613790988922,0.0014250463909573025,0.49167162577311196,inf,inf,inf,1.2792611718177795,0.4079365134239197,0.0006227705213758681,0.4999907599555122,inf,inf,inf
90,1.2257760542962286,0.4075396955013275,0.0010630130767822266,0.4893433756298489,inf,inf,inf,1.2770173761579726,0.40317460894584656,0.0014990064832899306,0.46191109551323783,inf,inf,inf
91,1.2275274680720436,0.3968915343284607,0.0013145658704969618,0.4996882253222995,inf,inf,inf,1.2803124520513747,0.40740740299224854,0.00048662821451822915,0.4920021057128906,inf,inf,inf
92,1.2267259592811266,0.3997354507446289,0.00127817259894477,0.49940129650963677,inf,inf,inf,1.279421427514818,0.4021163880825043,0.0009324815538194445,0.4833478291829427,inf,inf,inf
93,1.2266093813710743,0.40052908658981323,0.0011704577340020074,0.4933389557732476,inf,inf,inf,1.2789938105477228,0.3989417850971222,0.0010663774278428819,0.5222257402208116,inf,inf,inf
94,1.228805395298534,0.40033069252967834,0.0011900160047743056,0.5184973372353447,inf,inf,inf,1.279782321718004,0.3888888955116272,0.0007511138916015625,0.4911515553792318,inf,inf,inf
95,1.2281948331329557,0.4059523940086365,0.002104526095920139,0.5086032178666856,inf,inf,inf,1.2789590027597215,0.41111111640930176,0.0008875952826605903,0.5267700619167752,inf,inf,inf
96,1.2268779969877668,0.40542328357696533,0.0011250363455878364,0.5083021269904242,inf,inf,inf,1.280679420630137,0.39947089552879333,0.0018978542751736111,0.5059624142116971,inf,inf,inf
97,1.2277834786309136,0.4095238149166107,0.0016024563047620985,0.5062601301405165,inf,inf,inf,1.2799745837847392,0.38624337315559387,0.0006512959798177083,0.5159639146592881,inf,inf,inf
98,1.2273659278949103,0.4049603044986725,0.001767224735683865,0.49995648860931396,inf,inf,inf,1.2787658294041953,0.40052908658981323,0.001566738552517361,0.48188756306966146,inf,inf,inf
99,1.226927309234937,0.4048941731452942,0.001783426602681478,0.4906855795118544,inf,inf,inf,1.2786792423990039,0.3941798806190491,0.0009451972113715278,0.49003079732259114,inf,inf,inf
100,1.2270207507742776,0.40231481194496155,0.0013801601197984484,0.49037956396738686,inf,inf,inf,1.2784091658062404,0.40052908658981323,0.001564153035481771,0.4724375406901042,inf,inf,inf
