epoch,train_loss,train_accuracy,"train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))",val_loss,val_accuracy,"val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))"
1,1.0297968289918369,0.31382274627685547,0.0009437878926595052,0.0005906595124138726,0.000482226742638482,0.9188719444804722,0.3322751224040985,0.0,6.230672200520833e-06,0.0
2,0.8664688777592447,0.32275131344795227,3.457466761271159e-05,0.00020171271430121529,4.2272938622368704e-05,0.8884314960903592,0.3264550268650055,1.2546115451388888e-05,0.0,0.0
3,0.8462338000535965,0.324404776096344,2.6587645212809245e-05,0.00031969679726494683,1.0716915130615235e-05,0.8712994840410021,0.3301587402820587,0.0,0.0,0.0
4,0.8311491371856795,0.3214946985244751,6.280740102132162e-05,2.4878978729248046e-05,2.3523966471354168e-05,0.8541282071007623,0.32592591643333435,0.0,0.0,0.0
5,0.8144014969468116,0.32579365372657776,2.6490953233506946e-07,3.0382474263509115e-05,0.00010635720358954535,0.8324343985981412,0.3285714387893677,0.0,0.0,0.0
6,0.7951270520687104,0.3281745910644531,5.503495534261068e-05,0.0005978478325737847,4.7617488437228734e-05,0.8127523091104295,0.3185185194015503,0.0,0.0,8.305443657769097e-05
7,0.7802492678165436,0.34153440594673157,3.0333466000027126e-05,0.00034234788682725693,0.00013583898544311523,0.7976628290282355,0.35291004180908203,0.0,0.0004595438639322917,0.0
8,0.7687895206941499,0.3568783104419708,0.0,0.0004911396238538954,0.00010331604215833876,0.7872775766584609,0.37460318207740784,6.357828776041667e-06,0.0011681026882595486,0.0008867687649197049
9,0.7613689988023705,0.36468252539634705,3.530316882663303e-05,0.0019929501745435925,0.00185495482550727,0.780096153418223,0.380952388048172,0.0,0.001784960428873698,0.0006128099229600694
10,0.7534148604505592,0.3717592656612396,4.0389431847466365e-05,0.0018293725119696723,0.0004346158769395616,0.7754398061169518,0.3888888955116272,0.0,0.0004028956095377604,7.536146375868056e-05
11,0.7496918247805702,0.3748677372932434,6.918244891696506e-05,0.00570064385732015,0.0022443003124660915,0.768675176302592,0.3947089910507202,0.0,0.005853186713324653,0.002217419942220052
12,0.7472984847095278,0.3740740716457367,2.6490953233506945e-09,0.0026994480027092826,0.004534084267086453,0.765408906671736,0.3957671821117401,0.0,0.009393141004774305,0.0013777838812934029
13,0.7439140130248335,0.3710317313671112,9.312762154473199e-05,0.009625200430552166,0.011300979720221625,0.7616422646575504,0.3920634984970093,0.0,0.0037419425116644966,0.008812840779622395
14,0.7427568602479167,0.3712301552295685,0.0001359528965420193,0.014922957950168186,0.009895622730255127,0.7580289310879178,0.39523810148239136,0.00013453165690104166,0.018183602227105036,0.009164852566189235
15,0.7358302651594083,0.38253968954086304,1.3518333435058594e-05,0.007098967499203152,0.015614463223351372,0.756680260764228,0.386772483587265,0.00641579098171658,0.02100073496500651,0.03248223198784722
16,0.7361370333780844,0.37235450744628906,6.255838606092666e-05,0.013237297534942627,0.020951137277815078,0.7592882613341013,0.3978835940361023,0.0,0.009250619676378039,0.02108194563123915
17,0.7329439003434446,0.38359788060188293,0.00027080509397718643,0.009622261259290906,0.011140690909491645,0.754090588622623,0.4010581970214844,0.0,0.005150265163845486,0.016394721137152776
18,0.7308574120203654,0.380092591047287,0.0006465103891160753,0.013513656457265218,0.024941975540584988,0.7481853478484684,0.39259257912635803,0.0,0.002901670667860243,0.022300593058268228
19,0.7296960736314456,0.3796957731246948,0.001566620667775472,0.014076524310641818,0.01836908128526476,0.7497124837504493,0.39735448360443115,0.0,0.007521163092719184,0.03241655561659071
20,0.7310232430282566,0.3848544955253601,0.0023947868082258438,0.016799065139558582,0.02815308968226115,0.745982101559639,0.3899470865726471,0.0,0.0762319458855523,0.10283920500013563
21,0.7328490620272027,0.3710317313671112,0.00435060527589586,0.023288219504886205,0.02987347708808051,0.7479631423950195,0.3899470865726471,0.0,0.012862290276421441,0.017089398701985677
22,0.7245184418641859,0.38148146867752075,0.000356778171327379,0.021936012638939753,0.03563968936602275,0.7446837564309438,0.380952388048172,0.0005729357401529948,0.08079686694675021,0.07765365176730686
23,0.7264849881745047,0.38326719403266907,0.0008812771903143989,0.016297903325822618,0.031020669804679022,0.7429325365357928,0.3920634984970093,0.028309938642713757,0.03800695207383897,0.06746667226155599
24,0.725113109499216,0.38624337315559387,0.00037290785047743057,0.022798332903120253,0.04152403672536214,0.7510651363266839,0.38835978507995605,0.0,0.014819039238823785,0.0008096059163411458
25,0.7250245648332768,0.380820095539093,0.0030199779404534235,0.01623998483022054,0.04065814548068576,0.7423814919259814,0.3941798806190491,2.755059136284722e-06,0.008647176954481337,0.008529875013563368
26,0.7229934350897869,0.38842591643333435,0.0001308527257707384,0.018349129623836943,0.02904796534114414,0.7396385689576467,0.3878306746482849,0.0001984278361002604,0.053061262766520186,0.038122261895073783
27,0.7221268008773526,0.3799603283405304,0.002297743823793199,0.021182586749394734,0.04707485371165805,0.7409568104479048,0.3968254029750824,0.0,0.0027615017361111113,0.025247404310438367
28,0.722114777771963,0.37943121790885925,0.0022318787044949,0.01862199174033271,0.04048323498831855,0.741994658112526,0.4010581970214844,0.0,0.030399280124240452,0.035750526852077906
29,0.7206778510577149,0.38644179701805115,0.006355521414015028,0.02314877046479119,0.05515145063400269,0.738529559969902,0.3947089910507202,0.00424086782667372,0.024805206722683378,0.07745626237657335
30,0.7218102573934528,0.38326719403266907,0.0062881290912628176,0.018707519107394748,0.03891326321495904,0.7386132346259223,0.40423280000686646,0.0,0.01854129367404514,0.04868470297919379
31,0.7196967581700947,0.38029101490974426,0.00547212627198961,0.016636723942226834,0.05340962608655294,0.7399667686886258,0.386772483587265,0.0,0.04135872522989909,0.01928704579671224
32,0.7197759968125158,0.3861772418022156,0.005824867884318034,0.019842312071058486,0.05828094946013557,0.7381278114186393,0.39947089552879333,1.8013848198784722e-07,0.00672461191813151,0.07526665793524848
33,0.719448132502536,0.3837963044643402,0.008041164941257901,0.027784860134124754,0.0462997383541531,0.7472771268751887,0.386772483587265,0.0019408755832248264,0.0776047388712565,0.11457317670186361
34,0.7153809586746825,0.39126983284950256,0.004483385218514336,0.01850796341896057,0.05382260216606988,0.7374800956911511,0.3957671821117401,0.00613350338406033,0.004837354024251302,0.031184440188937717
35,0.7147436464412344,0.3866402208805084,0.009486215644412571,0.010308470328648884,0.044456705782148574,0.7344589839378993,0.3941798806190491,0.0011576175689697265,0.04839358329772949,0.047584279378255205
36,0.7188664524091615,0.38558200001716614,0.014590022630161709,0.028760769300990634,0.054315079583062066,0.7364016372296546,0.39259257912635803,0.004200755225287543,0.05165505939059788,0.1383834097120497
37,0.713808840761582,0.3877645432949066,0.015537386801507737,0.02023373113738166,0.05369024674097697,0.7349351058403651,0.391005277633667,0.017201243506537543,0.007731458875868055,0.09553551144070095
38,0.7163352530242668,0.38935184478759766,0.007534637716081407,0.025530589951409235,0.05832899742656284,0.7341272059414122,0.39629629254341125,0.00020305845472547743,0.014972262912326388,0.038363170623779294
39,0.7134674641200238,0.3861111104488373,0.007299565606647068,0.02171592182583279,0.06554856234126621,0.7406485848956638,0.3931216895580292,0.0,0.004369099934895833,0.012758382161458333
