epoch,train_loss,train_accuracy,"train_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=7))","train_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))",val_loss,val_accuracy,"val_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=7))","val_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))"
1,0.5753140338273982,0.44924861192703247,inf,0.5053752557641639,0.5093081260963184,0.6735537052154541,inf,0.47435964026102206
2,0.41732485124301477,0.7476931214332581,inf,0.6520804606366772,0.46786737051315425,0.7438016533851624,inf,0.7530593697617693
3,0.3861952723768485,0.7529659867286682,inf,inf,0.42462713993722345,0.8057851195335388,inf,0.9505740375053592
4,0.3603721084822201,0.7724756002426147,inf,inf,0.39703087254268365,0.7458677887916565,inf,1.070159912109375
5,0.3343647405256451,0.7556024193763733,inf,inf,0.3878897359912715,0.807851254940033,inf,inf
6,0.34146482866590955,0.8049037456512451,inf,inf,0.3889071002329995,0.8099173307418823,1.2322679612694718,inf
7,0.33686488665561215,0.80226731300354,inf,inf,0.36202436592429876,0.7541322112083435,inf,inf
8,0.3251671904686708,0.7943580150604248,inf,inf,0.3759883319527456,0.8057851195335388,inf,inf
9,0.3220873382338217,0.7906669974327087,inf,inf,0.351735638022968,0.8119834661483765,inf,inf
10,0.316825295190789,0.804376482963562,inf,inf,0.35774189816424395,0.8037189841270447,inf,inf
11,0.3090231493822043,0.8038492202758789,inf,inf,0.34857121107690947,0.8037189841270447,inf,inf
12,0.30953871667927785,0.8128131031990051,inf,inf,0.359031303990178,0.75,1.1451182481719226,inf
13,0.3126317465675031,0.7817031145095825,inf,inf,0.34966590390654234,0.7417355179786682,1.0939788585755883,inf
14,0.31854744006389235,0.7664118409156799,inf,inf,0.3541281156344112,0.807851254940033,inf,inf
