epoch,train_loss,train_accuracy,"train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=2))","train_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=3))",val_loss,val_accuracy,"val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=2))","val_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=3))"
1,0.6494394801873302,0.269565224647522,0.2569557420264278,0.5486793291386602,0.16943978524572376,0.8961382927121343,0.27272728085517883,0.22751693709476575,0.6969184488863558,0.18049603458997365
2,0.6019887944433604,0.2917391359806061,0.17291007726018418,0.4226079820979431,0.21799803225415268,0.8310219919359362,0.30844154953956604,0.11308405930931503,0.5105695595612397,0.26208379623052236
3,0.5638828185499221,0.28086957335472107,0.11508273258678779,0.34801250159841646,0.23298855143613442,0.8005940608076147,0.26298701763153076,0.11851586884743459,0.5088112805340741,0.2692620842843442
4,0.5544939013814684,0.2721739113330841,0.0845561244087025,0.3352329961715206,0.19462826701295396,0.788337645498482,0.2792207896709442,0.060080063906875814,0.4535168054941538,0.3037762714398874
5,0.538175306720928,0.2721739113330841,0.06448659427299565,0.34969024625820294,0.19074035986170096,0.7856119911412935,0.2759740352630615,0.06002229774320448,0.4635033478608003,0.2236985523958464
6,0.5505304962953201,0.2769565284252167,0.05789299008194578,0.3537585690794655,0.1502178087704048,0.7723797736941157,0.26298701763153076,0.051425190390767275,0.44566452181017074,0.3567800217786351
7,0.5541623486727729,0.27086955308914185,0.047902378394364904,0.34709128782987997,0.1532530679362739,0.766109320360261,0.2759740352630615,0.041574909880354595,0.4879537530847498,0.33718139919880274
8,0.5371576741413674,0.27043479681015015,0.04212898742059698,0.3551082619179692,0.15637198824226756,0.7604001607443835,0.27272728085517883,0.03438623863700274,0.45385983183577255,0.2712360171450151
9,0.5461417549433651,0.269565224647522,0.037254575608339294,0.3331406492935984,0.14711079547886938,0.75870699536156,0.2792207896709442,0.03986301575158093,0.5636906881590147,0.22086315471175555
10,0.5258543040533826,0.27434781193733215,0.033186895687430336,0.3582027780179864,0.13133404524095596,0.7485760607429452,0.2792207896709442,0.03405627759324538,0.47225919929710597,0.30136511635941426
11,0.5052958880701373,0.27173912525177,0.031124269289355123,0.3596257637231176,0.14762000053969224,0.7497924389065923,0.2792207896709442,0.031725234679273656,0.4668162320111249,0.26540101077911016
12,0.49634583716886355,0.27000001072883606,0.035161521772779716,0.37109087035692406,0.155176396786863,0.7450831302919904,0.24025973677635193,0.0297239503344974,0.4742495433704273,0.27218201091966115
13,0.524031508151056,0.2578260898590088,0.028658839483414928,0.353717641231362,0.15355893762083328,0.7381128129121419,0.2824675440788269,0.02892628765186748,0.46402317768818624,0.2553002198000212
14,0.5228618493205622,0.260869562625885,0.028956325645661314,0.3560856623236716,0.14853037698969168,0.7364601702303499,0.2792207896709442,0.02903639797020603,0.4919243503261257,0.24084685108548887
15,0.4999505620456106,0.2678260803222656,0.030035024006014568,0.36537222789382284,0.1440825288789584,0.73705511640858,0.2792207896709442,0.023369394544814084,0.49204814756238785,0.2573163714763281
