epoch,train_loss,train_accuracy,"train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=22, count=2))","train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=10, count=2))",val_loss,val_accuracy,"val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=22, count=2))","val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=10, count=2))"
14,0.9728522060160459,0.8496673107147217,0.007034992506184717,0.009862833216903419,1.0815675894360084,0.8492748737335205,0.006619174634256671,0.007011954063875363
15,0.9781751321819669,0.8500741720199585,inf,0.010179949993541656,1.0750472793829222,0.8446886539459229,0.009748358677927222,0.00541406677615258
16,0.9843318816774412,0.850247859954834,inf,0.009432644366813146,1.2005261138991243,0.8492335677146912,0.012986753306688395,0.0023650195076429176
17,0.9716566242374163,0.850247859954834,0.008772930745181701,0.009996090414063031,1.056264023918023,0.8483659029006958,0.01245561874580707,0.0024163899073576483
18,0.9730152971925539,0.8495333194732666,0.008590584359485818,0.00934153404288473,1.1636009663225573,0.8496467471122742,0.012976031453176346,0.0033134474009528427
19,0.9776001051257991,0.8504512906074524,0.009736322883435101,0.010220715104331639,1.0039379737317407,0.8456389904022217,0.014180972944496039,0.006977499037323257
20,0.9727990273742307,0.8503074049949646,0.011115406038300092,0.010191024020330033,1.0905741152285995,0.849894642829895,0.0031176186174609664,0.005978699956968402
21,0.9846678135055297,0.8502180576324463,0.010319666241516456,0.010735581986996758,1.0401517078723383,0.8470024466514587,0.006161016094259576,0.004572548263141781
22,0.9807035012453832,0.8504264950752258,inf,0.00973027253753186,1.0611525213122917,0.8497293591499329,0.004620867390786448,0.00442920071159842
23,0.9739260344474183,0.8504016995429993,0.006831522619008158,0.009778242307568628,1.0457312458379118,0.8485724925994873,0.00983433124367369,0.003045283371807157
24,0.97401513605642,0.8499749302864075,0.008390480812581272,0.009892492518508999,1.0288786405054384,0.8484898805618286,0.00784485985751063,0.006004919928889121
25,0.9818696548554047,0.8501089215278625,0.009616827729451279,0.00990876602888664,1.0451911861891743,0.848655104637146,0.009378497082430154,0.0049554323097643505
26,0.9799278837057415,0.8500543236732483,inf,0.009004270175135432,1.0469948606885495,0.8448126316070557,0.004919795714736187,0.007422898034288442
27,0.9816072036236986,0.850312352180481,0.010291304666255593,0.009952667095534135,1.2616997561999361,0.8491095900535583,0.007971629323295502,0.006257119223298363
28,0.9630503502832832,0.8506249785423279,0.00936164279774581,0.009275533684346105,0.9893791096955599,0.8512167930603027,0.011642591961373296,0.005745217128196678
29,0.9694398576131898,0.8506348729133606,0.01137607070043876,0.009827808295306419,0.9929781073526938,0.8500599265098572,0.00567981757615742,0.00603149489757363
30,0.9716007009901547,0.8503867983818054,0.009718624782825423,0.010707889803147725,0.9855431794373756,0.8443581461906433,0.008268844190801546,0.004358939383754504
31,0.9743971271184473,0.8503917455673218,0.010287297338822976,0.009022846922351155,0.9925361959967606,0.8493988513946533,0.003418276285679919,0.003158590283580061
32,0.9757547413593417,0.8504661917686462,0.008721484421317276,0.009637782235126338,0.9960239749728738,0.8504317402839661,0.010942545426924079,0.005554569394964921
33,0.9683992650529623,0.8506894707679749,0.010842855822835042,0.009563591153321564,0.987394269064802,0.851134181022644,0.008224125527768873,0.008595471875979257
34,0.9691339819752947,0.8504959344863892,0.009249049067067078,0.011833142864807881,1.141658945001228,0.8491922616958618,0.009193302617615471,0.006303956431727256
35,0.9690866545719777,0.8504264950752258,0.007888010291632157,0.01049618051958499,1.0130878339511378,0.8496467471122742,0.00630524638148439,0.0038522520372944492
36,0.9752168331429278,0.8503421545028687,0.011015383599037781,0.010611675254252528,1.0152784013612373,0.8495640754699707,0.005476161053306178,0.004396388000462375
37,0.9715512910881939,0.850411593914032,0.009900984099098032,0.009669051482100012,1.0052390635920827,0.8498120307922363,0.006585920504681728,0.0025587853025297153
38,0.9710139900265781,0.850674569606781,inf,0.009869749784925084,1.010396987153428,0.8520431518554688,0.005738893065266374,0.008149852878169009
39,0.9775418851627183,0.8503223061561584,inf,0.009653883181770144,0.9862560199718243,0.850721001625061,0.007457038745005791,0.0037499799793159214
40,0.9706609991312058,0.8501238226890564,0.010520016962341684,0.009911364644633006,1.004976283347093,0.8498533368110657,0.003972366325721676,0.010143571373562255
41,0.9735506960634432,0.8508482575416565,0.011350465134637064,0.009351035473681235,1.2946692008028429,0.8480767011642456,0.004583101321157252,0.006991863351928763
42,0.9651258051487532,0.8507639169692993,0.010400945493507426,0.009380573364509643,1.0095181209511868,0.8488203883171082,0.010423821382894986,0.005535195962682442
43,0.972892634906524,0.8514089584350586,0.008485876395428568,0.010224249972276844,1.0493911441486825,0.8476222157478333,0.006408045975987899,0.002829027600927952
44,0.9734442253981832,0.8496673107147217,inf,0.00996171755032589,1.1110747702427106,0.850307822227478,0.0055583187193943406,0.006745836629527534
45,0.9779437808130816,0.8506547212600708,inf,0.01024404998747717,1.259266042363315,0.8484485149383545,0.007168648805602095,0.007059264365197847
46,0.9674394241551337,0.8507887125015259,inf,0.010104184708912087,1.0840267626732656,0.849357545375824,0.008068276888648196,0.007808021252345553
47,0.9723239451745505,0.8505852818489075,0.008807254088099558,0.010012925670699085,1.2275665852721578,0.8494401574134827,0.007015889690768334,0.011189011543837387
48,0.9672088131345109,0.8507291674613953,0.010737341102129637,0.009769991827830973,1.4091515361259428,0.8490269780158997,0.006509746477033165,0.006988326135029817
49,0.9710752915092493,0.8507043719291687,0.009985168062180527,0.009645244885948503,1.1400022007981814,0.8501838445663452,0.006854992872183109,0.006335067627587829
50,0.9711428051793162,0.8506199717521667,0.010927854994253807,0.010541424329203422,1.2103414979853633,0.8477874398231506,0.0064347814420690356,0.0032321161041842655
51,0.9685951288486363,0.8502627611160278,0.009466720358679133,0.009894652443563728,1.3798763818545043,0.8484485149383545,0.005826313345865402,0.00905143981878543
52,0.9707736280189507,0.8505703806877136,0.009687310949401272,0.011390854031435879,1.3399049490202828,0.8482832908630371,0.00658401366203062,0.009355569938245168
53,0.9636249934260352,0.8501635193824768,0.008481617642926756,0.010320069316187069,1.298447943741031,0.8482832908630371,0.008113517825996126,0.006888159669315876
54,0.967235113321075,0.8510318398475647,0.010450594834121417,0.010060831913900488,1.2782392237400528,0.8491095900535583,0.008436632176611338,0.0013875421927214073
55,0.9669618587679913,0.8509524464607239,0.012796900538572256,0.009514752731938646,1.287649180365343,0.848944365978241,0.010211169416107023,0.003900294392946823
56,0.9670955704838463,0.8501535654067993,0.008240466245899431,0.010001242578320633,1.000015966747399,0.8498533368110657,0.004604590161749382,0.005171684336378943
57,0.9773010812813511,0.8511906266212463,0.011854344683578126,0.010403276590550941,1.2576316007269144,0.851134181022644,0.00457320502739406,0.00960092866360028
58,0.967947081330002,0.8505902290344238,0.009416905387752098,0.012172524108170097,1.0360716927039861,0.8503904342651367,0.007038468719540711,0.01098175890781681
59,0.9713595278245671,0.8503620028495789,inf,0.009915276953835468,1.0175744750956908,0.850307822227478,0.008651872442209862,0.005703275596346637
60,0.9716866451435718,0.8504165410995483,0.008893586260273917,0.010861925450233715,0.9979618511425961,0.8512167930603027,0.0052637167414096905,0.008557194866024981
61,0.9729797154168915,0.850446343421936,0.013926717372640028,0.010795335890102528,1.0362855053033597,0.8500186204910278,0.010842156531652894,0.005220942667263271
62,0.977176446510199,0.8502528071403503,inf,0.010569431313130285,1.0211288407368773,0.8472090363502502,0.005778164329269746,0.0022264629956619446
63,0.9802604067131768,0.8505802750587463,0.011410701201488906,0.009463745921160657,1.2134826511300836,0.8483659029006958,0.006205919035828984,0.005012141626030965
64,0.9688324266231879,0.8499054908752441,0.009315988625773602,0.010755298826452072,1.3656526097764095,0.8470437526702881,0.009456538992138589,0.005537386661069705
65,0.9820535680024104,0.8504512906074524,0.010650628578685647,0.010053453716698333,1.258096704091198,0.8495227694511414,0.009820926573968703,0.006323678586600389
66,0.9732896195583828,0.8497864007949829,inf,0.009477561268171822,1.2390428624166827,0.8393587470054626,0.008490226973094843,0.003894750047822962
67,0.9697990832684908,0.8502329587936401,0.007903827841027328,0.0102804983099968,1.2936579720552277,0.8469611406326294,0.006377955648814073,0.0036586054516972023
68,0.9779894062178457,0.8503272533416748,inf,0.009588430791213947,1.3541804951314833,0.8484485149383545,0.005551063650127987,0.004498993702776768
69,0.9640420708078039,0.8503223061561584,0.0077301256344389745,0.010489127876854226,1.3978782552921907,0.8475808501243591,0.009738377480434036,0.010078193781128966
70,0.9772054406029252,0.8506001234054565,0.009552200238837783,0.010301505170590152,0.986277698754425,0.8524149656295776,0.009465545466476466,0.01923647234516759
71,0.9655498672934629,0.8507440686225891,0.009841647301983412,inf,1.0582017246914366,0.8508449196815491,0.00493978027172121,0.0030269705783733895
72,0.9712562591675677,0.850510835647583,0.010637312463275745,0.009927095918487373,1.0163208104385235,0.8490269780158997,0.009689424964891832,0.004847749384635575
73,0.9670555866788897,0.8502925038337708,0.00996837816378084,0.00915805486528465,1.0135672392148756,0.8492748737335205,0.007041672899281837,0.005934116795836159
74,0.981088912521175,0.8501982092857361,inf,0.011908240238336261,1.0558937241995523,0.8509275913238525,0.008231876863890876,0.004468290631758944
75,0.9751466804333784,0.8508978486061096,0.009349134780120201,0.010134057301772524,1.0606349278746636,0.8489030003547668,0.010160031464387282,0.008596603048677558
76,0.9883308430858645,0.8500245809555054,inf,0.01045238351751047,1.4298743164972096,0.8489030003547668,0.00513843476063934,0.004262051881877595
77,0.9777548732721778,0.8502528071403503,0.010871709696276379,0.010892608886411857,1.0225509391171932,0.8499359488487244,0.005893346915220769,0.0015182109559128767
78,0.9752287085932788,0.8499947786331177,inf,0.011065791630486828,1.4046425831905678,0.8471263647079468,0.0059357341157560235,0.004392490828178937
79,0.969494284335441,0.8506299257278442,0.00959305566122921,0.010955845783329192,1.023272073794551,0.8509275913238525,0.005786189603886499,0.0207089753426194
80,0.96419870167769,0.8504264950752258,inf,0.011104408873795097,1.2827474052783394,0.8437796831130981,0.0038349947216960085,0.0030407310544128935
81,0.975751830147089,0.850610077381134,0.0098721119684921,0.01059411575879749,1.0251734538049113,0.8501012325286865,0.007899837704384873,0.004381586517664289
82,0.981998195149468,0.8504661917686462,0.010689095273136308,0.011449801987636066,1.2101570616322712,0.8490269780158997,0.009678988889846413,0.005660404677301999
83,0.9688419178417969,0.8506497740745544,inf,0.010354977293243278,1.0320370168497797,0.8486137986183167,0.004687119825586601,0.007273676844728013
84,0.9590568649354145,0.8502230644226074,0.008540245674896889,0.010314075335958307,1.015272027047192,0.8510515093803406,0.004969133990729806,0.007978272458288584
85,0.9656226438700548,0.8503223061561584,0.006892796877057556,0.0102828558755007,1.0549358062711833,0.8506796956062317,0.004649554833086723,0.006491228153831081
86,0.9805623461164065,0.8511062860488892,inf,0.013336653910328997,1.505358963844473,0.8485724925994873,0.008244482689680997,0.006364235044132874
87,0.9761556359860685,0.8502528071403503,0.011994943930525305,0.011792149760874435,1.0297957515863678,0.8488203883171082,0.008772272306711038,0.0038712906108849723
88,0.9694610838522435,0.8503669500350952,inf,0.01032155988778665,0.9973513598371331,0.8496880531311035,0.006714413242955361,0.0038924832497873613
89,0.9838817861193897,0.8508780002593994,0.01363438023703034,0.011343170214397744,1.027186689161013,0.8461760878562927,0.007900564496505037,0.012612457591123208
90,0.9698524098669122,0.8502726554870605,0.00955975139199283,0.01242915582211502,1.219272047555896,0.8478701114654541,0.006065856115117745,0.001768881072415156
91,0.9690202072656926,0.8498806357383728,0.00759590265478103,0.009324501942889854,1.1593338674001799,0.8449779152870178,0.004637259376474067,0.007887336920396582
92,0.9763081516617743,0.8500394225120544,0.009816034903978749,0.009824495853524481,1.0387317532900189,0.8497706651687622,0.003954430589854009,0.004724128035818984
93,0.9806178754990971,0.8499898314476013,0.008068930885134369,0.010327015313290406,1.0424851204591883,0.8515059947967529,0.008105269211055062,0.004854232831802757
94,0.9736912961062492,0.8498161435127258,0.010765109452389527,0.012454368460332732,1.076876085827731,0.8501425385475159,0.007787378210770457,0.005112001365635715
95,0.9814383194039842,0.8503074049949646,0.009271615947337952,0.010054933432686534,1.0091362629067646,0.8502665162086487,0.005000700570124317,0.004343961718126954
96,0.9771923901126007,0.8500146269798279,0.008300882404560598,0.009149308000696969,1.0250612185534267,0.850721001625061,0.004931982790067767,0.0076360718706062975
97,0.9804018391604851,0.8505157828330994,0.012320151300699538,0.011100222289600182,1.2405222015392054,0.8479114174842834,0.008168983338037047,0.003319843515677849
98,0.9871393104188461,0.8499302864074707,inf,0.00953410406118744,1.0138520789987473,0.8517125844955444,0.008217212400938334,0.009134866588184506
99,0.9826391943129513,0.8501138687133789,inf,0.009660521742392184,1.0763580535780102,0.8493988513946533,0.006699983859102673,0.005013169780854256
100,0.9743478240928506,0.8497516512870789,0.010663368448384171,0.009584461939205816,1.4493932672832306,0.8496467471122742,0.005609544914323325,0.003548785158652806
