epoch,train_loss,train_accuracy,"train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","train_ResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","train_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))",val_loss,val_accuracy,"val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","val_ResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","val_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))"
1,1.2613632798194885,0.31785714626312256,0.03437958823310004,inf,0.0,inf,1.275529314412011,0.34973543882369995,0.1142990960015191,0.6973600599500868,0.0,inf
2,1.2153162032365799,0.34497353434562683,0.159641162554423,0.593285862604777,0.0,inf,1.2363625592655605,0.3671957552433014,0.20725546942816842,0.4588038550482856,0.0,inf
3,1.1934491687350803,0.3474206328392029,0.1589733123779297,0.6075773821936713,0.0,inf,1.2254070507155523,0.3582010567188263,0.2233263227674696,0.5286724514431423,0.0,1.5400007883707683
4,1.1862715125083922,0.3552910089492798,0.1560728841357761,0.5967513190375434,0.0,inf,1.2276249263021681,0.3492063581943512,0.20080913967556424,0.5005387624104818,0.0,1.8263029734293619
5,1.1866932267944017,0.34986773133277893,0.16684531370798747,0.5689956135219998,0.0,inf,1.2160019119580587,0.3693121671676636,0.1968616485595703,0.45509876675075955,0.0,1.5050331539577908
6,1.1802790310647753,0.3473545014858246,0.1569268782933553,0.5674585660298666,0.0,inf,1.2184742437468634,0.3671957552433014,0.22745895385742188,0.4538958231608073,0.0,1.3391882154676649
7,1.1802729499008922,0.35165342688560486,0.17851215203603107,0.5522852897644043,0.0,1.6985189146465725,1.2157390435536704,0.3613756597042084,0.17078933715820313,0.5875410715738932,0.0,1.571879153781467
8,1.1743831283516355,0.35052910447120667,0.164807399113973,0.5354282803005642,0.0,inf,1.2110958099365234,0.3560846447944641,0.20975290934244792,0.5038708157009548,0.0,inf
9,1.1737285769648023,0.3491401970386505,0.1860079738828871,0.5969409227371216,0.0,inf,1.2107421967718337,0.37460318207740784,0.20100665622287325,0.5520434061686198,0.0,1.5583740234375
10,1.1666503033704227,0.34761905670166016,0.1720733298195733,0.5198500209384495,0.0,1.56011922094557,1.1959116551611157,0.36560845375061035,0.1849201202392578,0.4920500013563368,0.0,1.6352508121066622
11,1.1578279356161754,0.35085979104042053,0.1805909554163615,0.5631824864281548,0.0,inf,1.1982099930445353,0.35661375522613525,0.17024866739908853,0.6379586537679036,0.0,1.8583418952094184
12,1.1635156997376017,0.34675925970077515,0.17410745885637072,0.5757696363661025,0.0,inf,1.1966868811183506,0.35978835821151733,0.23944837782118056,0.5244957817925348,0.0,1.64511841668023
13,1.1583947231372198,0.35079365968704224,0.16435954835679795,0.5208766274982028,0.0,inf,1.1946536435021295,0.3603174686431885,0.20728191799587672,0.47496363321940105,0.0,inf
