epoch,train_loss,train_accuracy,"train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))",val_loss,val_accuracy,"val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))"
1,1.0238680774966875,0.32685184478759766,0.0005613353517320421,0.0007524728775024414,0.0005032989713880751,0.9164251592424181,0.35661375522613525,4.5988294813368055e-05,8.7738037109375e-06,2.8864542643229166e-05
2,0.8656707041793399,0.33181217312812805,1.780324512057834e-05,4.087686538696289e-05,0.00017953051461113825,0.8885537385940552,0.3539682626724243,2.4583604600694446e-06,0.0,0.0
3,0.8462980654504564,0.33492064476013184,4.551675584581163e-05,0.00012411144044664171,0.00017422040303548177,0.8725830687416924,0.3550264537334442,0.0,0.0,0.0
4,0.832486189239555,0.33584657311439514,3.13719113667806e-05,2.3620658450656467e-05,2.5881661309136286e-06,0.8584314492013719,0.3460317552089691,0.0,0.0,0.000936020745171441
5,0.8192375103632609,0.33604496717453003,0.0021736701329549152,2.8775797949896918e-05,0.00014282729890611437,0.8445778316921658,0.345502644777298,0.0004574245876736111,0.0,0.0
6,0.8050429087546137,0.33974868059158325,0.0005571709738837348,1.191960440741645e-05,3.892845577663845e-05,0.8258847342597113,0.34285715222358704,2.0472208658854165e-05,4.662407769097223e-06,5.768669976128472e-05
7,0.786984249121613,0.3413359820842743,3.646612167358398e-05,0.00024370219972398547,0.00011126067903306749,0.8043246679835849,0.37460318207740784,0.007156711154513889,0.0,0.0
8,0.7713919704159101,0.35866403579711914,0.0002986378139919705,0.00010681947072347006,0.00021940734651353623,0.7917496376567417,0.36772486567497253,0.0,0.00039579603407118057,0.0025122324625651044
9,0.7622703975273504,0.36236771941185,0.0003933032353719076,0.00041378604041205513,0.0006415711508856879,0.7837797297371758,0.3640211522579193,0.0,0.0,0.00023564232720269099
10,0.7546165140966574,0.3748015761375427,0.002900135517120361,0.0009410394562615288,0.001091166337331136,0.7778981003496382,0.36878305673599243,0.0,0.00020819769965277777,6.315443250868055e-06
11,0.7501738510198064,0.36772486567497253,0.0008341021007961697,0.002354711956448025,0.0007061521212259928,0.7710479875405629,0.3740740716457367,0.007157071431477865,0.00019768608940972222,0.0054637485080295135
12,0.7480922605428431,0.3699735403060913,0.001082566049363878,0.007966566085815429,0.00314560333887736,0.7687545955181122,0.3761904835700989,0.0011534796820746528,0.03122577667236328,0.003957706027560764
13,0.7424190646658341,0.3729497492313385,0.0006820003191630046,0.003861044512854682,0.007086854510837131,0.7644080976645152,0.3671957552433014,0.002174356248643663,0.005164718627929688,0.0031418270534939235
14,0.7390096391240756,0.37255290150642395,0.0024667938550313314,0.005502053101857503,0.002006118827395969,0.7595166656706068,0.3761904835700989,0.001152271694607205,0.0021637386745876736,0.0010459264119466146
15,0.7406377853618727,0.3662698268890381,0.0032450066672431097,0.004708867602878147,0.00272980531056722,0.7589525957902272,0.39153438806533813,0.004435221354166667,0.0006402969360351562,0.0002383973863389757
16,0.7377288891623418,0.37162697315216064,0.0007060898674858941,0.0061254170205858015,0.013810813426971436,0.754930967423651,0.37566137313842773,0.0043313556247287326,0.012419743008083767,0.0034954071044921873
17,0.7355214998953872,0.3728174567222595,0.0016732705963982476,0.01734070314301385,0.0070245299074384905,0.7552831083536148,0.37460318207740784,0.026539071400960287,0.042739582061767575,0.024891514248318144
18,0.7299582442889611,0.3778439164161682,0.0038666645685831707,0.005991061528523763,0.006586572859022352,0.758352745241589,0.37936508655548096,0.0002972708808051215,0.004537073771158854,3.151363796657986e-05
19,0.7322554199025035,0.36779099702835083,0.010307710700564915,0.013965902063581679,0.012296452787187365,0.7508056667115953,0.37671956419944763,0.0031707551744249132,0.0005709754096137153,0.0017240948147243924
20,0.7304234390457471,0.3740079402923584,0.0056745893425411646,0.01776076422797309,0.013348026408089532,0.7462718642420239,0.3989417850971222,0.004784944322374132,0.020274766286214194,0.05796277787950304
21,0.7351841487404372,0.3669312298297882,0.014162460300657485,0.016562056541442872,0.012569379144244724,0.74658825231923,0.39047619700431824,0.022300084431966145,0.021640555063883463,0.004325442843967014
22,0.7263895801371998,0.37645503878593445,0.012095747060245937,0.014608844783571032,0.00708316961924235,0.7495456477006276,0.35978835821151733,0.04305479261610243,0.05525630315144857,0.07951092190212673
23,0.7261223272316986,0.3731481432914734,0.022316716776953804,0.011354467603895399,0.007782244682312011,0.7451710687743293,0.3830687701702118,0.01789788140190972,0.003416230943467882,0.0005421744452582465
24,0.7266901799374157,0.3729497492313385,0.010527937942081027,0.011008384492662218,0.017383260197109646,0.7439854191409216,0.38465607166290283,0.008257802327473958,0.0005934185451931423,0.003556908501519097
25,0.7278895316852464,0.37433862686157227,0.026227037111918133,0.019939500755733915,0.017138159937328763,0.7535731335481007,0.3957671821117401,0.0026463614569769965,0.020556492275661892,0.0
26,0.7247797057032586,0.3759259283542633,0.01647363305091858,0.01632407506306966,0.015657009018792047,0.7404575026697583,0.4037036895751953,0.023650105794270834,0.01623416476779514,0.018460591634114582
27,0.7221407103248768,0.3748015761375427,0.01870640516281128,0.009230013688405354,0.027491385406917996,0.7414616740412182,0.3830687701702118,0.023266410827636717,0.0031997468736436633,0.029389402601453993
28,0.7264967777248886,0.3759920597076416,0.02565728889571296,0.012941267093022664,0.0256176577674018,0.7431816882557339,0.3740740716457367,0.026353814866807726,7.224612765842014e-05,0.00012806786431206597
29,0.722666436785625,0.37632274627685547,0.02145953310860528,0.02912125057644314,0.016963342825571697,0.7402339905500412,0.38941797614097595,0.02731681399875217,0.020964749654134116,0.02164391411675347
30,0.7217154985293746,0.3807539641857147,0.03274836871359083,0.01032330294450124,0.020093749629126655,0.7392372449239095,0.3989417850971222,0.043489657508002384,0.0428026729159885,0.007174820370144315
