epoch,train_loss,train_accuracy,"train_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","train_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","train_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))",val_loss,val_accuracy,"val_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","val_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","val_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))"
1,1.1128206623925103,0.3341269791126251,2.047621832953559,0.0005531893836127387,inf,inf,1.5677774906158448,1.0201375100347732,0.3312169313430786,2.788779619004991,0.000235748291015625,inf,inf,2.419680658976237
2,0.9526635034216775,0.335317462682724,inf,0.00010859701368543837,inf,inf,2.7450968503952025,0.9661245955361261,0.33968254923820496,2.7392892625596788,7.137722439236112e-05,inf,inf,2.94431766933865
3,0.9198183019955953,0.33591270446777344,inf,7.999473147922092e-05,inf,inf,2.7338031980726454,0.9424819747606913,0.3433862328529358,2.589176262749566,4.9591064453125e-06,inf,inf,2.7885348002115884
4,0.9007808857493931,0.33888888359069824,inf,0.00012176566653781467,inf,inf,inf,0.9252085791693794,0.34867724776268005,inf,0.0,inf,inf,2.643542989095052
5,0.8871168737610181,0.3441798985004425,inf,5.763636695014106e-05,inf,inf,2.656734993722704,0.9134652018547058,0.35291004180908203,inf,4.6963161892361114e-05,inf,inf,2.3646104600694446
6,0.8776160291499562,0.341997355222702,inf,2.261267768012153e-05,inf,inf,inf,0.9021248459815979,0.3481481373310089,inf,5.8449639214409725e-05,inf,inf,2.6814562479654946
7,0.868891817662451,0.34378308057785034,inf,6.995201110839843e-05,inf,inf,inf,0.8930819537904527,0.3502645492553711,inf,0.0,inf,inf,2.8033180236816406
8,0.859788635538684,0.3462963104248047,inf,0.00012762811448838976,inf,inf,2.9005011346605087,0.8832389460669623,0.3460317552089691,inf,3.899468315972222e-06,inf,inf,3.082318115234375
9,0.851461165315575,0.34675925970077515,inf,2.1990140279134115e-05,inf,inf,inf,0.87494844728046,0.3492063581943512,inf,2.0896063910590278e-05,inf,inf,2.7433062235514325
10,0.8449134672681491,0.34384921193122864,inf,2.671082814534505e-05,inf,inf,inf,0.8668559180365668,0.3698412775993347,inf,0.00026944478352864586,inf,inf,2.6624293857150607
11,0.835693143804868,0.3510582149028778,inf,0.00011045005586412218,inf,inf,inf,0.8568393270174662,0.37830686569213867,inf,0.0012056986490885417,inf,inf,2.5376848856608074
12,0.8299147417147954,0.3541666567325592,inf,7.538133197360568e-05,inf,inf,inf,0.8528138809733921,0.38148146867752075,inf,1.6572740342881943e-05,inf,inf,inf
13,0.8225208794077238,0.35548943281173706,inf,0.0001272333992852105,inf,inf,inf,0.8453095608287388,0.39153438806533813,inf,0.0,inf,inf,inf
14,0.8168347400095728,0.357275128364563,inf,0.0002571264902750651,inf,inf,inf,0.8378909985224406,0.3947089910507202,inf,8.477105034722223e-08,inf,inf,2.551468997531467
15,0.8094458594918251,0.36560845375061035,inf,1.5858809153238932e-05,inf,inf,inf,0.8313653204176161,0.3947089910507202,inf,0.0,inf,inf,inf
16,0.8046834490365452,0.3693121671676636,inf,0.00021472109688652888,inf,inf,inf,0.8270208213064406,0.385185182094574,inf,5.3575303819444444e-05,inf,inf,inf
17,0.800250355568197,0.37242063879966736,inf,0.001805779669019911,inf,inf,inf,0.8232808603180779,0.39629629254341125,inf,0.009405602349175347,inf,inf,2.551323827107747
18,0.795749329858356,0.36845237016677856,inf,0.0001452379756503635,inf,inf,inf,0.8180514911810557,0.39523810148239136,inf,5.433824327256944e-05,inf,inf,2.96128667195638
19,0.7920650766127639,0.3679232895374298,inf,0.003483434518178304,inf,inf,inf,0.8130603406164382,0.3989417850971222,inf,3.785027398003472e-05,inf,inf,2.839445071750217
20,0.7880449527667628,0.3699735403060913,inf,0.0008143769370185005,inf,inf,inf,0.8095385313034058,0.391005277633667,inf,0.005818345811631945,inf,inf,inf
21,0.7835388850834635,0.37440475821495056,inf,0.00431434710820516,inf,inf,inf,0.8058052758375803,0.3941798806190491,inf,2.8822157118055555e-06,inf,inf,2.8240737915039062
22,0.7796165841321151,0.3791666626930237,inf,0.0008213175667656792,inf,inf,inf,0.8019072254498799,0.39947089552879333,inf,4.8425462510850695e-05,inf,inf,inf
23,0.7767778909040822,0.3751322627067566,inf,0.0014003475507100424,inf,inf,inf,0.7982306493653192,0.38835978507995605,inf,6.768968370225694e-05,inf,inf,2.9499163309733074
24,0.7728766227761904,0.3768518567085266,inf,0.00013602177302042643,inf,inf,inf,0.7954648494720459,0.39523810148239136,inf,0.0005265977647569445,inf,inf,inf
25,0.7689891510539585,0.37764549255371094,inf,0.0006972750027974447,inf,inf,inf,0.7911228186554379,0.3978835940361023,inf,0.0,inf,inf,inf
26,0.7653697828451792,0.3818783164024353,inf,0.0004600471920437283,inf,inf,inf,0.7899977842966716,0.3941798806190491,inf,0.004390589396158854,inf,inf,inf
27,0.7628520102136664,0.3810185194015503,inf,0.002447064717610677,inf,inf,inf,0.7845341430770026,0.39153438806533813,inf,0.007533497280544705,inf,inf,inf
28,0.7595848105019993,0.3801587224006653,inf,0.0019671837488810223,inf,inf,inf,0.7821855882803599,0.39629629254341125,inf,0.0018430921766493056,inf,inf,inf
29,0.7588107667035526,0.38035714626312256,inf,0.0021843234697977703,inf,inf,inf,0.7802328824996948,0.386772483587265,inf,0.002499283684624566,inf,inf,inf
30,0.7549027360975742,0.38247355818748474,inf,0.0006820811165703667,inf,inf,inf,0.7776990493138631,0.3899470865726471,inf,0.00025418599446614586,inf,inf,inf
31,0.7529554379483064,0.37929895520210266,inf,0.007763473192850748,inf,inf,inf,0.7756321963336733,0.3931216895580292,inf,0.00044502682156032986,inf,inf,inf
32,0.7495670483758052,0.38624337315559387,inf,0.008161797788408068,inf,inf,inf,0.7716453101899888,0.4000000059604645,inf,0.0008265601264105903,inf,inf,inf
33,0.7468790180153317,0.38227513432502747,inf,0.0011836859914991591,inf,inf,inf,0.7709851135810216,0.386772483587265,inf,0.001342540317111545,inf,inf,inf
34,0.745273001326455,0.38260582089424133,inf,0.007869133684370254,inf,inf,inf,0.7678584323989021,0.3841269910335541,inf,0.007039578755696615,inf,inf,inf
35,0.7434040462805165,0.385185182094574,inf,0.0014586077796088326,inf,inf,inf,0.7667267461617787,0.39153438806533813,inf,0.004929171668158637,inf,inf,inf
36,0.7428448097573386,0.3857804238796234,inf,0.007473187976413303,inf,inf,inf,0.7643400768438975,0.4026454985141754,inf,0.0020550621880425345,inf,inf,inf
37,0.7404236367179288,0.3797619044780731,inf,0.0022357689009772407,inf,inf,inf,0.7623266888989343,0.3931216895580292,inf,0.000682173834906684,inf,inf,inf
38,0.7393855875564946,0.3847222328186035,inf,0.00669928855366177,inf,inf,inf,0.7608565035793516,0.3878306746482849,inf,0.022861798604329426,inf,inf,inf
39,0.7388566519237227,0.38260582089424133,inf,0.006423861450619168,inf,inf,inf,0.7631334410773383,0.4047619104385376,inf,0.0016906950208875869,inf,inf,inf
40,0.7375818404472536,0.38161376118659973,inf,0.005100274085998535,inf,inf,inf,0.7586368991269006,0.3968254029750824,inf,0.0,inf,inf,inf
41,0.7357502444750733,0.38538360595703125,inf,0.0034802224900987414,inf,inf,inf,0.7568231774701013,0.4026454985141754,inf,0.001827557881673177,inf,inf,2.580520502726237
42,0.7355310964087646,0.38346561789512634,inf,0.007262035873201158,inf,inf,inf,0.758745472629865,0.386772483587265,inf,0.005206012725830078,inf,inf,inf
43,0.734789662890964,0.38465607166290283,inf,0.010039222902721828,inf,inf,inf,0.7567568818728129,0.38465607166290283,inf,0.014544826083713108,inf,inf,inf
44,0.7329932372603152,0.3879629671573639,inf,0.010374704996744791,inf,inf,inf,0.7540712167819341,0.391005277633667,inf,0.0013280762566460504,inf,inf,inf
45,0.7296175913678276,0.38855820894241333,inf,0.006425755553775363,inf,inf,inf,0.7522073596715927,0.39841270446777344,inf,0.03248498704698351,inf,inf,inf
