epoch,train_loss,train_accuracy,"train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))",val_loss,val_accuracy,"val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))"
1,0.9728910186301882,0.4824972152709961,0.6515402103138861,0.8627036631664383,0.2060931921005249,0.6372459090758706
2,0.9138368751122573,0.2185061275959015,0.529904046905375,0.7829725151864168,0.2060931921005249,0.5507097155134254
3,0.8164351572082421,0.24637681245803833,0.5153516876363309,0.7309394111143095,0.2795698940753937,0.5866196534343969
4,0.8104063879315541,0.2722408175468445,0.5132307627490748,0.7407389121634937,0.2867383658885956,0.4865869539920415
5,0.7285288789910134,0.280490517616272,0.4801902113673843,0.7162493726360464,0.2867383658885956,0.48500474591121495
6,0.7377710889015242,0.2878483831882477,0.4783275183116164,0.6999325885950962,0.29749104380607605,0.5223055153249581
7,0.7679589110139374,0.29074692726135254,0.4817225476291692,0.6831963265610632,0.3172042965888977,0.5135236811415057
8,0.7279500040774033,0.3010033369064331,0.47604350063288325,0.6762550311667896,0.30645161867141724,0.4365466108946043
9,0.7176457802965263,0.30278706550598145,0.45470330202690906,0.6680941868608243,0.3172042965888977,0.48249606551410995
10,0.6990139440537613,0.3063545227050781,0.44579402308597743,0.670921689717569,0.30645161867141724,0.4679247062897014
11,0.713829239255914,0.3068004548549652,0.43514146091782047,0.6617866423085471,0.36200717091560364,0.4852271926737277
12,0.6812035121267366,0.309253066778183,0.44009031090780953,0.68624191752104,0.24910394847393036,0.3910064340751862
13,0.7210108229594532,0.31282052397727966,0.4157396710921671,0.6586448948517024,0.3189964294433594,0.4859318064752026
14,0.6761275295377056,0.31638795137405396,0.4399352658574826,0.6555654687859188,0.3745519816875458,0.42372816745365893
15,0.683800372738983,0.33154961466789246,0.4233917454692805,0.656628665244468,0.32078853249549866,0.449740383112542
16,0.6911845200251197,0.3157190680503845,0.4108599875574914,0.6473038795395433,0.31362006068229675,0.45831126810234285
17,0.6557413173543516,0.325529545545578,0.4118214232899318,0.6420139840273099,0.3154121935367584,0.44752458768470266
18,0.6739326191839771,0.3125975430011749,0.41553853939626817,0.6434846893649235,0.29928314685821533,0.4108461219573689
19,0.6655024835126144,0.3103678822517395,0.40850155710059904,0.6474787250300434,0.29749104380607605,0.4036244989555573
20,0.6539818231608266,0.3110367953777313,0.3980749472279415,0.634941283508996,0.30645161867141724,0.484869520240855
21,0.6522877275700045,0.32842808961868286,0.4361102007259832,0.6371725115263573,0.342293918132782,0.47024147532810673
22,0.6522456071922712,0.33935341238975525,0.4239397249489187,0.636218598791372,0.3243727684020996,0.42326631278635185
23,0.6715028705510581,0.33467113971710205,0.40032280995467,0.6288618677965948,0.3243727684020996,0.4040828954393619
24,0.6446454791682903,0.3511705696582794,0.40758793487727085,0.6164919837055919,0.37813618779182434,0.42924215191992643
25,0.6577268348501943,0.3587513864040375,0.39474219863659865,0.6211550501740981,0.37813618779182434,0.47038873333797276
26,0.6748857970619313,0.36142697930336,0.41321714681999705,0.6158131074125521,0.4139784872531891,0.4375729783673153
27,0.6534366989247152,0.36744704842567444,0.41188247070134243,0.6188998390859533,0.37813618779182434,0.45924683597600346
28,0.6420074922215437,0.35919731855392456,0.38287736266572897,0.6141899399389731,0.41039425134658813,0.4085337692332045
29,0.6290254063173154,0.35183945298194885,0.4139972223299686,0.6371225171557097,0.3494623601436615,0.3859522008450232
30,0.6408972026971734,0.3478260934352875,0.38577882485969045,0.6170818053673361,0.41039425134658813,0.43514992366327304
31,0.6251649655680233,0.36544036865234375,0.395839196499263,0.6308442046430623,0.4121863842010498,0.3731339802251798
32,0.6515902354355867,0.36499443650245667,0.3774673131024726,0.6188187401428401,0.41039425134658813,0.43172881759215737
