epoch,train_loss,train_accuracy,"train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))","train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","train_ChainResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))",val_loss,val_accuracy,"val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))","val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","val_ChainResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))"
1,1.2794126924541263,0.31084656715393066,0.7199201901753743,0.4367021057340834,inf,inf,1.3195749163627624,0.33280423283576965,1.0454508887396918,0.4768751780192057,0.9524925655788845,1.404969957139757
2,1.271932253241539,0.32341268658638,1.0676677809821236,0.418656063079834,0.8649219142066108,inf,1.3120534539222717,0.33280423283576965,1.1457369062635634,0.4203351338704427,0.692049323187934,1.0778666602240667
3,1.265572628710005,0.3232142925262451,1.1216733747058445,0.4312193367216322,0.840326197942098,inf,1.3099175400204128,0.33280423283576965,1.1540513780381945,0.4539881388346354,0.8150754716661242,1.1446300930447049
4,1.2641702198319964,0.3232804238796234,1.146294207043118,0.4220876296361287,0.820681709713406,inf,1.309827529059516,0.33280423283576965,1.0827972412109375,0.4257833692762587,0.7131812625461155,1.1899318271213108
5,1.2646226914392578,0.3232804238796234,1.153835982746548,0.45241947174072267,0.7740908781687419,1.182928090625339,1.3071519626511467,0.33280423283576965,1.0976464165581596,0.44321136474609374,0.7535533905029297,1.0756655799018011
6,1.260858739581373,0.3232804238796234,1.1646614895926581,0.4001622862286038,0.7485652261310154,inf,1.3046046005354988,0.33280423283576965,1.1128935919867622,0.42391111585828994,0.7646369086371527,1.1897872077094185
7,1.2616510116391713,0.3232804238796234,1.1584114578035143,0.42426020834181044,0.7771659612655639,1.1396053314208985,1.305158755514357,0.33280423283576965,1.0969744788275824,0.38554882473415797,0.6882776472303602,1.1023658328586154
8,1.262374290327231,0.3232804238796234,1.1384943273332384,0.43130631181928847,0.769648880428738,1.1426480134328207,1.305710286564297,0.33280423283576965,1.1598956637912325,0.376565678914388,0.6475008646647136,0.9987696753607855
9,1.262344444791476,0.3232804238796234,1.186826107237074,0.42051030529869926,0.7460637807846069,1.1242428965038724,1.3069299671385024,0.33280423283576965,1.1130941179063585,0.4054440392388238,0.7629503885904948,1.1013448079427084
10,1.2610577075017824,0.3232142925262451,1.1517940441767374,0.43159839312235515,0.73659790886773,1.0692217906316122,1.3021293825573392,0.33280423283576965,1.158467525906033,0.4424565209282769,0.658780754937066,0.9389351738823785
11,1.2565094043811162,0.3232804238796234,1.2055630286534627,0.4443488147523668,0.6992821613947551,inf,1.299381254778968,0.33280423283576965,1.1308426751030816,0.42578264872233074,0.7077311621771918,1.121540790134006
