epoch,train_loss,train_accuracy,"train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))","train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","train_ChainResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))",val_loss,val_accuracy,"val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))","val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","val_ChainResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=4))"
1,1.320564014216264,0.18300265073776245,0.5038419352637397,0.3412086804707845,inf,inf,1.4300634768274096,0.06296296417713165,0.49502025180392795,0.2856252882215712,0.6176288604736329,1.1477498796251084
2,1.4531396104229821,0.035846561193466187,0.4150415817896525,0.1646218220392863,0.3024209631813897,inf,1.5911489129066467,0.05396825447678566,0.30673357645670574,0.08564872741699218,0.14439400566948785,0.3815594143337674
3,1.5657246008515358,0.12433862686157227,0.27208252747853595,0.07175289789835612,0.12546019289228652,inf,1.6668475124571058,0.21957671642303467,0.23530938890245226,0.055433866712782116,0.10151846143934462,0.24362258911132811
4,1.6045036022861798,0.20773810148239136,0.22853000164031984,0.0491012069914076,0.08886468675401475,0.2549749109480116,1.6854485975371467,0.16190476715564728,0.2057188245985243,0.0491989983452691,0.06960656907823351,0.23064049614800347
5,1.6088244747784404,0.2233465611934662,0.2158370892206828,0.04379097355736627,0.06507675912645128,0.23354380395677354,1.6836264332135518,0.18571428954601288,0.20871734619140625,0.036049101087782115,0.06172523498535156,0.2244795905219184
6,1.6152083252867062,0.2537037134170532,0.20962936878204347,0.03500698937310113,0.05303994549645318,0.2058222982618544,1.6858358555369908,0.31216931343078613,0.21652615865071614,0.028655921088324654,0.04475390116373698,0.1809517330593533
7,1.6147344708442688,0.3044312298297882,0.21885281403859455,0.028709525532192654,0.044269877009921604,0.1977975474463569,1.6910739752981399,0.2994709014892578,0.17580002678765191,0.02648302714029948,0.03882005479600695,0.17924906412760416
8,1.6201969558993976,0.2977513372898102,0.20868212911817763,0.028669481807284885,0.04074216153886583,0.19571347236633302,1.697717637485928,0.2994709014892578,0.21292071872287327,0.028079054090711805,0.03328225877549913,0.17573284573025175
9,1.6259324247638385,0.3013227581977844,0.19316000408596462,0.027886411878797743,0.03344491587744819,0.1721671872668796,1.6979867802725899,0.3047619163990021,0.1964281717936198,0.023254903157552083,0.029813851250542533,0.15528746710883246
10,1.6240491744544772,0.3023809492588043,0.2029022455215454,0.026808153258429633,0.03325754006703695,0.1706536054611206,1.6962149500846864,0.3047619163990021,0.19463865492078994,0.019399939643012152,0.029861746893988714,0.1632879892985026
11,1.6259123406476446,0.3015211522579193,0.193709659576416,0.022344589233398438,0.029645005861918133,0.16845095687442355,1.7040564179420472,0.3047619163990021,0.20216492546929254,0.02034267849392361,0.024255540635850694,0.14628978305392795
12,1.6310102466079923,0.2995370328426361,0.18965609338548448,0.021927997801038955,0.030136166678534613,0.17028854688008627,1.708166695965661,0.3047619163990021,0.18474583095974392,0.023065694173177085,0.025590727064344617,0.16234495374891494
13,1.634924825032552,0.29894179105758667,0.18825495772891573,0.022777242130703396,0.02852643860710992,0.16815011766221788,1.7095460931460063,0.3047619163990021,0.1814703623453776,0.022287156846788194,0.021658537122938366,0.15462493896484375
14,1.628219508131345,0.3083333373069763,0.19538742966122097,0.021148329310946994,0.02875010437435574,0.16030960347917345,1.7023316767480638,0.3047619163990021,0.17268880208333334,0.017205556233723957,0.027683978610568576,0.1761566162109375
15,1.625574746231238,0.30496031045913696,0.19224376148647732,0.02070000171661377,0.027655975023905436,0.1674332406785753,1.69985937277476,0.3047619163990021,0.20641678704155816,0.017861302693684897,0.021258248223198786,0.1483812967936198
16,1.6242432625757324,0.27453702688217163,0.1943521049287584,0.02133716212378608,0.028441278139750163,0.16321457227071126,1.7040575053956775,0.2899470925331116,0.16595687866210937,0.01739290025499132,0.021592458089192707,0.16605974833170573
17,1.6292758989665244,0.3047619163990021,0.19591333601209854,0.02146949503156874,0.02697895367940267,0.1597107728322347,1.711368203163147,0.3047619163990021,0.1613419426812066,0.017283927069769965,0.022480985853407118,0.15451473659939235
18,1.6312840602464147,0.29490742087364197,0.18337895340389676,0.022628527217441134,0.027680442068311904,0.16182185278998482,1.70897669394811,0.3047619163990021,0.16681365966796874,0.017422061496310762,0.02420620388454861,0.14593544006347656
19,1.6352867894702487,0.3067460358142853,0.18494124677446153,0.02135953903198242,0.0256921476787991,0.1611721330218845,1.7096402274237739,0.3047619163990021,0.17481820848253038,0.019496875339084202,0.021737289428710938,0.14238997565375433
20,1.631993810998069,0.3073412775993347,0.18472653494940863,0.02092867957221137,0.025980464617411294,0.16104049417707655,1.7069866246647305,0.3164021074771881,0.17391866048177082,0.023141860961914062,0.021695793999565973,0.13495860629611545
