epoch,train_loss,train_accuracy,"train_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))","train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","train_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","train_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))",val_loss,val_accuracy,"val_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))","val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","val_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","val_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))"
1,1.3156063195731904,0.2173941731452942,0.05279054111904568,0.25966562694973416,0.043482838736640085,inf,1.4142781615257263,0.13544973731040955,0.05609249538845486,0.08929502699110244,0.07355808681911892,inf
2,1.3907805156376627,0.21468253433704376,0.017810712920294867,0.03531240887112087,0.04652663601769341,inf,1.4722098973062303,0.3095238208770752,0.004792828030056423,0.016635174221462674,0.02703785366482205,0.39400448269314237
3,1.3906197369098663,0.32116401195526123,0.0025525490442911782,0.012760567665100097,0.0201705535252889,inf,1.440744443734487,0.3232804238796234,0.0017399681939019097,0.010763804117838541,0.019245402018229166,0.28569285074869794
4,1.3611969575285912,0.3224206268787384,0.001691150665283203,0.00813543266720242,0.013726035753885904,0.2969438711802165,1.417227194044325,0.3322751224040985,0.0006042904324001736,0.005959065755208334,0.01719805399576823,0.2606040530734592
5,1.3547915731867155,0.3272486627101898,0.0012142207887437609,0.005639277564154731,0.01896300580766466,inf,1.4249743858973185,0.3322751224040985,0.0008136325412326389,0.005608918931749132,0.011509111192491319,0.2657105763753255
6,1.3628099208076796,0.32096561789512634,0.0009538994895087348,0.004240120781792534,0.01898919211493598,0.25063198672400583,1.4200531787342496,0.3264550268650055,0.00037214491102430556,0.003047731187608507,0.010745578342013888,0.2427586449517144
7,1.360421899954478,0.3225529193878174,0.0007499006059434679,0.002854042583041721,0.016094446182250977,0.24962909486558701,1.4250834451781378,0.32698413729667664,0.00021866692437065972,0.0026376512315538195,0.013197241889105902,0.2097609625922309
8,1.3656347536378437,0.3185185194015503,0.0006315973069932726,0.0019836531745062932,0.016008022096421985,0.23133031527201334,1.4272018763754102,0.31587302684783936,0.0002994113498263889,0.0017297532823350695,0.011307186550564237,0.21946148342556424
9,1.3648608934548165,0.3192460238933563,0.00047593381669786244,0.0019374238120185004,0.015825703408983018,0.22774213684929742,1.4284730752309163,0.31904762983322144,0.00014690823025173612,0.0018311394585503473,0.015003924899631076,0.19713995191786024
10,1.3658511241277058,0.317592591047287,0.00041604042053222656,0.0016192568673027885,0.01468767589992947,0.21227685610453287,1.4217051585515341,0.3142857253551483,6.357828776041667e-05,0.0009467654758029514,0.021406979031032985,0.16059951782226561
