epoch,train_loss,train_accuracy,"train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=1))",val_loss,val_accuracy,"val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=1))"
1,0.9117532272978618,0.47736626863479614,0.34845807585812955,0.7522570371627808,0.4538043439388275,0.1651894435286522
2,0.7062082048883305,0.4659702479839325,0.11783253342238678,0.6649474442005158,0.4375,0.08421259336173534
3,0.6719628524110768,0.49509337544441223,0.09294327021853972,0.6182569369673729,0.5353260636329651,0.05576806329190731
4,0.6345630325318871,0.5324469804763794,0.08101093649352768,0.5692032359540462,0.614130437374115,0.06397568993270397
5,0.6351590998087212,0.6109528541564941,0.10945427771105595,0.526509790122509,0.66847825050354,0.07821067720651627
6,0.569225941080013,0.6407091021537781,0.10448290114748683,0.497148796916008,0.66847825050354,0.07503969371318817
7,0.5826858073798431,0.6410256624221802,0.12411263929142409,0.47303355261683466,0.6711956262588501,0.07482493743300438
8,0.5231917726919171,0.6603355407714844,0.11810021327921827,0.45539656952023505,0.6711956262588501,0.08649351596832275
9,0.5364865518862297,0.6574865579605103,0.13538624343931582,0.4435830138623714,0.6739130616188049,0.08166865333914756
10,0.5108142124602277,0.6663501262664795,0.13250232879624538,0.4340525947511196,0.6739130616188049,0.08243909627199172
11,0.4631947019077872,0.6669832468032837,0.1113886640242965,0.4212912306189537,0.676630437374115,0.08578788489103317
12,0.49069172037001146,0.6748971343040466,0.1307838536833824,0.41605237424373626,0.6847826242446899,0.0896287053823471
13,0.5002294263676065,0.6777461171150208,0.13452028921353465,0.40786532685160637,0.6847826242446899,0.09904856979846954
14,0.47714978847042444,0.678695797920227,0.143566678355153,0.4020983219146729,0.6847826242446899,0.10937453210353851
15,0.5054285808956009,0.6802785396575928,0.1558807482957468,0.40037030205130575,0.6847826242446899,0.10161229819059373
16,0.48298846131739864,0.6774295568466187,0.15145180461559207,0.40049526169896127,0.6875,0.0893853023648262
17,0.4653007176104648,0.6777461171150208,0.1357809664585661,0.39265806302428247,0.6875,0.09782460629940033
18,0.4671500881729929,0.6767964363098145,0.13994662196327484,0.38850525803864,0.6875,0.11158055365085602
19,0.4623339789427015,0.6758468151092529,0.14287805110913543,0.3884477037936449,0.6875,0.10207111537456512
20,0.45932987220759697,0.680911660194397,0.1437196381936393,0.38188795298337935,0.6875,0.10781885832548141
21,0.45629331023198394,0.6799620389938354,0.1402053418750882,0.3875157743692398,0.6875,0.09947126209735871
22,0.44035482615836885,0.6831275820732117,0.13867674733100926,0.3823975630104542,0.6875,0.11293704807758331
23,0.43223073348612195,0.6780626773834229,0.13681896716681732,0.3781802710145712,0.6875,0.11302146017551422
24,0.4333703797804584,0.6799620389938354,0.13587941245616134,0.37756989859044554,0.6875,0.10914066433906555
25,0.45965641346439,0.6818613409996033,0.1596063618169002,0.37751434147357943,0.6875,0.10996444821357727
26,0.4389596408038355,0.6764798760414124,0.14193504053791303,0.3793931744992733,0.6875,0.1065104529261589
27,0.4344158141689256,0.678695797920227,0.13597422391873626,0.3746782761067152,0.6875,0.11112628579139709
28,0.44350115357434694,0.6796454787254333,0.13852720476349878,0.3752716679126024,0.6875,0.1138838768005371
29,0.44612107773466897,0.6790123581886292,0.1473021739730597,0.3734829515218735,0.6875,0.11578022092580795
30,0.43202946808148474,0.6805950999259949,0.1375083979132023,0.3722800750285387,0.6875,0.13433732986450195
31,0.43339471809577645,0.6774295568466187,0.14190909071199237,0.3741600397974253,0.6875,0.1224192813038826
32,0.43219032646527344,0.6818613409996033,0.12209678319240695,0.3665864683687687,0.6739130616188049,0.1761544391512871
33,0.41810869496437764,0.6796454787254333,0.12448787991416621,0.365978904440999,0.6902173757553101,0.13436984717845918
34,0.41833870445324367,0.678695797920227,0.138017985173581,0.3710743490606546,0.6902173757553101,0.11435273438692092
35,0.40932953848202774,0.6831275820732117,0.13090796124730578,0.3748518913984299,0.6875,0.102950057387352
36,0.4446293028440565,0.6720480918884277,0.1407664938947526,0.37036035060882566,0.6902173757553101,0.12792419642210007
37,0.4249434092208487,0.6755302548408508,0.1309298716729591,0.37119648344814776,0.6902173757553101,0.10982997119426727
38,0.4388113574425627,0.6799620389938354,0.14213866292965394,0.3759945653378963,0.6875,0.10117418318986893
39,0.4369816969086339,0.6834441423416138,0.127283321760374,0.36703178510069845,0.676630437374115,0.12432350665330887
40,0.41467939028966816,0.6774295568466187,0.1249827799298648,0.3690292272716761,0.676630437374115,0.11115892976522446
41,0.41112554243034954,0.6736308932304382,0.14200929639491947,0.3687402535229921,0.6902173757553101,0.1330661430954933
42,0.4498938813038438,0.6815447807312012,0.13591663132591664,0.3659148424863815,0.676630437374115,0.13049729615449907
43,0.41329309846421297,0.6821779012680054,0.14022932242305713,0.37423248812556265,0.6875,0.11481123268604279
44,0.4245865687193253,0.6767964363098145,0.14169962553077853,0.37246095314621924,0.6875,0.1173454076051712
45,0.4408433900422499,0.6818613409996033,0.1389234437957383,0.36888407468795775,0.6902173757553101,0.15112086683511733
46,0.42541698418708745,0.6818613409996033,0.14545792276141425,0.37582289017736914,0.6902173757553101,0.11006193608045578
47,0.4217322136096761,0.6878759264945984,0.12705183531304418,0.3666782513260841,0.676630437374115,0.1249765932559967
48,0.45010127696715724,0.6818613409996033,0.14581980032035602,0.36990172080695627,0.6875,0.11804221868515015
49,0.41126367546234416,0.678695797920227,0.12047452966620137,0.3704145349562168,0.6902173757553101,0.13844776451587676
50,0.420951943176213,0.6764798760414124,0.13391168199351722,0.37154207155108454,0.6902173757553101,0.1207658290863037
51,0.4144479142336317,0.6793289184570312,0.1410384899740472,0.3722304865717888,0.6902173757553101,0.11459023803472519
52,0.42257740977401853,0.684077262878418,0.12741901443082718,0.36851162035018203,0.6902173757553101,0.1321696251630783
53,0.4060109109151382,0.6764798760414124,0.1312722953358976,0.37599962316453456,0.6902173757553101,0.1249998077750206
54,0.4223834819475686,0.6780626773834229,0.13557882920814193,0.37329497672617434,0.6902173757553101,0.13136230409145355
55,0.4141708113102013,0.6853434443473816,0.12293057843415116,0.3703543461859226,0.6902173757553101,0.14645038694143295
56,0.42120981290820236,0.6847103238105774,0.1429767118601271,0.3724898796528578,0.6902173757553101,0.11643956899642945
57,0.4302242412442536,0.6913580298423767,0.1504929515761258,0.3734937282279134,0.6902173757553101,0.1155275896191597
58,0.4161420916897272,0.6888256072998047,0.12493971334232741,0.3694073103368282,0.6902173757553101,0.14213523864746094
59,0.4046099522091483,0.684077262878418,0.14258870170938429,0.3672283083200455,0.6902173757553101,0.17208968698978425
60,0.4411990242238722,0.6888256072998047,0.153071864718766,0.3697863847017288,0.6902173757553101,0.1482263058423996
61,0.39032832527309425,0.6837607026100159,0.11027751995509202,0.3690752927213907,0.676630437374115,0.1565558284521103
62,0.4308924027798514,0.6872428059577942,0.1333222575195122,0.37463763672858474,0.6902173757553101,0.13913183510303498
63,0.41433609066626953,0.6888256072998047,0.13781766939832715,0.3753744501620531,0.6875,0.11871731132268906
64,0.399721547333573,0.6913580298423767,0.12705756963322204,0.3709138762205839,0.6902173757553101,0.14070487022399902
65,0.3447541425501501,0.6897752285003662,0.0984726591898759,0.3759700980037451,0.6847826242446899,0.1189747616648674
66,0.41868182749439514,0.6805950999259949,0.1476151315544771,0.37301976829767225,0.6902173757553101,0.12469744980335236
67,0.40628092656966863,0.6821779012680054,0.13790109595530864,0.3762113759294152,0.6875,0.12034777104854584
