epoch,train_loss,train_accuracy,"train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=2))",val_loss,val_accuracy,"val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=2))"
1,4.091181168028187,0.4567282795906067,0.06086979562816094,3.298697095665526,0.46152058243751526,0.01752534014113406
2,3.0249542689816966,0.5554950833320618,0.019883449796405314,2.743694261160303,0.6159032583236694,0.017547146817471118
3,2.5784424271774644,0.6490621566772461,0.014244302695976954,2.3919635765730067,0.697279691696167,0.011880713320792989
4,2.307867660375031,0.7083276510238647,0.012636989544910989,2.1181358924571505,0.7191351056098938,0.021000140778561854
5,2.0600003713500663,0.7346799969673157,0.014206768347705751,1.9263002434309493,0.7307602763175964,0.006111794329704123
6,1.8927748779353,0.7977295517921448,0.015932857547342905,1.7844094467923997,0.7944663763046265,0.023419417726232652
7,1.7581627392753831,0.8056243658065796,0.020100073829577986,1.6749878576461306,0.8058590888977051,0.021501498526715217
8,1.6832570174368862,0.8127841353416443,0.012490827186851744,1.586511712759099,0.8051615953445435,0.00653017835414156
9,1.5623870010817948,0.816922128200531,0.01641143956508353,1.509326556863937,0.8109741806983948,0.003930993790322162
10,1.5550883305268937,0.8194538950920105,0.012854463988302114,1.445457799685128,0.8132992386817932,0.013906805566016664
11,1.454658195523213,0.8226118087768555,0.013010176630283364,1.393905613666519,0.8181818127632141,0.024311792089584026
12,1.4602036196142811,0.8284104466438293,0.016021326975204888,1.3403273214843678,0.8312020301818848,0.02357367657600565
13,1.3889421936376178,0.8317589163780212,0.017484171185523843,1.2974261524195367,0.8314345479011536,0.008363538092755257
14,1.3469226188926053,0.8338279128074646,0.016524199594104873,1.2729010311212945,0.8342245817184448,0.01653016983194554
15,1.305622993256341,0.8365774750709534,0.011485453054403804,1.3875574659714673,0.8239943981170654,0.009401531929665424
16,1.267441362889005,0.8377208709716797,0.01760723003662822,1.2132820293545088,0.835387110710144,0.016494589663566428
17,1.2598881526136347,0.8385375738143921,0.01663533485872224,1.1807417225964525,0.8358521461486816,0.002932192416901284
18,1.2238526672625127,0.838782548904419,0.012756743375409687,1.1729769590647614,0.8363171219825745,0.027639406285387403
19,1.2284022745228473,0.8385647535324097,0.017049413198118757,1.5596976143961891,0.8167867660522461,0.0032506450693658056
20,1.176464524219206,0.8378569483757019,0.014295372866774314,1.1307988232279078,0.8402696847915649,0.03188836523827086
21,1.182297777228434,0.8411237597465515,0.010146085497173787,1.1321724574418461,0.8393396735191345,0.01470907393922197
22,1.1605720323037887,0.8419404625892639,0.011811545636750078,1.1126108936212482,0.8421297669410706,0.008475164656943463
23,1.1446787230132864,0.8427027463912964,0.015340361119329043,1.088199489904528,0.8409672379493713,0.020437158929540757
24,1.1567415051873957,0.8415865898132324,0.011098097210983308,1.0856734839287845,0.8372471332550049,0.009579054852749439
25,1.109025869559301,0.841749906539917,0.0132018467549812,1.0620269311532538,0.8407347202301025,0.013476480321681247
26,1.1251079247891953,0.8426483273506165,0.01672505206110118,1.0551050921287783,0.8388746976852417,0.0030500219223347116
27,1.118459141760325,0.8438733816146851,0.01406340791414751,1.0456133758074584,0.8442222476005554,0.0038924754934108003
28,1.1355750894205432,0.843002200126648,0.009889833423488965,1.0439341551049592,0.8428272604942322,0.0060530753845864154
29,1.073057683210788,0.8434922099113464,0.01657019330943972,1.0285901079380368,0.8437572717666626,0.061576239606167406
30,1.0795959427016253,0.8445539474487305,0.014457434099444411,1.0296549958246264,0.8409672379493713,0.01809316188731092
31,1.0783964443610508,0.8430294394493103,0.013246724876375461,1.019474801483584,0.8428272604942322,0.006451036574992727
32,1.082269727576953,0.8443361520767212,0.016606524175392847,0.9993198062818339,0.8442222476005554,0.019397042660003014
33,1.0395278692418624,0.8440094590187073,0.014142917283274818,1.0047149751067874,0.8421297669410706,0.02119662102232588
34,1.0564618843715492,0.8453434109687805,0.012944284581328147,1.0075590679491375,0.8435247540473938,0.0048085887381371034
35,1.0554318620302174,0.8436827659606934,0.014058659537329541,0.9895797272822127,0.8395721912384033,0.006331773007169683
36,1.0253286994549868,0.8443906307220459,0.012158895690476566,0.9939115208120363,0.8421297669410706,0.006575316063901211
37,1.0331321124877173,0.8454523086547852,0.013153267767272431,0.9844269604957168,0.843059778213501,0.028733217462580254
38,1.024730511889327,0.8450984358787537,0.021235437466586977,0.9590124260490522,0.8470123410224915,0.019149416051012405
39,1.0248298983773905,0.8447717428207397,0.016916958010120758,0.9664200847141168,0.8435247540473938,0.00863063284691344
