epoch,train_loss,train_accuracy,"train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=1))",val_loss,val_accuracy,"val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=1))"
1,0.9692488730510819,0.4683690369129181,inf,0.29631526013401066,0.8738446591505363,0.2776978313922882,0.7031422408659067,0.25409307408688675
2,0.8753548371457608,0.3014827072620392,0.8131609729517286,0.21259287818570002,0.8004286320351842,0.29784172773361206,0.6935268978574383,0.2023371306817923
3,0.8138150975525936,0.3235584795475006,0.7726533577820965,0.184725718297691,0.7687324552393672,0.3654676377773285,0.6726140050745723,0.16829547330514708
4,0.7796358075654395,0.354365736246109,0.7436596923899428,0.18343001074880083,0.7581890817008802,0.3438848853111267,0.6219474771129552,0.1853558314380361
5,0.791072518636133,0.3415156602859497,0.738725370781444,0.19955005411789797,0.744279913048246,0.35827338695526123,0.613407376986831,0.1961026485286542
6,0.7689321809282926,0.34629324078559875,0.7023145729136244,0.18692842565964315,0.7365661912889623,0.36690646409988403,0.616771964884516,0.18039244813705557
7,0.7652306642487784,0.361285001039505,0.6894954021846023,0.21369732000003352,0.7409683634985739,0.3482014536857605,0.5586409319692583,0.19174149943821467
8,0.7679141831175189,0.3845140039920807,0.6995695381521064,0.22338556040113217,0.7324654682358699,0.4359712302684784,0.5593153932201329,0.2423407542171763
9,0.7640434679583968,0.431301474571228,0.6908705542020709,0.2176885201552204,0.7250343303182232,0.4374100863933563,0.5470820718736791,0.24263876053824354
10,0.7445328834457933,0.423064261674881,0.6438440322875977,0.21388298663023475,0.7239433264554437,0.4273381233215332,0.5655060134716888,0.2158782402081276
11,0.7386194727688192,0.4289950430393219,0.6338978901087681,0.21529067364808555,0.7207666284112788,0.4374100863933563,0.5734631552625058,0.18685902054630107
12,0.7482974613381324,0.4257001578807831,0.6244165153146904,0.22635364454483317,0.7134300416974879,0.43309351801872253,0.5342281505243102,0.2306201235571904
13,0.7537657967794721,0.4212520718574524,0.6237483710886162,0.22745926981774445,0.7166573805595512,0.43453237414360046,0.5562741258251134,0.21370368395278702
14,0.7178858616641749,0.4314662218093872,0.6297788272394198,0.17810436877134805,0.7007922863782342,0.42877697944641113,0.5634236406924119,0.21125511713881992
15,0.7560146317303738,0.40790775418281555,0.6315576571170415,0.22313868353300007,0.6937514494604139,0.39856114983558655,0.5791384817948982,0.19046915778473242
16,0.7243939670446877,0.41482701897621155,0.6254677558613715,0.21755007148903108,0.7010419604493611,0.3971222937107086,0.47808788071817426,0.2335095245446732
17,0.7251125329008726,0.41812190413475037,0.5843526162833811,0.21991299535626563,0.6844939843042573,0.41726619005203247,0.5289426526026939,0.19402361716797104
18,0.6858605021071211,0.4263591468334198,0.5837403582635327,0.16992818139423835,0.691641761295831,0.4230215847492218,0.5397458112061914,0.23110988513747258
19,0.6826196145788531,0.42520591616630554,0.5771174511062764,0.17544223727466904,0.6814480606299728,0.4316546618938446,0.5404411892392742,0.21097128159964262
20,0.6976916561059863,0.4359143376350403,0.5770424423930801,0.20417441614320345,0.6881014028591896,0.42877697944641113,0.5012484379668734,0.21231696587889942
21,0.6926284476418362,0.4214167892932892,0.5859056896138414,0.19327002318105965,0.6714302377024693,0.3870503604412079,0.5153105330111375,0.21668892831944708
22,0.6636996344428197,0.4304777681827545,0.5737371712087471,0.19343050835288575,0.6651388135418963,0.42014387249946594,0.5651541752601738,0.21762851992649818
23,0.6904711682105733,0.4135090708732605,0.5725114488156042,0.20649739386879395,0.6783356355197394,0.4187050461769104,0.5124928630999664,0.2174958070712303
24,0.6784116776190071,0.4196045994758606,0.569825226347023,0.19422336666383475,0.6801838505623946,0.40719425678253174,0.5191998232656451,0.23503388041880593
25,0.6732808588821197,0.41120263934135437,0.5624557111864892,0.16481281975719417,0.6827797742921915,0.40287768840789795,0.5147899549398849,0.23209569614324996
26,0.6933660135647961,0.4238879680633545,0.5659611274148816,0.20295629557048048,0.6613129848864541,0.42158272862434387,0.5437360984175953,0.19323109868747085
27,0.6693775193713536,0.4428336024284363,0.574273954819296,0.20041040170972593,0.6610198616981506,0.42877697944641113,0.5261917683615613,0.2198442665498648
28,0.6882660259710294,0.42685338854789734,0.5720344632585472,0.20864104344466022,0.6692346485693064,0.40719425678253174,0.522474822713368,0.20805743381158628
29,0.6914547232823951,0.417792409658432,0.5750876524738062,0.20680967524786975,0.659863499118321,0.4230215847492218,0.5575408686452837,0.2127241599026011
30,0.6849301638447236,0.423064261674881,0.5625830966735554,0.2079662827687843,0.663657717295547,0.3956834673881531,0.5729557186809938,0.19992308207412265
31,0.6941966913570867,0.4049423336982727,0.583780574798584,0.21687718161912722,0.6841188735926329,0.3956834673881531,0.4810542206266033,0.21691367875284223
32,0.6922179522358368,0.39242175221443176,0.5522412505105277,0.20390378593284392,0.6689494256653002,0.40719425678253174,0.5138409457989593,0.22288589246237456
33,0.6901923969527272,0.4186161458492279,0.5773160533370258,0.22248890522484469,0.6721903072364295,0.3956834673881531,0.5323168270623506,0.20964124131558545
34,0.7024327610697702,0.4171334505081177,0.5837356701075473,0.22412144914965762,0.6579131266074394,0.3971222937107086,0.546274338195573,0.20771482631341734
35,0.7015912268206338,0.3963756263256073,0.5762511462808769,0.22664692658130253,0.6664722948821623,0.4086330831050873,0.5076264623385757,0.2335831852101568
36,0.667589416459342,0.4168039560317993,0.5492185485697239,0.196814320521934,0.6471822937922691,0.4143884778022766,0.5592381883023391,0.2146283663920502
37,0.6713598370552063,0.41746294498443604,0.5804836148413542,0.20491662744049713,0.6588207323159745,0.3784172534942627,0.5579039303224478,0.224789058094594
38,0.6632040927900332,0.4136738181114197,0.5551834329266414,0.2030186489363697,0.6510512504115034,0.41151079535484314,0.49376373860373424,0.222384275785133
39,0.636170746288567,0.4168039560317993,0.5699540619538209,0.1793273921324828,0.6459667713784459,0.41582733392715454,0.5443915395594355,0.2323798377122452
40,0.6562523574472587,0.41416803002357483,0.5747481127765691,0.20858578670804745,0.653479916391088,0.37697842717170715,0.4902864570048318,0.23518659107720674
41,0.6764616994100197,0.3884678781032562,0.5451394214808384,0.19953094057947676,0.6531970758936299,0.4000000059604645,0.530497864111146,0.21676849162400658
42,0.6734454047735606,0.3927512466907501,0.5308325531326722,0.20257963543740387,0.6512471788854741,0.4230215847492218,0.5148731986088539,0.22369042261322933
43,0.6679411708194519,0.4034596383571625,0.5419866027119004,0.20629378183979855,0.6477281815970122,0.4000000059604645,0.539265778527331,0.22436428692803453
44,0.6521113023579678,0.39093905687332153,0.5428410053253174,0.20027391715584514,0.6456741552744338,0.40719425678253174,0.5032437167950531,0.24772552767796302
45,0.6568144641746985,0.39736407995224,0.5223289610069489,0.21048844016600993,0.6313418203325414,0.41582733392715454,0.5485479724940969,0.23265316148302448
46,0.6495786080293566,0.39703458547592163,0.5322239733187952,0.20933343623286096,0.6269872117398391,0.38561150431632996,0.5240962896774064,0.21359368135680012
47,0.6602457264873469,0.3988467752933502,0.5687668457209507,0.21809081630172017,0.643263751891122,0.4014388620853424,0.5354397261320655,0.21131945901842258
48,0.6692602378742717,0.3733113706111908,0.5379049042674983,0.2167711388284915,0.6513097215054641,0.34964028000831604,0.5095899354166059,0.21286865045775227
49,0.684390675018881,0.38484349846839905,0.5726523680107616,0.23690465410179068,0.6499121798508203,0.39856114983558655,0.5331904176455825,0.20149467329480755
50,0.6583613673660242,0.3859966993331909,0.549289774226251,0.20072574843870145,0.6619725494242427,0.3424460291862488,0.496811268934563,0.20416576826750343
51,0.6560498834770416,0.3843492567539215,0.5395317313827087,0.19314322883837692,0.6499581154602677,0.4000000059604645,0.5145655994984641,0.24301673227281712
52,0.6443883311525683,0.4065897762775421,0.5308564475763624,0.18926260610607182,0.6436693521577921,0.37697842717170715,0.4932561632412583,0.23300978585855284
53,0.6595917630975492,0.3996705114841461,0.558287815735719,0.21435145730170135,0.6549834649064648,0.38561150431632996,0.525248242847955,0.22017668699150655
54,0.6568213117178355,0.40642502903938293,0.5490281113954348,0.19710830862277023,0.6442515810034168,0.4258992671966553,0.5270159600385979,0.2312431815844863
55,0.6589187936248067,0.39752882719039917,0.5525883416149103,0.19377551708266,0.642264189560022,0.40287768840789795,0.5325537439602525,0.22556629376624948
56,0.6545544568066285,0.4084019660949707,0.5581519991437965,0.2067270424878486,0.6341717292123766,0.4014388620853424,0.5678049877508363,0.2066262275425356
57,0.6431063834751878,0.4171334505081177,inf,0.18729389059209378,0.6415790395060582,0.4000000059604645,0.5388954006024261,0.22455000076720963
58,0.66273706349257,0.39176276326179504,0.5530672296185359,0.20138703545677328,0.6364016648548753,0.41294965147972107,0.5230304447572622,0.2185274753997575
59,0.6894182127491336,0.4023064374923706,0.5595637900807033,0.23730707591939196,0.6519697846761391,0.39856114983558655,0.5426151610132474,0.23167354847068217
60,0.6832245096425029,0.39423394203186035,0.5660628907034331,0.2215544563587581,0.6429362786349966,0.41151079535484314,0.5280941173211852,0.22000742848239727
61,0.6531994895678814,0.4042833745479584,0.5506979189186453,0.21130408121046618,0.6415800172001568,0.40287768840789795,0.4978590687709068,0.24128782215403088
62,0.6247922831328115,0.40543657541275024,0.5464864748660649,0.18308685962284837,0.6370280981063843,0.41294965147972107,0.5310164458716093,0.22499097372168925
63,0.6545503935524236,0.40609556436538696,0.5526648360992147,0.20640244741584654,0.6457799401745867,0.36834532022476196,0.5431390555936899,0.23288950279577456
64,0.6547939210851615,0.4042833745479584,0.5569774155304811,0.21484074815411433,0.6374313817985022,0.41582733392715454,0.5531794419929162,0.2410110662232584
65,0.6860614483880105,0.4196045994758606,0.5746225383794197,0.24602732814361003,0.6380276591030519,0.36258992552757263,0.503291144299863,0.20777360983748935
66,0.6645829703206214,0.39159801602363586,0.5632444894202402,0.2193607137303486,0.6377670484692303,0.41294965147972107,0.5146577536170163,0.21400979383667904
67,0.6622562231861542,0.400494247674942,0.5446792535692732,0.2134671694764467,0.6352927004223439,0.41294965147972107,0.5281184858350612,0.21699898456459615
68,0.6624972643974786,0.4151565134525299,0.5566878234114603,0.2099971565130715,0.6259279286683496,0.40287768840789795,0.5256065539459684,0.21620668937910847
69,0.6592397128867212,0.3929159939289093,0.5487230773284056,0.20790876061002786,0.6371181126850755,0.3956834673881531,0.5076529018914522,0.19002554309901906
70,0.6679138752623139,0.4042833745479584,0.5593191062178567,0.21235748234196244,0.641665036998578,0.39856114983558655,0.5168863552719799,0.22165493200074382
71,0.6425203892115121,0.39934101700782776,0.5362768770378327,0.18440183774333133,0.6279046046200083,0.36402878165245056,0.5569103724920927,0.19232362241887335
72,0.6655342724557235,0.4098846912384033,0.5679108330022509,0.21270080375894207,0.6381755529054954,0.41294965147972107,0.4827860611588208,0.2284552508325719
73,0.648679775890903,0.43278416991233826,0.5601559233442646,0.21706336976211763,0.6344844850141611,0.42158272862434387,0.5058241353106143,0.21592428968913518
74,0.6673813956920231,0.40032950043678284,0.5612454521321805,0.2234923307026658,0.6309747993946075,0.36834532022476196,0.5365570338804331,0.21649974940428093
75,0.6402536872948441,0.41647446155548096,0.5395056278906136,0.2064342359516108,0.636432798940744,0.4258992671966553,0.48611979342218653,0.2223494542178823
76,0.6483875292762418,0.4237232208251953,0.551606443886445,0.21537687633639185,0.6315263416340102,0.41294965147972107,0.5108968037277904,0.2187021855098098
77,0.6331907919077115,0.4014827013015747,0.5582053131032213,0.19231105987156663,0.6379607448826975,0.4014388620853424,0.5306799589697995,0.20994765189156603
78,0.6420599857223368,0.4184513986110687,0.5422358169733921,0.21012621750341398,0.6213994208556503,0.4143884778022766,0.5777435907677039,0.21537495460083236
79,0.6357011175879809,0.42487645149230957,0.559459107390074,0.20389071184898092,0.6296647827127086,0.39856114983558655,0.5608217751801904,0.2050557670308583
80,0.6496306606542285,0.4133443236351013,0.5477415993948963,0.20094824909606826,0.6392559422485864,0.4014388620853424,0.5165634368782612,0.22927602547318188
81,0.6604993868654019,0.4082372188568115,0.565926460907838,0.2254326727902778,0.6169511680282763,0.4014388620853424,0.5676871840633563,0.20204430640633428
82,0.6563964808934203,0.42405271530151367,0.5610670704707921,0.22491629853426853,0.6278090339098403,0.4273381233215332,0.5381074841342756,0.22940425730463285
83,0.6506194077919577,0.43542009592056274,0.5352835062508271,0.21430527311619196,0.6342377733828416,0.42446044087409973,0.5242487530210125,0.22495406955035765
84,0.6316627298281572,0.43014827370643616,0.5304154298015844,0.20727369423224548,0.6134119100535094,0.4043165445327759,0.5530013326388686,0.21582691705048973
85,0.6225712299903977,0.42586490511894226,0.5585649303186719,0.18696737105601302,0.6147316996730975,0.4258992671966553,0.5842095987120671,0.22428492734681316
86,0.6325808581347777,0.4289950430393219,0.5541470598951679,0.19997112709228124,0.629120945930481,0.4258992671966553,0.5392696537188629,0.22912950124313583
87,0.6438810589714585,0.41070839762687683,0.5445381583454453,0.2067010426632712,0.6222339041197478,0.4273381233215332,0.522365705290837,0.22694943645107213
88,0.6440709969429212,0.42751234769821167,0.5563650247092559,0.20078963030164487,0.6251700044567905,0.42877697944641113,0.5457448817011136,0.23629891160708755
89,0.6302433751175337,0.42487645149230957,0.5317262435627875,0.1997503408761782,0.6242392236617074,0.40287768840789795,0.49799513816833496,0.21871570064060725
90,0.6370344440513682,0.4205930829048157,0.5359545355645295,0.20279537528474753,0.6284847134974465,0.42014387249946594,0.5089916827073738,0.25390285698335563
91,0.6591614047779101,0.4214167892932892,0.5720860240615417,0.2320121659853748,0.6338043341885752,0.4187050461769104,0.5243329468058117,0.21238608502629977
92,0.624839419405037,0.41729819774627686,0.5440256141056524,0.19391316615532492,0.6250575460604767,0.3697841763496399,0.520514043409433,0.21754452185844309
93,0.6369795867772859,0.4026359021663666,0.5518720439661329,0.20753126977203049,0.631733026522309,0.3827338218688965,0.5108917506773081,0.2316171687040756
94,0.6213027122143273,0.40889620780944824,0.5366403049397691,0.18779643333960916,0.6241916974089039,0.3798561096191406,0.5418749496118346,0.20196000408770434
95,0.6422798303800209,0.4159802198410034,0.5583938669935565,0.20998795444720258,0.6230411351616703,0.4143884778022766,0.5450565601462749,0.21582551589652674
96,0.6276834745273412,0.4298187792301178,0.5514703706046131,0.19964997506587304,0.6219479268166557,0.4258992671966553,0.5336962600252522,0.21499129907408757
97,0.6483083905182152,0.40378913283348083,0.547605588502973,0.21781024141846417,0.6251376515893794,0.3928057551383972,0.5473085659653393,0.22124679853667073
98,0.6310739040374755,0.4100494086742401,0.5513743240142537,0.20828260606694443,0.6265539931717203,0.4100719392299652,0.5565168608480425,0.20016084322288855
99,0.6377300236826745,0.43294891715049744,0.5457368093116262,0.2088517279825478,0.6232543396415995,0.41294965147972107,0.553913824593843,0.21490549596387948
100,0.6291364485972396,0.4168039560317993,0.557045880433555,0.1913462199340357,0.6128541057679191,0.43021583557128906,0.570441694401983,0.2263324901239196
