epoch,train_loss,train_accuracy,"train_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))",val_loss,val_accuracy,"val_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))"
1,0.5821630543367335,0.3356541395187378,inf,0.4424116311287417,0.5122160315513611,0.8512102423362362
2,0.38054903030784193,0.6185773015022278,inf,0.3525253615333039,0.7329618334770203,inf
3,0.3206173809081958,0.757556140422821,inf,0.3130290012499227,0.738962709903717,inf
4,0.2934906546095392,0.8089378476142883,inf,0.2898156351852909,0.8486926555633545,inf
5,0.2768304395978925,0.8219991326332092,inf,0.27325958155493424,0.8564080595970154,inf
6,0.25603275898757,0.8420228958129883,inf,0.25516532668934283,0.8572653532028198,inf
7,0.2417691982632872,0.8526014685630798,inf,0.24344156591167437,0.8572653532028198,inf
8,0.23277551249914777,0.8561636209487915,inf,0.23338445642673708,0.8572653532028198,inf
9,0.22155279947954948,0.8585384488105774,inf,0.2252734567273806,0.8572653532028198,inf
10,0.21673701248621222,0.8572970628738403,inf,0.22136644379109216,0.8521217107772827,inf
11,0.21041021542581267,0.8575669527053833,inf,0.2173544434645186,0.8538362383842468,inf
12,0.20880124064443153,0.8574590086936951,inf,0.21340276725879573,0.8516930937767029,inf
13,0.20421695837571377,0.8519538044929504,inf,0.21192415039398643,0.8516930937767029,inf
14,0.20339643566289842,0.8516839146614075,inf,0.20719149881901527,0.8414059281349182,inf
15,0.20287668994792576,0.8453152179718018,inf,0.2098735920492632,0.8268324136734009,inf
16,0.20063454102007866,0.84375,inf,0.2061496477040634,0.83797687292099,inf
17,0.1964417470573604,0.8472042083740234,inf,0.20763878846197453,0.828546941280365,inf
18,0.1971972431311842,0.8367335796356201,inf,0.20691564374770607,0.828546941280365,inf
19,0.19907000747009035,0.8408355116844177,inf,0.2056476497532149,0.828546941280365,inf
20,0.19418441424779606,0.8393782377243042,inf,0.20552249878387246,0.828546941280365,inf
21,0.19893409001782497,0.8414831757545471,inf,0.20616033326074915,0.828546941280365,inf
22,0.19290535795141642,0.8376511335372925,inf,0.20265940610812164,0.826403796672821,inf
23,0.19430185045636253,0.8399179577827454,inf,0.20595377803219536,0.822974681854248,inf
24,0.19017068875393123,0.8372193574905396,inf,0.2020035249246646,0.822974681854248,inf
25,0.19042264053743238,0.8379749655723572,inf,0.20313825657324486,0.8225460648536682,inf
26,0.1900488681058646,0.839270293712616,inf,0.20474931534189839,0.826403796672821,inf
27,0.19101659828739923,0.8382447957992554,inf,0.20315221208147705,0.8225460648536682,inf
28,0.19081399534327,0.8360859155654907,inf,0.20317715928365376,0.8225460648536682,inf
29,0.1905117997547122,0.8341429233551025,inf,0.2049551841981474,0.822974681854248,inf
30,0.19204261211992216,0.8382447957992554,inf,0.20316144604138686,0.822974681854248,inf
31,0.18954439762519876,0.8385146856307983,inf,0.20317467488631044,0.8225460648536682,inf
32,0.18793619289858088,0.8370034694671631,inf,0.20015509255531072,0.822974681854248,inf
