epoch,train_loss,train_accuracy,"train_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","train_CoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","train_RespondedExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))",val_loss,val_accuracy,"val_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","val_CoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))","val_RespondedExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))"
1,1.0283611135350332,0.3157407343387604,0.0034017774793836807,0.0005961444642808702,0.0012886206309000651,0.0,0.9195538587040372,0.3174603283405304,0.0009734259711371528,6.298489040798612e-05,5.91278076171875e-05,0.0
2,0.8674705838163693,0.32777777314186096,0.000537109375,0.00011258125305175781,0.0010393672519259983,0.0,0.8910448869069417,0.3460317552089691,0.0002905527750651042,2.3184882269965277e-05,0.0,0.0
3,0.8487157141168912,0.33485448360443115,0.00023506349987453885,4.42663828531901e-06,6.552404827541775e-05,0.0,0.8764673524432712,0.3444444537162781,1.2249416775173612e-05,0.0,7.20977783203125e-05,0.0
4,0.8351187270548609,0.3383598029613495,0.0006361802419026693,2.752012676662869e-05,0.00020304520924886068,0.0,0.8598348644044664,0.3322751224040985,0.0,0.0,0.0,0.0
5,0.8160148786173926,0.34179893136024475,0.0006600300470987956,0.00015791124767727322,0.00020491017235649956,0.0,0.8379728926552666,0.3285714387893677,5.616082085503473e-06,0.0,0.0,0.0
6,0.7956109881401062,0.3431217074394226,0.00030279424455430774,5.14984130859375e-06,0.00027948088116115996,0.0,0.8136768592728509,0.3433862328529358,0.00019586351182725693,0.0,0.0,0.0
7,0.7789334090219604,0.3444444537162781,0.0005600319968329535,0.00011073483361138238,0.0006719125641716852,0.0,0.7967909223503536,0.36878305673599243,0.00024473402235243054,0.0,0.0005619472927517361,0.0
8,0.7668189239170816,0.3650793731212616,0.0009255581431918674,0.00019254419538709851,0.0008103569348653157,0.0,0.7883339544137319,0.3830687701702118,0.00142264895968967,0.000659391615125868,0.00019221835666232638,0.0
9,0.767537620001369,0.36937829852104187,0.0008874389860365126,0.0002624895837571886,0.0023239731788635256,0.0,0.7820253762933943,0.3968254029750824,4.592471652560764e-05,0.0,0.0006446626451280382,0.0
10,0.7540572285652161,0.37367725372314453,0.0012311405605740016,0.0006366676754421658,0.0004338132010565864,0.0,0.7751903467708163,0.3857142925262451,0.0006469514634874132,0.000269974602593316,0.0004934734768337674,0.0
