epoch,train_loss,train_accuracy,"train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))",val_loss,val_accuracy,"val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))"
1,0.9942607902025393,0.458123117685318,0.7223686701814893,0.9075313011805216,0.45736435055732727,0.7663772724292897
2,0.870758270993479,0.5580222010612488,0.8388802971638424,0.8186789177082203,0.604651153087616,0.8496593192771629
3,0.746151801566003,0.624621570110321,0.9509238122214734,0.736976561722932,0.643410861492157,0.9937772397641782
4,0.7551458198139925,0.6508577466011047,inf,0.6798658150213736,0.6511628031730652,1.0014619474057798
5,0.6652514204173021,0.6498486399650574,inf,0.6450407306353251,0.6511628031730652,1.0631009561044198
6,0.6124783250647532,0.6508577466011047,inf,0.6125497972523725,0.6511628031730652,1.4272980866608795
7,0.6632389742443819,0.6528759002685547,inf,0.5911443321793167,0.6511628031730652,1.2948274965639468
8,0.5994074506938737,0.6528759002685547,inf,0.565034932560391,0.6511628031730652,1.21100828382704
9,0.5874028280027596,0.64883953332901,inf,0.5469823943244086,0.6511628031730652,1.4532367565013744
10,0.5498760441939036,0.6548940539360046,inf,0.5352223294752615,0.6511628031730652,1.14264240971318
11,0.5619513133601963,0.6528759002685547,inf,0.5152869290775723,0.6511628031730652,1.3140527230721932
12,0.5396755974337528,0.6569122076034546,inf,0.5066804930015847,0.6511628031730652,1.2830560472276475
13,0.5460092369379572,0.6559031009674072,inf,0.4960931075943841,0.6511628031730652,inf
14,0.48096314646268673,0.6538849472999573,inf,0.4826348302540956,0.643410861492157,inf
15,0.5075691779594467,0.6569122076034546,inf,0.47991815209388733,0.6511628031730652,1.5411050584581163
16,0.5334712793709526,0.6528759002685547,inf,0.47446650597784257,0.643410861492157,0.9825768647370515
17,0.46529081344884327,0.6569122076034546,inf,0.46704993093455277,0.643410861492157,1.247577808521412
18,0.4603391322591495,0.6649848818778992,inf,0.4540094788427706,0.643410861492157,1.5913670857747395
19,0.5027009450913595,0.6629667282104492,inf,0.44713347046463575,0.643410861492157,1.081981235080295
20,0.4787941923793493,0.6690211892127991,inf,0.4416853509567402,0.643410861492157,1.454268702754268
21,0.45196467854887107,0.6619576215744019,inf,0.4363331397374471,0.643410861492157,1.2986940454553675
22,0.45620217086843484,0.6599394679069519,inf,0.43434532869745185,0.643410861492157,1.560011828387225
23,0.44567022584553617,0.6690211892127991,inf,0.42485523058308494,0.643410861492157,1.4836284496166088
24,0.4386779183932873,0.6619576215744019,inf,0.4187817728077924,0.6511628031730652,1.415721469455295
25,0.4378896759989116,0.6629667282104492,inf,0.4244638422021159,0.643410861492157,1.210572843198423
26,0.442648934576433,0.6670030355453491,inf,0.41799242573755757,0.643410861492157,1.5316828974971064
27,0.4709688157123019,0.6670030355453491,inf,0.4154202882890348,0.6511628031730652,inf
28,0.44398132694159315,0.6750757098197937,inf,0.4077397535244624,0.6589147448539734,1.3942078484429254
29,0.41215678454844606,0.6770938634872437,inf,0.40479826485669174,0.6589147448539734,inf
30,0.43064591022724275,0.6670030355453491,inf,0.40710125477225695,0.6589147448539734,inf
