epoch,train_loss,train_accuracy,"train_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=7))",val_loss,val_accuracy,"val_ChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=7))"
1,0.8035434540559019,0.029264435172080994,inf,0.9536499977111816,0.00826446246355772,0.5948852329719357
2,0.7936541223743074,0.050883207470178604,inf,0.9506086634426583,0.0847107470035553,0.5148624327124619
3,0.78158132114613,0.1442130208015442,inf,0.932530205424239,0.1694214940071106,0.34075392164835117
4,0.7631295011329361,0.17980490624904633,inf,0.8880848826431647,0.1694214940071106,0.2372187579550394
5,0.7181443211160408,0.20274189114570618,0.23910337297616127,0.8743954271804996,0.31611570715904236,0.18975488732500775
6,0.7054336385770343,0.2818349599838257,0.19176948667477042,0.8471076372193127,0.31611570715904236,0.23626463587691143
7,0.692457341369982,0.3179541230201721,0.1793104231086233,0.8323273564257273,0.31611570715904236,0.15451076554089058
8,0.6742840004075822,0.393092542886734,0.14633010841103353,0.8003889809294444,0.48140496015548706,0.14676830245227349
9,0.6580517482866105,0.44924861192703247,0.1571352774890674,0.7847889974349882,0.49380165338516235,0.19616020016553926
10,0.6524694317751119,0.5003954768180847,0.14743171403910937,0.7587059111129947,0.5537189841270447,0.1750122425032825
11,0.6381089173155597,0.4980226755142212,0.1731198922998084,0.7590074495571416,0.5557851195335388,0.16301055652339283
12,0.6276261214059474,0.5104139447212219,0.13510903060345802,0.7456902483614479,0.5061983466148376,0.16365434483784
13,0.6251035201531441,0.4935407340526581,0.14601435104161728,0.745098104927598,0.5123966932296753,0.09816474158589433
14,0.6161136208879386,0.49934089183807373,0.11730302230360294,0.726931994644607,0.5123966932296753,0.10247823087180533
15,0.6272851832448442,0.49222251772880554,0.12743549770216298,0.7207361666894541,0.5144628286361694,0.10794937319871856
16,0.6116150120140388,0.5043501257896423,0.1386538304399829,0.7193281861340127,0.5082644820213318,0.10882821315672339
17,0.6131365813868903,0.4600580036640167,0.11822677327938977,0.7107080599156822,0.5123966932296753,0.1062109063311321
18,0.6077843002285328,0.4732401669025421,0.13739906565734214,0.7177788346278958,0.5103305578231812,0.10512115315693181
19,0.6083849131699216,0.4843132197856903,0.1284790822334463,0.7145004010782009,0.5123966932296753,0.10760590216008628
20,0.5969996078784983,0.5162140727043152,0.10564268015223316,0.6799660001586123,0.5702479481697083,0.12372908068866265
21,0.5766538269874358,0.5470603704452515,0.1323747783220954,0.674079361121829,0.5723140239715576,0.16144438487727467
22,0.5932078251165758,0.5460057854652405,0.13005829309657418,0.6832200379633322,0.5764462947845459,0.1303076453325225
23,0.5882467695586779,0.5220142602920532,0.12904408868057413,0.6829678034637032,0.5144628286361694,0.09426933963124345
24,0.5688732696049854,0.5104139447212219,0.11174256269776224,0.6742830596319059,0.5103305578231812,0.11402702040788604
25,0.5783948710863797,0.5193778276443481,0.10588564930627849,0.6594775175539459,0.5743801593780518,0.13492746178696796
26,0.5563675219896892,0.5315054059028625,0.129485864740583,0.6636898192327197,0.5103305578231812,0.09225713625186827
27,0.5605957917586444,0.5085684061050415,0.09846070160091557,0.636530397141852,0.5723140239715576,0.17464899435275938
28,0.5493502811795844,0.529132604598999,0.12521557941784084,0.6370987016253356,0.5743801593780518,0.14308763713371464
29,0.5479593330341334,0.5496968030929565,0.12510907740441005,0.6369886074851199,0.5743801593780518,0.13276037355748618
30,0.5425830010850441,0.5549696683883667,0.12664100468972747,0.632408016702024,0.5743801593780518,0.08687536600159436
31,0.5386145258709585,0.5591879487037659,0.1094346006651026,0.6060971323309875,0.5702479481697083,0.1265035983992786
32,0.5172683851219635,0.5620880722999573,0.1269248259085625,0.6127295797554458,0.5743801593780518,0.11817666960925591
33,0.5327972595626559,0.5547060370445251,0.13576208640664408,0.6135070994496346,0.5764462947845459,0.1972156326945235
34,0.5305470199704351,0.5631426572799683,0.1293017621829043,0.6148740507480575,0.5764462947845459,0.05638993658670565
35,0.5329716440081054,0.5710519552230835,0.13012623642210897,0.5972896127439127,0.5764462947845459,0.18812334828260469
36,0.5184844674172279,0.56867915391922,0.13399415710808113,0.6166127304114947,0.5764462947845459,0.08173070884332424
37,0.5187124661728174,0.5670973062515259,0.08940447552612953,0.5856918658061725,0.5764462947845459,0.08100277621571611
38,0.5002735370999041,0.571315586566925,0.10408673047657621,0.5745086426415095,0.5764462947845459,0.19917668365850683
