epoch,train_loss,train_accuracy,"train_ResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))","train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=5, count=2))","train_AlternateResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","train_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))",val_loss,val_accuracy,"val_ResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))","val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=5, count=2))","val_AlternateResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","val_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))"
1,1.2759607210755348,0.3652116358280182,0.582062390115526,inf,inf,inf,1.3231083075205485,0.37354496121406555,0.6771619160970052,inf,inf,inf
2,1.2814385818110572,0.3730158805847168,0.7238664918475681,inf,inf,inf,1.3359202477667067,0.37354496121406555,0.8272027333577474,2.113853539360894,inf,1.0241439819335938
3,1.28676161683268,0.3729497492313385,0.7931183338165283,inf,inf,inf,1.3386815269788106,0.37354496121406555,0.8410238477918837,2.3073486751980252,1.0436242421468098,0.8904887305365669
4,1.2889245154129134,0.3731481432914734,0.7864358637068006,inf,inf,inf,1.3373083803388808,0.37354496121406555,0.8578273349338108,2.279206975301107,inf,0.9627334170871311
5,1.2886441099974844,0.3731481432914734,0.8014655166202121,inf,inf,inf,1.3380688693788316,0.37354496121406555,0.8634309980604383,inf,0.9662520938449436,0.9598348405626085
6,1.2868305277493266,0.3731481432914734,0.8059799353281657,inf,inf,0.915435618824429,1.333190459675259,0.37354496121406555,0.9571738349066841,2.0094752417670354,inf,0.8046117570665148
7,1.2824457373883988,0.3731481432914734,0.8196377780702379,inf,0.8684047645992703,0.8923697498109605,1.3337990641593933,0.37354496121406555,0.8497495439317492,inf,0.9024127112494574,0.8814389122856988
8,1.281927906639046,0.3731481432914734,0.8169980314042833,inf,inf,0.8425314214494494,1.3289094302389357,0.37354496121406555,0.9366066402859158,inf,0.8216749827067057,0.7841817220052083
9,1.2764728680253028,0.3731481432914734,0.8133888906902738,inf,inf,inf,1.3278348962465922,0.37354496121406555,0.8678575303819445,2.0413455963134766,0.887349361843533,0.8608012305365669
10,1.277659807436996,0.3731481432914734,0.8075430287255181,inf,0.88389007780287,0.8427252107196384,1.3275797777705722,0.37354496121406555,0.814475589328342,2.2099567837185328,0.8939893086751302,0.8275365193684896
11,1.2760774009757572,0.3731481432914734,0.8171131584379409,inf,0.8155916240480211,inf,1.3264228767818875,0.37354496121406555,0.8579859839545356,inf,0.8215559641520183,0.8093822479248047
12,1.2782952618267802,0.3731481432914734,0.8229678471883138,inf,0.8515678803126018,0.8379019207424587,1.3279906100696988,0.37354496121406555,0.8366082509358724,2.146477466159397,0.8496938069661458,0.8602847205268012
13,1.2724718146853977,0.3731481432914734,0.8152745644251506,inf,0.8445430570178561,0.845817051993476,1.3214499817954168,0.37354496121406555,0.9073286692301432,2.2151507483588326,0.8329812791612413,0.8960629357231988
14,1.2703395004073779,0.3730820119380951,0.8201350371042887,inf,0.8346955961651272,0.8364385392930772,1.3216147330072192,0.37354496121406555,0.8756376054551867,inf,0.8472960578070746,0.9234949323866103
15,1.268340232802762,0.3731481432914734,0.8300685299767389,inf,inf,0.8359879626168145,1.317872122923533,0.37354496121406555,0.8359934488932291,inf,0.7617912292480469,0.8168204837375217
16,1.2702056682772107,0.3731481432914734,0.8276753478580051,inf,0.8155646748012967,0.8818635119332208,1.3230181084738837,0.37354496121406555,0.8313552432590061,inf,0.8297448052300347,0.8244896782769098
17,1.2709973331954745,0.3731481432914734,0.8210639105902777,inf,0.8410582754347059,0.8280271583133274,1.3219883640607197,0.37354496121406555,0.8418413798014323,2.241270319620768,0.8263675265842014,0.7757791731092665
18,1.2696566642986404,0.3730820119380951,0.8245220078362359,inf,0.8535271406173706,0.8258807447221544,1.3233119739426507,0.37354496121406555,0.8893385145399305,inf,0.7645199669731988,0.7863963656955295
19,1.2693570635384983,0.3731481432914734,0.826321890619066,inf,0.8208828475740221,0.8359774669011434,1.3184286091062758,0.37354496121406555,0.874652099609375,inf,0.727377446492513,0.8355934143066406
20,1.2632627750436465,0.3731481432914734,0.8286541276507907,inf,0.8228992064793904,0.8452486912409465,1.3165382597181532,0.37354496121406555,0.8380137125651042,inf,0.8444174024793837,0.7834663391113281
21,1.2662964974840483,0.37248677015304565,0.8086318174997965,inf,0.8273099581400554,0.86267569065094,1.3168035123083326,0.37354496121406555,0.8420906066894531,2.188906945122613,0.707695049709744,0.7703316582573785
22,1.2641797363758087,0.3729497492313385,0.8290414677725898,inf,0.7801341030332777,0.8119007799360487,1.3157959871821934,0.37354496121406555,0.8534307691786024,inf,0.8131009843614366,0.8151868608262803
23,1.2633881858653493,0.3731481432914734,0.8317443211873372,inf,0.8479692724015978,0.8102883312437269,1.3157389296425714,0.37354496121406555,0.8808456844753689,1.8730974409315322,0.8760388692220052,0.8584540473090277
24,1.2651399445202616,0.3730820119380951,0.8428288247850206,inf,0.8692889346016778,inf,1.3176764183574252,0.37354496121406555,0.8799178229437934,inf,0.7988743676079644,0.7988731384277343
25,1.2660542734795146,0.3731481432914734,0.8184003723992241,inf,0.8060105668173896,0.841130797068278,1.3169532789124383,0.37354496121406555,0.8863751305474176,2.1655672285291883,0.749314456515842,0.7532937367757161
26,1.2644317913386556,0.3730820119380951,0.8044697576098971,inf,0.7998581144544813,0.7862467235989041,1.3128874010509914,0.37354496121406555,0.9159050411648221,1.9590357462565104,0.7957332611083985,0.8446945190429688
27,1.2624216051565276,0.3732142746448517,0.8143324269188775,inf,0.8339970562193129,0.8415994008382162,1.3128879401418898,0.37354496121406555,0.922313944498698,inf,0.754576916164822,0.7869596269395617
28,1.2625278893444274,0.37334656715393066,0.8076676156785753,inf,inf,0.8347582022349039,1.3136439482371012,0.37354496121406555,0.8808444976806641,inf,0.7766940646701389,0.7495903862847222
29,1.2613873304592238,0.3731481432914734,0.8143834273020426,inf,0.8403706153233846,0.843419689602322,1.3147547589408026,0.37354496121406555,0.7617755466037326,2.1765814887152777,0.782790035671658,0.8963716718885634
30,1.261606841120455,0.3732142746448517,0.8317065053515964,inf,0.8069086180792915,0.810222249560886,1.3115816858079699,0.37354496121406555,0.8830595228407118,2.0254320356580946,0.9033130221896701,0.8499251895480686
31,1.2605176523327828,0.3730820119380951,0.8224784798092313,inf,0.847460847430759,0.8285057412253486,1.311890435218811,0.37354496121406555,0.8617427402072483,inf,0.8190098656548395,0.7906755659315321
32,1.2628274750378397,0.37367725372314453,0.8349926047854953,inf,0.825827768113878,0.8090245670742459,1.3139170289039612,0.3740740716457367,0.825354258219401,2.177461708916558,0.8440102895100912,inf
33,1.2624530871709188,0.37341269850730896,0.8222924205991957,inf,0.8512847741444906,0.8328708251317342,1.3144503156344096,0.3761904835700989,0.8640142652723525,inf,0.7684978908962674,0.7542865329318577
34,1.2622621248165766,0.37354496121406555,0.8264399343066745,inf,0.7911171012454563,0.7909311294555664,1.3078617268138462,0.37354496121406555,0.8796587626139323,2.1019434187147352,0.8164916568332248,0.8472840627034505
35,1.2539143355356321,0.37328043580055237,0.8423147333992852,inf,0.8085446092817519,0.8059412585364447,1.305143525865343,0.37354496121406555,0.8077329423692491,inf,0.8051541222466363,0.8923469543457031
36,1.2561807228459252,0.37341269850730896,0.8307400544484457,inf,0.8607661379708185,0.82772659195794,1.3072709321975708,0.37354496121406555,0.8569526672363281,2.1936052958170573,0.8676601409912109,0.9028655158148872
37,1.2583397426538998,0.37447088956832886,0.8239339643054538,inf,0.8265071603986952,0.8413901726404825,1.3105471081203885,0.37354496121406555,0.8810622745090061,inf,0.8372517903645833,0.835106701321072
38,1.258794146279494,0.3748677372932434,0.8413045671251085,inf,0.8072200351291232,inf,1.3082255005836487,0.3740740716457367,0.8730550554063585,2.201041327582465,0.7737071990966797,0.9267990536159939
39,1.2582396954298019,0.3782407343387604,0.820224216249254,inf,0.7971047321955363,0.8004262765248616,1.3085578441619874,0.3841269910335541,0.8576885647243924,inf,0.6917424943712023,0.7100792355007596
40,1.2569630939099523,0.3761904835700989,0.8649743027157254,inf,0.8231982707977294,0.8131052441067166,1.309202704164717,0.3857142925262451,0.8695296817355685,inf,0.7426107194688585,0.7550623575846355
41,1.255235007736418,0.3777116537094116,0.8332089397642347,inf,0.7923765738805135,inf,1.3027424984508091,0.3857142925262451,0.8901774088541666,inf,0.8216676076253255,0.8754404703776042
42,1.2523227817482419,0.38154762983322144,0.8467980967627631,inf,0.8083161539501614,0.8598060952292548,1.3050271537568834,0.3920634984970093,0.8340568542480469,1.911314731174045,0.8123787350124783,0.9025797526041667
43,1.2524052752388848,0.3806878328323364,0.8235918362935384,inf,0.8125294817818536,0.8601516882578532,1.3045482556025187,0.38624337315559387,0.9399251725938585,2.3495033688015408,0.8087386661105685,0.8050147162543403
44,1.252221317258146,0.3829365074634552,0.8310362736384074,inf,0.8181883467568292,0.8512211243311564,1.3025133384598626,0.39735448360443115,0.837814203898112,inf,0.7411069658067492,0.8006044175889757
45,1.2502661208311716,0.3841269910335541,0.8446657843059964,inf,0.8306758191850451,0.8342497322294448,1.3023305495580038,0.3830687701702118,0.8562820858425564,inf,0.8622119903564454,0.8265622033013238
46,1.252046565214793,0.38432538509368896,0.813446577390035,inf,0.8706658866670397,inf,1.3045348034964668,0.386772483587265,0.8565341101752387,inf,0.8281865437825521,0.8218480851915148
47,1.2508947304553455,0.3871693015098572,0.8524138371149699,inf,0.8095790598127577,0.8118355909983317,1.3009374221165975,0.39841270446777344,0.8315433078342014,2.1757875230577257,0.9015235900878906,0.8350880093044705
48,1.2519931038220724,0.3886904716491699,0.8203461858961317,inf,0.8376263194613986,0.8410976197984483,1.3022673924763997,0.3989417850971222,0.9057078891330295,2.1157703399658203,0.8995215098063151,0.8812185923258463
49,1.2511967847744623,0.3877645432949066,0.8290561040242513,inf,0.8367369545830621,0.8298462867736817,1.3008572353257073,0.38835978507995605,0.8697368621826171,inf,0.723983171251085,0.839265399509006
50,1.2504796968566048,0.39126983284950256,0.8736295302708944,inf,0.8442953533596462,0.829938538869222,1.3021124071545072,0.3978835940361023,0.8623847537570529,inf,0.7190249972873264,0.6983648935953776
51,1.2499224252170986,0.392724871635437,0.853690857357449,inf,0.8051238086488511,0.7959996223449707,1.2985939224561056,0.39735448360443115,0.8865499284532335,inf,0.8139486524793836,0.8767998589409722
52,1.2485673379566935,0.38948413729667664,0.8081508874893188,inf,0.8666921430163913,0.842029619216919,1.298780365784963,0.4015873074531555,0.7948885599772135,inf,0.8650422837999132,0.8955159929063585
53,1.2469053498572773,0.3940476179122925,0.8247386667463514,inf,0.8668861124250624,0.862938314014011,1.298281302716997,0.4079365134239197,0.9115292443169488,inf,0.9046473609076606,0.8141238318549262
54,1.2456157003839812,0.3898148238658905,0.8170758856667413,inf,0.8583212640550402,0.8520818577872382,1.2949225438965692,0.4037036895751953,0.8526735093858507,inf,0.8328783671061198,0.8332597944471571
55,1.2456796629561318,0.39120370149612427,0.8162367900212606,inf,0.8578777631123861,0.8366931756337483,1.296216258737776,0.40634921193122864,0.8588195376925998,inf,0.8935344696044922,0.8599751790364584
56,1.2454810415705044,0.3917328119277954,0.8364333444171481,inf,inf,0.8173817131254408,1.2950857943958707,0.4026454985141754,0.8911533779568143,2.117987865871853,0.8592668745252822,0.8570181952582465
57,1.2462118595838547,0.39160051941871643,0.8266029543346829,inf,0.8489372173945109,0.8510302013821072,1.2975662734773423,0.3941798806190491,0.817848629421658,2.221054712931315,0.7803365919325087,0.7658319261338976
58,1.2458288318581052,0.39146825671195984,0.8270648717880249,inf,0.8039776457680596,0.8199239280488756,1.2938646091355217,0.40634921193122864,0.7817528618706597,inf,0.8282861073811849,0.826740731133355
59,1.243760929008325,0.39226189255714417,0.8305645598305597,inf,0.809318463007609,0.8288847313986885,1.2936811712053087,0.40423280000686646,0.7711374918619792,inf,0.8728179931640625,0.8719420539008247
60,1.2454807980193032,0.3948412835597992,0.8100271039538913,inf,inf,inf,1.2946440802680121,0.3888888955116272,0.9151458316379123,2.2275411393907336,0.7858677334255643,0.8018560197618273
61,1.2413358545965618,0.393584668636322,0.8355721076329549,inf,0.8124152342478435,0.805797380871243,1.2894351363182068,0.40634921193122864,0.7943355984157986,2.0984740787082248,0.8529269748263889,0.7995401170518663
62,1.2422404514418708,0.39636242389678955,0.8555521859063042,inf,0.8589878108766343,0.8622679710388184,1.2955458190706042,0.40740740299224854,0.8420057508680555,inf,0.9269332038031683,0.8569552103678385
63,1.2422868985268805,0.39437830448150635,0.8388451708687676,inf,0.8223925564024184,0.8087444358401829,1.2914570411046347,0.40052908658981323,0.840926276312934,inf,0.8449718051486546,0.8136505974663628
64,1.2397202672229872,0.3947089910507202,0.8419273164537218,inf,0.8380718814002143,0.8512924724155002,1.290063026216295,0.4116401970386505,0.8456218719482422,2.076940239800347,0.8528514862060547,0.866395992702908
65,1.2408537432551383,0.39821428060531616,0.8421164909998576,inf,0.8343923674689399,0.845293813281589,1.2900340888235304,0.4021163880825043,0.8768732282850478,2.232022518581814,0.8405921512179905,0.872777345445421
66,1.2413966369297769,0.39239418506622314,0.8438782585991753,inf,inf,0.859589155515035,1.2931935469309488,0.40740740299224854,0.8576657613118489,inf,0.7992758856879341,0.7738612704806858
67,1.2386398570405113,0.3949074149131775,0.8600651131735908,inf,0.8141207032733493,0.8400765286551581,1.286131621731652,0.39523810148239136,0.882538816663954,inf,0.7779708862304687,0.8027425554063585
68,1.2365330055356025,0.39325398206710815,0.8637292623519898,inf,0.8234405199686686,0.8607393794589573,1.2854574375682406,0.39735448360443115,0.8947861989339193,2.0412899441189234,0.8531654357910157,0.9037590026855469
69,1.2374041443069776,0.3947089910507202,0.8335771825578477,inf,inf,0.8479088836246067,1.2891858749919467,0.4105820059776306,0.8327047559950087,inf,0.8588195376925998,0.862068854437934
70,1.2382847153478198,0.39351850748062134,0.8358088043000963,inf,0.7922033786773681,0.8192179785834418,1.2863178504837884,0.4015873074531555,0.8947717454698351,inf,0.8045499589708116,0.7847706688774957
71,1.236816935075654,0.3968254029750824,0.8493681934144762,inf,0.836326977941725,0.8434979730182224,1.2854327585962084,0.3920634984970093,0.8527212778727213,inf,0.8487766689724392,0.8754552205403646
72,1.2360300516088805,0.39219576120376587,0.8442001448737251,inf,0.8230769607755873,0.8331111378139919,1.2840489996804132,0.3820105791091919,0.9544718424479167,2.2443547990587023,0.8929922315809462,0.8249529096815321
73,1.2346609534488784,0.39623016119003296,0.8471394512388442,inf,0.824787876341078,0.8536470386717054,1.2830785618888008,0.386772483587265,0.8032526652018229,inf,0.8327858395046658,0.815310541788737
74,1.2353934524787797,0.3987433910369873,0.8252497567070856,inf,0.8210708273781671,0.8291999657948812,1.2822901765505472,0.40052908658981323,0.9093578762478298,inf,0.8464323255750869,0.809133783976237
75,1.2336796682741906,0.3960317373275757,0.8331226269404094,inf,0.8731112586127387,0.8605614847607083,1.2876217232810125,0.4126984179019928,0.8154754214816623,2.381479517618815,0.8416815863715278,0.8217372046576605
76,1.2341360044148233,0.3949074149131775,0.8376509560479058,inf,0.8322288115819295,0.8399298561943902,1.2806503229671053,0.39259257912635803,0.890102047390408,inf,0.8210519154866537,0.7606767442491319
77,1.2314006155563726,0.3937830626964569,0.8214223490820991,inf,inf,0.8190011368857489,1.279209347565969,0.39735448360443115,0.8774740431043837,2.471687655978733,0.8730793846978082,0.8253367106119792
78,1.2328330114483834,0.3980158865451813,0.8034846835666233,inf,0.8449363417095608,0.8058500342898899,1.2823144012027317,0.39735448360443115,0.8888043721516927,2.269086159600152,0.8043806287977431,0.8469370524088542
79,1.2345375006397565,0.39629629254341125,0.8556756814320882,inf,0.8616253243552314,inf,1.2836417608790927,0.3936507999897003,0.8547139909532335,inf,0.8344327290852864,0.8153171539306641
80,1.2344592705368995,0.39649471640586853,0.8228764560487535,inf,inf,0.8142096387015448,1.280267333984375,0.3798941671848297,0.8513563791910808,2.2180152893066407,0.770238537258572,0.9012008666992187
81,1.2321861243082417,0.396957665681839,0.8372724665535821,inf,0.8432340939839681,inf,1.2802644358740913,0.39153438806533813,0.8876117706298828,inf,0.8149395836724176,0.8836277431911892
82,1.2305949715276558,0.396957665681839,0.8338339063856337,inf,0.8585804303487142,0.8371686802970039,1.278815996646881,0.3878306746482849,0.9297581142849393,2.2127882215711807,0.8100677914089627,0.7477254655626085
83,1.2310223434534338,0.3908068835735321,0.8409927580091688,inf,0.7912519190046522,inf,1.283560562133789,0.3989417850971222,0.8899906158447266,2.2086224873860676,0.8779557969835069,0.907937749226888
84,1.2364887544678318,0.40324074029922485,0.8419107993443807,inf,0.8650699694951375,inf,1.2881882707277934,0.4026454985141754,0.8402611202663846,inf,0.7736046685112847,0.8724970499674479
85,1.2350600593619876,0.4000000059604645,0.8229297478993733,inf,0.83493562274509,0.8182527091768053,1.2830411301718818,0.3957671821117401,0.8509767320421007,2.2665642632378473,0.8601704491509332,0.7945216284857856
