epoch,train_loss,train_accuracy,"train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))",val_loss,val_accuracy,"val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))"
1,1.024213490055667,0.32698413729667664,0.0005615207884046766,0.0007504158549838596,0.0005045612653096517,0.9164720349841647,0.35661375522613525,4.6454535590277775e-05,8.900960286458334e-06,2.903408474392361e-05
2,0.8656979418463178,0.3316137492656708,1.786947250366211e-05,4.08980581495497e-05,0.00017955038282606336,0.8885705788930257,0.3534391522407532,2.4583604600694446e-06,0.0,0.0
3,0.8463035222556856,0.33492064476013184,4.557503594292535e-05,0.00012398958206176757,0.00017422172758314346,0.8725708736313714,0.35449734330177307,0.0,0.0,0.0
4,0.8324715125891897,0.3354497253894806,3.13560167948405e-05,2.3640526665581596e-05,2.6159816318088106e-06,0.8584027383062575,0.3460317552089691,0.0,0.0,0.0009397506713867187
5,0.8191986380351914,0.3363095223903656,0.0021805617544386124,2.831750445895725e-05,0.00014212926228841146,0.8445171157519022,0.34497353434562683,0.0004820929633246528,0.0,0.0
6,0.8048751203550233,0.3405423164367676,0.0005647076500786676,1.2017620934380426e-05,4.0035777621799044e-05,0.8256521370675829,0.34391534328460693,2.0599365234375e-05,4.662407769097223e-06,5.950927734375e-05
7,0.7868251300520367,0.34160053730010986,3.680123223198785e-05,0.0002482520209418403,0.00011148320304022895,0.8041636400752598,0.3740740716457367,0.007336552937825521,0.0,0.0
8,0.7712929467360179,0.35866403579711914,0.00030074119567871096,0.00010688039991590712,0.00022029744254218207,0.7916344430711534,0.36878305673599243,0.0,0.0003975550333658854,0.002544148763020833
9,0.7621889554791981,0.3628306984901428,0.0003924356566535102,0.00044519901275634765,0.0006260050667656793,0.7836526645554437,0.36349207162857056,0.0,0.0,0.00023509131537543404
10,0.7545431886282232,0.374140202999115,0.0028992864820692275,0.0010313166512383354,0.0013437774446275498,0.7773493131001791,0.3693121671676636,0.0,0.00027018653021918405,0.0
11,0.7498682961695724,0.36838623881340027,0.0008890549341837565,0.0029224356015523276,0.00031642781363593205,0.7707667807737987,0.3740740716457367,0.007804065280490451,0.0004941516452365451,0.010149044460720485
12,0.7455939225024647,0.37341269850730896,0.0009242534637451172,0.0043313715193006724,0.00028887324863009984,0.7678540229797364,0.3761904835700989,0.001167403327094184,0.004602559407552083,0.005506049262152778
13,0.7455031385024389,0.369179904460907,0.0007110423511928982,0.0022286958164638945,0.008290988869137234,0.765074978934394,0.36455026268959045,0.0021938112046983507,0.009985669453938802,0.00664520263671875
14,0.7386377623097764,0.3730158805847168,0.0025988790724012587,0.00220621559354994,0.004876777860853407,0.7582390791840024,0.380952388048172,0.001179165310329861,0.000768831041124132,0.001212204827202691
15,0.7389897517446015,0.36858466267585754,0.0036248538229200575,0.003129393524593777,0.00997052854961819,0.7582772526476118,0.38624337315559387,0.004548920525444878,0.0010747061835394965,0.010246594746907553
16,0.7366085172527366,0.37447088956832886,0.00038078493542141384,0.013724354240629408,0.017965732680426703,0.7555450624889798,0.3682539761066437,0.004263644748263889,0.09719353781806098,0.029103353288438584
17,0.7343894375695122,0.37268519401550293,0.0015014198091295031,0.015324066744910346,0.009748584694332547,0.7554245829582215,0.38465607166290283,0.01349639892578125,0.0018554475572374132,0.009071625603569878
