epoch,train_loss,train_accuracy,"train_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","train_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))","train_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))",val_loss,val_accuracy,"val_AlternatePrecedenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","val_AlternateSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=6))","val_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))"
79,1.4388351862629254,0.042526453733444214,0.19292877515157064,0.005866652064853244,0.006955597135755751,inf,0.6888035403357612,0.10084980328877767,1.5194018840789796,0.04179894179105759,0.18984858194986978,0.007222493489583333,0.005386182996961805,inf,0.6532472398546006,0.0918392605251736
80,1.4428894738356273,0.017791004851460457,0.20485279030270045,0.005677580833435059,0.007447923554314507,inf,0.6948277208540174,0.09425652821858724,1.5111981193224588,0.007407407276332378,0.21325069003634983,0.0076274871826171875,0.008584170871310763,inf,0.7459491305881076,0.09938201904296876
81,1.4454455840918752,0.01805555634200573,0.20425154632992215,0.006468102667066786,0.007705513636271159,inf,0.6865209235085381,0.10018304718865288,1.5158703075514899,0.0476190485060215,0.20798382229275172,0.006732601589626736,0.009279590182834202,inf,0.708280520968967,0.10570042928059896
82,1.4463100295927789,0.020568782463669777,0.19966682328118218,0.005807932217915853,0.007221102714538574,inf,0.6703841686248779,0.09745262728797065,1.5151109562979803,0.0026455025654286146,0.20136455959743924,0.0050669776068793405,0.01002913581000434,inf,0.686309814453125,0.0963409423828125
83,1.4437632941537433,0.020899470895528793,0.21889158619774712,0.006792680422465006,0.00931362575954861,inf,0.7281612157821655,0.10191668404473199,1.513380609618293,0.004761904943734407,0.22604094611273873,0.005919647216796875,0.008405473497178819,inf,0.7305193583170573,0.10116555955674914
84,1.4474838635987706,0.019775131717324257,0.20491501755184596,0.007000822491115994,0.007666407691107856,inf,0.6912824471791585,0.09675953653123644,1.5209637959798177,0.0476190485060215,0.19770999484592014,0.007617441813151041,0.008197275797526042,inf,0.6677296956380209,0.08795899285210504
85,1.4458619958824581,0.036044973880052567,0.21053324275546603,0.006366851594712999,0.008539077970716688,inf,0.6965368933147854,0.09583547115325927,1.5143861320283678,0.0396825410425663,0.1981299082438151,0.004274410671657986,0.0072371164957682295,inf,0.6841219160291884,0.09924663967556424
86,1.4400307166907522,0.033068783581256866,0.21379744741651746,0.006288062201605903,0.007454578081766764,inf,0.7288286394543118,0.10150633653004965,1.5165558324919806,0.03703703731298447,0.2179393768310547,0.006181420220269097,0.008805635240342882,inf,0.6895735846625434,0.09900317721896701
87,1.4494728164540396,0.026653438806533813,0.20441138744354248,0.006899576716952854,0.0093290646870931,inf,0.6788432545132107,0.09640845722622342,1.522965489493476,0.015343915671110153,0.2292584737141927,0.0062308841281467015,0.010565567016601562,inf,0.7009527842203777,0.10093243916829427
88,1.4515096131298277,0.02123015932738781,0.20425151189168295,0.008458248774210612,0.008181330892774794,inf,0.6866808467441134,0.09344635804494222,1.5251762641800775,0.015343915671110153,0.19940151638454862,0.009237543741861979,0.007803005642361111,inf,0.7223108503553602,0.09354578653971354
89,1.4482361134555606,0.021957671269774437,0.2038202789094713,0.006666864289177788,0.008398201730516221,inf,0.7092397160000271,0.09669204817877876,1.5193353997336494,0.020105820149183273,0.21567518446180556,0.0070455339219835066,0.007263098822699653,inf,0.6968552483452691,0.10632786220974393
90,1.4496087663703494,0.010648148134350777,0.2174115737279256,0.007320618629455567,0.011038510004679362,inf,0.7049842251671685,0.09702752166324191,1.5239726609653896,0.014814814552664757,0.22475535074869793,0.0055302090115017365,0.011748080783420139,inf,0.668356196085612,0.09764238993326822
91,1.453546783162488,0.010582010261714458,0.21223427454630533,0.0073872990078396265,0.010601372188991971,inf,0.7037521680196126,0.09451044135623508,1.5209447503089906,0.013227513059973717,0.21865208943684897,0.007047526041666667,0.009764989217122396,inf,0.6916873508029514,0.09475390116373698
92,1.446907052066591,0.016600528731942177,0.2028821733262804,0.005586073133680556,0.0080071316825019,inf,0.6958027177386814,0.09570085737440322,1.5192860245704651,0.01746031828224659,0.18607326083713108,0.0046722412109375,0.005424796210394965,inf,0.6050433264838324,0.09063529968261719
93,1.443043204314179,0.004232804290950298,0.19454366366068523,0.006549954414367676,0.006995646158854166,inf,0.6780868000454373,0.09701096481747097,1.5248404767778185,0.0,0.19226014879014758,0.009798516167534722,0.007389153374565972,inf,0.6255074818929036,0.08866941663953994
94,1.4483939920862516,0.011970899067819118,0.19254075686136882,0.006243324279785157,0.007337493366665311,inf,0.6597559240129259,0.09165048864152696,1.5158560302522448,0.030687831342220306,0.20819324917263454,0.005675930447048611,0.006613286336263021,inf,0.7032584296332465,0.09577060275607639
95,1.4485577310125033,0.028306879103183746,0.2034107393688626,0.006514326731363932,0.008331018024020725,inf,0.680610164006551,0.09677876896328397,1.522042089038425,0.032804232090711594,0.19583803812662762,0.006460147433810764,0.01024063958062066,inf,0.65428712632921,0.09886919657389323
96,1.4480699181556702,0.01805555634200573,0.21059606075286866,0.007043019930521647,0.007931584782070584,inf,0.6938634713490804,0.09740934901767306,1.5135302066802978,0.0,0.21700380113389756,0.007131449381510417,0.011040708753797743,inf,0.7258732689751519,0.09971406724717882
97,1.4479972683721118,0.02936507947742939,0.2031373686260647,0.005652223692999946,0.009251695209079319,inf,0.6871395799848768,0.09712666405571832,1.5170205116271973,0.035978835076093674,0.21257120768229168,0.0074545542399088545,0.005860222710503472,inf,0.6567473517523872,0.09848624335394965
98,1.4481371122929785,0.02063492126762867,0.20671536127726237,0.006587383482191298,0.009679248597886827,inf,0.69794090323978,0.09505917761060927,1.5101840522554186,0.0476190485060215,0.22945641411675347,0.005380079481336806,0.009119076199001735,inf,0.7473028818766276,0.09775352478027344
99,1.4456154311696687,0.034391533583402634,0.20362397034962973,0.006488439771864149,0.009009106953938802,inf,0.7071005609300401,0.09680864810943604,1.515820480717553,0.0,0.21136898464626735,0.00633744133843316,0.009037992689344618,inf,0.6795107099745009,0.10380622016059028
100,1.4415497067901824,0.02043650858104229,0.2116713073518541,0.00659585263994005,0.008820395999484592,inf,0.7185067150327894,0.10184504455990262,1.5176298419634502,0.0031746032182127237,0.21012145148383246,0.008657624986436631,0.00727937486436632,inf,0.6958430820041233,0.09841367933485243
