epoch,train_loss,train_accuracy,"train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=1))",val_loss,val_accuracy,"val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=1))"
1,0.8310234179702874,0.5003344416618347,inf,0.4642884814850638,0.6200792867446614,0.5035842061042786,inf,0.3515467866558895
2,0.6274525147523279,0.6477146148681641,inf,0.505559040564243,0.49519161197626704,0.6774193644523621,inf,0.31207978614022797
3,0.5096052134949192,0.6749163866043091,inf,0.45000683370037614,0.42228907458136017,0.6774193644523621,inf,0.4836869819141994
4,0.47196811493312085,0.6758082509040833,inf,0.5548492831604503,0.37992145357844986,0.6774193644523621,inf,0.4553543028430404
5,0.39455233731907663,0.6769230961799622,inf,0.4281580322813765,0.35280804085397277,0.6792114973068237,inf,0.43679295299209164
6,0.39458668458266793,0.6800445914268494,inf,0.5077956953895426,0.3359708965660256,0.6792114973068237,inf,0.4587867906160444
7,0.41165612906078314,0.6793757081031799,inf,0.5877445490560799,0.33379835572755223,0.6792114973068237,inf,0.5247014527008912
8,0.38155170457838017,0.6818283200263977,inf,inf,0.3157202205925344,0.6810035705566406,inf,0.45603182605493847
9,0.37443693608881157,0.6820513010025024,inf,inf,0.3085918436262095,0.684587836265564,inf,inf
10,0.3565991235914353,0.6822742223739624,inf,0.5550463656398738,0.30536614288793545,0.6810035705566406,inf,0.5055386240237227
11,0.36451756316193634,0.6838350296020508,inf,inf,0.29855064950256704,0.6899641752243042,inf,0.45179569832632477
12,0.33622596801963645,0.6880713701248169,inf,inf,0.29780947437910277,0.684587836265564,inf,0.5089947040950027
13,0.3636178322284369,0.6820513010025024,inf,inf,0.29180198768588983,0.684587836265564,inf,inf
14,0.33614282167264237,0.6845039129257202,inf,inf,0.2901818633218792,0.6953405141830444,inf,0.4812925196139612
15,0.3424385965357874,0.6833890676498413,inf,inf,0.2873476043204281,0.6863799095153809,inf,0.4977230624617817
16,0.3456094983756264,0.6853957772254944,inf,inf,0.2863830587713518,0.684587836265564,inf,0.5515225847190786
