epoch,train_loss,train_accuracy,"train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))",val_loss,val_accuracy,"val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))"
1,1.0221631571650505,0.3134920597076416,0.0009116331736246744,0.9178206231858995,0.31111112236976624,5.200703938802083e-05
2,0.8653984076446957,0.3301587402820587,0.00021184285481770833,0.8881734702322218,0.3391534388065338,0.0
3,0.8449678227305413,0.33789682388305664,0.00013875166575113933,0.8716799391640557,0.34179893136024475,0.0
4,0.829526136815548,0.3381613790988922,0.0009889072842068141,0.854283246729109,0.33386242389678955,0.0
5,0.8114294431275791,0.3421957790851593,1.2173917558458116e-05,0.8310820433828566,0.3354497253894806,0.0
6,0.7898332700133324,0.3393518626689911,0.0003792630301581489,0.8060752669970195,0.3481481373310089,0.0
7,0.7739089469114939,0.35773810744285583,0.00010949903064303928,0.7924053503407372,0.38148146867752075,4.408094618055555e-06
8,0.7625130171577136,0.36633598804473877,0.0018904871410793727,0.7847764478789435,0.38148146867752075,0.00023568471272786458
9,0.7552803110745218,0.3699735403060913,0.0004040982988145616,0.7759533438417646,0.3941798806190491,5.096859402126736e-05
10,0.7490747842523787,0.37235450744628906,0.0006135609414842394,0.7719619373480479,0.3931216895580292,1.2715657552083333e-07
11,0.7468852799385786,0.37043651938438416,0.0016416351000467936,0.7692104551527236,0.36666667461395264,6.018744574652778e-05
12,0.7429505690932274,0.37665343284606934,0.004325409730275472,0.7633454256587558,0.3931216895580292,3.2848782009548613e-06
13,0.7408552032377985,0.3760581910610199,0.0076685018009609645,0.7595914469824897,0.3772486746311188,0.0002300050523546007
14,0.7340300053771999,0.38644179701805115,0.0035298731591966418,0.7548231499062644,0.3878306746482849,0.05931489732530382
15,0.7380932058311171,0.3738756477832794,0.0040423247549268935,0.7574785894817776,0.38253968954086304,0.0009396447075737847
16,0.7334096423039834,0.3740740716457367,0.007187634044223361,0.7546623607476552,0.3682539761066437,0.0014549997117784287
17,0.7323693397144476,0.3730820119380951,0.008000323507520888,0.7567901750405629,0.38624337315559387,0.001453844706217448
18,0.7315907922469908,0.37638887763023376,0.016243570380740695,0.7494608150588141,0.38730159401893616,0.02146538628472222
19,0.7271497349772188,0.3830026388168335,0.01791441904173957,0.7466015726327896,0.3920634984970093,0.003429444630940755
20,0.7281301330361102,0.37671956419944763,0.013344883918762207,0.7486124157905578,0.38465607166290283,0.007691764831542968
21,0.7299990045734578,0.37566137313842773,0.01368582910961575,0.7464606659279929,0.385185182094574,0.0058715078565809466
22,0.7242011232508554,0.3811507821083069,0.012849511702855428,0.7431764211919573,0.3798941671848297,0.07352094650268555
23,0.7253414451248116,0.3748015761375427,0.015019128057691787,0.7425015833642747,0.3830687701702118,0.048432381947835286
24,0.7249056063592434,0.3791666626930237,0.027704783611827426,0.7438273588816325,0.3698412775993347,0.050399568345811635
25,0.7236283798805542,0.3796957731246948,0.021421644422743056,0.7443444245391422,0.38465607166290283,0.005627017550998264
26,0.7236670432198379,0.381679892539978,0.02241869568824768,0.7407434791326523,0.39947089552879333,0.01608040067884657
27,0.7218775361569392,0.3841269910335541,0.02184736728668213,0.7413889898194207,0.3989417850971222,0.008433543311225044
28,0.7204481476917863,0.3819444477558136,0.024552769793404473,0.7458345459567176,0.4095238149166107,0.026068189409044054
29,0.7237444590777159,0.3778439164161682,0.033721128437254166,0.7403318812449773,0.38624337315559387,0.044428284962972006
30,0.7164689358116851,0.3859788477420807,0.01944533321592543,0.7391518794827991,0.3931216895580292,0.044889810350206165
31,0.7235582696273923,0.3740740716457367,0.03324364291297065,0.738229513168335,0.38730159401893616,0.024923197428385415
32,0.7139446607273486,0.38128307461738586,0.04000343283017476,0.7401196436749564,0.37830686569213867,0.01526270972357856
33,0.7194991996822258,0.380092591047287,0.0336326089170244,0.7391101555691825,0.37248677015304565,0.026472017500135635
34,0.7205713740549982,0.37552911043167114,0.05468645890553792,0.7369508412149217,0.3941798806190491,0.061812633938259545
35,0.7164450813705723,0.3861111104488373,0.03988890449206035,0.7381425145599577,0.386772483587265,0.08760733074612087
36,0.7188680485304859,0.38439154624938965,0.04073083996772766,0.7437488478091028,0.36455026268959045,0.11460399097866482
37,0.7152970564655132,0.38425925374031067,0.035626058446036446,0.7409106519487169,0.3931216895580292,0.013853973812527128
38,0.71696338272757,0.3827380836009979,0.04768361647923788,0.7351697661810451,0.37566137313842773,0.03862433433532715
39,0.7178001301156149,0.379232794046402,0.042983124984635246,0.736827239063051,0.38624337315559387,0.01654442681206597
40,0.7142584497005575,0.3888888955116272,0.04460187686814202,0.7343907154268688,0.37671956419944763,0.048250399695502384
41,0.7171284175684882,0.37850528955459595,0.050445419218805104,0.7347601715061399,0.3708994686603546,0.06772618823581272
42,0.7176716538456579,0.38154762983322144,0.051249607404073076,0.7383906311459012,0.3798941671848297,0.03130131827460395
43,0.7117813194894956,0.386044979095459,0.039689474635654025,0.7336840866340532,0.380952388048172,0.05885743565029568
44,0.7141222854765753,0.3818121552467346,0.040830992327796085,0.733973655766911,0.38730159401893616,0.020906829833984376
