epoch,train_loss,train_accuracy,"train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))",val_loss,val_accuracy,"val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))"
1,0.9416295990731733,0.509833574295044,0.761241863706352,0.8781650831114571,0.5841584205627441,1.0427028368104179
2,0.7657655498462204,0.627332329750061,inf,0.748138500834411,0.6402640342712402,1.2853572053729363
3,0.656626647333909,0.6505295038223267,inf,0.68530887140418,0.6402640342712402,inf
4,0.6356722935859715,0.6510337591171265,inf,0.6371757871699784,0.6369637250900269,inf
5,0.6001573556759319,0.6535552144050598,inf,0.5986942570164518,0.6501650214195251,inf
6,0.5276501112087549,0.6591023802757263,inf,0.5693582712479357,0.6534653306007385,1.9141929914366524
7,0.49248805502538656,0.6671709418296814,inf,0.5511675775051117,0.6798679828643799,inf
8,0.4965439415787645,0.6696923971176147,inf,0.5281163082932526,0.6831682920455933,inf
9,0.5073544887315473,0.6646495461463928,inf,0.5146672427654266,0.6600660085678101,inf
10,0.4663708149968042,0.6802824139595032,inf,0.4963190589310988,0.6864686608314514,inf
11,0.4721114314761039,0.6762481331825256,inf,0.4898681398832573,0.6996699571609497,2.148584617758697
12,0.489597497904887,0.675743818283081,inf,0.4838196705534773,0.6930692791938782,inf
13,0.4511936654530867,0.6893595457077026,inf,0.47783399837197,0.7062706351280212,inf
14,0.4505014979134399,0.6843166947364807,inf,0.4691056066526557,0.7062706351280212,inf
15,0.43386400224034627,0.690368115901947,inf,0.46542760532981947,0.7029703259468079,inf
16,0.4537419163440932,0.6969238519668579,inf,0.47890458888602705,0.6963696479797363,inf
17,0.46835386611748075,0.6873424053192139,inf,0.46656251038020513,0.7062706351280212,inf
18,0.45700508952838753,0.7075138688087463,inf,0.4528380778600585,0.7095709443092346,inf
19,0.41328169415929555,0.7060009837150574,inf,0.45981155054749184,0.7095709443092346,inf
20,0.4343084574129598,0.6964195370674133,inf,0.4499069688455114,0.6963696479797363,inf
