epoch,train_loss,train_accuracy,"train_CoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","train_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))",val_loss,val_accuracy,"val_CoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","val_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=6))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))"
1,1.0496866443090969,0.32513228058815,0.0,0.9174439986546834,0.0004612021976047092,0.0004772345225016276,0.9362799525260925,0.36455026268959045,0.0,0.751138793097602,0.0001366085476345486,9.223090277777778e-05
2,0.882722385889954,0.3460317552089691,0.0,0.6898312356736925,0.00011816951963636611,3.451771206325955e-05,0.9000208086437649,0.3671957552433014,0.0,0.6416913562350803,7.883707682291667e-06,0.0
3,0.8589671242568228,0.3462963104248047,0.0,0.6286579661899143,0.0001853293842739529,5.139244927300347e-07,0.8847342689832052,0.3671957552433014,0.0,0.6141500473022461,0.0,0.0
4,0.8468858046664132,0.34880951046943665,0.0,0.6216889116499159,4.626247617933485e-05,1.0824203491210937e-05,0.8725377983517117,0.3671957552433014,0.0,0.6345405154758029,8.477105034722223e-08,0.0
5,0.8354054561919636,0.34662699699401855,0.0,0.6238750457763672,0.00011611249711778429,0.0,0.8615516000323825,0.3671957552433014,0.0,0.5835380130343967,0.0,0.0
6,0.8229937933385372,0.346362441778183,0.0,0.597562477323744,8.32411977979872e-05,1.5097194247775608e-05,0.8418009883827633,0.3671957552433014,0.0,0.6262466006808811,3.814697265625e-07,0.0
7,0.8035297029548221,0.3492063581943512,0.0,0.6089096042844985,0.00011801984575059679,9.049309624565972e-06,0.8202446460723877,0.3661375641822815,0.0,0.6466669506496854,0.0,0.0
8,0.7853622663352224,0.3483465611934662,0.0,0.589860102865431,0.0007800857226053873,6.357828776041667e-08,0.8003227121300167,0.36878305673599243,0.0,0.6055315017700196,0.00018793741861979166,0.0
9,0.7708601778580083,0.36276453733444214,0.0,0.5790308899349637,0.00022777451409233942,3.142356872558594e-05,0.786890654431449,0.4095238149166107,0.0,0.5919045554267035,0.0,0.0
10,0.7622750425504313,0.3709656000137329,0.0,0.6073228332731458,0.0004900760120815701,0.0,0.7786685857507918,0.40423280000686646,0.0,0.6069377051459418,0.0,0.0
11,0.7538590620789263,0.3749338686466217,0.0,0.6067945135964288,0.0012595044242011176,1.4526314205593533e-05,0.7762584163082971,0.39259257912635803,0.0,0.6539036009046767,0.0001407411363389757,0.0
12,0.7504964385595586,0.37235450744628906,0.0,0.6192706081602308,0.0025910417238871257,2.2485521104600696e-05,0.7689918782975939,0.41216930747032166,0.0,0.5557290395100911,0.0,0.0
13,0.7459632835454411,0.3781746029853821,0.0,0.5648531595865885,0.0006631255149841308,0.00026161405775282115,0.761722856760025,0.4100528955459595,0.0,0.7467646492852105,0.006349839104546441,0.008447901407877604
14,0.7403073952429824,0.38247355818748474,0.0,0.603957634501987,0.0021122389369540744,1.3191170162624782e-05,0.7587491492430369,0.41322749853134155,0.0,0.6041126039293078,0.006265682644314236,0.0
15,0.7406579278409481,0.37638887763023376,0.0,0.6088104777865939,0.0018488936954074435,0.0007087813483344184,0.7561944060855441,0.4116401970386505,0.0,0.6538465076022678,0.0002675586276584201,0.0
16,0.7362240119940705,0.3808862566947937,0.0,0.6085422939724392,0.0026317662662929957,0.0034279995494418676,0.7524759673409992,0.41216930747032166,0.0,0.6016383277045356,0.02438684039645725,1.7589992947048612e-06
17,0.7349795277747843,0.3777116537094116,0.0,0.6024982743793064,0.008473795652389527,0.00030895471572875974,0.7509014242225223,0.4148148000240326,0.0,0.6062742021348742,0.0001319249471028646,0.0
18,0.7327300572974814,0.38029101490974426,0.0,0.6260996421178182,0.001396265294816759,0.0003905031416151259,0.7486964441008038,0.40846559405326843,0.0,0.6275740305582682,0.0008134947882758246,2.6596917046440973e-05
