epoch,train_loss,train_accuracy,"train_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","train_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","train_CoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","train_RespondedExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))",val_loss,val_accuracy,"val_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","val_ExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=5))","val_CoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","val_RespondedExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))"
1,1.0297393124964502,0.3174603283405304,0.004194907347361247,0.0007907880677117242,0.0012009143829345703,0.0,0.918709749645657,0.3333333432674408,0.0004108640882703993,0.0,2.928839789496528e-05,0.0
2,0.8669212857882181,0.3215608596801758,0.0005986849466959635,6.908045874701606e-05,0.00015755494435628256,0.0,0.888332916630639,0.32910051941871643,0.000556839836968316,0.0,0.0,0.0
3,0.8462914293011029,0.3244709074497223,9.548664093017578e-05,7.145934634738498e-06,0.00010344319873385959,0.0,0.8709556115998163,0.3322751224040985,0.00016187032063802082,2.5431315104166666e-07,0.0,0.0
4,0.8314269574152099,0.3234788477420807,0.0005350881152682834,0.0,6.260739432440863e-05,0.0,0.8546244939168294,0.3296296298503876,0.0005083507961697049,1.8225775824652779e-06,0.0,0.0
5,0.8147387204898728,0.3256613612174988,0.0005342178874545628,4.2780240376790365e-05,9.316073523627388e-05,0.0,0.8339125182893541,0.33280423283576965,5.510118272569444e-07,0.0,0.0,0.0
6,0.7967358847459157,0.3312830626964569,0.0005603194236755371,0.0,0.00015117857191297742,0.0,0.8136054462856717,0.3216931223869324,0.0001777013142903646,0.0,1.7378065321180555e-06,0.0
7,0.7812932418452369,0.340410053730011,0.00029209587309095595,4.8254595862494575e-05,8.902682198418512e-05,0.0,0.7984762522909377,0.35079365968704224,0.00024954477945963543,0.0,0.00027025010850694446,0.0
8,0.7696616873145103,0.35839948058128357,0.0006260924869113499,1.099374559190538e-06,0.00020367039574517145,0.0,0.7878856089380052,0.3751322627067566,4.535251193576389e-06,0.0,0.00014781951904296875,0.0
9,0.7609418547815747,0.36144179105758667,0.0007360763019985622,6.449487474229601e-05,0.0002574457062615289,0.0,0.7798871517181396,0.380952388048172,1.5915764702690973e-05,0.0,0.0002883063422309028,0.0
10,0.7546681169834402,0.37361112236976624,0.0005460778872172037,0.0001457691192626953,0.0003204239739312066,0.0,0.774009660879771,0.39047619700431824,8.612738715277778e-05,4.874335394965277e-06,0.0001831266615125868,0.0
11,0.7490343982146845,0.3768518567085266,0.0008368651072184245,7.702774471706814e-05,0.0048200951682196725,0.0,0.767957083384196,0.38835978507995605,0.0018905427720811632,0.00028974745008680553,6.595187717013888e-05,0.0
12,0.7452583478556739,0.37533068656921387,0.0025574154324001738,5.526940027872721e-05,0.0014472577306959365,0.0,0.7630805571873983,0.39523810148239136,7.006327311197917e-05,0.0,0.0008609983656141493,0.0
13,0.7454377530763546,0.37156084179878235,0.002099091476864285,0.0013214786847432455,0.00993486377927992,0.0,0.7658158275816176,0.38730159401893616,0.0016241285536024305,0.000593672858344184,0.05473158094618055,0.0
14,0.7397702804456154,0.375,0.004808224572075738,7.878674401177301e-05,0.008015150494045682,0.0,0.7568958156638675,0.4010581970214844,0.010194248623318143,0.0,0.02712442609998915,0.0
15,0.738552351627085,0.37751322984695435,0.0014059556855095757,0.0003836989402770996,0.016690044932895238,0.0,0.7564201838440365,0.39735448360443115,0.001209682888454861,0.0,0.007765875922309028,0.0
16,0.7357516504410241,0.37453705072402954,0.0030870106485154894,8.450878991021051e-05,0.02672510544459025,0.0,0.7538078195518918,0.3978835940361023,0.009547975328233507,0.0,0.009909396701388889,0.0
17,0.7322048972878191,0.38267195224761963,0.003604551156361898,0.000131425592634413,0.019784214761522083,0.0,0.7500795231925117,0.3936507999897003,0.0011104371812608507,0.0,0.025595876905653212,0.0
18,0.731998422038224,0.3849206268787384,0.005710984600914849,5.0705009036593966e-05,0.021176452106899685,0.0,0.7487450414233737,0.391005277633667,0.0012228012084960938,0.0,0.0397788577609592,0.0
19,0.7303004307051499,0.380092591047287,0.0033736500475141738,0.0009396235148111979,0.02255961431397332,0.0,0.7509284072452121,0.380952388048172,0.0028433587816026474,0.01361114713880751,0.09134966532389323,0.0
