epoch,train_loss,train_accuracy,"train_ResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=2))","train_AlternateResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","train_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))",val_loss,val_accuracy,"val_ResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=6))","val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=2))","val_AlternateResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","val_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))"
1,1.1258854132559564,0.3092592656612396,0.506537119547526,inf,inf,inf,1.0319267166985406,0.31481480598449707,0.561439938015408,inf,inf,inf
2,0.959339915878243,0.31779101490974426,0.5616699563132392,inf,inf,inf,0.9726342466142442,0.33174604177474976,0.618087895711263,inf,inf,inf
3,0.9238627405630218,0.316732794046402,0.5479521724912856,inf,inf,inf,0.947111103269789,0.32910051941871643,0.6087565104166667,inf,inf,inf
4,0.9039245714743932,0.3264550268650055,0.5081403387917413,inf,inf,inf,0.9299422303835551,0.3322751224040985,0.5154870351155599,inf,inf,inf
5,0.888809339205424,0.32473546266555786,0.5174399084515042,inf,inf,inf,0.9141653564241198,0.33068782091140747,0.5767035166422526,inf,inf,inf
6,0.8756003497375382,0.32804232835769653,0.5223619222640992,inf,inf,inf,0.9005288375748528,0.32592591643333435,0.5198862923516168,inf,inf,inf
7,0.8638618311948246,0.32493385672569275,0.5063456641303168,inf,inf,inf,0.8884345332781474,0.32804232835769653,0.5532925287882487,inf,inf,inf
8,0.8531964232524236,0.32506614923477173,0.5183238479826185,inf,inf,inf,0.8764939414130317,0.3312169313430786,0.5096393161349826,inf,inf,inf
9,0.8431832454270787,0.33101850748062134,0.5078653640217251,inf,inf,inf,0.867411368423038,0.3380952477455139,0.473694207933214,inf,inf,inf
10,0.833937842812803,0.33802908658981323,0.5135232183668349,inf,inf,inf,0.8578107780880398,0.36084654927253723,0.46672448052300347,inf,inf,inf
