epoch,train_loss,train_accuracy,"train_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))","train_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))","train_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))",val_loss,val_accuracy,"val_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=5))","val_NotSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))","val_NotCoExistenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=5, b=4))"
1,1.2405099232991537,0.35271164774894714,0.005580859714084201,0.267446494102478,0.016398930549621583,inf,1.2704881283971998,0.3708994686603546,0.0016981336805555556,0.1807727813720703,0.019429651896158855,inf
2,1.207466885778639,0.3692460358142853,0.001676238907708062,0.14282751613193087,0.02116861873202854,inf,1.2564967685275608,0.36772486567497253,0.0018147362603081597,0.14310133192274305,0.020761066012912326,inf
3,1.2015564082397354,0.37056878209114075,0.0018629895316229926,0.13751049571567112,0.016107143296135797,inf,1.2549077378378974,0.37460318207740784,0.0007039388020833333,0.1508265601264106,0.03511331346299913,inf
4,1.1938493111067348,0.3719576597213745,0.0010360426372951932,0.12925346162584092,0.02072601318359375,inf,1.2432379908031888,0.36666667461395264,0.0007566240098741319,0.09899987114800347,0.013597869873046875,inf
5,1.1883975149856674,0.37347882986068726,0.0009620560540093316,0.14346187114715575,0.02194471624162462,inf,1.2436549292670356,0.36666667461395264,0.0006475236680772569,0.1285909864637587,0.03015594482421875,inf
6,1.188614103032483,0.3737433850765228,0.0011377520031399197,0.14396172364552814,0.01730952262878418,inf,1.2469094925456576,0.37354496121406555,0.000634765625,0.14794591267903645,0.039773813883463544,inf
7,1.1913761009772619,0.36851853132247925,0.0006945980919731987,0.14088589085472955,0.019206211302015518,inf,1.2464363853136697,0.3671957552433014,0.0004000769721137153,0.1517094506157769,0.018203099568684895,inf
8,1.1861549789706867,0.3727513253688812,0.0007271766662597656,0.12877511183420817,0.020968654420640734,inf,1.238283461994595,0.36349207162857056,0.0003978305392795139,0.11354632907443576,0.01420639885796441,inf
9,1.182283835940891,0.3722222149372101,0.0005762868457370334,0.1420525524351332,0.01889819304148356,inf,1.2364786876572502,0.3619047701358795,0.000613615247938368,0.11327412923177084,0.024768235948350696,inf
10,1.1767236875163185,0.3671957552433014,0.0006609466340806749,0.13735999796125625,0.013326981332567003,inf,1.2342774868011475,0.3629629611968994,0.00020056830512152777,0.11837310791015625,0.04282476637098524,inf
11,1.1782200238770908,0.3703042268753052,0.0004298792945014106,0.14152338769700792,0.017481001218159993,inf,1.2327469693289863,0.36772486567497253,0.0005402882893880208,0.12109387715657552,0.013150109185112847,inf
12,1.17811934683058,0.36739417910575867,0.0003583722644382053,0.13152691258324517,0.014685273170471191,inf,1.232917320728302,0.3650793731212616,0.00019616021050347223,0.12745963202582467,0.019763141208224828,inf
13,1.176813861893283,0.369907408952713,0.0005021413167317708,0.12968112097846138,0.013980338308546279,inf,1.2333697875340779,0.3693121671676636,0.00019929673936631945,0.14246334499782987,0.023677402072482638,inf
14,1.1753238265713055,0.37255290150642395,0.00042781035105387367,0.1368868245018853,0.0187328126695421,inf,1.2297289702627394,0.36772486567497253,0.0002521091037326389,0.12128020392523872,0.02775900099012587,inf
15,1.17060963296228,0.3700396716594696,0.00034592681460910373,0.12840768761105006,0.018765486611260308,inf,1.2298510604434543,0.3708994686603546,0.00011622111002604166,0.13941917419433594,0.021033350626627603,inf
16,1.1735067198673883,0.36951059103012085,0.0004740503099229601,0.143966187371148,0.020529646343655058,inf,1.2287463108698526,0.3772486746311188,6.955464680989584e-05,0.13392651875813802,0.022291183471679688,inf
17,1.1734444806973139,0.36474868655204773,0.0005020883348253038,0.14356662697262235,0.016581524742974176,inf,1.2308178424835206,0.36349207162857056,0.00027821858723958335,0.12313363817003038,0.028017891777886286,inf
18,1.1720273988114462,0.369907408952713,0.0004310554928249783,0.1395184728834364,0.01714986695183648,inf,1.2290457208951315,0.3777777850627899,6.663004557291666e-05,0.13331917656792536,0.018046866522894965,inf
19,1.172550004389551,0.3719576597213745,0.0003446208106146918,0.1442367474238078,0.0160233736038208,inf,1.2274727476967706,0.3761904835700989,6.696912977430556e-05,0.14784130520290797,0.022435209486219618,inf
20,1.1650878250598908,0.3757936656475067,0.00022606319851345487,0.1328690767288208,0.018618080351087783,inf,1.217283386654324,0.37354496121406555,3.081427680121528e-05,0.11005961100260417,0.021321741739908855,inf
21,1.1611041668388578,0.37347882986068726,0.00033974912431504993,0.13333225515153674,0.018389198515150283,inf,1.2161878267923991,0.37354496121406555,9.871588812934027e-05,0.12449879116482204,0.015524080064561631,inf
22,1.1594506331615977,0.37632274627685547,0.00027152432335747614,0.1441563023461236,0.013860877354939778,inf,1.2160853531625535,0.37830686569213867,5.395677354600694e-05,0.10873226589626736,0.01603652106391059,inf
23,1.1608435284760263,0.3740740716457367,0.00045364167955186635,0.14256003962622749,0.020350050926208497,inf,1.221480225192176,0.38253968954086304,9.104410807291667e-05,0.15375107659233941,0.01736988491482205,inf
24,1.162951274547312,0.3761904835700989,0.0006336185667249892,0.14576813644833034,0.019886745346917048,inf,1.2191338075531855,0.37037035822868347,0.0003025054931640625,0.17116796705457898,0.01687138875325521,inf
25,1.1619367024964757,0.3828042447566986,0.0002698871824476454,0.15144922468397354,0.017278986506991917,inf,1.2157688909106785,0.385185182094574,6.963941786024306e-05,0.1521510230170356,0.027313317192925346,inf
26,1.1573929733700223,0.38253968954086304,0.0003364351060655382,0.15382831891377766,0.017397676573859322,inf,1.215025344159868,0.38042327761650085,4.535251193576389e-05,0.12439676920572916,0.021556981404622397,inf
27,1.1583322321375211,0.3797619044780731,0.0004961887995402018,0.13339285320705838,0.018339750501844616,inf,1.2152519623438518,0.39735448360443115,4.963344997829861e-05,0.13113869561089408,0.027633031209309895,inf
28,1.1558083954784606,0.38148146867752075,0.0003477997250027127,0.14004718727535673,0.01938200526767307,inf,1.2098844581180148,0.39047619700431824,8.320278591579861e-05,0.12269778781467014,0.012227037217881945,inf
