epoch,train_loss,train_accuracy,"train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","train_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","train_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","train_ChainResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))",val_loss,val_accuracy,"val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=5))","val_NotChainSuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=6, b=6))","val_SuccessionConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=4))","val_ChainResponseConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=RelationConstraintSettings(a=4, b=5))"
1,1.272951568166415,0.29894179105758667,0.707072048717075,0.48242110941145155,inf,inf,1.313228362136417,0.30105820298194885,1.0114671495225696,0.4303217993842231,1.0037118275960286,inf
2,1.260497631960445,0.3094576597213745,1.1047474463780722,0.44958928955925836,0.9231423536936442,inf,1.3143682930204603,0.30105820298194885,1.201126183403863,0.37980622185601126,0.8338214450412327,inf
3,1.2614359269539515,0.3094576597213745,1.171777023209466,0.4394540362887912,0.8095246897803412,inf,1.31502814690272,0.30105820298194885,1.1032111697726779,0.4482798258463542,0.7126427544487848,1.2337676578097874
4,1.2606258157226775,0.3094576597213745,1.164500896135966,0.4145072301228841,0.7607834180196126,inf,1.313702760802375,0.30105820298194885,1.050477049085829,0.39476988050672746,0.7778627607557509,inf
5,1.2619561788108613,0.3094576597213745,1.146081511179606,0.42209736241234674,0.8255384047826131,inf,1.3159346262613931,0.30105820298194885,1.1093011644151476,0.37848040262858074,0.8449640909830729,1.0803797827826607
6,1.2618773976961772,0.3094576597213745,1.11311977174547,0.4004524495866564,inf,inf,1.3138734367158678,0.30105820298194885,1.2845757378472222,0.39049945407443576,0.7141626993815104,1.2168597327338324
7,1.2614355666769876,0.3094576597213745,1.1738941113154093,0.4160049067603217,0.8167704741160074,inf,1.3175680054558647,0.30105820298194885,1.0758494483100043,0.43756887647840714,0.8103065066867404,1.1421087476942273
8,1.26492657446199,0.3094576597213745,1.1223897006776598,0.4036998086505466,0.8171189652548896,inf,1.3170707437727187,0.30105820298194885,1.1759248521592882,0.37908206515842013,0.7873130374484592,inf
9,1.2649853338797887,0.3094576597213745,1.147022557258606,0.3924108028411865,0.7848285992940267,1.167639242278205,1.3188522113694086,0.30105820298194885,1.0811541239420572,0.36869163513183595,0.7867173936631945,inf
10,1.2643445645769438,0.3094576597213745,1.1551569117440117,0.40642538865407307,0.8203199042214288,inf,1.318639788362715,0.30105820298194885,1.0704578399658202,0.46031121148003473,0.7761740790473091,1.1709517584906683
11,1.2640474948618148,0.3094576597213745,1.1609065903557672,0.41976301934983995,0.7607307593027751,inf,1.316054736243354,0.30105820298194885,1.1007111443413629,0.3332969665527344,0.7481260935465495,1.1429343753390842
12,1.2626924158798323,0.3094576597213745,1.1351096815533108,0.4039720376332601,0.8074141396416559,inf,1.3146729681226943,0.30105820298194885,0.9911329057481554,0.3905120849609375,0.7939926147460937,1.099814648098416
13,1.2628837320539685,0.3094576597213745,1.1783267418543497,0.4148696978886922,0.7995240979724461,inf,1.315675707658132,0.30105820298194885,1.1392904069688585,0.42282863193088105,0.7071877797444661,1.1756546868218316
14,1.2637979606787364,0.3092592656612396,1.127613361676534,0.4167679892645942,0.7832911729812622,inf,1.3177146434783935,0.30105820298194885,1.1372059716118708,0.407417721218533,0.7020328945583767,1.2417912377251519
15,1.2630394573012989,0.3093915283679962,1.1662312931484646,0.4253514289855957,0.7575071732203166,inf,1.3144828504986232,0.30105820298194885,1.0690741644965278,0.4191664801703559,0.7544788360595703,1.145624033610026
16,1.2609589570098454,0.3093253970146179,1.1472956710391575,0.4231440411673652,0.8015551911460028,inf,1.3105465133984884,0.30105820298194885,1.0829825931125217,0.4505398220486111,0.8096485137939453,inf
17,1.2570267054769728,0.3096560835838318,1.163491384188334,0.39437295330895317,0.7789497004614936,inf,1.3056604067484539,0.30105820298194885,1.145073445638021,0.38719431559244794,0.7615612030029297,1.1370799170600043
18,1.25352094107204,0.30899471044540405,1.15981285572052,0.41370970673031277,0.812928835550944,inf,1.3046233084466723,0.30211639404296875,1.2194508446587458,0.465139897664388,0.7377515580919054,inf
19,1.257422342730893,0.30998677015304565,1.1649730179044935,0.45801624457041423,inf,inf,1.310267518626319,0.30105820298194885,1.2117481231689453,0.4025438096788194,0.7128799438476563,1.168660651312934
20,1.258484581609567,0.3107142746448517,1.1279378943973117,0.4473822593688965,inf,inf,1.3084496140480042,0.3095238208770752,1.0812129974365234,0.44329973856608074,0.6926893022325303,inf
21,1.254658977687359,0.31097882986068726,1.1437966850068835,0.42740182876586913,0.7933292335934109,inf,1.3059577451811897,0.305820107460022,1.0451207902696398,0.42934243943956163,0.8028415256076389,1.2039207034640842
22,1.2526234399941232,0.3153439164161682,1.1506734053293863,0.4426133950551351,0.7983991808361477,inf,1.3012813581360712,0.30105820298194885,1.2015858968098958,0.44823345608181425,0.7468663109673395,inf
23,1.2494540785749753,0.3154761791229248,1.153798958990309,0.4175414429770576,0.7932984987894695,inf,1.2990748643875123,0.3206349313259125,1.114197031656901,0.3947143978542752,0.8331298828125,inf
24,1.245408717294534,0.316732794046402,1.1700286388397216,0.42766739262474907,inf,inf,1.2952516727977328,0.3195767104625702,1.0815305921766494,0.38119799296061196,0.7793324364556207,1.1119099511040582
25,1.2457730626066525,0.3196428716182709,1.1703358279334175,0.4249513308207194,0.8192140791151259,inf,1.2962796794043647,0.3095238208770752,1.1288914998372397,0.4415395948621962,0.7874273512098524,1.13263791402181
26,1.2449597943160269,0.3193121552467346,1.153912568092346,0.4273839076360067,inf,inf,1.2966894136534797,0.30105820298194885,1.1195968204074436,0.3932317945692274,0.7412743038601346,inf
27,1.2444734868076113,0.31990739703178406,1.179775529437595,0.4145075718561808,inf,inf,1.2942054006788466,0.2936508059501648,1.0881046295166015,0.3894630432128906,0.6852740393744574,1.0410690307617188
28,1.243755654659536,0.3242063522338867,1.173469082514445,0.40154699484507245,inf,inf,1.2925021661652458,0.32698413729667664,1.1173071967230903,0.4231439378526476,inf,1.2191951751708985
29,1.2430596513880623,0.32771164178848267,1.1653830104404026,0.4337051683002048,inf,inf,1.2940159228112962,0.31798940896987915,1.2381671905517577,0.40643412272135415,0.7960653093126085,inf
30,1.242818401257197,0.33392858505249023,1.1825022300084431,0.4031450245115492,inf,inf,1.2894826385709974,0.3243386149406433,1.1459718492296007,0.4159012688530816,0.7165360344780816,inf
31,1.240044243964884,0.33690476417541504,1.1700107627444798,0.4191693756315443,0.8318988005320231,inf,1.289931223127577,0.32804232835769653,1.1985565609402127,0.3860643174913194,0.8614498562282986,inf
32,1.2404480323195457,0.3401454985141754,1.165384700563219,0.39789979457855223,inf,inf,1.2879742410447863,0.3084656000137329,1.0482186635335287,0.4168394300672743,0.7560025533040364,1.1372579362657336
33,1.239973767929607,0.33492064476013184,1.1832224819395276,0.40916240480211047,inf,inf,1.287873958216773,0.2915343940258026,1.1260508643256293,0.4456272972954644,0.7404647827148437,inf
34,1.238052106069194,0.3381613790988922,1.141052328215705,0.43651297357347274,0.82623770236969,inf,1.2827082024680243,0.31904762983322144,1.162017822265625,0.4220106760660807,0.7629793379041884,1.2148926205105253
35,1.2360182995597522,0.3443782925605774,1.1737173663245306,0.41178431510925295,inf,inf,1.284565023581187,0.307407408952713,1.1480992635091145,0.398713133070204,inf,inf
36,1.2359282438953718,0.35251322388648987,1.1626250187555949,0.42834908962249757,inf,inf,1.2827207605044046,0.3650793731212616,1.1186032189263238,0.3813257853190104,0.6864359537760417,1.1827806684705946
37,1.232626229359044,0.35264551639556885,1.1927630450990465,0.4228920963075426,0.8282835404078166,inf,1.2819451027446322,0.36878305673599243,1.0928306579589844,0.3792994181315104,0.8993263668484158,inf
38,1.2309318645960754,0.36144179105758667,1.152348486582438,0.41453711721632214,inf,inf,1.277789710627662,0.3650793731212616,1.176288816663954,0.37052362230088975,0.736960686577691,1.1072439405653212
39,1.231517833802435,0.36177247762680054,1.1800173891915215,0.41305120786031085,0.8558813386493259,inf,1.2790939410527546,0.3523809611797333,1.0515085644192166,0.42916475931803383,inf,inf
40,1.2324617145789993,0.36177247762680054,1.1634080860349867,0.40308392577701146,inf,inf,1.2794640872213576,0.3777777850627899,1.18267576429579,0.38983629014756943,0.7245871225992838,inf
41,1.2281882600651848,0.3610449731349945,1.173804685804579,0.38919339179992674,inf,inf,1.275446323553721,0.3751322627067566,1.1866383022732205,0.46464932759602867,0.805783208211263,inf
42,1.223943456924624,0.3660714328289032,1.2421710729598998,0.43894342581431073,0.8397395054499308,inf,1.2705049600866105,0.3571428656578064,1.1895241843329536,0.411358896891276,inf,1.2333033243815104
43,1.223879513144493,0.36058202385902405,1.1708603726492988,0.444354690445794,inf,inf,1.270502703719669,0.35661375522613525,1.2009382459852431,0.4073154873318142,0.8404746161566841,inf
