epoch,train_loss,train_accuracy,"train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=2))","train_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","train_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=3))",val_loss,val_accuracy,"val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=6, count=2))","val_InitConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceConstraintSettings(activity=4))","val_AbsenceConstraint(solver=WeightedSamplingSolver(num_samples=100), settings=ExistenceCountConstraintSettings(activity=4, count=3))"
1,0.6237294730589629,0.4360869526863098,0.33929602804329684,0.5231704064257481,0.19892908053406227,0.8160718115600379,0.5422077775001526,0.36712390184402466,0.6416813747302906,0.2904297524207347
2,0.5189365679825101,0.5460869669914246,inf,0.38914738770049373,inf,0.7118817084544414,0.5649350881576538,0.39600592046170624,0.4815963152292612,0.6341326961646209
3,0.4660203756419831,0.6004347801208496,inf,0.3196110960178343,inf,0.6723817739937756,0.5584415793418884,inf,0.42907774126207504,inf
4,0.44419990998577386,0.6056521534919739,inf,0.2598260829323216,inf,0.6539637414184777,0.5584415793418884,0.42329977976309285,0.3956348444964435,inf
5,0.4236501451259153,0.6082608699798584,inf,0.25101966890292987,inf,0.6388491649885435,0.5584415793418884,inf,0.434695662678899,inf
6,0.4286738324954676,0.6091304421424866,inf,0.2706945719662263,inf,0.6183507402200956,0.5584415793418884,0.5503834163820421,0.28424787521362305,inf
7,0.42751449493277055,0.6104347705841064,inf,0.24359729010706643,inf,0.6071842586671984,0.5584415793418884,inf,0.3954142106545938,inf
8,0.40358682384110467,0.6086956262588501,inf,0.2598322595521833,inf,0.5980979856607076,0.5584415793418884,inf,0.3769184028780138,inf
9,0.40108342774857486,0.6100000143051147,inf,0.22900603623058274,inf,0.5884715089121381,0.5584415793418884,inf,0.388557894809826,inf
10,0.3870415280245763,0.6052173972129822,inf,0.25785342380024984,inf,0.5772571515392613,0.5584415793418884,inf,0.4178035130371919,inf
11,0.36181968227914313,0.606521725654602,inf,0.22263711053365762,inf,0.5708868576062692,0.5584415793418884,inf,0.3570859754407728,inf
12,0.3506982712318618,0.6078261137008667,inf,0.25417307601112665,inf,0.5669014770034198,0.5584415793418884,inf,0.43039977872693863,inf
13,0.3731689036702057,0.6100000143051147,inf,0.31832299329631397,inf,0.556683012158484,0.5616883039474487,inf,0.3693580305254137,inf
14,0.37243161063344044,0.6086956262588501,inf,0.30321033215482285,inf,0.5499475221778896,0.5616883039474487,inf,0.44338706055203,inf
15,0.3460841174087217,0.6039130687713623,inf,0.26518146777193496,inf,0.5463404929315722,0.5454545617103577,0.318345485506831,0.45644692794696706,inf
16,0.3561836855773812,0.6060869693756104,inf,0.3165678609611628,inf,0.5384337873877706,0.5616883039474487,inf,0.4333364995750221,inf
17,0.34395428138495704,0.6104347705841064,inf,0.2747562320204056,inf,0.5341271323126715,0.5616883039474487,inf,0.39578419762688716,inf
18,0.35679862720351063,0.606521725654602,inf,0.2711412890455314,inf,0.5295864611461356,0.548701286315918,inf,0.4213849402762748,inf
19,0.3374416108649534,0.6047825813293457,inf,0.27321592413508833,inf,0.5261115165981086,0.5649350881576538,inf,0.4293592105040679,inf
20,0.3536661423628925,0.6052173972129822,inf,0.2728508360721867,inf,0.5231391080730671,0.551948070526123,inf,0.4486268919867438,inf
21,0.3375184704472132,0.606521725654602,inf,0.25673564200895144,inf,0.5184094783019375,0.5551947951316833,inf,0.4047925633353156,inf
22,0.33726385787306495,0.6030434966087341,inf,0.27416351918251286,inf,0.5139511515562599,0.5584415793418884,inf,0.4561148108662786,inf
23,0.34324271668298945,0.6060869693756104,inf,0.29257295006199885,inf,0.5118013570034826,0.5714285969734192,inf,0.42861480004078634,inf
24,0.3492074717209376,0.6069565415382385,inf,0.2788260426302717,inf,0.5083634561380824,0.5584415793418884,inf,0.4486192980328122,inf
25,0.3125012364421919,0.6034782528877258,inf,0.3069634554948791,inf,0.5061952705318863,0.5584415793418884,inf,0.441316988017108,inf
26,0.34378835042789957,0.6091304421424866,inf,0.2979346776858655,inf,0.5036096556766613,0.5584415793418884,inf,0.44329164157042633,inf
27,0.34776283633627997,0.6056521534919739,inf,0.25888497274881306,inf,0.5020369700080639,0.5584415793418884,inf,0.4165816693692594,inf
28,0.33537383075227967,0.6026086807250977,inf,0.31155817415596876,inf,0.5004316451581748,0.5551947951316833,inf,0.43657550940642487,inf
29,0.3419159908979777,0.6047825813293457,inf,0.3242397178818293,inf,0.49850692660421936,0.5551947951316833,inf,0.40551333814053925,inf
30,0.33238438227180717,0.6047825813293457,inf,0.2849811819494277,inf,0.49653519992087336,0.5551947951316833,inf,0.4224000524830174,inf
31,0.3308136102400328,0.6091304421424866,inf,0.33267484456047747,inf,0.49456810186038147,0.5584415793418884,inf,0.4457525079314773,inf
32,0.35222633807889875,0.604347825050354,inf,0.3169155655166289,inf,0.49219853068525726,0.5584415793418884,inf,0.45269791499988454,inf
33,0.31267615581004043,0.6104347705841064,inf,0.2533654608022175,inf,0.4912555004293854,0.5584415793418884,inf,0.429347672977963,inf
34,0.32529627610194056,0.6086956262588501,inf,0.29574874058644113,inf,0.4886114609402579,0.5584415793418884,inf,0.41211379540933146,inf
35,0.33235369316588437,0.6008695363998413,inf,0.32188118252972797,inf,0.48830009352516485,0.5584415793418884,inf,0.4468270379143792,inf
36,0.3212158651374192,0.6060869693756104,inf,0.31331962235714667,inf,0.48821245999755086,0.5584415793418884,inf,0.46754474897642395,inf
37,0.3309358058336028,0.6113043427467346,inf,0.28645953035111743,inf,0.4863865564803819,0.5584415793418884,inf,0.4451455651102839,inf
38,0.3413008517998386,0.604347825050354,inf,0.28127665106833283,inf,0.48513739374843806,0.5584415793418884,inf,0.4671234955658784,inf
39,0.32129573169305087,0.6104347705841064,inf,0.3024583239304392,inf,0.48463130842995,0.5746753215789795,inf,0.40989071936220733,inf
40,0.31590283496371757,0.6117391586303711,inf,0.2895158810607444,inf,0.48455659823643193,0.5746753215789795,inf,0.4645988006849547,inf
41,0.3261348867633954,0.6060869693756104,inf,0.296585787334345,inf,0.48252275868042094,0.5584415793418884,inf,0.46413958394849625,inf
42,0.3271959720144652,0.6082608699798584,inf,0.3591909963125284,inf,0.4815690171074223,0.5551947951316833,inf,0.47135389173353043,inf
43,0.3329539889238889,0.6078261137008667,inf,0.32019836803445995,inf,0.48010765942367345,0.5746753215789795,inf,0.4610261723801896,inf
44,0.31721958647053594,0.6047825813293457,inf,0.3488155998074543,inf,0.4801855151717727,0.5584415793418884,inf,0.48056468770310684,inf
45,0.3237058829851385,0.6104347705841064,inf,0.3140415623151588,inf,0.4778479782713426,0.5746753215789795,inf,0.39892374502645955,inf
46,0.32592722916491773,0.6052173972129822,inf,0.30262707611498485,inf,0.47731905370145233,0.5746753215789795,inf,0.44993217571361643,inf
47,0.32160228335240093,0.6121739149093628,inf,0.28294738484562354,inf,0.47705095502975825,0.5746753215789795,inf,0.46554817702319173,inf
48,0.3239214114452663,0.6052173972129822,inf,0.32256202665371075,inf,0.47563255960876877,0.5551947951316833,inf,0.4235224756034645,inf
49,0.3087153838400323,0.6173912882804871,inf,0.2944209575653076,inf,0.4751937266539883,0.5746753215789795,0.3279297738461881,0.43754296689420136,inf
50,0.33282500024764766,0.6121739149093628,inf,0.29375909504137543,inf,0.47461475633286143,0.5584415793418884,inf,0.46185264071902715,inf
51,0.334248454162949,0.6104347705841064,inf,0.27500267263584105,inf,0.47486953336644816,0.5746753215789795,inf,0.39292509169191925,inf
52,0.32901115906511785,0.6165217161178589,inf,0.27032537087924613,inf,0.4735366516822093,0.5746753215789795,inf,0.41862681105330185,inf
53,0.3266545933985953,0.5986956357955933,inf,0.2853031474179849,inf,0.4715750994714531,0.5746753215789795,inf,0.4237585454373746,inf
54,0.3178315644606265,0.6069565415382385,inf,0.26177354417551557,inf,0.4709430349034232,0.5779221057891846,inf,0.4660771730783823,inf
55,0.32477378922377054,0.6060869693756104,inf,0.33993470365203704,inf,0.471286112795005,0.5746753215789795,inf,0.39802918240830704,inf
56,0.32298878037666423,0.6008695363998413,inf,0.30552801130583007,inf,0.46943749547810165,0.5779221057891846,0.4054213536752237,0.4254244018245388,inf
57,0.31223346569997545,0.606521725654602,inf,0.2980043985240528,inf,0.46904565857068914,0.5779221057891846,inf,0.4343069147419285,inf
58,0.32351489744587136,0.6117391586303711,inf,0.3146203551915789,inf,0.4690279120931754,0.5779221057891846,inf,0.434359208957569,inf
59,0.3180999437849874,0.6113043427467346,inf,0.3302439562533626,inf,0.4669536615948419,0.5811688303947449,inf,0.42900765586543727,inf
60,0.29523856617851857,0.6073912978172302,inf,0.256754909185076,inf,0.47020247538347504,0.5844155550003052,inf,0.46916795099103775,inf
61,0.3152301120611322,0.6182608604431152,inf,0.30384236280703586,inf,0.46987523621804006,0.5844155550003052,inf,0.4377575854997377,inf
62,0.3208596546373667,0.6073912978172302,inf,0.3242401477638853,inf,0.4708170983436945,0.5811688303947449,0.39795995725167765,0.4537976303616086,inf
63,0.3134359482593569,0.6113043427467346,inf,0.3129167249125819,inf,0.46968174282763453,0.5844155550003052,inf,0.47436959034687765,inf
64,0.30186642238361117,0.6139130592346191,inf,0.243483832817531,inf,0.4714952816028853,0.5876623392105103,inf,0.4878474763921789,inf
65,0.29850649096210863,0.615217387676239,inf,0.2790707898261389,inf,0.4717398444945748,0.5941558480262756,inf,0.5154387435397586,inf
66,0.3135665659436953,0.6134782433509827,inf,0.3188583235586843,inf,0.4705057695910737,0.5941558480262756,inf,0.5002712623493092,inf
67,0.32108555443218084,0.6104347705841064,inf,0.322493740172459,inf,0.4699203581423373,0.5876623392105103,inf,0.4516527588303025,inf
